	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_ACTIN_FILAMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05576575892609592	1	1	1	0.002894015579198772	1	1	1	1	0.0018281249823193235	0.09056178156506434	1
GO_ACTIN_FILAMENT_BASED_MOVEMENT	1	1	0.011523101614694276	1	1	1	0.03477357882970655	8.609855995733717e-05	1	0.02208741973749262	0.0006616651891817593	1	1	1	1	1	1	0.055680442997005475	1	0.0535664120490319	0.075268220737436	1	0.008810436244674036	1	1	1	0.06198482543056849	1	0.031386601806950964	1	0.05363254197415657	1	1	1	1	1	0.0006616651891817593	0.002821871991938618	1	1	1	0.00747147783174662	1	1	1	1	1	0.0005206924570646532	1
GO_ACTIN_FILAMENT_BASED_PROCESS	1	1	1	1	1	1	1	0.0030763961854073374	1	1	0.004475316608045232	1	1	1	1	1	1	0.048774340384376225	1	1	0.03087162775254071	1	1	1	1	1	1	1	1	1	1	0.08422708894195019	1	1	1	1	0.05645526300728165	0.03907776984680866	1	1	1	0.019912097465779488	1	0.04857532887445659	1	1	1	1	1
GO_ACTIN_FILAMENT_BINDING	1	1	1	1	1	1	1	1	1	1	0.09980717054083721	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09980717054083721	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	0.06474172003932033	1	1	1	0.02097890997083307	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05373101403539948	1	1	1
GO_ACTIN_FILAMENT_DEPOLYMERIZATION	1	1	1	1	1	1	1	1	1	1	0.009935863253877075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	0.02567383706990245	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0733148591133993	1	1	1	1	1
GO_ACTIN_MEDIATED_CELL_CONTRACTION	1	1	0.006354883353120067	1	1	1	0.02325475947454847	1.810255279766082e-05	0.07735882769201519	0.014652613080917254	0.0002897590790339466	1	1	1	1	1	1	0.03764521664646581	1	0.03115227712288615	0.051339391664302125	1	0.005779749256992317	1	1	1	0.04203149657402838	1	0.02094772872246886	1	0.03622487832403387	1	1	1	1	1	0.0002897590790339466	0.0008046789035105473	0.08108874216615614	1	1	0.0034638265698453408	1	1	1	1	1	0.00019021785702966199	1
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	1	1	1	1	1	1	1	1	1	0.04337587043713731	0.019625877519152457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025473708103877057	1	1	1	0.09402522087151877	0.07684015744389727	1	1
GO_ACTION_POTENTIAL	0.02065953515776675	0.08540423617116277	6.418340914826626e-05	1	1	1	0.02877883002824766	4.150513579193049e-05	0.09410508908286142	1	0.049857675632555276	1	1	1	1	1	1	0.04633321366753895	0.012668057785661269	0.007350055598922212	0.007924070385645576	1	0.007221908714019065	1	1	1	1	1	0.001987109890340233	0.03478488003882785	0.0003532715445911938	1	1	0.007221908714019065	1	1	0.005504072205693267	0.0071105168930599705	0.016080818129006635	1	1	0.005212060990697154	1	0.00888497754435491	1	1	1	0.0029847194253260767	1
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0614986831467752	1	1	0.013758792598180691	0.015004131579829605	1	1	1
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	0.004595724913284194	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_MAPK_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0396672355047023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.047342879083903666	1	1	1	1
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY	1	1	1	1	1	1	1	0.03881694168529637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0006600692524222351	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	1	1	1	0.006887878134064329	1	1	1	1	1	0.08813733981085659	0.05442746354542294	1	1	1	1	1	1	1	1	1	1	1	0.03752698662087428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	1	1	1	1	1	1	1	1	1	1	0.0009824593841929463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.07135031260210845	1	1	1	1	0.07135031260210845	1	1	1	1	1	1	0.032667577271246584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	0.027987449487138605	1	1	1	1	1	1	0.06773808821658234	1	1	1	1	1	1	1	1	1	1	1	1	0.07278605141535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVIN_RECEPTOR_BINDING	1	1	1	1	1	1	0.00019503969019885048	1	1	1	1	1	1	1	1	1	1	1	1	0.0016249627733272431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007632949605311801	1	1	1	1	1	1	1	1	1	0.000982405608815351	1
GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	0.0033694621221842525	1	1	1	1	1	1	1	1	1	1	1	1	0.025880373176622506	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016086797009082665	1
GO_ACTOMYOSIN	1	1	1	1	1	1	1	1	1	1	0.017466998900751207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	0.0017512899057269271	0.055786417306420866	1	1	1	1	1	0.0878630236236635	1	1	1	0.061250766228043485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07269259143252704	1	1	1	1
GO_ACUTE_INFLAMMATORY_RESPONSE	1	1	0.045457718350263576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08280589538977001	1
GO_ACYLGLYCEROL_HOMEOSTASIS	1	1	1	1	1	1	1	0.04977659401475232	1	1	1	1	1	1	1	1	1	1	1	0.019791338881344323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.082331113844623	1	1	1	1	1	1	1	1	1	1	1
GO_ADAPTIVE_THERMOGENESIS	1	1	1	1	1	1	1	1	1	0.02262876188432439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06123908890944407	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	0.07456826173044506	1	1	1	1	1	1	1	0.05577866318339275	1	1	1	0.017896458132848903	1	0.049948799392409704	1	1	1	0.07023534336883874	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03481078101471269	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	0.0002928178641182777	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.020982473959302195	1	1	1	1	1	1	1	1	0.08264059462061701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03129812706222257	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYL_NUCLEOTIDE_BINDING	0.010002017866794888	1	1	1	1	1	1	1	1	1	1	0.007940378753106492	0.009011917854647056	1	1	0.05090629690524684	1	1	1	0.08643093569127713	1	1	1	1	1	1	1	1	0.05752179199918561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06712853261434348	1
GO_ADHERENS_JUNCTION	1	0.020897677042041485	1	1	0.03599483041578211	1	1	1	1	0.025703608392260824	1	1	1	1	1	0.010302546398677004	1	0.06426974794745632	1	1	1	0.0045661346533391045	1	1	0.0012549653801393612	1	1	1	1	1	0.00770560787606267	1	1	1	1	1	1	0.05370371397160478	1	1	1	1	1	1	0.0528894145361799	1	1	1	1
GO_ADHERENS_JUNCTION_ORGANIZATION	1	1	1	1	0.034560723614031286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.595897634931731e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04485811487050828	1	1	1	1	1	0.033812330874948504	1
GO_ADRENERGIC_RECEPTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024531847461398693	1	1	1	1	1	1	1	1	1	1	1
GO_ADULT_BEHAVIOR	0.001364684653133108	0.08435232604583076	1	1	1	1	1	0.001678262719768231	0.0017284951308191854	5.0521509276535426e-05	1.4191553358022801e-06	1	1	0.0010287627064831106	1	1	0.04402770040731285	0.045732844545199436	1	0.007167045269218408	0.007767901571871905	1	1	1	0.01351768104615636	1	1	0.004314904915430073	1	1	0.04402770040731285	1	1	1	1	1	0.049214869780285664	1.0031391958209568e-06	0.09735274272356076	1	1	0.0006434084885200697	1	1	1	1	1	0.0003137816297005269	1
GO_ADULT_LOCOMOTORY_BEHAVIOR	1	1	1	1	1	1	1	1	1	0.005665916207497124	0.0009723285200066156	1	1	1	1	1	1	1	1	0.00840659291603263	0.020767545674048593	1	1	1	1	1	1	0.0013187654171967766	1	1	1	1	1	1	1	1	1	3.302692330731105e-07	1	1	1	0.0005571096496800321	1	1	1	1	1	0.00030784344259560115	1
GO_ALCOHOL_BINDING	1	1	1	1	0.05420144953753425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08264059462061701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053060906862356094	1
GO_ALCOHOL_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012362266331794936	1	1	1	1	1
GO_ALCOHOL_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06730052274867804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0764393017511521	0.04931348518790779	1	1	1	1	1	1	1	1	1	0.059671450480951904	1	1	1	1	1
GO_ALPHA_2A_ADRENERGIC_RECEPTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0014567693596788667	1	1	1	1	1	1	1	1	1	1	1
GO_ALPHA_ACTININ_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008105219396650654	1	1	1	1	1	1	1
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09985156180740584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07459744926885215	1	1	1	1
GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	1	1	1	1	0.05532375774177489	1	1	1	1	1	1	1	1	1	0.0065685988278630925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMEBOIDAL_TYPE_CELL_MIGRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.040410799170849554	1	1	1	1	1	1	1	1	1
GO_AMIDE_BINDING	1	1	1	0.07507030359777211	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09282684780687	1	1	1	1	1	0.08678021730103902	1	1	1	1	1	1	1	1	1	1	1	1	0.052884714499282115	1	1	1	1
GO_AMINE_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05299322771965831	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.038957865358352994	1	1	1	1
GO_AMINE_TRANSPORT	0.0110205746871046	0.005172435882992543	1	1	1	1	1	0.013162320925316662	1	1	0.00012576181778267692	1	1	1	0.0003514462474354385	1	1	0.025269988287816236	1	1	1	1	1	1	1	0.007831753651837303	1	1	1	1	1	1	0.006157971113883609	1	1	1	1	0.0013725309022724064	1	1	1	0.001573973920045213	1	0.004671080154456497	1	0.02239931022741848	1	1	1
GO_AMINOGLYCAN_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04900113058177047	1	1	1	0.04485811487050828	1	1	1	1	1	1	1
GO_AMINOGLYCAN_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	0.07341474839343298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.056046710193324745	1	1	1	1	1	1	1
GO_AMINO_ACID_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010665808509999097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008379379302643986	1	1	1
GO_AMINO_ACID_IMPORT	1	1	1	1	1	1	1	0.06419285061748814	1	1	1	1	1	1	1	1	1	0.005614709320261757	1	0.025880373176622506	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	0.05283280800583301	1	1	1	1	1	1	1	1	1	0.022046497982945	1	0.09267888930534951	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07841160042126338	1	1	1	1	1	1	1
GO_AMINO_ACID_TRANSPORT	1	0.017758224507049114	0.08258048697567388	1	1	1	1	0.014654496718128684	1	1	1	1	1	1	1	1	1	0.006889327984478388	1	0.056140393523585796	1	1	1	1	1	1	1	1	1	1	0.006496794922067561	1	0.0008175633169366092	1	1	1	1	0.012557525606189945	1	1	1	0.007989718514234245	1	1	1	1	1	1	1
GO_AMPA_GLUTAMATE_RECEPTOR_COMPLEX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005567067841651174	1
GO_AMYLOID_BETA_BINDING	1	1	1	0.0037739117494408614	1	1	1	1	0.03362650899719877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004451950144258698	1	1	1	1	1	0.06857331622375851	1	1	1	1	1	1	0.0006741946059883874	1	1	1	1
GO_AMYLOID_BETA_FORMATION	1	1	1	1	1	1	1	1	0.009324627866708957	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0011619396699040774	1	1	1	1	1	1	1	1	1	1	1	1	0.082331113844623	1	1	1	1	1	1	1	1	1	1	1
GO_AMYLOID_BETA_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	0.0009150109852633648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.001980335193236815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	0.0008634899745191271	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0019041853894763427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	0.0023808534876105236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003798980286622733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	0.0893504288186373	1	1	1	1	1	1	1	1	1	0.06297642372534451	0.09315371429220654	1	1	1	0.07531489746227038	1	1	1	0.04023520028717653	1	1	1	1	1	0.09014420466357864	0.0893504288186373	1	1	1	0.02735746940024819	0.08009447457830898	1	1	1	1	1	1	1
GO_ANATOMICAL_STRUCTURE_MATURATION	1	0.0093996157504731	1	1	0.01918404016964903	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08113996769114618	1	1	1	0.03939315139780575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030540919573352476	1	1	0.09586314255661832	1	0.0013728467817016865	1	1
GO_ANCHORED_COMPONENT_OF_MEMBRANE	1	0.02257458626565101	1	1	1	0.0027036516540795974	0.004271369676312475	1	0.0261882765914232	1	1	1	1	1	1	1	1	1	1	0.01522114367629468	0.014140860882539186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017701665637785746	0.00990791725866702	0.005191590404298174	1	1	1	0.05526368960890693	1	1	1	1	1	1	1
GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	1	1	1	1	1	1	0.0059163316151975565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01065202315546987	1	1	1	0.0018855243522680754	1	1	1	1	1	1	1
GO_ANCHORING_JUNCTION	0.042841169324205786	0.026808782216845684	1	0.07451530998792899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09092700538271248	0.09964648156463296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANIMAL_ORGAN_MORPHOGENESIS	1	1	0.005404454641868561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017074080189740437	1	0.03816767385330544	0.0138961549870249	0.005516401561652562	1	1	0.011544975002899416	1	1	0.006321402521482611	1	0.07839210452285017	1	1	1	0.07702730483529396	1	1	1	1	0.022582419904308648	0.03320185571180512	1	0.0081395187258545	1	1	1	1	0.07200250334254066	1	1
GO_ANION_CATION_SYMPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029353545336866738	1	1	1	1	1	1	1	1	1	1	1
GO_ANION_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	0.0042313910472504546	0.00029808070576453627	1	0.012105385528901502	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07119908988937462	1	1	1	1	1	1	1
GO_ANION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	0.07093378633462677	1	0.01153500696999743	1	0.02229728908383022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02917349616765863	1	1	1	1	1	1	1	0.09328711691832448	1	1	1	0.07469924010426765	1	1	1	1	1	1	1
GO_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	0.01611766697720618	1	0.030767823573318087	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANION_TRANSPORT	1	1	1	1	1	1	1	0.08548423722764531	1	0.07642826677099601	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.043020718666773816	1	1	1	0.09247352101132156	1	1	1	1	0.0497938700337236	1	0.02986400799036848	1	1	1	1	1
GO_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007437568207604217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	1	1	0.029524267067416954	1	1	1	0.06601578085682369	1	1	1	1	1	1	1	1	1	1	0.017192029108705875	1	0.0013991798488066642	1	0.00978472654283169	1	1	1	1	1	1	1	0.01122591530933914	1	1	0.027792621669735063	0.0010405983528896101	1	1	1	1	0.05210414784347894	1	1	0.09849299701067549	1	1	1	1	1	0.068671861027511	1
GO_ANTEROGRADE_AXONAL_PROTEIN_TRANSPORT	1	1	1	1	1	1	1	0.0028930753658331643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005077366611656142	1	1	1	1	1	1	1	1	1	1	1
GO_ANTEROGRADE_AXONAL_TRANSPORT	1	1	1	1	0.0011985840684465288	1	1	0.009726352551754691	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00029395483810390477	1	1	1	1	1	1	1	1	1	0.01817771406121038	1
