	ARX	ASCL1	ASCL2	E2F7	FEV	FOXD4L5	FOXP2	HIC1	MAFA	PAX4	PBX3	SOX4	TFCP2L1	ZFP69B	ZNF519	ZNF846
GO_CATION_TRANSMEMBRANE_TRANSPORT	0.001069405529449563	0.005503060418117434	5.5884308032938534e-05	0.00046019686655907055	0.0	0.0057434551245435506	0.07975691390231754	1	1	0.00015483882215761025	1	5.040010303547504e-07	0.005084682513375793	0.012100698784746955	1	2.450002006582075e-05
GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.0017207686084790286	0.012816418428167164	7.800917392974949e-05	0.006426330795789914	2.0569520753355164e-08	0.009429496074832122	0.0011879688797148402	1	1	1.420889314107665e-05	0.018738514784339855	2.9447221150391556e-07	0.01473754442003783	1	1	0.0016192912505748058
GO_CATION_TRANSPORT	0.000791541159701481	0.0267213495140739	0.0003271457100193498	0.0050043323848452115	3.062536269027305e-08	0.012056434128673299	0.010463318661014909	1	1	0.001032515638090814	0.06580381968608018	7.842209515440679e-06	0.006182478208057951	0.030902021239277544	1	0.00013970316655509407
GO_CELLULAR_COMPONENT_MORPHOGENESIS	0.0019182322663524598	0.03504355259782943	0.06807452994259111	0.023163556443675848	4.415638631849461e-06	0.002860942343321793	0.00018942715767911178	1	0.0023187183036490477	0.002904520840186997	0.0006350124531349088	5.101377009708585e-08	0.0006730431120383074	0.04797907312265104	1	0.002254854538148887
GO_CELL_BODY	0.05772119401477693	1	0.032332339885666195	0.001085804890750719	5.56576984500623e-09	0.0231364846806259	0.0007894360114326648	0.048828420345340406	0.0078747606594618	0.021706443959474298	0.000538095688310869	4.508597495345157e-09	0.000791246690352021	0.002883132796651866	2.436263453109433e-05	0.00022435033662560055
GO_CELL_CELL_SIGNALING	0.0004448003672254952	7.464829464998157e-05	1	0.0018292797630430346	1.1881004069458356e-07	6.614180536601566e-06	0.005805656357075861	9.769805847525959e-05	5.291846593147298e-07	4.8137091754107963e-05	6.80606053471422e-05	9.710565684883932e-12	4.119978735950269e-08	0.0016374990612377793	0.0008580731446189427	1.9091137351212595e-05
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	1	0.004306415458090074	1	1	4.0921807764604523e-07	1	1	1	0.004025278717851299	0.0015351818742294077	1	4.053689286853679e-05	0.011268477652871867	1	1	0.00034889777816593526
GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	1	0.012757487951336799	1	1	7.757297431076893e-07	0.018606012343667877	1	1	0.011944115823109058	0.004638171491692322	1	6.152159836070314e-05	0.0323698451006702	1	1	0.0018102357452561835
GO_CELL_PART_MORPHOGENESIS	0.0007963062823278522	0.020429318643005456	0.05009305760590421	0.011671877115950968	7.88876594814969e-06	0.004683504364248026	0.0021594691207276195	1	0.01748358462794608	0.008436311147922204	0.00027349787195762865	4.501116390720483e-08	0.0008276802414076689	0.03493647076687589	1	0.003273852038620295
GO_CIRCULATORY_SYSTEM_PROCESS	1	0.031236062824602673	0.030146717647260735	0.03980391700769648	2.3891047100432772e-05	0.06407769076230929	0.06179458263083226	1	0.027406743447501936	6.659816013632192e-05	0.012775850697178459	7.088261859689027e-07	3.1895152430294615e-05	1.133415926779513e-06	0.0308524513750722	1.5348316551033747e-07
GO_DENDRITIC_SHAFT	0.000324241394691116	1	1	0.011916340230634814	0.005071621579501029	1	1	1	1	1	1	6.286074232475514e-06	0.0009170885200918688	1	1	5.88150529057252e-07
GO_DENDRITIC_TREE	5.5748463687499417e-05	0.0026336099598800455	0.005605389912979986	0.00033548592277243827	2.274650912070797e-09	1	1	0.05360908054015223	1	0.09982748172786404	0.0006745451274909886	0.0	6.004382808377784e-05	1	0.0002424775660825329	1.2235218239453616e-05
GO_DISTAL_AXON	0.00010668533874080843	0.01477458065515136	1	6.0372364075744755e-05	0.00013877273674889334	0.00015350445258111023	0.008358910163879685	1	1	0.018286494167026435	7.274610823726491e-07	2.8374173521861223e-07	0.019964558176435054	1	3.920912044852454e-05	0.0444301708017667
GO_EXOCYTIC_VESICLE	0.001165495115914128	1	1	0.0004400743598558243	7.357719175371535e-06	0.00018985469157728474	1	0.03900361142823083	0.0286183861996524	0.007705880125265074	1.6610262277949595e-05	2.5316793106355817e-09	0.0001379702953281381	1	0.07864350317685798	1
GO_GATED_CHANNEL_ACTIVITY	0.00672458461911718	0.003667039327533206	4.11756828168075e-05	0.0006710923434336546	3.188171948664831e-11	3.632977215151101e-05	0.0002269879536453967	1	0.07775439914606952	1.2530589710291196e-07	0.0013320089256632084	1.865103627096687e-10	5.077942534614799e-05	1	1	1.4464786022627685e-05
GO_HORMONE_ACTIVITY	1	1	1	0.09915624485616936	0.0009238692473036991	0.0011273844427366342	0.03995445629162753	1	0.005643644802610925	1	0.035690331185874946	0.0007667274342477715	1.844547117269002e-07	6.841588714001645e-06	0.026497698965728067	0.015742837223393202
GO_HORMONE_TRANSPORT	0.00014036488838575778	0.07637469015446219	0.05620284168779888	8.225952240537016e-05	9.424335291829955e-06	0.03271897653758227	0.0014633408716732133	0.010123537020640838	0.00037369441106860357	0.0026900163101560848	1	5.283477765294364e-07	7.977466021102941e-08	0.00030325763131222594	1	0.050788197493481735
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	0.0033190420256791198	0.016321229357720846	4.7652956384758305e-05	0.0013350077957526851	2.9490221375993997e-10	8.189404025871205e-05	0.07336052051602948	1	1	0.00013025210882511296	1	9.508203391295211e-07	0.011944177989414828	0.0586214531874365	1	0.0012083179111787024
GO_ION_TRANSMEMBRANE_TRANSPORT	0.002445721981955473	0.00868338593128204	0.0003056846357387677	0.0015631423916444565	1.1297296431678205e-11	0.0003468504042802856	0.002813912240332561	1	1	0.00017956380262040827	1	2.8825366649165574e-07	0.005645893213945707	0.029821837700457987	1	0.0004324548942087336
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.011699086209105314	0.01708216451185307	5.052156678830855e-05	0.013896177356906514	3.212658739037977e-08	0.0014855256277298556	0.0017348258290308394	1	1	1.926263037321796e-05	0.06106190320664584	1.1433712902020332e-06	0.004520599321924723	1	1	0.012910835612038873
GO_ION_TRANSPORT	0.002094083148547976	0.03194374974669445	0.0027977530830574082	0.03148380910118431	6.382894768286462e-09	0.009448785866281506	0.003555929653797585	1	1	0.002656408750163264	0.050813320487383073	3.4346649750993663e-06	0.0044978945418543415	0.006050804186034875	1	0.005497635097113873
GO_LOCOMOTORY_BEHAVIOR	0.0006707576845381702	1	0.0016246478659652785	1	1	1	1.187831449911414e-05	1	0.02081346537604456	1	0.012424443491832915	1.6085752974071e-07	0.0004955525275157635	1	0.0007389980783375494	0.010561442831106826
GO_MEMBRANE_DEPOLARIZATION	0.04106477531099739	0.03169235352888766	1	1	1.5540357589660658e-07	0.04552499416875733	1	1	0.00247699693724146	2.175669190329632e-05	0.001420124290340441	0.0008852384175687122	9.607051043913906e-05	1	1	0.0006425257410315188
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	0.0075414345944385675	0.005726007373736741	1	1	3.9832173670539817e-08	1	1	1	0.005354023359854243	4.084249588454103e-05	1	0.0010534081804960405	0.0008477660246124508	1	1	1.8939562406727894e-05
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	0.0029573366591011396	0.002235774775919186	1	1	1.0071162792613109e-09	1	1	1	0.0020885276565351107	0.0007911357393198815	1	0.00016151780571904695	0.005918985552920031	1	1	0.0001281069739199614
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.0001275516803654897	0.009881926052620837	8.476351779140856e-06	0.002641451985216925	8.808920193281722e-08	0.0219003134929594	0.0993546658154153	1	0.03764591730107425	7.697846280407816e-07	0.003757061830099495	1.610534328122526e-08	0.02104781980201187	1	0.058691422220114475	0.0005098252039128504
GO_METAL_ION_TRANSPORT	0.0012541563907920716	0.058681750406815336	6.390583917914583e-05	0.006067189263345374	1.7479160119293624e-08	0.001952994792162488	0.08551913717091641	1	1	0.00017906166000891677	0.0223425143978927	7.827251412573233e-07	0.0059383881919296	0.013002423065383573	1	0.00012935760113930161
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.000383596678716569	0.006139055023614226	7.37267104274908e-05	0.006387924329667172	5.2864205349223425e-05	0.013950096470692452	0.07606581889891895	1	1	0.0005854870244406118	0.002279824012203502	5.2910509196202327e-08	0.043349372572946354	1	1	0.02432773705506852
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT	0.0033236503830446074	0.0014589587507962687	3.648525121047186e-05	0.0006802342775618087	1.9515375959677783e-07	0.017312044990292152	1	1	1	0.0030642470242430164	0.010932990554655131	3.605928394767588e-07	0.06078953750477889	1	1	0.03223891165261039
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1	0.0004161057456173456	0.0018193839793942956	0.0020694848086081352	4.645697214700206e-07	0.007399203888219352	1	1	0.02307047255614114	7.499793697185453e-08	0.001577360610230616	1.627775319534841e-06	9.683870145771323e-07	1	0.06803334555978435	3.0025973145941798e-05
GO_NEUROGENESIS	0.00018454630134634442	0.029535459145410226	1	2.529914892679397e-05	4.0152032210194477e-07	0.00037108766129723136	0.009783593782883404	1	0.0002849168761559495	0.008942542649999496	0.0005221466987376244	2.006255650499611e-08	1.360864004817941e-07	0.025237251291159057	0.0017848307086083537	0.011754014574653415
GO_NEURONAL_DENSE_CORE_VESICLE	1	1	1	1	1	1	1	5.346738878309054e-07	0.0005563308436697945	0.00020898825201565163	0.0003781186082620902	0.009086063570226233	1	1	1	1
GO_NEURON_DEVELOPMENT	8.169000310309649e-06	0.0022761218565815478	0.04419966749685522	0.00011192623437750182	1.7681037756123175e-07	0.0010059418384139596	0.0024311374919955275	1	0.00010508341509096741	0.05382611699596218	0.000357381167622961	1.7832264775918816e-08	8.398030826306524e-07	1	0.0020950232047254325	0.0034908815868993637
GO_NEURON_DIFFERENTIATION	9.116574389977927e-05	0.009728917261772718	0.08223971522187778	0.00010029753504947614	5.114074849155159e-07	0.0019349892011847336	0.0028811329214214476	1	4.430322002413334e-05	0.0031272979141250268	0.00045070647471689984	5.970258065701728e-08	3.4903701962019085e-07	0.012615127460439801	0.001972803432998549	0.00687310791629514
GO_NEURON_PROJECTION	2.727199643892675e-08	0.0002011566357130734	0.004434039952579516	1.153355377869758e-08	4.32542890393961e-12	7.874580065792003e-08	0.00014844403393488026	0.002227394338914279	0.01808494302968755	1.8538171549509208e-05	9.291329261529313e-09	1.3305356816317726e-11	4.5913139956610394e-10	0.011214106377260169	7.05010494428393e-11	1.6235330603908693e-05
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.026911883335069997	0.015465814165425362	1.6077632690625343e-05	0.00023670634662353862	2.7767121935085015e-11	0.0004074336973416415	0.00022193274519632933	1	1	1.7889370907964164e-06	0.006030951359568215	5.645096612383327e-09	2.8885009684898044e-05	1	1	0.00021601295473161475
GO_PEPTIDE_HORMONE_SECRETION	0.0021317377085642297	1	1	1.628561712974097e-05	4.7081836995754855e-06	0.01565299611154125	0.004395123483892371	0.005408535806981418	0.00010880229351362125	0.0011677536636195418	1	1.8024223283341634e-05	6.774435052925298e-07	0.0022577136356105587	0.09931952242206954	0.09930123725897078
GO_PERIKARYON	1	0.012140595747259786	1	0.004822708166318468	2.1064446176222162e-07	1	1	1	0.0011682043196655778	1	0.0555099019504528	0.00013306755592856767	0.0011532365527251454	0.011237582664513579	1.7043314368914153e-05	1
GO_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	0.0018855243522680754	2.7139484548577286e-07	1	1
GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	0.04852774167205842	7.393480982997858e-07	1	1
GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1	1	1	1	1	1	1	1	0.0435553777546841	1	1	1	1	4.6501008510446695e-07	1	0.09893280632833712
GO_POSITIVE_REGULATION_OF_SECRETION	0.04236640067826214	1	1	0.07942656535613035	0.02184423817461789	1	0.07192228834924341	0.09508052824845525	0.02418008194593768	0.02958428472417529	0.012673855595708994	0.04021771164792143	3.6502002309646286e-07	0.0005176480884206969	0.007212818882658234	1
GO_POSTSYNAPSE	2.1511930758943976e-06	0.003285350343923965	1	0.00010205158292342364	1.070692324800504e-07	0.00012722123372888028	0.006010090774842158	0.059056745812343325	1	0.02791306661403392	2.5891822684753762e-06	2.3223950096351587e-08	8.773127185057739e-05	1	0.010004540262719575	0.00041642086712301296
GO_POTASSIUM_CHANNEL_ACTIVITY	0.000855506811332396	0.052251010954394106	1.1541944468396181e-05	0.00017930999883508658	0.00012159725194349491	0.07413574413246271	0.03877586997697091	1	1	0.0013316204442144208	0.00020717604357844976	2.815036059811149e-08	0.022716120824998742	1	1	0.015066710962572838
GO_POTASSIUM_CHANNEL_COMPLEX	0.00036859836135905155	0.03495132565293613	0.005801137271050805	0.008524649121074646	0.011862488379153158	1	0.001980334247834392	1	1	1	8.743916522857553e-05	2.5890496746505676e-08	0.08433965079342443	1	1	0.008249550583180332
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.0022486036774208573	0.08258048697567388	9.738133246450786e-07	6.16405913687057e-05	0.0006038461524574545	0.020646590684800237	0.061934194886710925	1	1	0.0028143725907244788	0.0005615738465803988	7.851934324953902e-09	0.04416764711350096	1	0.041537879349232254	0.0298409964575036
GO_POTASSIUM_ION_TRANSPORT	0.00021023205514092425	1	3.1067776562476723e-07	1.053760556390948e-05	1.5219303058033873e-05	0.062013395687646744	1	1	1	0.009513100247818818	0.02112286709462652	8.097579273780298e-09	0.03393509090547975	1	1	0.08662587961910262
GO_PRESYNAPSE	2.618937736675875e-07	0.0052218763750147	1	5.6135365800180637e-08	4.5102810375396984e-11	0.0001406201218432379	0.04657068680873466	0.036023900058552605	0.004400867071234327	0.002409472009597513	3.1647566789416715e-09	0.0	6.505642313736626e-05	1	0.0006861161852780295	0.025484346789101275
GO_REGULATION_OF_HEART_RATE	0.005930693305617352	0.04042280036097101	1	1	4.088853977624041e-08	0.057743963210093674	1	1	0.03796718857868664	0.0008807615426009718	0.0020821736619041076	5.312787259237339e-06	0.0018862070862648572	0.00016269318575423686	1	8.629239512936149e-05
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	1	0.00634591909783444	1	1	5.865456620401943e-08	0.009324627866708957	1	1	0.00593447257261337	4.791919947244594e-05	0.0040710148211982045	7.35348605940267e-06	0.0009899047451797927	1	1	2.3432978425996787e-05
GO_REGULATION_OF_HORMONE_LEVELS	8.70508876515963e-05	0.07554044334720944	1	8.916046150431178e-05	2.6596131887712815e-05	0.0455043460089557	0.002217069024244789	0.03567788243097447	0.000141034451878852	0.002369820834884684	1	2.9669642964691434e-08	3.418574626712356e-07	0.00015810657771642145	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	0.00031515876054211134	0.06251862168877009	0.00023726034648940963	0.0013068491165572071	8.022273956242998e-10	0.009847457404237314	0.037670447237541316	1	0.05639920359632533	0.00022449785838563052	1	1.0067052360063222e-05	0.011732446268618135	0.0014348974374689405	1	7.782353215746163e-06
GO_REGULATION_OF_ION_TRANSPORT	0.0008043451762296261	1	0.0012623104043362199	0.011764575134296296	3.299500583864301e-08	0.04813818748475862	0.009540232760595235	1	1	0.0015471964957417539	0.028066529912143423	2.034298115272115e-05	0.002913392505154988	5.8977726773878913e-05	1	4.7430263357628455e-05
GO_REGULATION_OF_MEMBRANE_POTENTIAL	2.4453715212535698e-05	0.0003928860374218246	1.0315765151647227e-05	0.012841551823949526	2.7632208965400196e-08	3.8948408815908664e-05	0.000961881574707002	1	0.009850750980318734	0.00013133080607907743	9.176584922399034e-05	1.1890588513807643e-09	3.381632935894885e-07	0.010276690357157392	1	3.042317151646934e-06
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	0.008788270087443983	0.052251010954394106	1	0.015555180993518825	0.00012159725194349491	0.010272658158660297	6.52127686739945e-07	2.243941562218854e-05	1	1	0.03463065382276187	0.00011602520684361739	0.022716120824998742	1	0.00010977637060427536	1
GO_REGULATION_OF_SECRETION	0.001218423671906499	0.07861810471691832	1	2.033846699389663e-05	1.5207948744766497e-06	0.0018342102355476397	0.0006327282299886106	5.844641262553463e-05	0.0015343977296501388	4.636488583764642e-05	0.009327992650881356	1.579131242435139e-07	1.8021897163489342e-07	0.0008328513645274871	0.00012760032763170504	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	0.02999727672212127	0.020748456591542674	1	0.009735978604653361	0.0019558789845897095	0.03469728790523041	0.08785614534351982	1	1	0.046934866143391596	9.919246162137796e-05	4.309510472033651e-06	5.0873600925926965e-05	0.0009641755899739701	0.007227912980317663	9.354031660357975e-09
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	0.0009354649619965905	0.03143704919989665	0.0005079664578657717	0.0009071018458717273	1.0515444071046431e-10	0.020698825762935136	0.016524030517775734	1	0.09084904472798272	0.0005428944289914694	1	9.22655519375315e-06	0.026416515331289747	0.002627413550621238	1	3.6030714924528695e-05
GO_REGULATION_OF_TRANSPORT	1.4698580060978905e-05	0.02375971223783857	0.004653716387520546	2.807982457442293e-06	2.7104873234762294e-08	0.04134699247127083	0.002315881061818903	0.01199306256786381	0.01867818868438942	0.0012906414270181799	0.004278291241402443	2.6261145258388296e-08	3.662980340279898e-05	4.3724871229944284e-05	0.003822676436527672	0.0007870510394003549
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	0.0001937890254423147	0.05047668327681465	1	0.00016151869705649524	2.1865691279820965e-07	0.027585005394689555	0.00016196421712588727	3.250654935693653e-05	0.0454186307149923	0.008994102234423318	0.00079165273164572	2.9607427620703675e-11	4.578475101268964e-07	8.28956783388568e-05	0.002387628861305169	5.501649108508033e-07
GO_SIGNAL_RELEASE	0.00030060475164528366	0.0005477071761395003	1	1.4092552120703594e-05	4.124619543133257e-06	0.008051873556165656	0.00017057545271148555	1.6725800237149535e-05	0.00043159170271755976	0.0007652448875360429	0.00068104934772939	1.6659852741796044e-07	1.066159804885558e-08	0.0033272980130070184	0.00024489275769723484	0.04966971850639046
GO_SOMATODENDRITIC_COMPARTMENT	0.0001932952911756214	0.0011269868807981531	0.0029899075303732037	4.010753329564132e-06	0.0	0.04096982001645966	0.006393137649971625	0.0061919198324648095	0.01295616393528054	0.06877948812714907	5.154296117027002e-06	0.0	5.64955953630264e-06	0.010719117284551771	9.103878404470578e-07	6.599966031473059e-07
GO_SYNAPSE	1.3490595673903982e-07	3.770667773572711e-07	0.004291518910967906	1.0172646391914952e-08	0.0	2.206966831508339e-09	0.000587281496411296	0.009888017783674208	0.0018449439082557362	2.5701301483715966e-06	1.3499101836345062e-10	0.0	1.8732080331318457e-09	0.04787577478640603	6.963524142822308e-05	5.5244178228441854e-05
GO_SYNAPTIC_SIGNALING	5.891622103249006e-05	0.0004319231444798177	1	9.645767089605517e-05	1.1802903099322748e-09	6.035624263711625e-07	1.8961988111576566e-05	5.944149701608836e-05	0.0003314172542088212	5.5941977664675235e-06	1.6686662085430015e-07	0.0	3.26298627006949e-08	0.0008429457080409986	0.004245605054613133	3.593964600812072e-06
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	0.0008824242214202638	0.006073528183933918	1	0.015901435082019577	0.00012807745759413347	0.010506027139488117	1.5161691760079421e-05	6.483083584418736e-07	1	0.020315050018592684	0.00021387806210937388	1.8248590702762968e-05	1	1	0.00011336022205077345	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	0.017273617662246665	1	1	5.18053777653904e-09	0.0964700229049249	1	1	1	1	1	0.008527621309441402	0.005208118804753692	0.03343897233911597	1	1	1
GO_SYNAPTIC_VESICLE_MEMBRANE	0.0004995290754129522	1	1	0.01059851363296438	4.9099089835302756e-05	0.0006207208926805041	0.029855836208641406	0.00926788711274662	1	0.015277579882109205	1	6.017947751235653e-08	0.015597664683699386	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	0.001262936935163217	0.05456500591258784	0.0003612656596386765	0.001412418850593955	4.3972603336328575e-12	0.00612637499296953	0.0023459350845121962	1	1	0.0018386831374666013	1	3.303414137789673e-07	0.014274908372612027	0.07975613105715029	1	0.008408117562106687
GO_TRANSPORTER_ACTIVITY	0.009010220766061616	0.07239299877578742	4.624940346487083e-05	0.005635379653224359	4.35660106878899e-08	0.013301660564554951	0.011401142495887973	1	1	0.0002187464507914516	1	4.092205255545878e-06	0.002647707491020612	1	1	0.07228207664139175
GO_TRANSPORTER_COMPLEX	0.029182955100061525	0.018358792831464688	3.725366679629971e-05	0.0005928940201580524	1.1842840156872647e-05	0.00022961813402566644	2.1471302943942838e-05	1	0.07403688475473369	0.0003037281467612729	0.0012138238982231098	2.687706801562939e-08	0.0013925905796533522	1	1	8.765466898685847e-05
GO_TRANSPORT_VESICLE	0.0005939050863809081	1	0.0851767994251924	7.347118389566809e-05	1.2748136561935297e-06	0.0042780977197046655	0.09011841838462753	0.0024022996720795	0.0012964161692077258	0.0062720861731303534	0.00045846520820247427	0.0	1.395097880552143e-07	1	0.052895776378017345	0.00038364662430001584
GO_TRANSPORT_VESICLE_MEMBRANE	9.457939764134782e-05	1	1	0.00030427920938458364	3.7949815565596623e-06	0.007777953218482403	0.016947751034499192	0.003033331754898727	0.023949977514597043	0.006369930582898364	1	3.123859636522397e-07	0.0006584848263818666	1	0.06976593747486448	0.00028508769204438345
GO_T_TUBULE	0.015592938845200521	1	0.001876683559321246	0.001686886968288115	6.016101613548486e-07	1	1	1	1	1	1	0.004290063728096594	0.030273382306148733	1	1	0.02268151397335494
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	0.00012528321344085214	0.029868824806405847	1	4.9306753700073536e-05	3.7396448595683474e-05	0.009275523713064726	2.157355801779559e-05	1.2172565853840744e-05	1	0.06032697837457324	1.4998937988397465e-05	9.293166658430607e-08	0.00509894161418345	1	0.0010934037343249825	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.013325844705231904	0.06852387576709851	2.1201395940084744e-05	0.0032819407095667774	6.772658408538135e-07	0.0018709828033581788	0.05115247184514771	1	0.008241961412561949	5.183995455126933e-09	0.000373107595924016	8.939163103516279e-06	0.0007097059603223821	1	1	0.0031431123335509126
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	0.0006555919192229309	0.022487038580539576	3.0701598715543454e-06	0.0017025167654793893	3.944519155751891e-09	0.006336673413143146	0.09258187797081951	1	0.020540369740639997	5.52271826048667e-08	0.0013386794010329384	9.854812413889746e-07	0.003195317641462303	1	1	0.00020736280455713185
