	ARX	ASCL1	ASCL2	E2F7	FEV	FOXD4L5	FOXP2	HIC1	MAFA	PAX4	PBX3	SOX4	TFCP2L1	ZFP69B	ZNF519	ZNF846
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	0.00975362570685	1	1	1	1
GO_POTASSIUM_ION_TRANSPORT	1	1	0.385767960221	1	1	1	1	1	1	1	1	0.0100587077054	1	1	1	1
GO_PRESYNAPSE	0.325200831789	1	1	0.0697174859616	5.6041775387e-05	1	1	1	1	1	0.00393154557468	0.0	1	1	1	1
GO_REGULATION_OF_HEART_RATE	1	1	1	1	0.0507837708448	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	1	1	1	1	0.0728460971516	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_LEVELS	1	1	1	1	1	1	1	1	1	1	1	0.0368512987229	0.42447757425	1	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	0.000996678491822	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSPORT	1	1	1	1	0.0409810180668	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	1	1	1	1	0.0343208614676	1	1	1	1	1	1	0.0014772450999	0.419891612874	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	1	0.80965239011	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SECRETION	1	1	1	1	1	1	1	1	1	1	1	0.19609825473	0.22379357613	1	1	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0116192787995
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	1	0.000130653866811	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_TRANSPORT	1	1	1	1	0.0336659601646	1	1	1	1	1	1	0.0326180756465	1	1	1	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1	1	1	1	0.271518970722	1	1	1	1	1	1	3.67891236941e-05	0.568479493236	1	1	0.683080902158
GO_SIGNAL_RELEASE	1	1	1	1	1	1	1	1	1	1	1	0.206882384545	0.0132433573244	1	1	1
GO_SOMATODENDRITIC_COMPARTMENT	1	1	1	1	0.0	1	1	1	1	1	1	0.0	1	1	1	0.819420762627
GO_SYNAPSE	0.167531343505	0.468189865974	1	0.0126360747875	0.0	0.00274176344805	1	1	1	1	0.000167723910478	0.0	0.00232715002863	1	1	1
GO_SYNAPTIC_SIGNALING	1	1	1	1	0.00146635373148	0.749368623084	1	1	1	1	0.207214969777	0.0	0.040527529409	1	1	1
GO_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	0.80491242889	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_LOCALIZATION	1	1	1	0.00643551269183	1	1	1	1	1	1	1	1	1	1	1	1
GO_SYNAPTIC_VESICLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	0.0747397817375	1	1	1	1
GO_TRANSMEMBRANE_TRANSPORT	1	1	1	1	5.46419399194e-06	1	1	1	1	1	1	0.410180639051	1	1	1	1
GO_TRANSPORTER_ACTIVITY	1	1	1	1	0.0541087674443	1	1	1	1	1	1	1	1	1	1	1
GO_TRANSPORTER_COMPLEX	1	1	1	1	1	1	1	1	1	1	1	0.0333830386078	1	1	1	1
GO_TRANSPORT_VESICLE	1	1	1	1	1	1	1	1	1	1	1	0.0	0.17324757961	1	1	1
GO_TRANSPORT_VESICLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	0.387888713909	1	1	1	1
GO_T_TUBULE	1	1	1	1	0.746945339304	1	1	1	1	1	1	1	1	1	1	1
GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	1	1	1	1	1	1	1	1	1	1	1	0.115410535688	1	1	1	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	1	1	1	1	0.840856018383	1	1	1	1	0.00643979761815	1	1	1	1	1	1
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	1	1	1	1	0.00490016175614	1	1	1	1	0.068589675572	1	1	1	1	1	1
