	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_ACTIN_FILAMENT	1	1	0.024856082001443847	0.05932509023905763	1	1	1	1	1	1	1	1	0.038395520634196156	0.0499478855877975	1	1	1	1	1	1	1	1	1	1	1	1	0.021267705577410534	0.0063510662509072	1	1	0.05000077416570137	1	1	1	1	1	1	1	0.03569126256075972	1	1	1	1	1	1	1	1	1	0.09911076251023854	1	1	1	0.022032277827162883	1	1	1	0.025676668957332782	1	1
GO_ACTIN_FILAMENT_BASED_MOVEMENT	1	1	1	0.09421738241194544	1	1	1	1	1	1	1	0.09099003793351845	1	0.07988071817324927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06908741965274623	1	1	1	1	1	1	1	1	1	0.08221935569043892	0.044280950716820144
GO_ACTIN_FILAMENT_BASED_PROCESS	1	1	0.028139770034090295	1	1	1	1	1	1	1	0.03717387270411454	0.0539386529183693	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049612562983440744	0.06637121349608899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012108938619921905	0.05475504554975452
GO_ACTIN_FILAMENT_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06407565336523635	1	1
GO_ACTIN_MEDIATED_CELL_CONTRACTION	1	1	1	0.06476464537559212	0.08297435254923635	1	1	1	1	1	0.06366536716771365	0.05446891187140823	1	0.054591672047321294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09064873777320703	1	1	1	1	1	1	1	1	1	1	0.04070196358186351	1	1	1	1	1	1	1	1	1	0.05624453637108051	0.025529068225470852
GO_ACTION_POTENTIAL	1	0.03478488003882785	1	0.011350064159498463	1	1	1	1	1	1	0.01955942163247526	0.07167011602265039	0.05165522078672047	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.093002561291333	1	1	1	1	1	1	1	0.060777888707572725	1	1	0.04758860637998208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	1	1	1	1	1	1	1	1	1	1	0.02168605303359228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015548922585632674	1	1	1	0.04266818988271415	1	1	1	0.011620578504060286	1	1	1	0.07773778157533506	1	1	1	1	1	1	1	0.03634001497713968	1	1	1	1	1	0.06373929171066595
GO_ACTIVATION_OF_IMMUNE_RESPONSE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0610684917204829	1	1	0.053347835417080214	0.03259140583733722	1	1	1	1	1	1	1	1	0.021073389758581973	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0322700409844241	1	1	1	1	1	1	1	0.014468944400662376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.050599294806798256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_JANUS_KINASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	0.00474658702467301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004209830190304187	1	1	1	1	0.004144867074088565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007962072840447698	1	1	1	1	1	0.002624875228806167
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	1	1	1	1	0.04011469205301221	1	1	1	1	1	1	1	1	1	1	1	0.05868990730913737	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02170315110655896	1	0.07557415276298918	1	1	0.020961175542408172	1	1	1	1	1	1	1	1	1	1	1	0.039904023286018386	1	1	0.08175428195065815	0.04672507988992447	1	1	1	1	1
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	0.05994756584669436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.056862642941656105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	1	1	0.09086609590451433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06688928400599903	1	1
GO_ACUTE_INFLAMMATORY_RESPONSE	1	1	1	1	1	1	1	1	1	1	1	1	0.03488864441153117	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07607119012488528	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023284952865494146	1	1
GO_ADAPTIVE_IMMUNE_RESPONSE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07630863081148553	0.04721328585933149	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADAPTIVE_THERMOGENESIS	1	1	1	0.015484469196391237	0.00313953958994595	1	1	1	1	1	0.028438912712992592	0.09371531756884433	0.06341177668860754	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07407177656852881	1	1	1	1	1	1	1	0.024119000446275463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009033088923607546	0.052983475710056904	0.054881528765333476	1	1	1	1	1
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	0.02177645980732168	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06978417809889503	0.016926062447776058	1	0.029569737984939004	1	1	1	1	1	1	1	1	1	1	0.09067666739701341	0.06729965426442797	1	1	0.08797268747602138	1	0.009090900357676568	1	1	0.012817018866332908	1	1	1	1	1	1	1	1	1
GO_ADENYL_NUCLEOTIDE_BINDING	1	1	1	0.07398470160319548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADHERENS_JUNCTION	1	1	1	0.002387188664497608	0.004010471146831285	1	1	1	1	1	1	1	1	0.09177828942588184	1	1	1	1	1	1	1	0.017969103780621665	0.019422507108611264	1	1	1	1	1	1	0.0408938327494649	0.006492948922727559	1	0.09520483983248884	1	1	1	1	0.09350031186364793	1	1	0.07408493065143207	1	1	1	1	1	1	1	1	0.06806075821379998	1	1	0.017869069012866223	1	1	1	1	0.0944259647853769	0.054046169532889654
GO_ADHERENS_JUNCTION_ORGANIZATION	1	1	1	0.021505928052810486	0.028063828214356823	1	1	1	1	1	0.08846977097519038	1	1	0.017927649000580748	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01539090498637019	0.011846253373395066	1	0.07120505482536676	1	1	1	1	1	1	1	1	1	1	1	0.057039836759631424	1	1	1	1	0.05523506485042429	1	1	0.02306032161288729	1	1	1	1	1	1
GO_ADRENAL_GLAND_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009854980584146689	1	1	1	1	0.010649477585850109	1	0.011471533501764997	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02135246478450248	1	1	1	1	1	1	1	1	1	1
GO_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025613820614813765	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011047501093508272	1	0.03653779152837766	1	1	1	1	1	1	1	1	1	1
GO_ADULT_BEHAVIOR	1	1	0.006274884636950362	1	0.016347463874561097	1	1	1	1	1	0.08198466032352558	1	3.04468483258713e-05	0.0008210153049833524	1	1	1	1	1	1	1	1	1	1	1	1	0.03191554122106299	0.055230097492033	1	0.00438164780976702	0.07294959531874046	1	0.06087953013977443	1	0.06678840742999115	1	1	0.012210839572721732	0.000403748582844754	1	1	0.030267200195482458	1	1	1	1	0.03108558408684159	1	0.00974860949817713	0.042768519353098444	1	1	1	1	1	1	1	1	1
GO_ADULT_LOCOMOTORY_BEHAVIOR	1	1	0.00757352220540064	1	1	1	1	1	1	1	1	1	0.0010302247571960521	0.02215342727530989	1	1	1	1	1	1	1	1	1	1	1	1	0.006419610667603437	0.011735089234220064	1	0.020744508488224955	0.09835710774760764	1	1	1	0.09234808800732719	1	1	0.0852888407247403	0.0009165391839464077	1	1	1	1	1	1	1	0.053876808912701746	1	0.034072037780783604	0.008842544628390514	1	1	1	1	1	1	1	1	1
GO_AEROBIC_RESPIRATION	1	1	1	0.0348616969895037	0.04519120088055972	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04960179444895152	1	1	1	0.09246771078661142	0.06866862966207443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AGING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08331016481452636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ALANINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002638697510080279	0.00041106379781441493	1	1	1	1	1	1	1	1	0.002395453903293654	1	1	1	1	0.005094933080324271	1	1	1	1	1	0.0016665696639864835
GO_ALANINE_TRANSPORT	1	1	1	1	1	1	1	1	0.002321069619385163	1	0.005386365160784723	0.00474658702467301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00011442001403494384	0.000650786634428635	1	0.00340262718791029	1	1	1	1	1	1	0.0037651068301582935	1	1	1	1	0.0003088454769268889	1	1	1	1	1	0.002624875228806167
GO_ALCOHOL_BINDING	1	1	1	1	1	1	1	1	0.008335677143532227	1	1	1	1	1	0.0008296780077082788	1	1	1	1	1	1	1	1	1	1	1	0.06978417809889503	1	1	1	0.022984656292541317	1	1	1	1	1	1	0.018441002077959623	1	0.04215549317625511	0.014114466488923116	0.00883486354031593	1	1	0.08797268747602138	1	1	1	0.00895206114024183	1	1	1	0.007823023601675527	0.018675807809333644	1	1	1	0.02946307557275385	1
GO_ALCOHOL_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05176208502836399	1	1	0.019907109489505803	1	1	1	1	0.0926246462206306	0.09777931137308671	1	1	1	1	0.008365483595914158	1	0.07201161615405804	1	1	1	1	1	1	0.08124388802579419	0.0701457452460057	0.06613734822971229	1	1	0.06259884338256871	1	1	1	1	1	1
GO_ALCOHOL_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07431630901939967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09160073860366125	1	1	1	1	1	1	1	1	1	0.02254915502061583	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028761106122089375	1	1	0.09325330996100911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	1	0.06865541120567387	1	1	1	1	1	1	1	1	1	1	1	1	0.07614880621569808	1	1	1	1	1	1	1	1	0.013400445796833083	0.07459744926885215	1	1	0.038579988528074316	1	1	1	1	1	1	1	0.03922615979921518	1	1	0.093332681890683	1	1	0.0780520474929488	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ALPHA_BETA_T_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07024283677470611	1	1	1	1	1	1	1	1	1	0.09800332202811146	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMEBOIDAL_TYPE_CELL_MIGRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0302513800015074	1	1	1	1	1	1	1	1	1	1	1	0.03453506482711344	1	1	0.03470912921306413	1	1	0.013777662202207441	1	0.0016694230516626218	1	1	0.037316819465365025	1	0.002272511173476821	0.007406585232967666	1	1	1	1	1	0.09225521513729262	0.07770891984472095	0.08644096813521585	0.01945590431369737	1	1	0.07257817909008657	1	1	0.05265442962642364	1	1	1
GO_AMIDE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08085887691894134	1	1	0.052884714499282115	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04174771654216358	0.0071742744035461214	1	1	1	1	1	1	1	1	0.038191715545835114	1	1	1	1	0.0756392100040938	1	1	1	1	1	0.027262515779619356
GO_AMINE_METABOLIC_PROCESS	1	0.03570942136647681	1	0.08102494364500334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMINE_TRANSPORT	1	1	0.001961976474332383	0.0440627875178079	0.05689373554868116	1	1	0.00010138966655437454	0.08272171741287648	0.007831753651837303	0.006343706006505023	0.005050571275694193	0.02828185228013247	0.03696675184335174	0.0842467009212553	1	0.006157971113883609	1	1	1	1	0.0002459219515065225	1	1	0.020566439246877177	1	0.001573973920045213	0.02447162547744397	1	0.007489372167134634	0.005321029717499259	1	0.027160823882409812	1	1	1	1	0.00046523405965714915	0.0020399513276803116	0.054232985710100046	0.020485311392668737	0.00012974322471914768	1	1	1	1	0.013303304257308635	0.023438521578273197	0.00035347922837691836	0.00241165658767184	1	1	0.0002865485432309578	1	1	1	1	0.03811602797012603	0.09199815366520592
GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05292063721369589	1	1	0.08084106825864212	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMINOGLYCAN_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	0.041580345775582006	1	1	0.07918079133256017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07120505482536676	0.01968223932191482	1	1	0.030884333823817167	1	1	1	1	0.043207450275590586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMINO_ACID_IMPORT	1	1	0.024113692697200095	1	1	1	1	1	1	1	1	0.03909292155186772	1	1	0.02033153887920014	1	1	1	1	1	1	1	1	1	0.00452811316099444	1	0.021562070917946374	1	1	1	0.040155751338845525	1	0.03495367008904715	1	0.03751949806935817	1	1	1	0.00584498666401978	1	1	0.02073831622915867	1	1	1	1	1	1	0.008783483883126997	1	1	1	1	1	1	1	1	1	1
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	1	1	0.001498351374261797	1	1	1	1	1	1	1	1	0.026342299313597106	1	1	0.010314288074799505	1	1	1	1	1	1	1	1	1	0.017921907211464694	1	0.07841160042126338	1	1	1	0.027363312196276413	1	1	1	0.02485011104886592	1	1	0.022007516447506204	8.735052962538514e-05	1	1	0.010614408858939939	1	1	1	1	0.07702640782990633	0.01935401766533329	0.011278768695857533	1	1	1	0.009872677399121677	1	1	1	1	1	0.011865354077938095
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.009669896291191638	1	1	1	1	1	1	1	1	1	1	1	0.06077798170946813	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09918485357418683	0.0011871626441612992	1	1	0.06191828531154753	1	1	1	1	0.06306591315573717	0.01426537756283286	1	1	1	1	0.03866582226917681	1	1	1	1	1	0.06655193367474777
GO_AMINO_ACID_TRANSPORT	1	1	0.0015070198489770537	1	1	0.010167396253476735	1	0.00914536225932916	1	0.01862379343042464	1	0.023577923317145144	1	1	0.007163788487496436	1	0.014728746615475297	1	1	1	1	1	1	1	0.047342879083903666	1	0.04416764711350096	0.07519290111033672	1	1	0.005011445329013209	1	0.019302583255180528	1	0.021912986380768773	1	1	0.003504304663676683	0.0006587738733371262	1	0.013450627192184927	0.0010503012921827537	1	1	1	1	0.04304874208166043	0.002836223070101007	0.060646798964138604	0.011911854923106535	1	1	0.0005644137236883173	1	1	1	1	1	0.04644872229420538
GO_AMPA_GLUTAMATE_RECEPTOR_COMPLEX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017299415549921315	0.014375674548968709	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00975921593248652	1	0.007380193707762217	1	1	1	1	1	0.023089896885702288	1	1	1	1	1	1
GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	1	1	0.0017753652636927075	1	0.09464470224776922	1	1	1	1	1	0.00782626145919918	0.04002300498653133	1	0.029285088651312075	0.031928149497090996	1	1	1	1	1	1	1	1	1	1	1	2.7211014703598657e-05	0.001362734812724753	1	1.88514893805225e-05	3.480532020472271e-05	1	0.005188129956491094	0.09014420466357864	0.00753316510074975	1	1	0.0019508585066405626	0.010258855485614782	0.0017509299640344755	0.010596524339737345	0.0007639547217919151	1	1	0.009108201459255727	1	0.016103491215141763	0.007137996401584856	0.009805272841245771	0.03894286860681584	1	1	0.006440276051862592	1	1	0.011795828020081722	1	0.032013296432021	0.04416877711698053
GO_ANATOMICAL_STRUCTURE_HOMEOSTASIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.031000646350476946	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.050325572430724996	1	1	1
GO_ANATOMICAL_STRUCTURE_MATURATION	1	1	0.03687363422169898	0.04452597669439995	0.06312041512028754	1	1	1	1	1	1	0.08066960259723288	1	1	1	1	1	1	1	1	1	1	1	1	0.0018019760387020245	1	1	1	1	0.036330292480643456	0.025267488546185435	1	0.004411643923289743	0.006810905599663686	1	1	1	0.06607443343334907	0.0029233149786677126	0.05915238292444058	1	1	0.06386707767540056	1	1	1	1	1	1	0.04390711290690841	1	1	0.06254652235292513	1	1	0.013884479992918197	1	0.03643503779794666	1
GO_ANATOMICAL_STRUCTURE_REGRESSION	1	1	1	1	1	1	1	1	1	1	0.007735348348764548	1	0.0010219946913726519	1	1	1	1	1	1	1	1	1	1	1	1	1	9.541898037790375e-05	0.005598732254662786	1	0.0003459110038398494	0.007021078210243559	1	0.006056282592946993	1	0.0002322997586791109	1	1	0.005963438655223308	0.0009436824935491472	1	0.004901578605722046	1	1	1	1	1	0.0035654010549260873	1	0.0006085981856841505	1	1	1	0.011396924226607097	1	1	1	1	1	1
GO_ANCHORED_COMPONENT_OF_MEMBRANE	1	1	1	1	1	0.0005987318828375443	1	1	1	1	0.038673245470502327	0.03157909535583148	1	0.09648587691332755	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0928909768945052	1	1	1	1	1	1	1	1	0.033212382129457874	1	1	1	1	1	1	1	1	1	0.053892712440450796	1	0.023269818907687645	1	1	1	0.020036368615825362	0.06523471664916536	1	1	1	1	1
GO_ANCHORING_JUNCTION	1	1	1	0.0066297630412740505	0.04256217764585668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06639349872127653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.040482262694209625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.044125876743972725	0.036960869254582196	1	1	1	1	1	1	1	1	1	1	0.01903625100810946	1	1	0.02545222729226293	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02056643924528656
GO_ANIMAL_ORGAN_MORPHOGENESIS	1	1	0.02999947529604885	1	0.05923036788999836	1	1	1	0.0359549911441267	1	1	0.0746872663809971	1	1	0.08185906732460024	1	1	1	1	1	1	1	1	1	1	1	0.0081395187258545	0.07857614917909794	1	0.04329543386590928	0.0016414162690203682	1	0.05142192395635847	1	0.06529064324776912	1	1	0.010608122696829092	0.018982923651146066	0.007498757930251343	1	0.04073516802407462	1	1	0.0948091492747517	1	0.01883965568548218	0.006972697311732112	0.027845884034784385	0.042784457807228504	1	1	0.019878322897074252	1	0.03745807465050621	0.008241380497156614	1	0.0017541443194287742	1
GO_ANION_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08698960488308227	1	1	1	1	1	1	1	1	1
