Cluster	FCgroup	bindgroup	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0021549	cerebellum development	7/203	102/18670	0.000125024284239045	0.0159515373266013	0.014074700076697	PROX1/CDK5R1/KCNC1/SEZ6/LMX1A/SSTR2/NEUROD1	7
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0019226	transmission of nerve impulse	6/203	72/18670	0.000132022269629051	0.0159515373266013	0.014074700076697	NTRK2/CACNG4/KCNMB2/CARTPT/SPTBN4/GHRL	6
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0050796	regulation of insulin secretion	9/203	176/18670	0.000135154266009415	0.0159515373266013	0.014074700076697	ADCY5/BAIAP3/CARTPT/CACNA1A/ISL1/RFX6/GHRL/ABCC8/NEUROD1	9
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0002067	glandular epithelial cell differentiation	5/203	46/18670	0.000138030608920929	0.0159515373266013	0.014074700076697	PROX1/NKX2-2/RFX6/INSM1/NEUROD1	5
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0060078	regulation of postsynaptic membrane potential	8/203	140/18670	0.000149167860843137	0.0165203405883774	0.0145765786823907	ADORA2A/CELF4/P2RX6/MPP2/SEZ6/GABRB3/FGF14/GHRL	8
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0050808	synapse organization	14/203	408/18670	0.000157496522404264	0.0167450302620214	0.0147748316596506	SDK1/NTRK2/EPHA4/CDK5R1/DGKB/DNER/SEZ6/LRRTM3/CAMK2B/GABRB3/SDK2/LMX1A/PDZRN3/GHRL	14
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0046883	regulation of hormone secretion	11/203	266/18670	0.000164777630398855	0.0168453439076983	0.0148633425315242	ADORA2A/ADCY5/BAIAP3/CARTPT/CACNA1A/TAC1/ISL1/RFX6/GHRL/ABCC8/NEUROD1	11
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0099565	chemical synaptic transmission, postsynaptic	7/203	108/18670	0.000178711797062715	0.0175931835775073	0.0155231923530499	ADORA2A/CELF4/P2RX6/MPP2/SEZ6/GABRB3/GHRL	7
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0035883	enteroendocrine cell differentiation	4/203	27/18670	0.000195729405002228	0.0181606138834093	0.0160238595430818	NKX2-2/RFX6/INSM1/NEUROD1	4
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0061337	cardiac conduction	8/203	146/18670	0.00019912808001053	0.0181606138834093	0.0160238595430818	CACNG4/KCNJ3/SCN3B/KCNE4/KCNK3/KCNIP3/CACNA2D1/SPTBN4	8
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0031016	pancreas development	6/203	78/18670	0.00020564237421088	0.0181606138834093	0.0160238595430818	PROX1/NKX2-2/ISL1/RFX6/INSM1/NEUROD1	6
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0022037	metencephalon development	7/203	111/18670	0.000211805504283555	0.0181606138834093	0.0160238595430818	PROX1/CDK5R1/KCNC1/SEZ6/LMX1A/SSTR2/NEUROD1	7
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0001938	positive regulation of endothelial cell proliferation	7/203	112/18670	0.000223874455317534	0.0185955719448127	0.0164076410015614	PROX1/VASH2/PPP1R16B/AKT3/CXCL12/SCG2/GHRL	7
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0021766	hippocampus development	6/203	81/18670	0.000252926400821144	0.0188272950051598	0.0166120998263419	PROX1/CDK5R1/ID4/NR4A3/LMX1A/NEUROD1	6
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0048934	peripheral nervous system neuron differentiation	3/203	12/18670	0.000259197718043647	0.0188272950051598	0.0166120998263419	NTRK2/ETV1/ISL1	3
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0048935	peripheral nervous system neuron development	3/203	12/18670	0.000259197718043647	0.0188272950051598	0.0166120998263419	NTRK2/ETV1/ISL1	3
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0001678	cellular glucose homeostasis	8/203	152/18670	0.000262080479755798	0.0188272950051598	0.0166120998263419	PTPRN2/ADCY5/BAIAP3/CARTPT/RFX6/PTPRN/GHRL/NEUROD1	8
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0030902	hindbrain development	8/203	152/18670	0.000262080479755798	0.0188272950051598	0.0166120998263419	PROX1/MAFB/CDK5R1/KCNC1/SEZ6/LMX1A/SSTR2/NEUROD1	8
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0034765	regulation of ion transmembrane transport	15/203	483/18670	0.000271172997463643	0.0189678375594306	0.016736106325457	CACNG4/KCNJ3/SCN3B/KCNE4/KCNC1/KCNIP3/KCNH7/CACNA2D1/RGS9/DPP10/KCNMA1/CACNA1B/KCNJ6/CACNA1A/FGF14	15
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0010959	regulation of metal ion transport	13/203	394/18670	0.000393183383311885	0.0267969598164869	0.0236440641840453	ADORA2A/SCN3B/KCNE4/KCNC1/KCNIP3/CACNA2D1/CXCL12/RGS9/SPTBN4/DPP10/CACNA1B/CAMK2B/FGF14	13
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0050679	positive regulation of epithelial cell proliferation	9/203	206/18670	0.000434783949853057	0.028360057206317	0.0250232495567202	PROX1/VASH2/PPP1R16B/AKT3/CXCL12/NR4A3/SCG2/PTPRN/GHRL	9
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0008016	regulation of heart contraction	10/203	251/18670	0.000437457616801729	0.028360057206317	0.0250232495567202	CACNG4/KCNJ3/SCN3B/KCNE4/KCNK3/KCNIP3/CACNA2D1/SPTBN4/CACNA1B/TAC1	10
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0090276	regulation of peptide hormone secretion	9/203	208/18670	0.000466366466210226	0.0289700288373802	0.0255614527146185	ADCY5/BAIAP3/CARTPT/CACNA1A/ISL1/RFX6/GHRL/ABCC8/NEUROD1	9
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0051899	membrane depolarization	6/203	91/18670	0.000474893692274012	0.0289700288373802	0.0255614527146185	ADORA2A/CACNG4/SCN3B/CACNA2D1/CACNA1B/CACNA1A	6
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0003002	regionalization	12/203	351/18670	0.000479564059008551	0.0289700288373802	0.0255614527146185	CXXC4/CELSR2/MAFB/HHEX/HES6/DSCAML1/NKD1/LMX1B/BASP1/NKX2-2/ISL1/NEUROD1	12
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0050806	positive regulation of synaptic transmission	8/203	168/18670	0.000512897793774633	0.0302383670375278	0.0266805598826232	ADORA2A/NTRK2/EPHA4/CACNG4/BAIAP3/MPP2/TAC1/SCGN	8
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0072148	epithelial cell fate commitment	3/203	15/18670	0.000523312597338705	0.0302383670375278	0.0266805598826232	PROX1/NKX2-2/NEUROD1	3
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0046887	positive regulation of hormone secretion	7/203	131/18670	0.000580047712581164	0.0328035493625688	0.028943926173143	ADORA2A/BAIAP3/CARTPT/TAC1/ISL1/RFX6/GHRL	7
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0007409	axonogenesis	14/203	468/18670	0.000627002126885138	0.0332996726624347	0.0293816762472396	EVL/NTRK2/EPHA4/CDK5R1/DSCAML1/ETV1/CXCL12/SPTBN4/NCAM1/CHL1/NR4A3/LMX1A/MAP6/ISL1	14
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0001508	action potential	7/203	133/18670	0.000634903801134673	0.0332996726624347	0.0293816762472396	NTRK2/KCNJ3/SCN3B/KCNE4/CACNA2D1/KCNMB2/TAC1	7
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0071333	cellular response to glucose stimulus	7/203	133/18670	0.000634903801134673	0.0332996726624347	0.0293816762472396	PTPRN2/ADCY5/BAIAP3/RFX6/PTPRN/GHRL/NEUROD1	7
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0021542	dentate gyrus development	3/203	16/18670	0.000638932771175384	0.0332996726624347	0.0293816762472396	PROX1/LMX1A/NEUROD1	3
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0071331	cellular response to hexose stimulus	7/203	135/18670	0.000693799860992878	0.0349437309980448	0.03083229680553	PTPRN2/ADCY5/BAIAP3/RFX6/PTPRN/GHRL/NEUROD1	7
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0001936	regulation of endothelial cell proliferation	8/203	176/18670	0.00069677115985567	0.0349437309980448	0.03083229680553	PROX1/VASH2/PPP1R16B/ATOH8/AKT3/CXCL12/SCG2/GHRL	8
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0071326	cellular response to monosaccharide stimulus	7/203	136/18670	0.00072482796604339	0.0356776432174691	0.0314798578624692	PTPRN2/ADCY5/BAIAP3/RFX6/PTPRN/GHRL/NEUROD1	7
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0086091	regulation of heart rate by cardiac conduction	4/203	38/18670	0.000749854913912589	0.0362384429305393	0.0319746746066459	KCNJ3/SCN3B/KCNE4/CACNA2D1	4
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0060079	excitatory postsynaptic potential	6/203	100/18670	0.000783494204017984	0.0371879927549965	0.0328125016269186	ADORA2A/CELF4/P2RX6/MPP2/SEZ6/GHRL	6
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0002027	regulation of heart rate	6/203	101/18670	0.000825556200489778	0.0383891398749111	0.0338723233302847	KCNJ3/SCN3B/KCNE4/CACNA2D1/SPTBN4/TAC1	6
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	10/203	273/18670	0.00083768627266548	0.0383891398749111	0.0338723233302847	CELSR2/SDK1/PTPRT/CDHR3/DSCAML1/FAT3/CADM3/CDH22/PCDH20/SDK2	10
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0021953	central nervous system neuron differentiation	8/203	183/18670	0.000898208964910372	0.0404370344036127	0.035679265237515	PROX1/NTRK2/EPHA4/ID4/SPTBN4/LMX1A/NKX2-2/ISL1	8
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0001709	cell fate determination	4/203	40/18670	0.000912799873670715	0.0404370344036127	0.035679265237515	PROX1/DSCAML1/NKX2-2/ISL1	4
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:2001259	positive regulation of cation channel activity	5/203	70/18670	0.000987293415635643	0.0428288847220943	0.037789693541177	CACNG4/KCNC1/CACNA2D1/RGS9/FGF14	5
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0071322	cellular response to carbohydrate stimulus	7/203	144/18670	0.00101455965450581	0.0428288847220943	0.037789693541177	PTPRN2/ADCY5/BAIAP3/RFX6/PTPRN/GHRL/NEUROD1	7
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0060047	heart contraction	10/203	280/18670	0.00101513157919185	0.0428288847220943	0.037789693541177	CACNG4/KCNJ3/SCN3B/KCNE4/KCNK3/KCNIP3/CACNA2D1/SPTBN4/CACNA1B/TAC1	10
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0048167	regulation of synaptic plasticity	8/203	187/18670	0.0010327785168541	0.0428925827780967	0.0378458969662981	ADORA2A/NTRK2/EPHA4/MPP2/CAMK2B/CPLX2/FGF14/SCGN	8
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0001935	endothelial cell proliferation	8/203	191/18670	0.00118302027629235	0.0483764291443856	0.0426845210620138	PROX1/VASH2/PPP1R16B/ATOH8/AKT3/CXCL12/SCG2/GHRL	8
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0021761	limbic system development	6/203	109/18670	0.00122804475493633	0.0489743344334393	0.0432120775880966	PROX1/CDK5R1/ID4/NR4A3/LMX1A/NEUROD1	6
upregulated.NEUROG3 bound	upregulated	NEUROG3 bound	GO:0007389	pattern specification process	13/203	446/18670	0.00123449225246066	0.0489743344334393	0.0432120775880966	CXXC4/CELSR2/MAFB/HHEX/HES6/DNAH11/DSCAML1/NKD1/LMX1B/BASP1/NKX2-2/ISL1/NEUROD1	13
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0023061	signal release	47/386	462/18670	1.21551487499964e-19	4.0744058609988e-16	3.55953934973579e-16	BRSK1/FZD4/STX2/SPP1/SCG5/AGT/STX1A/CHRNA5/ITPR1/ADCY1/CACNA2D2/RAPGEF4/ASIC1/CACNA1E/CACNA1C/KCNJ11/BRSK2/SCT/CACNB2/PRKCG/CPE/VGF/UNC13A/SYN1/CADPS/SFRP1/LIN7A/CHRNB2/GRIK5/CHRNA3/SLC30A8/SNAP25/CRH/GPR119/FFAR2/SYP/SV2A/FFAR3/FFAR1/SYT5/STXBP5L/SYT4/GCK/GAD2/UCN3/GIP/CHGA	47
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0099177	regulation of trans-synaptic signaling	42/386	437/18670	9.62354075498385e-17	1.61290543053529e-13	1.40908896738764e-13	BRSK1/TUBB2B/SORCS2/AGT/GRIN1/HAP1/MAP1B/STX1A/CHRNA5/FABP5/ADCY1/CACNA2D2/ASIC1/SCT/CACNB2/PRKCG/NPTXR/GRIN2C/UNC13A/SYN1/EFNB3/MAPK8IP2/CHRNB2/GRIK5/KIT/CHRNA3/SNAP25/LZTS1/LRFN2/MAP1A/CNTNAP4/NPTX2/CRH/GRIK3/CLSTN2/SYP/PCDH17/CNIH2/RGS4/STXBP5L/SYT4/GIP	42
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0050804	modulation of chemical synaptic transmission	41/386	436/18670	4.91611396423334e-16	4.32561604499912e-13	3.77900509897863e-13	BRSK1/TUBB2B/SORCS2/AGT/GRIN1/HAP1/MAP1B/STX1A/CHRNA5/ADCY1/CACNA2D2/ASIC1/SCT/CACNB2/PRKCG/NPTXR/GRIN2C/UNC13A/SYN1/EFNB3/MAPK8IP2/CHRNB2/GRIK5/KIT/CHRNA3/SNAP25/LZTS1/LRFN2/MAP1A/CNTNAP4/NPTX2/CRH/GRIK3/CLSTN2/SYP/PCDH17/CNIH2/RGS4/STXBP5L/SYT4/GIP	41
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0097479	synaptic vesicle localization	26/386	163/18670	5.16183298925909e-16	4.32561604499912e-13	3.77900509897863e-13	BRSK1/STX2/STX1A/CHRNA5/ADCY1/BRSK2/CACNB2/PRKCG/MAP2/UNC13A/AP3B2/SYN1/CADPS/LIN7A/CHRNB2/GRIK5/SNAP25/KIF5A/SYP/SV2A/PCDH17/KIF5C/CNIH2/SYT5/STXBP5L/SYT4	26
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0042391	regulation of membrane potential	39/386	434/18670	1.19190179999114e-14	7.9905096671406e-12	6.98078064752706e-12	SLC25A27/HCN4/KCNH2/GRIN1/MLLT11/STX1A/CHRNA5/CACNA1G/ASIC1/CACNA1E/CACNA1C/KCNJ11/CACNB2/SCN1B/GRIN2C/KCNJ2/KCNH3/MAPK8IP2/CHRNB2/ATP1A3/GRIK5/CACNA1H/CHRNA3/ANK2/NALCN/KCNH8/GABRG2/KCNT2/GABRA1/GRIK3/SLC8A1/FHL1/CNIH2/RGS4/SCN3A/KCNK17/UCN3/KCNK16/KCNH6	39
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0048489	synaptic vesicle transport	23/386	152/18670	8.37632873285184e-14	4.01106484464563e-11	3.50420248643516e-11	STX2/STX1A/CHRNA5/ADCY1/CACNB2/PRKCG/MAP2/UNC13A/AP3B2/SYN1/CADPS/LIN7A/CHRNB2/GRIK5/SNAP25/KIF5A/SYP/SV2A/KIF5C/CNIH2/SYT5/STXBP5L/SYT4	23
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0097480	establishment of synaptic vesicle localization	23/386	152/18670	8.37632873285184e-14	4.01106484464563e-11	3.50420248643516e-11	STX2/STX1A/CHRNA5/ADCY1/CACNB2/PRKCG/MAP2/UNC13A/AP3B2/SYN1/CADPS/LIN7A/CHRNB2/GRIK5/SNAP25/KIF5A/SYP/SV2A/KIF5C/CNIH2/SYT5/STXBP5L/SYT4	23
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0034765	regulation of ion transmembrane transport	39/386	483/18670	3.72808432305052e-13	1.56206733135817e-10	1.36467507720086e-10	FXYD6/AGT/GSTM2/HCN4/KCNH2/GRIN1/HAP1/KCNAB2/CACNA2D2/CACNA1G/CACNA1E/WNK2/CACNA1C/S100A1/KCNJ11/CACNB2/SCN1B/WNK3/KCNJ2/KCNH3/NEFL/MAPK8IP2/CACNA1H/HECW2/ANK2/NALCN/KCNH8/CRH/KCNA6/GRIA2/SLC8A1/FHL1/CNIH2/RGS4/SCN3A/KCNB2/KCNK17/KCNK16/KCNH6	39
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007269	neurotransmitter secretion	22/386	169/18670	6.57871709167313e-12	2.45020663236537e-09	2.1405837367292e-09	BRSK1/STX2/STX1A/CHRNA5/ADCY1/ASIC1/CACNB2/PRKCG/UNC13A/SYN1/CADPS/LIN7A/CHRNB2/GRIK5/CHRNA3/SNAP25/SYP/SV2A/SYT5/STXBP5L/SYT4/GAD2	22
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0099643	signal release from synapse	22/386	170/18670	7.41532666022307e-12	2.4646851822215e-09	2.15323268965589e-09	BRSK1/STX2/STX1A/CHRNA5/ADCY1/ASIC1/CACNB2/PRKCG/UNC13A/SYN1/CADPS/LIN7A/CHRNB2/GRIK5/CHRNA3/SNAP25/SYP/SV2A/SYT5/STXBP5L/SYT4/GAD2	22
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0017156	calcium ion regulated exocytosis	21/386	154/18670	8.08816736409202e-12	2.4646851822215e-09	2.15323268965589e-09	STX2/STX1A/CHRNA5/ADCY1/CACNA1G/RAPGEF4/CACNB2/PRKCG/UNC13A/SYN1/CADPS/CHRNB2/GRIK5/CACNA1H/SNAP25/SYP/SV2A/SYT5/STXBP5L/SYT4/CDK5R2	21
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0099003	vesicle-mediated transport in synapse	24/386	207/18670	8.92445911814823e-12	2.49289891366941e-09	2.1778811637446e-09	STX2/STX1A/CHRNA5/ADCY1/CACNB2/PRKCG/MAP2/UNC13A/AP3B2/SYN1/CADPS/CALY/LIN7A/CHRNB2/GRIK5/SNAP25/KIF5A/SYP/SV2A/KIF5C/CNIH2/SYT5/STXBP5L/SYT4	24
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0006836	neurotransmitter transport	27/386	269/18670	1.33375885877894e-11	3.43904591894384e-09	3.00446732398624e-09	BRSK1/STX2/DDC/STX1A/CHRNA5/ADCY1/ASIC1/CACNB2/PRKCG/UNC13A/SYN1/CADPS/LIN7A/CHRNB2/GRIK5/CHRNA3/SNAP25/CRH/SV2B/SLC6A17/SYP/SV2A/SYT5/RGS4/STXBP5L/SYT4/GAD2	27
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0046879	hormone secretion	29/386	312/18670	1.52655255831631e-11	3.44249768908642e-09	3.00748290762417e-09	FZD4/SPP1/SCG5/AGT/STX1A/ITPR1/CACNA2D2/RAPGEF4/CACNA1E/CACNA1C/KCNJ11/BRSK2/SCT/CPE/VGF/SFRP1/CHRNA3/SLC30A8/SNAP25/CRH/GPR119/FFAR2/FFAR3/FFAR1/STXBP5L/GCK/UCN3/GIP/CHGA	29
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0099504	synaptic vesicle cycle	23/386	194/18670	1.54049717590383e-11	3.44249768908642e-09	3.00748290762417e-09	BRSK1/STX2/DDC/STX1A/CHRNA5/ADCY1/RAPGEF4/BRSK2/CACNB2/PRKCG/UNC13A/SYN1/CADPS/BSN/CHRNB2/GRIK5/SNAP25/SYP/SV2A/PCDH17/SYT5/STXBP5L/SYT4	23
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0009914	hormone transport	29/386	322/18670	3.29572144137007e-11	6.90453641967030e-09	6.03203753282338e-09	FZD4/SPP1/SCG5/AGT/STX1A/ITPR1/CACNA2D2/RAPGEF4/CACNA1E/CACNA1C/KCNJ11/BRSK2/SCT/CPE/VGF/SFRP1/CHRNA3/SLC30A8/SNAP25/CRH/GPR119/FFAR2/FFAR3/FFAR1/STXBP5L/GCK/UCN3/GIP/CHGA	29
