Cluster	FCgroup	bindgroup	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0048489	synaptic vesicle transport	22/363	152/18670	2.16351180769085e-13	1.60013333296816e-10	1.38145922373187e-10	ADCY1/STX1A/PRKCG/CHRNA5/CACNB2/MAP2/CADPS/SNAP25/UNC13A/KIF5A/AP3B2/CHRNB2/GRIK5/SYN1/SV2A/LIN7A/KIF5C/SYP/CNIH2/STXBP5L/SYT4/SYT5	22
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0097480	establishment of synaptic vesicle localization	22/363	152/18670	2.16351180769085e-13	1.60013333296816e-10	1.38145922373187e-10	ADCY1/STX1A/PRKCG/CHRNA5/CACNB2/MAP2/CADPS/SNAP25/UNC13A/KIF5A/AP3B2/CHRNB2/GRIK5/SYN1/SV2A/LIN7A/KIF5C/SYP/CNIH2/STXBP5L/SYT4/SYT5	22
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0050804	modulation of chemical synaptic transmission	36/363	436/18670	2.64016252694131e-13	1.6272201707715e-10	1.40484437617772e-10	MAP1B/ADCY1/RGS14/STX1A/BRSK1/GRIN1/PRKCG/AGT/CHRNA5/TUBB2B/ARC/NPTXR/CACNB2/SCT/MAPK8IP2/SNAP25/UNC13A/EFNB3/CHRNB2/GRIK5/SYN1/MAP1A/KIT/JPH4/PCDH17/CACNG7/NPTX2/CHRNA3/SYP/GRIK3/CNIH2/RGS4/STXBP5L/LZTS1/SYT4/GIP	36
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0099003	vesicle-mediated transport in synapse	24/363	207/18670	2.42886848779461e-12	1.28313652398064e-09	1.10778317646332e-09	ADCY1/STX1A/PRKCG/CHRNA5/ARC/CACNB2/MAP2/CADPS/SNAP25/UNC13A/KIF5A/AP3B2/CHRNB2/GRIK5/CALY/SYN1/SV2A/LIN7A/KIF5C/SYP/CNIH2/STXBP5L/SYT4/SYT5	24
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007269	neurotransmitter secretion	21/363	169/18670	1.55268593237206e-11	7.15138150251854e-09	6.17407420715002e-09	ADCY1/STX1A/BRSK1/PRKCG/NRXN2/CHRNA5/CACNB2/CADPS/SNAP25/UNC13A/CHRNB2/GRIK5/SYN1/SV2A/LIN7A/CHRNA3/SYP/GAD2/STXBP5L/SYT4/SYT5	21
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0099643	signal release from synapse	21/363	170/18670	1.7404660227871e-11	7.15138150251854e-09	6.17407420715002e-09	ADCY1/STX1A/BRSK1/PRKCG/NRXN2/CHRNA5/CACNB2/CADPS/SNAP25/UNC13A/CHRNB2/GRIK5/SYN1/SV2A/LIN7A/CHRNA3/SYP/GAD2/STXBP5L/SYT4/SYT5	21
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0099504	synaptic vesicle cycle	22/363	194/18670	3.16151701517436e-11	1.16912899221148e-08	1.00935590600251e-08	ADCY1/STX1A/BRSK1/RAPGEF4/PRKCG/CHRNA5/DDC/BRSK2/CACNB2/CADPS/BSN/SNAP25/UNC13A/CHRNB2/GRIK5/SYN1/SV2A/PCDH17/SYP/STXBP5L/SYT4/SYT5	22
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0046879	hormone secretion	27/363	312/18670	9.95917412079112e-11	3.34809326351687e-08	2.89054307257029e-08	IL11/SCG5/STX1A/SPP1/SSTR5/RAPGEF4/AGT/BRSK2/SCT/CACNA1C/KCNJ11/SFRP1/SNAP25/CPE/SLC30A8/NKX6-1/CHRNA3/FFAR1/VGF/FFAR3/FFAR2/GPR119/STXBP5L/GCK/UCN3/GIP/CHGA	27
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0006836	neurotransmitter transport	25/363	269/18670	1.10585810426122e-10	3.40788605796499e-08	2.94216458791603e-08	ADCY1/STX1A/BRSK1/PRKCG/NRXN2/CHRNA5/DDC/CACNB2/CADPS/SNAP25/UNC13A/CHRNB2/GRIK5/SYN1/SV2A/SV2B/LIN7A/CHRNA3/SLC6A17/SYP/RGS4/GAD2/STXBP5L/SYT4/SYT5	25
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0017156	calcium ion regulated exocytosis	19/363	154/18670	1.66234404591492e-10	4.72872944753337e-08	4.08250161235625e-08	ADCY1/STX1A/RAPGEF4/PRKCG/CHRNA5/CACNB2/CADPS/CACNA1H/SNAP25/UNC13A/CHRNB2/GRIK5/SYN1/SV2A/SYP/CDK5R2/STXBP5L/SYT4/SYT5	19
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0009914	hormone transport	27/363	322/18670	2.03026364961521e-10	5.36279641162646e-08	4.62991702953604e-08	IL11/SCG5/STX1A/SPP1/SSTR5/RAPGEF4/AGT/BRSK2/SCT/CACNA1C/KCNJ11/SFRP1/SNAP25/CPE/SLC30A8/NKX6-1/CHRNA3/FFAR1/VGF/FFAR3/FFAR2/GPR119/STXBP5L/GCK/UCN3/GIP/CHGA	27
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0051648	vesicle localization	26/363	306/18670	3.33528557188249e-10	8.22259069654763e-08	7.09889202773304e-08	ADCY1/STX1A/BRSK1/PRKCG/CHRNA5/BRSK2/CACNB2/MAP2/CADPS/SNAP25/UNC13A/KIF5A/AP3B2/CHRNB2/GRIK5/SYN1/SV2A/LIN7A/PCDH17/KIF5C/SYP/KIF1A/CNIH2/STXBP5L/SYT4/SYT5	26
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0046883	regulation of hormone secretion	24/363	266/18670	4.83223423197726e-10	1.07577074713156e-07	9.28755992157933e-08	IL11/SCG5/STX1A/SPP1/SSTR5/RAPGEF4/AGT/BRSK2/SCT/CACNA1C/KCNJ11/SFRP1/SNAP25/SLC30A8/NKX6-1/CHRNA3/FFAR1/FFAR3/FFAR2/STXBP5L/GCK/UCN3/GIP/CHGA	24
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0042391	regulation of membrane potential	31/363	434/18670	4.94540365095635e-10	1.07577074713156e-07	9.28755992157933e-08	STX1A/GRIN1/IFI6/KCNH2/SCN1B/CHRNA5/MLLT11/KCNH3/KCNH8/CACNB2/MAPK8IP2/CACNA1C/KCNJ11/CACNA1H/KCNJ2/ANK2/CHRNB2/GRIK5/ATP1A3/GABRA1/CHRNA3/GRIK3/FHL1/CNIH2/RGS4/SLC8A1/SCN3A/KCNK17/UCN3/KCNK16/KCNH6	31
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0098693	regulation of synaptic vesicle cycle	16/363	112/18670	5.24737833543369e-10	1.07804472691299e-07	9.30719210021661e-08	ADCY1/STX1A/BRSK1/RAPGEF4/PRKCG/CHRNA5/BRSK2/CACNB2/BSN/CHRNB2/GRIK5/SYN1/PCDH17/SYP/STXBP5L/SYT4	16
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007409	axonogenesis	32/363	468/18670	7.65726865951225e-10	1.49034628962507e-07	1.28667567004436e-07	TUBB3/MAP1B/CELSR3/ADCY1/BRSK1/GRIN1/SPP1/SCN1B/TUBB2B/BRSK2/VSTM2L/PAX6/MAP2/PLXNC1/KIF5A/EFNB3/CHRNB2/LGR6/BOC/MAP1A/UCHL1/GFRA3/CRMP1/NKX6-1/NFASC/KIF5C/DOK6/PAK3/GFRA1/RET/ISLR2/ARX	32
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0016079	synaptic vesicle exocytosis	16/363	119/18670	1.31130627437744e-09	2.42460530132388e-07	2.09325891062461e-07	ADCY1/STX1A/PRKCG/CHRNA5/CACNB2/CADPS/SNAP25/UNC13A/CHRNB2/GRIK5/SYN1/SV2A/SYP/STXBP5L/SYT4/SYT5	16
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0001505	regulation of neurotransmitter levels	27/363	354/18670	1.65286261459405e-09	2.8071839947678e-07	2.42355442661203e-07	GCH1/ADCY1/STX1A/BRSK1/PRKCG/NRXN2/AGT/CHRNA5/DDC/CACNB2/CADPS/SNAP25/UNC13A/CHRNB2/GRIK5/SYN1/SV2A/BHMT/LIN7A/CHRNA3/TPH1/SYP/RGS4/GAD2/STXBP5L/SYT4/SYT5	27
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0034765	regulation of ion transmembrane transport	32/363	483/18670	1.67003915318798e-09	2.8071839947678e-07	2.42355442661203e-07	KCNAB2/WNK2/GRIN1/REM2/AGT/KCNH2/SCN1B/KCNH3/WNK3/S100A1/ARC/KCNH8/CACNB2/MAPK8IP2/CACNA1C/KCNJ11/CACNA1H/KCNJ2/ANK2/JPH4/KCNA6/CACNG7/HECW2/FHL1/CNIH2/RGS4/SLC8A1/SCN3A/KCNB2/KCNK17/KCNK16/KCNH6	32
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0030072	peptide hormone secretion	22/363	250/18670	4.13825575101746e-09	6.65359555098372e-07	5.74431564889517e-07	STX1A/SSTR5/RAPGEF4/BRSK2/SCT/CACNA1C/KCNJ11/SFRP1/SNAP25/CPE/SLC30A8/NKX6-1/FFAR1/VGF/FFAR3/FFAR2/GPR119/STXBP5L/GCK/UCN3/GIP/CHGA	22
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:1902803	regulation of synaptic vesicle transport	13/363	84/18670	8.25591722718513e-09	1.27209924608878e-06	1.09825425219528e-06	ADCY1/STX1A/PRKCG/CHRNA5/CACNB2/MAP2/CHRNB2/GRIK5/SYN1/SYP/CNIH2/STXBP5L/SYT4	13
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0051650	establishment of vesicle localization	23/363	290/18670	1.3285277425998e-08	1.95778221828888e-06	1.69023183742853e-06	ADCY1/STX1A/PRKCG/CHRNA5/CACNB2/MAP2/CADPS/SNAP25/UNC13A/KIF5A/AP3B2/CHRNB2/GRIK5/SYN1/SV2A/LIN7A/KIF5C/SYP/KIF1A/CNIH2/STXBP5L/SYT4/SYT5	23
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0010975	regulation of neuron projection development	31/363	499/18670	1.37648290090619e-08	1.95778221828888e-06	1.69023183742853e-06	MAP1B/GPC2/BRSK1/GRIN1/SPP1/NDRG4/AGT/SCN1B/TUBB2B/BRSK2/ARC/STMN2/MAP2/PLXNC1/NEGR1/RTN4RL1/SFRP1/SNAP25/UNC13A/EFNB3/CHRNB2/CRMP1/NKX6-1/CACNG7/CHRNA3/HECW2/PAK3/LZTS1/RET/SYT4/ISLR2	31
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0051899	membrane depolarization	13/363	91/18670	2.23760354420764e-08	3.06468811351106e-06	2.64586805051921e-06	IFI6/KCNH2/SCN1B/MLLT11/CACNB2/CACNA1C/CACNA1H/KCNJ2/ANK2/CHRNB2/FHL1/SLC8A1/SCN3A	13
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007612	learning	16/363	145/18670	2.38335583375419e-08	3.14773209757964e-06	2.71756324954002e-06	RGS14/BRSK1/GRIN1/NRXN2/NDRG4/AGT/ARC/MAPK8IP2/SNAP25/SLC12A5/CHRNB2/MAP1A/KIT/C1QL1/JPH4/NPTX2	16
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0090276	regulation of peptide hormone secretion	19/363	208/18670	2.63750837505729e-08	3.36327792102133e-06	2.90365259584347e-06	STX1A/SSTR5/RAPGEF4/BRSK2/SCT/CACNA1C/KCNJ11/SFRP1/SNAP25/SLC30A8/NKX6-1/FFAR1/FFAR3/FFAR2/STXBP5L/GCK/UCN3/GIP/CHGA	19
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0086010	membrane depolarization during action potential	9/363	37/18670	2.76751273666078e-08	3.41142070005719e-06	2.94521618606742e-06	KCNH2/SCN1B/CACNB2/CACNA1C/CACNA1H/KCNJ2/ANK2/SLC8A1/SCN3A	9
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0007611	learning or memory	21/363	256/18670	3.21341190413693e-08	3.8332894262898e-06	3.30943236171386e-06	TMOD2/ADCY1/RGS14/BRSK1/GRIN1/PRKCG/NRXN2/NDRG4/AGT/ARC/MAPK8IP2/SNAP25/SLC12A5/CHRNB2/MAP1A/KIT/C1QL1/JPH4/NPTX2/SYT4/GIP	21
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0017158	regulation of calcium ion-dependent exocytosis	14/363	112/18670	3.68834971539615e-08	4.26234913985468e-06	3.67985680486728e-06	ADCY1/STX1A/PRKCG/CHRNA5/CACNB2/CACNA1H/CHRNB2/GRIK5/SYN1/SYP/CDK5R2/STXBP5L/SYT4/SYT5	14
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0017157	regulation of exocytosis	19/363	217/18670	5.21664124481085e-08	5.43370482618322e-06	4.69113510512473e-06	ADCY1/STX1A/RAPGEF4/PRKCG/CHRNA5/CACNB2/CADPS/LGI3/CACNA1H/CHRNB2/GRIK5/GATA2/SYN1/SYP/RAB3C/CDK5R2/STXBP5L/SYT4/SYT5	19
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0071804	cellular potassium ion transport	19/363	217/18670	5.21664124481085e-08	5.43370482618322e-06	4.69113510512473e-06	KCNAB2/WNK2/KCNH2/KCNH3/WNK3/KCNH8/KCNJ11/SNAP25/KCNJ2/ANK2/SLC12A5/ATP1A3/KCNA6/FHL1/RGS4/KCNB2/KCNK17/KCNK16/KCNH6	19
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0071805	potassium ion transmembrane transport	19/363	217/18670	5.21664124481085e-08	5.43370482618322e-06	4.69113510512473e-06	KCNAB2/WNK2/KCNH2/KCNH3/WNK3/KCNH8/KCNJ11/SNAP25/KCNJ2/ANK2/SLC12A5/ATP1A3/KCNA6/FHL1/RGS4/KCNB2/KCNK17/KCNK16/KCNH6	19
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0006813	potassium ion transport	20/363	240/18670	5.2897072402e-08	5.43370482618322e-06	4.69113510512473e-06	KCNAB2/WNK2/KCNH2/KCNH3/WNK3/KCNH8/KCNJ11/SNAP25/KCNJ2/ANK2/SLC12A5/ATP1A3/KCNA6/FHL1/RGS4/KCNB2/KCNK17/GCK/KCNK16/KCNH6	20
upregulated.NEUROG3 unbound	upregulated	NEUROG3 unbound	GO:0050890	cognition	22/363	296/18670	8.77042377920425e-08	8.60456240801431e-06	7.42866351185773e-06	TMOD2/ADCY1/RGS14/BRSK1/GRIN1/PRKCG/NRXN2/NDRG4/AGT/ARC/MAPK8IP2/SNAP25/SLC12A5/CHRNB2/MAP1A/KIT/C1QL1/JPH4/NPTX2/JAKMIP1/SYT4/GIP	22
