	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	GATA2	HES4	HLF	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF519	ZNF846
GO_CELL_BODY	1	1	0.186141771111	1	1	1	0.000275136603961	1	1	1	0.00358624229397	1	1	1	0.153212487208	1	0.0882294093581	0.0	1	0.717904594976	1	0.00152712928233	1	1	2.81171832458e-05	1	1	0.00243388733462	1	1	0.000248839593491	1	0.530148185777	0.00752326879292	0.00668000762914	1	0.012522584177	1	1	1	1
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.111323703474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_CELL_SIGNALING	1	1	1	1	1.83324895815e-05	1	0.0	9.58130715434e-07	1	1	0.0	1	1	1	0.0	0.0128699777617	0.0	0.0	1	0.0726643044753	0.363090346299	0.0	1	1	0.0	1	1	0.0	1	1	0.000386757342655	1	1	0.0	0.0	0.403242010436	0.000261933854373	0.000977824647022	1	1	1
GO_CELL_JUNCTION_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0310578731383	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_JUNCTION_ORGANIZATION	1	1	1	1	1	1	0.0694566521835	1	1	1	1	1	1	1	0.00532421053937	1	0.190912811326	0.00227599239903	1	1	1	1	1	1	0.000938562779433	0.00187418844434	1	1	1	1	0.00109093145416	1	1	1	0.584920515277	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS	1	1	1	1	1	1	0.005099378486	1	1	1	0.472660577605	1	1	1	1	1	1	1	1	1	1	0.00279708304417	1	1	0.0195505806266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1	1	0.986402118586	1	1	1	0.015572008207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00077965281027	1	1	0.014331397094	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	1	1	0.283499975001	1	1	1	0.00163677395491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000704300638618	1	1	0.0121013111214	1	1	1	1	1	0.22365291303	1	1	1	0.126049255971	1	1	1	1	1	1
GO_CELL_PART_MORPHOGENESIS	1	1	0.071157873066	1	1	1	7.39189883654e-05	1	1	1	0.0659104826419	1	1	1	1	1	1	1	1	1	1	0.0043677901008	1	1	0.00701148186495	1	1	1	1	1	0.275613008063	1	1	0.151043808182	0.0150499408791	1	1	1	1	1	1
GO_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	0.0902097334734	0.00600653030586	0.158587408834	1	1	0.011751993522	1	1	1	0.301542244	4.72118889444e-05	1	0.0443970415087	1	1	1	0.00087165822807	1	1	0.00417455749147	1	1	1	0.497121243701	1	0.0	1	1	1	0.0917212925081	1	1	0.509831903778	1	1	1
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	1	1	0.816150080337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHEMICAL_HOMEOSTASIS	1	1	1	1	1	1	1	1	1	1	0.218908376851	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.322868297038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CIRCULATORY_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0	1	1	1	1	1	1	1	0.621474228092	1	0.0215114311159	1	1	1	1	1	0.566583431393	0.000880801726595	1	1	1	1	1	1
GO_CYTOSKELETAL_PROTEIN_BINDING	1	1	1	1	1	1	0.0101442369051	1	1	1	1	1	1	1	1	0.173020749483	0.395516127436	0.00150878602941	1	1	1	1	1	1	1	1	1	1	1	1	0.000610779187323	1	1	1	1	1	1	1	1	1	0.0654849210843
GO_DENDRITIC_TREE	1	1	1	1	1	1	3.54624714194e-06	1	1	1	0.385716573715	1	1	1	0.0112536282526	0.186348007064	0.0	0.0	1	1	1	1	1	1	2.36256621331e-05	0.121150607148	1	0.309761570774	1	1	0.0	1	1	1	2.89855354186e-05	1	0.00254627034826	1	1	1	1
GO_DISTAL_AXON	1	1	1	1	1	1	0.0650770161364	0.00462971379406	1	1	0.229118689193	1	1	1	0.386056326436	1	1	0.0	1	1	1	0.0468682028046	1	1	0.00147895332126	1	1	1	1	1	0.0	1	1	0.85832435052	7.42852173208e-06	1	0.280017198545	1	1	1	1
GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.346237821638	1	1	1	1	1	1	1	0.250117740624	1	1	1	1	1	1	1
GO_EXTRACELLULAR_MATRIX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0804988322943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GATED_CHANNEL_ACTIVITY	0.93111003384	1	0.223690201554	0.000110563182769	0.669339867066	1	1.46253927076e-05	0.000222750808286	0.000382163472713	1	6.43294391334e-06	1	1	1	4.05082665944e-05	1	1.47763374847e-05	4.06338637271e-06	1	0.000749664888643	0.0763894172666	1.03695124307e-05	1	1	0.00211136288521	0.0	1	1.75526080741e-05	1	0.443981308442	0.000402793613673	1	0.049832519049	8.18766161925e-06	1.84886982286e-05	0.0791047858462	7.18059564049e-05	0.32159401614	1	0.319033155955	1
GO_GLUTAMATERGIC_SYNAPSE	1	1	0.166360035237	1	1	1	1	1	1	1	0.661346422409	1	1	1	1	1	1	1	1	1	1	0.000111085758211	1	1	0.00213794469164	1	1	0.343614329151	1	1	0.146391085841	1	1	0.656016534	0.0917219279314	1	1	1	1	1	1
GO_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	0.194496439022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_HEART_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000663513146975	1	1	1	1	1	1	1	1	1	0.013902246086	1	1	1	1	1	1	0.00210654495502	1	1	1	1	1	1
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00078614107191	1	1	1	1	1	0.218421276961	1	1	1	1	1	1	1	1	1
GO_HORMONE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.569785475624	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.10648400565	1	1	1	1	1	1	1	1
GO_HORMONE_TRANSPORT	1	1	1	1	1	1	0.157625988175	0.22888466459	1	1	4.37894311904e-05	1	1	1	6.51687675162e-05	1	0.041131299982	0.00111361608347	1	1	1	1	1	1	1	1	1	0.0109633154321	1	1	1	1	1	1	1	1	0.0066780943085	1	1	1	1
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	0.00311825749274	1	1	1	0.106606108746	1	1	1	1	1	1	0.0	1	1	1	0.142563127633	1	1	0.674718413241	0.00272793959995	1	0.00322461239096	1	1	1	1	1	0.108078060967	0.993871964961	1	0.186152259852	1	1	1	1
GO_INSULIN_SECRETION	1	1	1	1	1	1	0.408542036297	0.19787492308	1	1	0.0170275780738	1	1	1	0.0025517084264	1	0.0896688685407	0.00114960274841	1	1	1	1	1	1	1	1	1	0.0957988143019	1	1	0.893047170967	1	1	1	0.122191853089	1	0.0147424257198	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	1	1	0.108601433409	1	1	1	0.000212606850585	0.0939131993498	1	1	2.29530853801e-05	1	1	1	1	1	0.110123415241	1.94303528405e-05	1	1	1	0.000847417613169	1	1	0.0106151346842	0.00726634052335	1	0.0360069748211	1	1	1	1	1	0.150908456676	0.158160145762	1	0.139077999332	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.194053928356	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.939643603812	0.00969340905777	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ION_GATED_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.800088903457	1	1	1	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	6.72662746177e-05	0.295989073282	1	1	0.00324437107153	1	1	1	0.147531424801	1	0.123193601912	3.15979277943e-05	1	1	1	0.285300132737	1	1	0.00683259299626	0.000682234936288	1	8.62578480318e-05	1	1	1	1	1	0.0177503567095	0.202018661136	1	0.0345451696815	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.00428696758261	1	1	1	0.394560015946	1	1	1	1	1	1	0.00017166617153	1	1	1	0.497405046928	1	1	1	0.0132949483296	1	0.45917043804	1	1	1	1	1	1	1	1	0.654910009474	1	1	1	1
GO_ION_TRANSPORT	1	1	1	1	1	1	0.000834044738544	1	1	1	0.115952561946	1	1	1	1	1	1	3.08844494326e-05	1	1	1	0.352853650818	1	1	0.0568922921511	0.094851285274	1	0.00669333187487	1	1	1	1	1	0.171161986607	0.173926250267	1	0.00467877285967	1	1	1	1
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	1	1	1	0.0111352182931	1	1	0.518850841223	0.0499286893222	1	1	1	1	1	1	1	1	0.518850841223	1	1	1	1	1	1	1	1	1	1	6.91740522885e-05	1	1	1	1	1	1	0.130068690166	1	1	1	1	1	1
GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY	1	1	1	0.125532828199	1	1	0.011553397872	0.0200391287749	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00182427703592	1	1	1	1	1	1	0.397485341546	1	1	1	1	1	1
GO_LOCOMOTORY_BEHAVIOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.177577568236	1	1	0.00499783283655	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MAIN_AXON	1	1	1	1	0.045792363947	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.476978602992	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION	1	1	1	1	1	1	0.057878301055	1	1	1	1	1	1	1	1	1	1	0.00117695457884	1	1	1	1	1	1	1	0.0877048766536	1	1	1	1	1	1	1	1	1	1	0.947058929254	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	1	1	1	1	1	1	0.2639147172	1	1	1	1	1	1	1	1	1	1	0.332096251815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.0299806861166	1	1	0.0087969928521	0.120392681393	1	1	0.000530621243317	1	1	1	1	1	1	0.0	1	1	1	0.000321985749459	1	1	1	0.0032344991115	1	0.000695674146557	1	1	0.0681127500513	1	1	0.0154023213959	0.00243055890448	1	0.00579604030664	1	1	1	1
GO_METAL_ION_TRANSPORT	1	1	1	0.0204356015618	1	1	0.0999514980946	1	1	1	0.00393496350607	1	1	1	1	1	1	7.35720565856e-05	1	1	1	0.0650174416886	1	1	0.0459360303096	0.000126403012869	1	7.15470073774e-05	1	1	1	1	1	1	0.434523398441	1	0.0777643937164	1	1	1	1
GO_MICROTUBULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.291232324562	1	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BASED_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.156264020799	1	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BINDING	1	1	1	1	1	1	0.223203346654	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0485245692628	1	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0413037500068	1	1	1	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.23849364384	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00360514933947	1	1	1	1	1	1	1	1	1	0.806253759838	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT	1	1	1	0.234866678242	1	1	0.433098078867	1	1	1	1	1	1	1	1	1	1	0.000929614153522	1	1	1	1	1	1	1	1	1	0.535398462751	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1	1	1	1	1	1	0.0502173920033	1	1	1	0.355759627896	1	1	1	1	1	0.2373419024	0.0	1	1	1	0.025126157547	1	1	1	0.100194387011	1	0.370555428102	1	1	0.557513168392	1	1	1	0.00214076386381	1	1	1	1	1	1
GO_NEUROGENESIS	1	1	0.474636296616	1	1	0.366203937755	9.77232191723e-06	0.0114119961405	1	1	0.0118700919316	1	1	1	0.0787569097241	0.000253674992018	0.0121769394784	0.00173089601907	1	0.00633679863735	1	0.0	1	1	4.89878824068e-05	1	1	1	0.000471898845504	1	0.0	1	1	1	3.1981055451e-05	1	0.09797396925	1	1	1	1
GO_NEURON_DEVELOPMENT	1	1	0.319535875534	1	1	1	3.38639172563e-05	0.0595277152722	1	1	0.000200012621058	1	1	1	0.00150920383759	7.98243404319e-05	0.318756956103	0.000270905313596	1	0.703087847381	1	1.63403273952e-05	1	1	5.05433093007e-05	1	1	1	0.0363247246569	1	1.96863949142e-07	1	1	1	0.000680005054492	1	0.00631622429592	1	1	1	1
GO_NEURON_DIFFERENTIATION	1	1	0.0250077392836	1	1	0.10340735053	0.0	0.0165548488526	1	1	0.00299924940809	1	1	1	0.00340636364816	2.12992327868e-05	0.027106840254	0.000454446171383	1	0.000680062036694	1	0.0	0.29571451192	1	0.0	1	0.528204305469	1	0.00404458112784	1	0.0	1	1	1	0.0	1	0.0185457175236	1	1	1	1
GO_NEURON_PROJECTION	1	0.269352059552	3.44488864279e-05	0.00179264235377	0.0270941558933	1	4.79003453657e-05	6.1417802981e-05	3.70863608619e-05	0.000891600777509	3.61613478106e-05	1	0.000977703631787	1	5.18770096887e-05	8.08393617432e-05	4.79003453657e-05	2.85560252025e-05	1	7.63143910123e-05	0.0170575864854	4.45278605565e-05	1	1	6.28525839336e-05	2.96970846043e-05	0.0251499756659	3.68540441764e-05	8.29051279947e-05	1	2.5281297944e-05	1	1	3.88805285523e-05	5.44949243393e-05	0.151075987803	7.37658393768e-05	9.65915802023e-05	1	0.791144293013	0.000174218996618
GO_NEURON_PROJECTION_GUIDANCE	1	1	1	1	1	1	0.0124396741784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0490070243701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEURON_PROJECTION_TERMINUS	1	1	0.203911672286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00900070657075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.150496749916	1	1	1	1	1	1
GO_NEURON_SPINE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.150653853506	1	1	1	1	1	1	0.958094076674	1	1	0.339589971553	1	1	0.0099902187467	1	1	1	1	1	1	1	1	1	1
GO_NEURON_TO_NEURON_SYNAPSE	1	1	1	1	1	1	1	0.00128340490329	1	1	1	1	1	1	0.00885144602181	1	0.0462737738945	0.000320194302525	1	1	1	0.000847089291132	1	1	0.0	1	1	1	1	1	0.0	1	1	1	0.00732965936802	1	1	0.438942953426	0.507389897735	1	1
GO_NEUROPEPTIDE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.686692034688	1	1	1	1	1	1	1	1
GO_NEUROTRANSMITTER_SECRETION	1	1	1	1	1	1	0.0821487737826	1	1	1	1	1	1	1	1	1	8.75913053915e-05	1	1	1	1	1	1	1	0.000700537478923	1	1	1	1	1	0.305444407986	1	1	1	0.217757761085	1	0.882721524485	0.259714128191	1	1	1
GO_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	1	0.0695409389336	1	1	1	1	1	1	1	1	1	0.000620333000939	1	1	1	1	1	1	1	0.00256887806416	1	1	1	1	1	0.524656583982	1	1	1	0.363418533523	1	1	1	1	1	1
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.439155992284	0.0041993120416	1	1	0.0	0.0193326415469	0.138933263501	1	0.0	1	1	1	0.000169751915473	1	9.89000992035e-06	0.0	1	0.0737560357256	1	0.000276778007053	1	1	0.257635414672	0.0	1	0.000306438993983	1	0.129545777894	0.188363444273	1	0.0395157148038	0.0	0.000434279005778	1	0.00105303315539	1	1	1	1
GO_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	0.128021980325	0.122826596551	1	1	0.00187743036065	1	1	1	0.000124745236874	1	0.128021980325	0.00010639074359	1	1	1	1	1	1	1	1	1	0.00720098951098	1	1	1	1	1	1	0.0924479737667	1	0.00222473155213	1	1	1	1
GO_PEPTIDE_SECRETION	1	1	1	1	1	1	1	1	1	1	0.15255617374	1	1	1	0.00928742268083	1	1	0.286338437449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.388526113939	1	1	1	1
GO_PERIKARYON	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.565534662974	1	1	1	0.0770433485355	1	1	0.169865563743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	1	1	1	0.0582355085637	1	1	0.0714848220644	1	1	1	1	1	1	1	1	1	1	0.0192853320924	1	1	1	1	1	1	1	1	1	0.253458634957	1	1	1	1	1	1	0.76614325734	1	0.0435822687084	1	1	1	1
GO_PLASMA_MEMBRANE_REGION	1	1	1	1	1	1	1	1	1	1	0.13912023001	1	1	1	1	1	0.803357158739	0.000982140379596	1	1	1	1	1	1	0.018164819697	0.339884223655	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.396664289459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.76448336553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.650600038875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.723682733999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSTSYNAPSE	1	1	0.289628530313	1	1	1	2.12747166095e-05	3.51885687948e-05	0.452731788925	0.0629089663037	0.000117530921816	1	1	1	3.69385977095e-05	9.86683832477e-05	1.61166909202e-05	7.739611803e-06	1	1	1	9.38909089387e-05	1	1	3.16752617995e-05	0.000723317860848	1	0.000233540753153	0.0877677078345	1	0.0	1	1	4.6163890895e-05	1.32644226852e-05	1	0.0806007000422	0.00439471972506	1	1	1
GO_POSTSYNAPTIC_DENSITY_MEMBRANE	1	1	1	1	1	1	1	0.0678026408773	1	1	1	1	1	1	1	1	1	0.0935119808778	1	1	1	1	1	1	0.0590587942672	1	1	1	1	1	0.217182942139	1	1	1	0.165736053491	1	1	1	1	1	1
GO_POSTSYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.000444968274525	7.83128958526e-05	1	0.0848304257466	0.00161506428301	1	0.0284746999634	1	0.000642370018197	0.000494061803372	3.73835695809e-05	2.47554628003e-05	1	1	1	0.0357244491768	1	1	5.23186780066e-05	0.00315006420535	0.384366683524	0.0290499771539	1	1	0.0054303204158	1	1	0.00737207396815	7.43109717324e-05	0.000502080224326	0.246922378678	0.00956129254502	1	1	1
