TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
TFCP2L1	REACTOME	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_	57	up	92	5	4.639909249704033e-05	1	DYNC1I1 HSPA2 TUBA1A TUBB3 TUBB4A
ETV1	REACTOME	REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	11	up	90	3	4.8636952692304725e-05	1	CHRNA1 CHRNA3 CHRNB2
SIX2	NABA	NABA_MATRISOME	1026	down	30	10	5.490291026888361e-05	1	COL16A1 GDF10 GPC2 LEFTY1 LTBP2 MDK MMP11 MMP2 SERPINI1 SPON2
PAX4	REACTOME	REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS	32	up	31	3	5.557630773678213e-05	1	TUBA1A TUBB3 TUBB4A
PAX4	REACTOME	REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III	32	up	31	3	5.557630773678213e-05	1	TUBA1A TUBB3 TUBB4A
RFX6	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	70	10	5.625685114196699e-05	1	CACNG4 CAMK2B CHRNA3 GABBR2 GNG4 KCNH6 KCNJ11 TUBA1A TUBB3 TUBB4A
FOXP2	REACTOME	REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	14	down	11	2	5.715847507425931e-05	1	CHRNA3 CHRNB2
ASCL1	REACTOME	REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	35	up	29	3	5.9547399048454075e-05	1	ABCC8 GABBR2 KCNJ11
PAX4	REACTOME	REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING	33	up	31	3	6.103677351321224e-05	1	TUBA1A TUBB3 TUBB4A
PAX6	REACTOME	REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	22	down	47	3	6.216138835268836e-05	1	DLL1 DLL4 MDK
SMAD9	REACTOME	REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	35	up	82	4	6.258765403488464e-05	1	ABCC8 GABBR2 GNG4 KCNJ11
FOXJ1	KEGG	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	272	up	22	5	7.078778780666983e-05	1	CHRNB2 CSH1 DRD2 GABBR2 SSTR2
PAX6	WP	WP_NOTCH_SIGNALING_PATHWAY_NETPATH	63	down	47	4	7.209191720425334e-05	1	DLL1 DLL4 HES6 SAP30
NEUROD1	NABA	NABA_MATRISOME	1026	up	100	20	7.248120607172837e-05	1	ADAMTSL2 AGT AMBP C1QL1 COL16A1 CRISPLD2 GPC2 IGFBPL1 IL17C MATN2 MDK MMP2 PRELP SEMA6B SERPINI1 SFTPA2 SPON2 VWA5B2 WIF1 WNT9A
NEUROD1	REACTOME	REACTOME_SURFACTANT_METABOLISM	30	up	100	4	7.309049844572701e-05	1	PGA3 PGA4 PGA5 SFTPA2
TFCP2L1	REACTOME	REACTOME_PROTEIN_FOLDING	102	up	92	6	7.658258531295647e-05	1	GNAO1 GNG4 RGS9 TUBA1A TUBB3 TUBB4A
MAFA	NABA	NABA_MATRISOME	1026	up	93	19	8.06790438667715e-05	1	ADAMTSL2 AMBP C1QL1 CELA3A CELA3B COL16A1 CRISPLD2 CRLF1 ELFN1 LEFTY1 MUC15 PRELP SERPINI1 SFRP1 SFTPA2 SMOC2 SPON2 VWCE WIF1
RFX6	REACTOME	REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	44	up	70	4	8.393171019338563e-05	1	CAMK2B TUBA1A TUBB3 TUBB4A
RFX6	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	70	8	8.490206693068103e-05	1	CACNG4 CAMK2B CHRNA3 GABBR2 GNG4 TUBA1A TUBB3 TUBB4A
PAX4	REACTOME	REACTOME_GAP_JUNCTION_ASSEMBLY	38	up	31	3	9.362682155011903e-05	1	TUBA1A TUBB3 TUBB4A
ETV1	REACTOME	REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	14	up	90	3	0.000105716030779468	1	CHRNA1 CHRNA3 CHRNB2
TFCP2L1	REACTOME	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5	down	44	2	0.00010793715428147888	1	NEUROD1 NEUROG3
TFCP2L1	REACTOME	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	403	up	92	11	0.00010943905334381832	1	CLPS GABBR2 GNAO1 GNG4 PDE6B PTGDR2 RBP1 RGS16 RGS5 RGS9 SSTR1
PAX6	REACTOME	REACTOME_PHENYLALANINE_METABOLISM	6	up	37	2	0.0001139038729034425	1	ASRGL1 QDPR
FOXP2	WP	WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS	21	down	11	2	0.0001314849395236406	1	CHRNA3 CHRNB2
TFCP2L1	REACTOME	REACTOME_SURFACTANT_METABOLISM	30	down	44	3	0.00013180949707158884	1	ADORA2A PGA3 PGA4
GATA2	REACTOME	REACTOME_PHENYLALANINE_METABOLISM	6	up	40	2	0.00013331999488996882	1	ASRGL1 QDPR
PAX4	REACTOME	REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN	43	up	31	3	0.00013588181300827618	1	TUBA1A TUBB3 TUBB4A
MAFA	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	93	11	0.0001405316621345687	1	CACNG4 CHRNA1 CHRNB2 CPLX1 GNG4 KCNH6 KCNJ11 KCNK3 SLC1A2 SLITRK6 TUBB3
NHLH1	REACTOME	REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	35	down	7	2	0.0001422855520586408	1	GABBR2 KCNJ11
PAX4	REACTOME	REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	44	up	31	3	0.0001455927443317906	1	TUBA1A TUBB3 TUBB4A
PAX4	REACTOME	REACTOME_AGGREPHAGY	44	up	31	3	0.0001455927443317906	1	TUBA1A TUBB3 TUBB4A
NEUROG3	REACTOME	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	403	up	95	11	0.000146495819121073	1	CAMK2B CLPS GABBR2 GAL GNAO1 GNG4 PDE6B RBP1 RGS4 RGS9 SSTR2
SOX4	WP	WP_OSTEOBLAST_DIFFERENTIATION	119	up	89	6	0.00014954835993352678	1	DLL1 DLL4 HES6 MAPK4 SMAD9 WNT9A
NHLH1	REACTOME	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5	up	52	2	0.00015111088252395266	1	INSM1 NEUROG3
ZNF846	REACTOME	REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	42	up	33	3	0.0001529908027813054	1	MAFA NEUROG3 RFX6
NR4A3	REACTOME	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	403	up	80	10	0.0001540442361566141	1	AGT CAMK2B CLPS GAL GNAO1 GNG4 PDE6B RBP1 RGS16 RGS9
SETBP1	NABA	NABA_MATRISOME	1026	up	5	4	0.00017037256312291138	1	CSH1 CSH2 MUC15 VWCE
RFX6	REACTOME	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	21	up	70	3	0.00017746172040356	1	MAFA NEUROD1 NKX2-2
RFX6	REACTOME	REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	21	up	70	3	0.00017746172040356	1	TUBA1A TUBB3 TUBB4A
SPIB	NABA	NABA_MATRISOME	1026	up	68	15	0.00018244099082653786	1	ADAMTSL2 AGT AMBP C1QL1 CELA3B COL16A1 CRLF1 GDF10 IL17C LTBP2 MDK MMP11 SEMA6B SERPINI1 VWCE
ASCL2	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	52	8	0.0001838532226523526	1	ABCC8 CAMK2B CHRNA3 CHRNB2 KCNF1 KCNJ11 SLC1A2 TUBB4A
PAX6	NABA	NABA_MATRISOME	1026	down	47	12	0.00018593065416061538	1	CELA3B CRLF1 GDF10 HGFAC LTBP2 MDK MMP2 PRELP SERPINI1 SMOC2 SPON2 VWCE
PAX4	REACTOME	REACTOME_RECYCLING_PATHWAY_OF_L1	49	up	31	3	0.00020093371247598135	1	TUBA1A TUBB3 TUBB4A
SMAD9	KEGG	KEGG_TYPE_II_DIABETES_MELLITUS	47	up	82	4	0.00020147389129721027	1	ABCC8 KCNJ11 MAFA SOCS1
RFX6	REACTOME	REACTOME_PROTEIN_FOLDING	102	up	70	5	0.0002030601960768541	1	GNG4 RGS9 TUBA1A TUBB3 TUBB4A
PAX6	REACTOME	REACTOME_SIGNALING_BY_NOTCH2	33	down	47	3	0.00021426084743259022	1	DLL1 DLL4 MDK
TFCP2L1	NABA	NABA_MATRISOME	1026	up	92	18	0.00021908982542828692	1	AMBP CELA3B COL16A1 CRISPLD2 CRLF1 GDF10 HGFAC IFNE LEFTY1 LTBP2 MATN2 MMP11 MUC5AC SERPINI1 SFTPA2 SMOC2 SPARC WNT9A
TP73	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	29	6	0.00022424659475661635	1	ABCC8 CAMK2B CHRNA3 GNG4 LRFN1 TUBB4A
INSM1	KEGG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	25	up	12	2	0.00022473182176763196	1	NKX2-2 PAX4
TFCP2L1	REACTOME	REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION	7	down	44	2	0.00022570782238107157	1	DPEP1 GGT5
PAX4	REACTOME	REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	51	up	31	3	0.00022639843574778773	1	TUBA1A TUBB3 TUBB4A
RFX6	REACTOME	REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	23	up	70	3	0.0002345144256080678	1	TUBA1A TUBB3 TUBB4A
TFCP2L1	REACTOME	REACTOME_AGGREPHAGY	44	up	92	4	0.00024250962985650215	1	DYNC1I1 TUBA1A TUBB3 TUBB4A
PBX3	REACTOME	REACTOME_PHENYLALANINE_METABOLISM	6	up	54	2	0.00024389885072184647	1	ASRGL1 QDPR
ZNF846	REACTOME	REACTOME_MUSCLE_CONTRACTION	205	down	37	5	0.0002504806246366176	1	ACTN3 CAMK2B KCNJ11 SCN1B TMOD1
PAX4	REACTOME	REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	53	up	31	3	0.00025386701226215447	1	TUBA1A TUBB3 TUBB4A
NHLH1	WP	WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION	47	down	7	2	0.0002577220955803927	1	PPP1R16B PPP1R3C
PAX6	REACTOME	REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT	7	down	47	2	0.00025772209574792537	1	DLL1 DLL4
SPIB	REACTOME	REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION	5	up	68	2	0.00025897058497736936	1	ADORA2A NTRK1
NR4A3	WP	WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS	21	up	80	3	0.00026364374314935546	1	CHRNA3 CHRNB2 KCNK3
PAX4	REACTOME	REACTOME_INTRAFLAGELLAR_TRANSPORT	54	up	31	3	0.0002683735725260705	1	TUBA1A TUBB3 TUBB4A
NEUROD1	REACTOME	REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	42	up	100	4	0.0002784409145514255	1	INSM1 NEUROD1 NKX2-2 PAX4
PAX4	WP	WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	55	up	31	3	0.00028340599072296246	1	TUBA1A TUBB3 TUBB4A
LMX1B	REACTOME	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5	up	73	2	0.00029853283780756357	1	INSM1 NKX2-2
FEV	REACTOME	REACTOME_PROTEIN_FOLDING	102	up	76	5	0.00029883254888052324	1	GNAO1 GNG4 RGS9 TUBA1A TUBB3
PAX4	KEGG	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	56	up	31	3	0.0002989724135719074	1	TUBA1A TUBB3 TUBB4A
MAFB	REACTOME	REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	15	down	23	2	0.00030086121466066373	1	SFRP1 WNT9A
RFX6	REACTOME	REACTOME_KINESINS	61	up	70	4	0.00030149706501769735	1	KIF1A TUBA1A TUBB3 TUBB4A
GATA2	NABA	NABA_MATRISOME	1026	down	36	10	0.0003024045310787704	1	CELA3A CELA3B CRISPLD2 MATN2 MMP11 MUC15 MUC5AC PRELP SPON2 WIF1
EBF3	KEGG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	25	up	14	2	0.0003091385229271326	1	MAFA NEUROG3
ATOH8	KEGG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	25	up	14	2	0.0003091385229271326	1	NEUROG3 PAX4
PAX4	REACTOME	REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_	57	up	31	3	0.0003150810062110265	1	TUBA1A TUBB3 TUBB4A
ASCL2	REACTOME	REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS	7	up	52	2	0.00031573316931432505	1	CHRNA3 CHRNB2
ASCL2	REACTOME	REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT	7	up	52	2	0.00031573316931432505	1	DLL1 DLL4
NR4A3	REACTOME	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	down	15	5	0.0003350180563027605	1	DPYSL4 EPHB3 MSI1 SCN1B TUBB3
RFX6	REACTOME	REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	26	up	70	3	0.00034038759673971075	1	TUBA1A TUBB3 TUBB4A
ASCL1	REACTOME	REACTOME_CRMPS_IN_SEMA3A_SIGNALING	16	down	23	2	0.00034347698384140646	1	DPYSL3 DPYSL4
MAFB	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	up	78	5	0.0003529268678360564	1	GABBR2 GNG4 KCNH6 KCNJ11 KCNK3
DACH1	KEGG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	25	up	15	2	0.00035628423373168516	1	NKX2-2 PAX4
TFCP2L1	REACTOME	REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	42	down	44	3	0.0003624446318677421	1	NEUROD1 NEUROG3 RFX6
TFCP2L1	WP	WP_EXERCISEINDUCED_CIRCADIAN_REGULATION	49	up	92	4	0.0003685801660499033	1	G0S2 GFRA1 PPP1R3C TUBB3
PAX4	REACTOME	REACTOME_KINESINS	61	up	31	3	0.00038509696809840843	1	TUBA1A TUBB3 TUBB4A
HHEX	REACTOME	REACTOME_AGGREPHAGY	44	up	9	2	0.000385289296716107	1	DYNC1I1 TUBB4A
POU5F1	REACTOME	REACTOME_AGGREPHAGY	44	down	9	2	0.000385289296716107	1	DYNC1I1 TUBA1A
SPIB	REACTOME	REACTOME_ACTIVATION_OF_TRKA_RECEPTORS	6	up	68	2	0.00038716204172384305	1	ADORA2A NTRK1
TFCP2L1	WP	WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA	21	up	92	3	0.00039805829291683636	1	CSF1R FLT1 KIT
TFCP2L1	REACTOME	REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	21	up	92	3	0.00039805829291683636	1	TUBA1A TUBB3 TUBB4A
SIX2	REACTOME	REACTOME_COLLAGEN_DEGRADATION	64	down	30	3	0.00040214015603212694	1	COL16A1 MMP11 MMP2
SPIB	NABA	NABA_MATRISOME_ASSOCIATED	751	up	68	12	0.0004043172732699496	1	ADAMTSL2 AGT AMBP C1QL1 CELA3B CRLF1 GDF10 IL17C MDK MMP11 SEMA6B SERPINI1
ETV1	REACTOME	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	403	up	90	10	0.0004083985999127071	1	CAMK2B GAL GNAO1 GNG4 GPC2 PDE6B RGS16 RGS4 RGS5 SSTR2
MAFA	WP	WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS	21	up	93	3	0.0004109063800104007	1	CHRNB2 DRD2 KCNK3
PAX6	REACTOME	REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	11	up	37	2	0.0004139717566201684	1	ASRGL1 QDPR
ZNF492	REACTOME	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	24	down	17	2	0.00042389117084695727	1	CSH1 SOCS1
HES4	WP	WP_MONOAMINE_TRANSPORT	32	up	13	2	0.0004368997606567504	1	ADORA2A AGT
NEUROG3	WP	WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA	21	up	95	3	0.0004373979403897721	1	CSF1R FLT1 KIT
ARX	PID	PID_P38_MKK3_6PATHWAY	26	down	16	2	0.00044029044907989423	1	CAMK2B GADD45G
LMX1B	REACTOME	REACTOME_PHENYLALANINE_METABOLISM	6	up	73	2	0.00044619492065345323	1	ASRGL1 QDPR
PAX4	REACTOME	REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	155	up	31	4	0.00044977005488300303	1	CNIH2 TUBA1A TUBB3 TUBB4A
ZNF519	REACTOME	REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	21	down	20	2	0.00045031489711666595	1	TUBA1A TUBB3
ZFP69B	REACTOME	REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	48	down	9	2	0.0004587648106445519	1	RGS16 RGS4
ETV1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	90	10	0.00046753779633368353	1	ABCC8 CAMK2B CHRNA1 CHRNA3 CHRNB2 GNG4 KCNF1 KCNH6 SLITRK6 TUBA1A
SMAD9	REACTOME	REACTOME_STRIATED_MUSCLE_CONTRACTION	36	down	12	2	0.0004693212604980346	1	MYBPC2 TMOD1
SOX4	NABA	NABA_MATRISOME_ASSOCIATED	751	up	89	14	0.0004717805935601227	1	AMBP CELA3A CSH1 GPC2 HGFAC IFNE LEFTY1 MMP11 MUC15 SEMA6B SERPINI1 SFTPA2 WIF1 WNT9A
RFX6	REACTOME	REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	29	up	70	3	0.00047295667738567193	1	TUBA1A TUBB3 TUBB4A
ARNT2	REACTOME	REACTOME_CRMPS_IN_SEMA3A_SIGNALING	16	up	27	2	0.0004751776377169836	1	DPYSL3 DPYSL4
MAFB	WNT	WNT_SIGNALING	89	down	23	3	0.0004761365868384271	1	NKD1 SFRP1 WNT9A
FEV	REACTOME	REACTOME_PHENYLALANINE_METABOLISM	6	up	76	2	0.00048359318791546535	1	ASRGL1 QDPR
GATA2	REACTOME	REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	11	up	40	2	0.0004841707477752921	1	ASRGL1 QDPR
MAFA	REACTOME	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5	up	93	2	0.0004844923535723966	1	INSM1 NEUROG3
ISL1	REACTOME	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	403	down	13	4	0.0004918853027746639	1	AGT GNAO1 RGS4 SSTR2
ARX	NABA	NABA_MATRISOME_ASSOCIATED	751	up	60	11	0.0004981080809802751	1	AMBP CELA3B MDK MMP11 MMP2 MUC15 SEMA6B SFRP1 SFTPA2 WIF1 WNT9A
TFCP2L1	REACTOME	REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	53	up	92	4	0.0004986973952645357	1	DYNC1I1 TUBA1A TUBB3 TUBB4A
NEUROG3	REACTOME	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5	up	95	2	0.000505516720185728	1	INSM1 NEUROD1
GATA2	REACTOME	REACTOME_DISEASES_OF_METABOLISM	246	down	36	5	0.0005078490426405624	1	MUC15 MUC5AC PPP1R3C PRELP SPON2
EBF3	WP	WP_MONOAMINE_TRANSPORT	32	up	14	2	0.0005089450325503897	1	ADORA2A AGT
NHLH1	NABA	NABA_MATRISOME	1026	up	52	12	0.0005116296058906844	1	ADAMTSL2 CELA3B COL16A1 CRLF1 GPC2 IL17C LEFTY1 LTBP2 MATN2 PRELP SERPINI1 SPON2
SMAD9	WP	WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY	38	down	12	2	0.0005231740270928986	1	MYBPC2 TMOD1
RFX6	WP	WP_DOPAMINERGIC_NEUROGENESIS	30	up	70	3	0.0005235164481391941	1	LMX1B NEUROD1 NKX2-2
TFCP2L1	REACTOME	REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	23	up	92	3	0.0005247247407186295	1	TUBA1A TUBB3 TUBB4A
ASCL2	REACTOME	REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	9	up	52	2	0.0005385297611479878	1	CHRNA3 CHRNB2
ZNF519	REACTOME	REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	23	down	20	2	0.0005415370642932738	1	TUBA1A TUBB3
FOXJ1	WP	WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS	21	up	22	2	0.0005464387710899521	1	CHRNB2 DRD2
FOXP2	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	down	11	3	0.000555799051116801	1	CHRNA3 CHRNB2 TUBB4A
HHEX	REACTOME	REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	53	up	9	2	0.0005594505786991055	1	DYNC1I1 TUBB4A
POU5F1	REACTOME	REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	53	down	9	2	0.0005594505786991055	1	DYNC1I1 TUBA1A
