TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
RFX6	GO	GO_NEURON_PROJECTION	1366	up	97	23	2.090819344324757e-07	0.210451002939	ANKS1B CACNA1H CAMK2B CD200 CHRNA3 CNIH2 ELFN1 GABBR2 KCNJ11 KIF1A MAP6 MPP2 PCSK1 PTGDR2 QDPR RAB39B SAMD14 SCGN SSTR1 SYT5 TUBB3 TUBB4A VSTM2L
PAX6	GO	GO_POSTSYNAPSE	640	up	46	11	2.29759692826903e-07	0.231263929536	ANKS1B CHRNB2 CNIH2 CPLX1 GABBR2 KCTD12 LRFN1 MPP2 P2RX6 RGS9 SLC6A17
SOX4	GO	GO_NEURON_DIFFERENTIATION	1406	up	127	27	3.734118413367682e-07	0.37585619525	CHRNB2 CSF1R DLL1 DLL4 DPYSL3 DPYSL4 DSCAML1 EPHB3 GFRA1 GPC2 HECW2 INSM1 LZTS1 MATN2 NKD1 NPTX1 PMP22 PROX1 SDK2 SEMA6B SERPINI1 STMN3 TOX TP73 TUBB3 VASH2 WNT9A
NHLH1	GO	GO_NEURON_DIFFERENTIATION	1406	up	70	19	3.8577716543475304e-07	0.388302076983	CAMK2B CSF1R DLL4 GPC2 INSM1 LINGO1 LMX1B MATN2 NEUROG3 NPTX1 SAMD14 SCN1B SDK2 SERPINI1 SOX4 STMN3 TOX TP73 VSTM2L
LMX1B	GO	GO_SYNAPSE	1357	up	101	23	4.0486509877979415e-07	0.407514535986	BAALC CADPS CAMK2B CHRNA1 CNIH2 CPLX1 DPYSL3 DRD2 DSCAML1 GABBR2 GABRE KCNK3 KCTD12 LZTS1 MPP2 PDZRN3 PMP22 RAB26 RGS9 SAMD14 SCGN SPARC TUBA1A
ETV1	GO	GO_CELL_CELL_SIGNALING	1809	up	126	31	4.302277847312297e-07	0.433042765127	ABCC8 AMER3 CADPS CAMK2B CHRNA1 CHRNA3 CHRNB2 CNIH2 FFAR2 FJX1 GABRE GAL GNAO1 GRHL3 MAD2L2 MPP2 NKD1 P2RX6 PCSK1 PDE6B PMP22 RFX6 RGS4 RIMBP2 SCGN SCN1B SFRP1 SOX4 SYP SYT5 WNT9A
ASCL2	GO	GO_NEURON_DIFFERENTIATION	1406	up	71	19	4.909984462342365e-07	0.49421055807	ATOH8 CAMK2B CHRNA3 CHRNB2 CSF1R DLL1 DLL4 DPYSL4 EPHB3 GPC2 HEYL MATN2 NPTX1 SAMD14 SCN1B SDK2 STMN3 TP73 WNT9A
FOXP2	GO	GO_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION	23	down	15	3	6.688754573547229e-07	0.673250571721	CHRNA3 CHRNB2 RIMBP2
E2F7	GO	GO_NEURON_DIFFERENTIATION	1406	up	60	17	8.084374935046768e-07	0.813724674712	CHRNB2 CSF1R DLL4 DPYSL3 GPC2 HECW2 HEYL LZTS1 MATN2 NEUROD2 NKD1 NREP SAMD14 SERPINI1 STMN3 VASH2 WNT9A
SMAD9	GO	GO_NEUROGENESIS	1674	up	107	26	1.0848417080211448e-06	1	ADORA2A C1QL1 CAMK2B CSF1R DLL4 DPYSL3 DSCAML1 EPHB3 HECW2 HEYL LINGO1 LMX1B LZTS1 MAP6 NKD1 NREP PMP22 PROX1 SCN1B SDK2 SEMA6B SOX4 STMN3 TP73 TUBB3 WNT9A
ETV1	GO	GO_NEURON_DIFFERENTIATION	1406	up	126	26	1.1169011235878656e-06	1	ATOH8 CAMK2B CHRNA3 CHRNB2 EPHB3 FAIM2 GFRA1 GPC2 HEYL JAM3 LINGO1 MAP6 NKD1 PMP22 PROX1 SAMD14 SCN1B SEMA6B SERPINI1 SFRP1 SLITRK6 SOX4 STMN3 TP73 VASH2 WNT9A
NEUROG3	GO	GO_REGULATION_OF_CELL_DEVELOPMENT	982	up	124	21	1.1443082001960647e-06	1	CAMK2B DPYSL3 DRD2 EPHB3 HES6 HEYL KIT LINGO1 LTF LZTS1 MAP6 MDK NEUROD1 NREP PMP22 PROX1 RGS4 SEMA6B SERPINI1 TOX TP73
ZNF519	GO	GO_CELL_CELL_SIGNALING	1809	up	35	14	1.3588981452317128e-06	1	CNIH2 DLL1 GRHL3 KCNJ11 KCNK3 MAD2L2 MDK NEUROD2 NOTUM P2RX6 RIMBP2 SCN1B SFRP1 SYT5
RFX6	GO	GO_NEURON_DIFFERENTIATION	1406	up	97	22	1.40091219014149e-06	1	CAMK2B CHRNA3 DLL1 HECW2 HEYL INSM1 JAM3 KIF1A LMX1B MAP6 MATN2 NEUROD1 NEUROD2 NKD1 NKX2-2 SAMD14 SDK2 SFRP1 TOX TP73 TUBB3 VSTM2L
SOX4	GO	GO_CELL_CELL_SIGNALING	1809	down	55	18	1.4247339565898187e-06	1	ABCC8 AGT CHGA CNIH2 DRD2 GABRE GNAO1 MDK MPP2 NEUROD2 PCSK1 PDE6B RAB26 RGS4 SCGN SCN1B SYP TMEM198
NR4A3	GO	GO_NEURON_DIFFERENTIATION	1406	up	105	23	1.5513504634245834e-06	1	AGT CAMK2B CHRNA3 CHRNB2 DLL4 DPYSL3 GFRA1 HECW2 HEYL LINGO1 LMX1B MATN2 MDK NKD1 NTRK1 PMP22 PROX1 SAMD14 SDK2 SEMA6B SERPINI1 SOX4 TP73
NEUROD1	GO	GO_NEUROGENESIS	1674	up	123	28	1.7356958199599148e-06	1	AGT ATOH8 C1QL1 CAMK2B CHRNA3 DLL4 DPYSL3 DSCAML1 GPC2 HES6 INSM1 LINGO1 MAP6 MATN2 MDK NEUROD1 NKX2-2 NPTX1 NREP NTRK1 PMP22 SDK2 SEMA6B SERPINI1 SOX4 TP73 VASH2 WNT9A
RFX6	GO	GO_DENSE_CORE_GRANULE_MEMBRANE	6	up	97	3	2.4436709172848126e-06	1	CADPS KIF1A SYT5
LMX1A	GO	GO_ANATOMICAL_STRUCTURE_REGRESSION	18	down	29	3	2.460552981919939e-06	1	DRD2 FLT1 NINJ1
MAFB	GO	GO_EXTRACELLULAR_MATRIX	568	up	105	14	2.4777429475930646e-06	1	ADAMTSL2 AGT AMBP COL16A1 ELFN1 LINGO1 LRIG1 LRRN2 MATN2 MDK MMP2 PRELP SMOC2 TFPI2
LMX1A	GO	GO_CELL_CELL_SIGNALING	1809	up	68	20	2.5103947367544066e-06	1	ABCC8 AGT CNIH2 CPE FFAR2 FJX1 GABRE GAL GRHL3 MDK NEUROD2 P2RX6 PCSK1 RGS4 SCGN SFRP1 SOX4 SYP SYT5 TMEM198
NEUROD1	GO	GO_CELL_CELL_SIGNALING	1809	up	123	29	2.5440100438478552e-06	1	ABCC8 AGT CADPS CAMK2B CHGA CHRNA1 CHRNA3 CPLX1 GAL GNAO1 IL17C KCNJ11 KCNK3 MDK NEUROD1 NOTUM NPTX1 NTRK1 P2RX6 PCSK1 PDE6B PLCG2 PMP22 RAB26 SLC1A2 SOCS1 SOX4 WIF1 WNT9A
HIC1	GO	GO_AMINE_TRANSPORT	99	down	6	3	2.598992889457641e-06	1	CHGA SLC38A3 SYT5
MAFA	GO	GO_NEURON_DIFFERENTIATION	1406	up	124	25	2.7857139159870314e-06	1	ATOH8 C1QL1 CHRNB2 CSF1R DLL1 DRD2 EPHB3 FAIM2 HEYL INSM1 JAM3 LINGO1 LMX1B LZTS1 NEUROD2 NEUROG3 NREP SAMD14 SERPINI1 SFRP1 SLITRK6 SOX4 TP73 TUBB3 VSTM2L
RFX6	GO	GO_ENDOCRINE_PANCREAS_DEVELOPMENT	45	up	97	5	3.029351034355976e-06	1	DLL1 INSM1 NEUROD1 NKX2-2 PAX4
RFX6	GO	GO_SYNAPSE	1357	up	97	21	3.0500472386618682e-06	1	ANKS1B CACNG4 CADPS CAMK2B CHRNA3 CNIH2 ELFN1 GABBR2 KCTD12 KIF1A MPP2 PDE2A PDZRN3 RAB26 RGS9 SAMD14 SCGN SDK2 SLC6A17 SYT5 TUBA1A
NR4A3	GO	GO_CELL_CELL_SIGNALING	1809	up	105	26	3.1482637243840372e-06	1	AGT CADPS CAMK2B CHRNA3 CHRNB2 CPLX1 GABRE GAL GNAO1 GRHL3 KCNK3 MAFA MDK MPP2 NKD1 NOTUM NPTXR NTRK1 P2RX6 PDE6B PMP22 RIMBP2 SOCS1 SOX4 SYP TMEM198
NR4A3	GO	GO_SYNAPSE	1357	up	105	22	3.1784402886314567e-06	1	ANKS1B CADPS CAMK2B CHRNA3 CHRNB2 CPLX1 DPYSL3 GABRE IGFN1 KCNK3 KCTD12 LRFN1 MPP2 NPTXR P2RX6 PMP22 RGS9 RIMBP2 SAMD14 SDK2 SLC6A17 SYP
PAX6	GO	GO_SYNAPTIC_MEMBRANE	387	up	46	8	3.2884492525697695e-06	1	CHRNB2 CNIH2 GABBR2 KCTD12 LRFN1 P2RX6 RGS9 SYP
SOX4	GO	GO_NEUROGENESIS	1674	up	127	28	3.3871682022512672e-06	1	CHRNB2 CSF1R DLL1 DLL4 DPYSL3 DPYSL4 DSCAML1 EPHB3 GFRA1 GPC2 HECW2 HES6 INSM1 LZTS1 MATN2 NKD1 NPTX1 PMP22 PROX1 SDK2 SEMA6B SERPINI1 STMN3 TOX TP73 TUBB3 VASH2 WNT9A
TFCP2L1	GO	GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	147	up	118	8	3.407240210528961e-06	1	CHGA GNG4 PDE6B PTGDR2 RGS16 RGS5 RGS9 SYP
MAFB	GO	GO_NEURON_PROJECTION	1366	up	105	22	3.5385577007440716e-06	1	ADORA2A ANKS1B BAALC C1QL1 CACNA1H CNIH2 CPLX1 DPYSL3 DSCAML1 ELFN1 GABBR2 GABRE GNAO1 KCNJ11 MAP6 PTGDR2 RAB39B SAMD14 SCGN SYP SYT5 VSTM2L
NR4A3	GO	GO_REGULATION_OF_NEURON_DIFFERENTIATION	675	up	105	15	3.7456396001500636e-06	1	AGT CAMK2B CHRNA3 CHRNB2 DPYSL3 HECW2 HEYL LINGO1 MDK NTRK1 PMP22 PROX1 SEMA6B SERPINI1 TP73
SOX4	GO	GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	147	down	55	6	3.7836011249625656e-06	1	CHGA DRD2 GNG4 PDE6B RGS4 SYP
NR4A3	GO	GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	957	up	105	18	3.844880177794607e-06	1	AGT CAMK2B CHRNA3 CHRNB2 DLL4 DPYSL3 GRHL3 HECW2 HEYL LINGO1 LRFN1 MDK NTRK1 PMP22 PROX1 SEMA6B SERPINI1 TP73
FEV	GO	GO_SKELETAL_MUSCLE_TISSUE_GROWTH	7	up	94	3	3.875442459833067e-06	1	ACTN3 CHRNA1 DLL1
NEUROD1	GO	GO_REGULATION_OF_CELL_DEVELOPMENT	982	up	123	20	3.917598330183125e-06	1	AGT CAMK2B CDH5 CHRNA3 DLL4 DPYSL3 GPC2 HES6 LINGO1 LTF MAP6 MDK NEUROD1 NKX2-2 NREP NTRK1 PMP22 SEMA6B SERPINI1 TP73
SETBP1	GO	GO_GROWTH_HORMONE_RECEPTOR_BINDING	9	up	7	2	4.064542193482623e-06	1	CSH1 CSH2
PAX6	GO	GO_POSTSYNAPTIC_MEMBRANE	280	up	46	7	4.1739906784243885e-06	1	CHRNB2 CNIH2 GABBR2 KCTD12 LRFN1 P2RX6 RGS9
SOX4	GO	GO_NEURON_PROJECTION	1366	down	55	15	4.220845454372402e-06	1	ANKS1B BAALC CNIH2 DRD2 GABRE GNAO1 MAP6 MPP2 PCSK1 PDE6B QDPR SAMD14 SCGN SCN1B SYP
RFX6	GO	GO_PANCREATIC_A_CELL_DIFFERENTIATION	7	up	97	3	4.260771657382811e-06	1	INSM1 NEUROD1 NKX2-2
MAFB	GO	GO_REGULATION_OF_VASCULAR_PERMEABILITY	45	up	105	5	4.476535681918747e-06	1	ADORA2A C2CD4A CDH5 PDE2A PTP4A3
NEUROG3	GO	GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1853	up	124	29	4.864563423856438e-06	1	ATOH8 CAMK2B CSF1R DPYSL3 DRD2 ENPP2 EPHB3 FLT1 GADD45G GAL HEYL KIT LTF MAP6 MDK NEUROD1 PLCG2 PPP1R16B PROX1 RGS4 SERPINI1 SMOC2 SOCS1 SPARC SPON2 TOX TP73 UCP2 VASH2
LMX1B	GO	GO_CELL_CELL_SIGNALING	1809	up	101	25	4.874033502466624e-06	1	ABCC8 CADPS CAMK2B CHRNA1 CNIH2 CPLX1 DRD2 FJX1 GABBR2 GABRE GRHL3 KCNK3 LZTS1 MDK MPP2 NEUROD2 NOTUM PLCG2 PMP22 RAB26 SCGN SFRP1 SOX4 TMEM198 WIF1
SMAD9	GO	GO_NEURON_PROJECTION	1366	up	107	22	4.902856079569418e-06	1	ADORA2A C1QL1 CAMK2B CHRNA1 CNIH2 CPLX1 DPYSL3 DSCAML1 EPHB3 GABBR2 GNAO1 KCNJ11 LZTS1 MAP6 PCSK1 PTGDR2 SCN1B SLC1A2 SSTR1 STMN3 SYT5 TUBB3
SOX4	GO	GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	455	down	55	9	5.1008758564785595e-06	1	AGT CNIH2 DRD2 MPP2 NEUROD2 RAB26 RGS4 SCGN SYP
NHLH1	GO	GO_NEUROGENESIS	1674	up	70	19	5.268714963091448e-06	1	CAMK2B CSF1R DLL4 GPC2 INSM1 LINGO1 LMX1B MATN2 NEUROG3 NPTX1 SAMD14 SCN1B SDK2 SERPINI1 SOX4 STMN3 TOX TP73 VSTM2L
HIC1	GO	GO_NEURONAL_DENSE_CORE_VESICLE	12	down	6	2	5.321726532669935e-06	1	CHGA SYT5
SPIB	GO	GO_CELL_CELL_SIGNALING	1809	up	83	22	5.4041899056889164e-06	1	ADORA2A AGT CPE CPLX1 FFAR2 GABBR2 GABRE GAL GNAO1 GRHL3 IL17C MDK NEUROD2 NTRK1 P2RX6 PCSK1 PLCG2 PMP22 RFX6 SOX4 SYT5 TMEM198
ETV1	GO	GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	1731	up	126	28	5.470913931771015e-06	1	ABCC8 CD52 CHRNA1 CHRNA3 CHRNB2 CLCNKA CNIH2 EPHB3 FFAR2 FLT1 GABRE GPC2 JAM3 KCNF1 KCNH6 LAPTM5 NOXO1 P2RX6 PODXL2 SCN1B SCN3A SEMA6B SLC16A12 SLC38A5 SLC6A17 SLITRK6 SSTR2 TSPAN11
MAFA	GO	GO_INNERVATION	26	down	26	3	5.548482999495619e-06	1	LRIG1 NPTX1 NTRK1
NEUROG3	GO	GO_NEURON_PROJECTION	1366	up	124	24	5.613689625705298e-06	1	BAALC CAMK2B CHRNA1 CPLX1 DPYSL3 DRD2 DSCAML1 EPHB3 FAM126A GABBR2 GNAO1 LZTS1 MAP6 MPP2 NPTX1 P2RX6 PCSK1 PDE6B QDPR SCGN SCN3A SLC1A2 SSTR2 STMN3
NEUROD1	GO	GO_REGULATION_OF_NEURON_DIFFERENTIATION	675	up	123	16	6.227541308412299e-06	1	AGT CAMK2B CHRNA3 DPYSL3 GPC2 LINGO1 MAP6 MDK NEUROD1 NKX2-2 NREP NTRK1 PMP22 SEMA6B SERPINI1 TP73
PBX3	GO	GO_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	258	up	74	8	6.496214856821503e-06	1	ADAMTSL2 CDKN1C LEFTY1 LTBP2 NREP PDE2A RASL11B SFRP1
LMX1B	GO	GO_NEURON_DEVELOPMENT	1143	up	101	19	6.562308532243044e-06	1	CAMK2B DPYSL3 DRD2 DSCAML1 EPHB3 HECW2 INSM1 JAM3 LZTS1 MAP6 MATN2 MDK NEUROD2 NREP PMP22 SAMD14 SFRP1 TOX VASH2
ASCL2	GO	GO_NEUROGENESIS	1674	up	71	19	6.613241068986753e-06	1	ATOH8 CAMK2B CHRNA3 CHRNB2 CSF1R DLL1 DLL4 DPYSL4 EPHB3 GPC2 HEYL MATN2 NPTX1 SAMD14 SCN1B SDK2 STMN3 TP73 WNT9A
NEUROG3	GO	GO_REGULATION_OF_NEURON_DIFFERENTIATION	675	up	124	16	6.922148150900753e-06	1	CAMK2B DPYSL3 EPHB3 HEYL LINGO1 LZTS1 MAP6 MDK NEUROD1 NREP PMP22 PROX1 SEMA6B SERPINI1 TOX TP73
ETV1	GO	GO_NEURON_PROJECTION	1366	up	126	24	7.483480309433688e-06	1	CAMK2B CHRNA1 CHRNA3 CHRNB2 CNIH2 EPHB3 FAM126A GABRE GNAO1 MAP6 MPP2 P2RX6 PCSK1 PDE6B QDPR RAB39B SAMD14 SCGN SCN1B SCN3A SSTR2 STMN3 SYP SYT5
SIX2	GO	GO_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	54	down	45	4	7.525212589842845e-06	1	DLL4 DRD2 MDK TOX
LMX1B	GO	GO_SYNAPTIC_SIGNALING	751	up	101	15	8.286965818227188e-06	1	CADPS CAMK2B CHRNA1 CNIH2 CPLX1 DRD2 GABBR2 GABRE KCNK3 LZTS1 MPP2 NEUROD2 PMP22 RAB26 SCGN
NEUROD1	GO	GO_PANCREATIC_A_CELL_DIFFERENTIATION	7	up	123	3	8.709781815663398e-06	1	INSM1 NEUROD1 NKX2-2
NEUROD1	GO	GO_MULTIVESICULAR_BODY_LUMEN	7	up	123	3	8.709781815663398e-06	1	PGA3 PGA4 PGA5
TFCP2L1	GO	GO_COMPACT_MYELIN	14	down	57	3	8.719681547475489e-06	1	AKR1B1 JAM3 PMP22
E2F7	GO	GO_NEUROGENESIS	1674	up	60	17	8.7206815075902e-06	1	CHRNB2 CSF1R DLL4 DPYSL3 GPC2 HECW2 HEYL LZTS1 MATN2 NEUROD2 NKD1 NREP SAMD14 SERPINI1 STMN3 VASH2 WNT9A
NR4A3	GO	GO_NEURON_PROJECTION_GUIDANCE	285	down	20	5	8.816676601797191e-06	1	DPYSL4 EPHB3 SCN1B TUBB3 VSTM2L
PAX6	GO	GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	118	up	46	5	8.854845564787439e-06	1	CHRNB2 CNIH2 LRFN1 P2RX6 RGS9
NEUROG3	GO	GO_PANCREATIC_A_CELL_DIFFERENTIATION	7	up	124	3	8.924316139080624e-06	1	INSM1 NEUROD1 RFX6
NEUROG3	GO	GO_MULTIVESICULAR_BODY_LUMEN	7	up	124	3	8.924316139080624e-06	1	PGA3 PGA4 PGA5
MAFB	GO	GO_INNERVATION	26	down	31	3	9.54961306443014e-06	1	NPTX1 NTRK1 SLITRK6
NEUROD1	GO	GO_ENDOCRINE_PANCREAS_DEVELOPMENT	45	up	123	5	9.709947432101629e-06	1	INSM1 NEUROD1 NKX2-2 PAX4 SOX4
NR4A3	GO	GO_NEURON_DEVELOPMENT	1143	down	20	8	9.891031756081858e-06	1	DPYSL4 DRD2 EPHB3 NREP SCN1B STMN3 TUBB3 VSTM2L
LMX1B	GO	GO_NEURON_DIFFERENTIATION	1406	up	101	21	1.0354472715023988e-05	1	CAMK2B DPYSL3 DRD2 DSCAML1 EPHB3 HECW2 INSM1 JAM3 LZTS1 MAP6 MATN2 MDK NEUROD2 NKX2-2 NREP PMP22 SAMD14 SFRP1 SOX4 TOX VASH2
NEUROD2	GO	GO_SYNAPTIC_SIGNALING	751	up	57	11	1.0465956092886586e-05	1	CADPS CHRNA1 KCNK3 KIT MPP2 NTRK1 P2RX6 PCDHB16 PMP22 RAB26 SLC1A2
ETV1	GO	GO_TRANSPORTER_COMPLEX	330	up	126	11	1.1055059071396478e-05	1	ABCC8 CHRNA1 CHRNA3 CHRNB2 CLCNKA CNIH2 GABRE HSPA2 KCNF1 SCN1B SCN3A
PAX6	GO	GO_SYNAPSE	1357	up	46	13	1.1170592238318733e-05	1	ANKS1B CADPS CHRNB2 CNIH2 CPLX1 GABBR2 KCTD12 LRFN1 MPP2 P2RX6 RGS9 SLC6A17 SYP
RFX6	GO	GO_ENTEROENDOCRINE_CELL_DIFFERENTIATION	28	up	97	4	1.1244114373698544e-05	1	DLL1 INSM1 NEUROD1 NKX2-2
MAFB	GO	GO_SYNAPSE	1357	up	105	21	1.134582804884765e-05	1	ADORA2A ANKS1B BAALC C1QL1 CACNG4 CNIH2 CPLX1 DPYSL3 DSCAML1 ELFN1 FAIM2 GABBR2 GABRE KCNK3 PDE2A PDZRN3 SAMD14 SCGN SYNGR3 SYP SYT5
PAX6	GO	GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1853	down	67	19	1.1365918267891573e-05	1	ACTN3 ATOH8 CD200 CDH5 DLL1 DRD2 FLT1 MAD2L2 MDK PLCG2 PROX1 RGS4 SCN1B SERPINI1 SMOC2 SOCS1 SOX4 SPON2 TP73
NEUROG3	GO	GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	957	up	124	19	1.139759698320919e-05	1	CAMK2B DPYSL3 DRD2 EPHB3 HES6 HEYL KIT LINGO1 LZTS1 MAP6 MDK NEUROD1 NREP PMP22 PROX1 SEMA6B SERPINI1 TOX TP73
MAFA	GO	GO_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	786	up	124	17	1.1612230991109307e-05	1	ATOH8 CBFA2T3 CDH5 CDKN1C CSF1R DACH1 DLL1 DRD2 FLT1 GAL INSM1 PTGDR2 SCG2 SFRP1 SOX4 SSTR1 TP73
SOX4	GO	GO_REGULATION_OF_HEART_RATE	104	down	55	5	1.1651471184648265e-05	1	AGT DRD2 KCNH6 RGS4 SCN1B
NR4A3	GO	GO_AXON_DEVELOPMENT	530	down	20	6	1.1721546860687937e-05	1	DRD2 EPHB3 NREP SCN1B TUBB3 VSTM2L
FOXP2	GO	GO_MICTURITION	7	down	15	2	1.1842680622931034e-05	1	CHRNA3 CHRNB2
FOXP2	GO	GO_BEHAVIORAL_RESPONSE_TO_NICOTINE	7	down	15	2	1.1842680622931034e-05	1	CHRNA3 CHRNB2
NEUROG3	GO	GO_NEURON_DEVELOPMENT	1143	up	124	21	1.2156893535397728e-05	1	CAMK2B CSF1R DPYSL3 DRD2 DSCAML1 EPHB3 INSM1 LINGO1 LZTS1 MAP6 MATN2 MDK NEUROD1 NPTX1 NREP PMP22 SEMA6B SERPINI1 STMN3 TOX VASH2
ZNF846	GO	GO_REGULATION_OF_SYNAPTIC_PLASTICITY	191	down	52	6	1.2194420039746134e-05	1	AGT CAMK2B LZTS1 MPP2 SCGN SYP
DACH1	GO	GO_ACETATE_ESTER_TRANSPORT	6	up	18	2	1.2326515535843185e-05	1	ADORA2A CHRNA3
DACH1	GO	GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC	6	up	18	2	1.2326515535843185e-05	1	ADORA2A CHRNA3
MAFB	GO	GO_UROGENITAL_SYSTEM_DEVELOPMENT	330	down	31	6	1.234266016447716e-05	1	AKR1B1 CRLF1 DLL1 EPHB3 SFRP1 TP73
ZNF519	GO	GO_REGULATION_OF_MEMBRANE_POTENTIAL	443	up	35	7	1.2443048929777767e-05	1	CNIH2 KCNH6 KCNJ11 KCNK3 MLLT11 P2RX6 SCN1B
NR4A3	GO	GO_SYNAPTIC_SIGNALING	751	up	105	15	1.3420355497784087e-05	1	AGT CADPS CAMK2B CHRNA3 CHRNB2 CPLX1 GABRE KCNK3 MPP2 NPTXR NTRK1 P2RX6 PMP22 RIMBP2 SYP
ETV1	GO	GO_GATED_CHANNEL_ACTIVITY	337	up	126	11	1.3448494642687159e-05	1	ABCC8 CHRNA1 CHRNA3 CHRNB2 CLCNKA GABRE KCNF1 KCNH6 P2RX6 SCN1B SCN3A
ETV1	GO	GO_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION	23	up	126	4	1.399694509962579e-05	1	CHRNA1 CHRNA3 CHRNB2 RIMBP2
