	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TFCP2L1	TP73	ZFP69B	ZNF519	ZNF846
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.019666755978	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0219716618791	1	1	1	1	1	1	1	1	1	0.00613361891012	1	1	1	1	1	1	1	1	1
GO_CARDIAC_CONDUCTION	1	1	1	1	1	1	0.000622922024796	1	1	1	1	1	1	1	1	1	1	1	1	0.00431105615384	1	1	1	1	1	1	1	1	1	0.118746551999	1	1	1	1	1	1	1	1	0.00779244958055	0.0429570720451	1	1	0.657716715821	1	1	1	1
GO_CATECHOLAMINE_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.941884346222	1	1	1	1
GO_CATION_CHANNEL_ACTIVITY	1	0.00418340502752	0.0	0.00264217330677	0.0103462515577	0.0	0.0	0.000792327652022	1	1	0.0	1	1	1	1	0.0686943077989	0.0	0.175019425962	0.0	0.0	1	0.000691761431001	1.92291688639e-05	0.0	1	1	0.0385091401741	2.04325640183e-05	0.0574008513624	1.4901665536e-05	1	1	0.2689448056	1	2.06354759125e-05	1	1	7.06350193869e-06	6.66643293123e-06	1.08413612759e-05	0.0	1	0.000302520416959	1	1	0.00409180390416	0.00447911787664
GO_CATION_CHANNEL_COMPLEX	1	0.0655911025321	1.79085834706e-05	0.18216207871	1	0.0	0.0	0.000159908536168	1	1	5.48820291613e-05	1	1	1	1	1	0.0	0.0966318920333	0.0159248011205	0.0	1	0.0698614583339	0.929484353083	9.33973857953e-06	1	1	0.968388253093	0.00558738844704	0.00348078670943	2.3203805544e-05	1	1	1	1	1	1	1	0.000329983844289	0.000299596751684	1.97506562218e-05	1.66382210631e-05	1	0.00514472141392	1	1	1	0.00418346081228
GO_CATION_TRANSMEMBRANE_TRANSPORT	1	0.272278103155	0.0425455242444	0.0553507344634	0.00157323068347	0.0	0.0	1	1	1	0.0177153815689	1	1	1	1	1	0.00864905695685	0.0305363617099	0.0963309231171	0.0	1	1	1	0.000284372567818	1	1	0.0661519589865	0.000580342475994	1	1.99397048994e-05	1	1	1	1	0.0440521280264	1	1	0.000241992620449	0.0141414390217	0.000196402774672	1.23736074943e-05	1	0.16868437333	1	1	0.105950716664	0.111092758133
GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.392719453444	0.0176801117072	0.232468868795	1	0.0	0.0	1	1	1	0.022941878874	1	1	1	1	1	0.113914616522	1	0.00250142146579	0.0	1	1	0.00509143660846	8.97296526281e-06	1	1	1	0.00605089252063	1	0.00503144762439	1	1	1	1	0.255258561204	1	1	0.0934817714738	0.000845855816137	8.38762933603e-05	0.000733041297134	1	1	1	1	0.203240854322	1
GO_CATION_TRANSPORT	1	1	0.0397590472487	0.0236000226337	0.130387828184	0.0	0.0	1	1	1	0.0605687910111	1	1	1	1	1	0.0270108666522	0.243809656519	0.639348849429	0.000259170018402	1	1	1	0.00171627072914	1	1	0.135452954079	0.012250590728	1	0.000634286486293	1	1	1	1	0.25734702355	1	1	0.00203332004364	0.20628611884	0.0100913747496	3.22217996909e-05	1	1	1	1	0.0857728494403	1
GO_CELLULAR_COMPONENT_MORPHOGENESIS	1	7.0944051197e-05	1	1	1	0.0	0.000242624017128	1	1	1	0.956090886233	1	1	1	1	1	0.126856891192	0.932214187453	0.225066924111	0.611689702443	1	1	1	0.00688765882797	1	1	0.000236548143172	1	0.416473432981	1	0.09050464286	1	1	1	0.0490026361043	1	1	0.149649840347	5.34268938771e-05	4.82997880114e-05	1	1	1	1	1	1	1
GO_CELL_BODY	1	0.00226806782924	1	1	0.405487911812	0.000194290632323	1.19054194969e-06	0.0574682954127	1	1	0.0120430442915	1	1	1	1	1	0.00589895617366	1	0.0176199097637	0.0	1	0.0539466124285	1	9.05951567698e-05	1	1	0.0	1	1	0.00241725742559	0.0128367180098	1	1	1	0.000385382458778	1	0.0512199362194	0.00460567847417	0.00117823704987	0.000397048873069	0.0270035483308	1	0.0289201272237	1	1	0.0132016159474	1
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.151782161926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_CELL_SIGNALING	1	0.000199275418219	0.000469932469776	0.0	0.00534411999097	0.0	0.0	0.00020376298513	1	1	0.0	1	1	1	1	1	0.0	2.12422114123e-05	0.0	0.0	1	0.0538065643605	1	0.0	1	1	0.0	0.152742515478	0.00277500561368	1.12140258901e-05	0.00177949587492	1	1	1	7.81564554575e-06	1	0.879601145217	0.0	1.62743702825e-06	0.0	0.0	1	0.0	1	1	0.00258897443628	0.000584863707451
GO_CELL_JUNCTION_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.478041269972	1	1	1	1	1	1	1	0.0263398207096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.244018765224	1	1	1	1
GO_CELL_JUNCTION_ORGANIZATION	1	0.0361835964868	0.184321963709	0.185711887714	1	0.0299874936552	0.500867532042	1	1	1	1	1	1	1	1	1	0.00046228194327	1	0.00553888385447	0.000300065529499	1	1	1	0.466298610135	1	1	0.00907315194131	0.00146242627025	1	1	1	1	1	1	0.000603455887664	1	1	1	0.0693861003795	0.0141077944203	1	1	0.0036508804282	1	1	1	1
GO_CELL_MORPHOGENESIS	1	0.0152356510428	1	1	1	0.000476029293937	0.0108886877088	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000985036536556	1	1	0.00346852857649	1	0.455931294256	1	1	1	1	1	1	1	1	1	0.0474731669895	0.00505762442884	1	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1	0.00654973846319	1	1	1	0.00129532421835	0.00416445329864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000327430126337	1	1	0.000745593529191	1	0.118995392295	1	1	1	1	1	0.618601199582	1	1	1	0.768682276388	0.0376669897396	1	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	1	0.00389081892832	1	1	1	0.000105239836799	9.69611363559e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000169092751487	1	1	0.000471669394592	1	0.240886912719	1	0.652892457725	1	1	1	0.00764323291838	1	1	1	0.185189400974	0.0160507767863	1	1	1	1	1	1	1
GO_CELL_PART_MORPHOGENESIS	1	0.000117801687811	1	1	1	0.0	0.000390806695845	0.650536389064	1	1	0.864226332483	1	1	1	1	1	0.214543453916	0.584359677706	1	1	1	1	1	0.00152295270055	1	1	0.000241463292412	1	0.366539111078	1	0.0929469907537	1	1	1	0.0139442497922	1	1	0.204235337654	0.000658518606512	4.51895698961e-05	1	1	0.675116584112	1	1	1	1
GO_CELL_PROJECTION_ORGANIZATION	1	0.039139642447	1	1	0.00279678006218	2.82293188913e-06	6.50359659293e-06	0.00440194357472	1	1	0.154474746296	1	1	0.0536727178958	1	1	0.0375482329632	7.25080078434e-06	0.0283061450429	0.00192114335321	1	1	1	0.00124000278475	0.579918033366	1	5.3709765635e-06	1	0.321421913791	1	0.0245625598126	1	1	1	1.83724867604e-05	1	1	1	0.00383725023709	5.60906551967e-05	1	1	0.000174251261149	1	1	1	1
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.132067345799	1	1	1	1
GO_CHANNEL_INHIBITOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	0.992413212345	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHANNEL_REGULATOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.556057731036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHEMICAL_HOMEOSTASIS	1	1	1	1	1	1	0.154919558729	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.586122408438	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHONDROITIN_SULFATE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.742461481595	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CIRCULATORY_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.430556779243	0.000323009505205	1	1	1	1	1	1	1	1	1	0.00112810548778	1	1	1	1	1	1	1	0.17455526888	0.000534652819878	0.0252752230788	1	1	0.662829834476	1	1	1	1
GO_CYTOSKELETAL_PROTEIN_BINDING	1	1	1	1	0.000365025113149	0.000246600933611	1.42285572267e-05	1	1	1	1	1	1	0.258919591806	1	0.0925854910281	1	0.233263049681	0.0389703834979	0.00853911108013	1	1	1	1	1	1	1	0.236039099913	1	1	0.348097738324	1	1	1	0.000230534654184	1	1	1	1	0.000867599618393	1	1	0.160631473077	1	1	1	0.00160359367926
GO_CYTOSKELETON_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.689534813306	1	1	1	1	1	1	1	1	1	1	1	1
GO_DENDRITE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.638647859263	1	1	1	1	1	1	1	1	1	1	1	1
GO_DENDRITIC_TREE	1	6.14917393872e-05	1	1	0.0280769385989	6.31847107389e-05	0.0	1	1	1	0.0976336356989	1	1	1	1	1	0.000131665543259	0.0159820368049	5.95171461737e-06	0.0	1	1	1	1	1	1	1.0887446563e-05	0.00296229891499	1	1	0.319868116876	1	1	1	1.28650020954e-05	1	1	0.852686540689	1.48850434862e-05	0.000193811725474	0.00275683596431	1	0.00151394965506	1	1	1	0.0113973257004
GO_DENSE_CORE_GRANULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.748279865354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_DEVELOPMENTAL_MATURATION	1	0.0630821612415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_DISTAL_AXON	1	0.000171278914206	1	1	1	0.0347373032531	0.0	0.156283218771	1	1	0.618356168923	1	1	1	1	1	0.0171743509331	1	0.266819910178	0.0	1	1	1	0.00221188359789	1	1	0.000384438266149	1	1	1	0.531090926522	1	1	1	0.0	1	1	0.957755584525	0.000140479003337	0.000242632760654	0.0523605859282	1	1	1	1	1	1
GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.0184191915786	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.206968556631	1	1	1	1	1	1	1	1	1	0.120202315297	1	1	1	1	1	1	1	1	1
GO_DIVALENT_INORGANIC_CATION_TRANSPORT	1	1	1	1	1	1	0.181223157948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EXOCYTIC_VESICLE	1	0.376869069368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00499527524789	1	1	1	1	1	1	1
GO_EXTRACELLULAR_MATRIX	1	1	1	1	1	1	1	1	1	1	0.141332908603	1	1	1	1	1	1	1	0.77636080599	1	1	1	1	0.00468778426366	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GATED_CHANNEL_ACTIVITY	1	0.00120459862255	0.0	0.000554721859754	0.053758347764	0.0	0.0	0.0	0.28344150077	1	6.94427259129e-06	1	1	1	1	0.0135316287875	0.0	0.0570109812635	9.90543423152e-06	0.0	1	0.000146378079184	2.08085163916e-05	4.60999613283e-06	0.497041212414	1	0.00319952861828	1.79210168301e-05	0.0660555647488	3.45729932851e-05	1	1	0.00786900681281	0.467145615425	3.24894989472e-05	1	0.0313976284464	1.67696241503e-05	1.79160482753e-05	2.27841831349e-05	1.17847163403e-05	1	0.000400093640833	1	1	0.00478072244561	0.00540024611414
GO_GLUTAMATERGIC_SYNAPSE	1	0.0826503476891	1	1	1	1	0.584668751128	1	1	1	0.185302455932	1	1	1	1	1	1	1	1	0.233218446823	1	1	1	0.000174951667209	1	1	0.0155430409365	1	1	1	1	1	1	1	0.00564319293268	1	1	0.0362835156643	0.0205735691245	1	1	1	0.00856079740231	1	1	1	1
GO_HEAD_DEVELOPMENT	1	1	1	1	1	1	1	0.466013718719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0311040600312	1	1	1	1
GO_HEART_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0368142704428	1	1	1	1	1	1	1	1	1	0.00162618850299	1	1	1	1	1	1	1	1	0.000289477219453	0.0561697300344	1	1	1	1	1	1	1
GO_HINDBRAIN_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.320944773754	1	1	0.364796576243	1
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00583856216289	1	1	1	1	1	1	1	0.184354626893	1	1	1	1	1	1	0.232648221665	1	1	1	1
GO_HORMONE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.158617483533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0643883717473	1	1	1	1	1	1	1	1	1	1
GO_HORMONE_TRANSPORT	1	0.0364588522291	1	1	1	1	6.79246300409e-05	0.359900468984	1	1	0.000259086762242	1	1	1	1	1	9.62426774587e-06	1	0.00125864619361	0.0052447419173	1	1	1	1	1	1	1	1	0.834162754521	0.151189217206	1	1	1	1	1	1	1	0.173548920056	0.446904003788	0.0106608032893	0.00858657118619	1	0.0852997709822	1	1	1	1
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	1	0.353329586615	0.0813849730254	0.989079156668	1	0.0	0.0	0.106132890528	1	1	0.063840094276	1	1	1	1	1	0.0105353186409	0.234669420289	1	0.000181438818054	1	1	1	0.000371662467322	1	1	1	0.0134320611007	1	0.00255325709818	1	1	1	1	1	1	1	0.00215735805725	0.308267722237	0.000429202109023	0.000142476060525	1	1	1	1	1	1
GO_INSULIN_SECRETION	1	0.00692686870106	1	1	1	1	0.0	1	1	1	0.114852338964	1	1	1	1	1	0.0	0.233403818883	0.0016377084161	0.00830363409739	1	1	1	1	1	1	1	1	0.0139317302261	0.179324977306	1	1	1	1	1	1	1	1	0.44573910214	0.41634068807	0.304378640992	1	0.0449828043849	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	1	0.00424082518352	0.000299778859263	0.0224117641042	1	4.04143857496e-05	0.0	0.335306509163	1	1	3.08684398802e-05	1	1	0.682894672161	1	1	0.00107472844444	0.569071732299	0.00283222610499	1.06523731762e-05	1	0.65111987417	0.434012390362	2.29027192233e-05	1	1	0.0758733816816	0.000700510969509	1	0.239307137996	1	1	1	1	1	1	1	0.00681928119787	0.00605306801132	0.000550099137586	0.0068188632409	1	0.200574387048	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.170465593842	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.654458380986	0.0337611420905	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ION_CHANNEL_REGULATOR_ACTIVITY	1	1	1	1	1	1	0.51586184517	1	1	1	1	1	1	1	1	1	1	1	1	0.109719579656	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.687396513372	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORT	1	0.0421084380971	0.02981807218	0.152869206673	0.0362423637694	1.22444961889e-05	0.0	0.0152397560959	1	1	0.000970435374177	1	1	1	1	1	0.000453228199072	0.0312096087221	0.0201348589795	2.15989103665e-05	1	1	0.345787928946	0.00304702291167	1	1	0.040159545207	0.000925182209771	1	6.19100539501e-05	1	1	1	1	1	1	1	0.00133545542573	0.0254343220069	5.55299799893e-05	3.370992921e-05	1	0.381926479223	1	1	0.560762156489	1
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.0997219074822	1	1	0.0	1.49187872633e-06	1	1	1	0.0305274714763	1	1	1	1	1	0.0375142635992	1	0.0565549803886	0.000276140154719	1	1	0.0388721902067	0.00450092924264	1	1	1	0.0168271483991	1	0.48133031657	1	1	1	1	1	1	1	1	0.15778636135	0.00374630543597	0.00166714778587	1	1	1	1	1	1
GO_ION_TRANSPORT	1	1	0.535544748962	1	1	0.0	0.0	1	1	1	0.0765787620534	1	1	1	1	1	0.0523852082555	1	1	0.000262605898034	1	1	1	0.0188614055253	1	1	0.031634201471	0.336888027632	1	0.0508540198812	1	1	1	1	1	1	1	0.0270912669921	0.124763104147	0.0111783733894	1.69944312804e-05	1	1	1	1	1	1
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	1	1	0.0727370966339	1	1	0.0135840946355	0.000468407234599	1	1	1	1	1	1	1	1	1	1	1	0.801970334662	1	1	1	1	1	1	1	1	1	1	0.00125155486339	1	1	1	1	1	1	1	1	0.982486237666	0.171713378873	0.359688014419	1	1	1	1	1	0.0313529393603
GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY	1	1	0.013759115136	1	1	0.000611282632538	0.000162721328545	1	1	1	0.205310581544	1	1	1	1	1	1	1	1	1	1	1	1	0.218490038554	1	1	1	1	1	0.00763355167411	1	1	1	1	1	1	1	1	1	0.00266605320433	0.290049979747	1	1	1	1	1	0.12311405088
GO_LOCOMOTORY_BEHAVIOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.737018729317	1	1	0.0566648728718	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MAIN_AXON	1	1	1	0.0141541895224	1	1	0.676924081736	0.573844323005	1	1	1	1	1	1	1	1	1	1	1	0.752879195568	1	1	0.177123011189	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.45903699117	0.649181520649	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION	1	1	1	1	1	0.00086707536407	0.0109737451795	1	1	1	1	1	1	1	1	1	1	1	1	0.00168390182045	1	1	1	1	1	1	0.446562325776	0.277827220907	1	1	1	1	1	1	1	1	1	1	0.939820346286	0.0801828216686	0.294662092482	1	0.630347954643	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	1	1	1	1	1	0.00434253281891	0.0814078168693	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.861509354125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1	1	1	1	1	0.137995376988	0.00907582363229	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.457680132521	1	1	1	1	1	1	1	1
GO_MEMBRANE_PROTEIN_COMPLEX	1	1	1	1	1	0.653952421023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.0157661005539	0.00051943669987	0.186240598217	1	0.0	0.0	0.704901886955	1	1	0.00861848190963	1	1	1	1	1	0.0882284898676	1	0.117399003282	0.0	1	1	0.000502855539742	0.0	1	1	1	0.00257271912515	1	0.0166296392543	1	1	1	1	0.0524396002032	1	1	0.00328034485358	0.000336554739625	4.67159080046e-05	0.000145056223149	1	1	1	1	0.053333047604	1
GO_METAL_ION_TRANSPORT	1	1	0.0204902711094	0.283755658255	1	0.0	0.0	1	1	1	0.0333029498155	1	1	1	1	1	0.0446216993635	1	1	0.00299198306531	1	1	1	0.0017764624632	1	1	0.0517097246246	0.00103804400726	1	0.000498168376469	1	1	1	1	1	1	1	0.0267104939177	0.18073727126	0.0157895208678	0.000289826626558	1	1	1	1	0.534766855021	1
GO_METENCEPHALON_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0724582523973	1	1	0.380687440039	1	1	0.0112566668704	1
GO_MICROTUBULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.214880586268	1	1	1	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BASED_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.688405555519	1	1	1	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BINDING	1	1	1	1	1	0.952285606649	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0224660896304	1	1	1	1	0.0531672845819	1	1	0.206936319664	1	1	1	0.427160608684
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.148039307909	1	1	1	1	1	1	1	1	1	1	1	1
