	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
GO_ACIDIC_AMINO_ACID_TRANSPORT					NTRK2 SLC1A2 STXBP1														ADORA2A SLC1A2 SNAP25 STX1A									CPLX1 NTRK2 SNAP25					CPLX1 HRH3 SNAP25 STXBP1		ADORA2A CPLX1 NTRK2 SNAP25 STX1A		CPLX1 SLC1A2 STXBP1		CPLX1 NTRK2 SLC1A2 SNAP25 STX1A			CPLX1 NTRK2 SNAP25 STX1A			CPLX1 NTRK2 SNAP25							NTRK2 SLC1A2 STX1A STXBP1	ADORA2A CPLX1 NTRK2 SLC1A2 STXBP1		ADORA2A CPLX1 HRH3 NTRK2							CPLX1 HRH3 STXBP1				
GO_ACID_AMINO_ACID_LIGASE_ACTIVITY																TPGS1 TTLL7	TTLL6 TTLL7	TTLL6 TTLL7												TTLL6 TTLL7			TTLL6 TTLL7	TPGS1 TTLL6 TTLL7	TPGS1 TTLL6 TTLL7							TPGS1 TTLL6 TTLL7			TPGS1 TTLL6		TPGS1 TTLL6	TPGS1 TTLL6		TTLL6 TTLL7					TPGS1 TTLL6 TTLL7									TPGS1 TTLL6 TTLL7		
GO_ACID_SECRETION	CES1 SLC26A7		DRD2 SCT SLC26A7 TFF2										CES1 GHRL SCT	GHRL SCT SLC26A7 SV2A TFF2					CES1 GHRL TFF2																CES1 SCT TFF2	CES1 SLC26A7			DRD2 GHRL SCT	SCT TFF2		SCT SV2A TFF2					SLC26A7 TFF2	SLC26A7 SV2A			CES1 SLC26A7	CES1 SCT SV2A TFF2			SCT SV2A TFF2											
GO_ACID_THIOL_LIGASE_ACTIVITY																																																																ACSL6 ACSS3		
GO_ACROSOMAL_VESICLE																	DRD2 STK31 TMEM190																	ARC DRD2 KCNJ11 SPAG8 TMEM190 TSSK4	ARC ICA1L KCNJ11 SPAG8 STK31 SV2B TCTEX1D4 TMEM190							ARC ICA1L SPAG8 STK31 TCTEX1D4 TSSK4		ARC KCNJ11 STK31 TCTEX1D4	ARC ICA1L KCNJ11 TSSK4					ARC ICA1L KCNJ11 TCTEX1D4 TMEM190						KIT TCTEX1D4							ARC ICA1L KCNJ11	ARC ICA1L SPAG8 TCTEX1D4 TMEM190 TSSK4		
GO_ACROSOME_REACTION					STX2 STXBP1																																CACNA1H STXBP1			CACNA1H STX2																										
GO_ACTININ_BINDING																	CACNA1C TRPC6		ADORA2A CACNA1C TRPC6									CACNA1C TRPC6							ADORA2A CACNA1C TRPC6																															
GO_ACTIN_BASED_CELL_PROJECTION	CLCA1 DOCK4 DPEP1		AKR1B1 CLCA1 ENPP7 EPHA4 JAM3 MAP2 MPP1 MYO3A NFASC											AKR1B1 EPHA4 GAP43 JAM3 LCP1 MAP2 MPP1 NFASC SRCIN1	APBB1 FMN2 GAP43 LCP1 MAP2 NFASC SYNE2 TENM2 TUBB3	APBB1 FMN2 MPP1 MYO3A NFASC SRCIN1 STRC SYNE2 USH2A	APBB1 EPHA4 GAP43 SRCIN1 SYNE2	JAM3 MAP2 NFASC SRCIN1 STRC USH2A	APBB1 DPEP1 ENPP7 EPHA4 GAP43 MAP2 MPP1 SRCIN1 STRC TENM2									DPEP1 FMN2 LCP1 MAP2 MYO3A NFASC SYNE2 TENM2		AKR1B1 FMN2 MPP1 NFASC SYNE2 USH2A		APBB1 CLCA1 DPEP1 EPHA4 FMN2 GAP43 JAM3 MAP2 MPP1 MYO3A SRCIN1 TENM2 USH2A	AKR1B1 APBB1 CLCA1 DPEP1 EPHA4 FMN2 JAM3 MAP2 NFASC SRCIN1 TENM2 USH2A	AKR1B1 ENPP7 FMN2 JAM3 LCP1 MAP2 MPP1 MYO3A NFASC SRCIN1 STRC TUBB3 USH2A	APBB1 ATP6V1B1 ENPP7 EPHA4 GAP43 JAM3 LCP1 MAP2 MPP1 MYO3A NFASC STRC TENM2 USH2A		AKR1B1 FMN2 MAP2 NFASC SRCIN1 USH2A	AKR1B1 APBB1 TENM2 USH2A					APBB1 CLCA1 DOCK4 EPHA4 FMN2 MYO3A SRCIN1 STRC SYNE2 TENM2 USH2A		APBB1 ATP6V1B1 MPP1 MYO3A SYNE2 TENM2	AKR1B1 DPEP1 EPHA4 FMN2 GAP43 SRCIN1 TENM2 TUBB3	DOCK4 ENPP7 MAP2 NFASC USH2A	DOCK4 MAP2 SYNE2 TENM2	ATP6V1B1 DOCK4	APBB1 DPEP1 ENPP7 EPHA4 JAM3 MAP2 NFASC TENM2 TUBB3		AKR1B1 CLCA1 EPHA4 GAP43 LCP1 MYO3A SRCIN1 STRC TENM2			APBB1 ENPP7 GAP43 MAP2 MPP1 NFASC STRC TENM2 TUBB3		CLCA1 EPHA4 MYO3A SYNE2									
GO_ACTIN_BINDING					ABLIM2 ACTN3 ANXA6 CAMK2B CDK5R1 CDK5R2 LSP1 MAP1A MYO3A SAMD14 SPTBN4							AIF1 ANXA6 CACNB2 CCDC88A DST EVL LCP1 LIMCH1 MYO3A SAMD14 SPTBN4 TMOD2 VASH2	EVL MTSS1 MYO3A SPTBN4 SYNE2	ACTN3 ANXA6 CAMK2B CCDC88A CDK5R1 CDK5R2 CORO2B DST EVL KCNMA1 LCP1 LSP1 MAP1B MTSS1 NCALD SAMD14 SPTBN4 SYN1 TMOD2 TMSB15B VASH2	ACTN3 ADD2 AIF1 CDK5R1 CDK5R2 FMN2 LCP1 MYBPC3 SPTBN4 SYN1 SYNE2 TMSB15B	ABLIM2 AIF1 CCDC88A DST FMN2 MTSS1 MYO3A NCALD PLEKHH2 SAMD14 SYNE2 TMSB15B VASH2	ABLIM2 NCALD PLEKHH2 SAMD14 SYNE2 TMOD2 TRPC6											ADD2 CCDC88A DST EVL FMN2 LCP1 LIMCH1 MYO3A PLEKHH2 SYNE2 TRPC6		ABLIM2 CCDC88A DST EVL FMN2 KCNMA1 NCALD PLEKHH2 SPTBN4 SYNE2 TRPC6		ABLIM2 ACTN3 ADD2 AIF1 FMN2 KCNMA1 LIMCH1 MYO3A NCALD SAMD14 SPTBN4 SYN1 TMOD1 TMSB15B	ABLIM2 ACTN3 AIF1 CAMK2B EVL FMN2 KCNMA1 NCALD PLEKHH2 SAMD14 TMOD1 TMSB15B TRPC6 VASH2	ADD2 CDK5R2 CORO2B DST FMN2 LCP1 LSP1 MAP1A MTSS1 MYBPC3 MYO3A NCALD SAMD14 SYN1 TMOD1 TMOD2	ADD2 AIF1 CDK5R2 DST EVL KCNMA1 LCP1 LSP1 MAP1A MTSS1 MYO3A SAMD14 SYN1 TMOD1 TMOD2 TMSB15B TRPC6					ACTN3 ANXA6 CAMK2B CORO2B KCNMA1 MAP1A NCALD SAMD14			ADD2 ANXA6 CACNB2 CORO2B DST FMN2 KCNMA1 MTSS1 MYO3A NCALD SPTBN4 SYNE2		ABLIM2 ADD2 AIF1 CORO2B DST KCNMA1 LIMCH1 MTSS1 MYBPC3 MYO3A SPTBN4 SYNE2	ACTN3 AIF1 CORO2B FMN2 KCNMA1 MTSS1 NCALD SAMD14 SYN1 TMOD1 TMSB15B VASH2				ABLIM2 ADD2 AIF1 ANXA6 CACNB2 CAMK2B CCDC88A CDK5R1 CDK5R2 DST MAP1A MAP1B MTSS1 MYBPC2 NCALD SAMD14 SPTBN4		ABLIM2 DST EVL KCNMA1 LCP1 MAP1A MTSS1 MYBPC2 MYO3A NCALD PLEKHH2 SPTBN4 TMOD2 TMSB15B TRPC6		ADD2 AIF1 CDK5R1 CORO2B EVL LIMCH1 MTSS1 MYBPC2 MYBPC3 SYNE2 TMOD2 TMSB15B VASH2								ADD2 ANXA6 CACNB2 DST FMN2 TMOD1		CDK5R1 CDK5R2 FMN2 LIMCH1 MTSS1 PLEKHH2 SAMD14 SYN1 SYNE2 TMOD2 TMSB15B		
GO_ACTIN_CROSSLINK_FORMATION												AIF1 DPYSL3																					AIF1 DPYSL3		AIF1 DPYSL3																		AIF1 DPYSL3	AIF1 DPYSL3												
GO_ACTIN_CYTOSKELETON												AIF1 DPYSL3 LCP1 LIMCH1 MYO3A SAMD14 SPTBN4 SRCIN1 TMOD2		ACTN3 AMPH ARC CNR1 CORO2B CTTNBP2 DENND2A FLT1 HAP1 JAM3 LCP1 LSP1 MTSS1 SAMD14 SMTNL2 SPTBN4 SRCIN1 TMOD2	ACTN3 ADD2 AIF1 AMPH ARC DENND2A FMN2 LCP1 PGM5 SMTNL2 SPTBN4 STX1A USH1G		ABLIM2 AHNAK CTTNBP2 DPYSL3 FLT1 PGM5 PLEKHH2 SAMD14 SMTNL2 SRCIN1 TMOD2															ABLIM2 ACTN3 ADD2 AIF1 CTTNBP2 FMN2 HAP1 JAM3 LIMCH1 MYO3A PGM5 SAMD14 SPTBN4 SRCIN1 STX1A TMOD1 USH1G	ABLIM2 ACTN3 AIF1 CTTNBP2 DENND2A DPYSL3 FMN2 HAP1 JAM3 PLEKHH2 SAMD14 SRCIN1 TMOD1 USH1G	ADD2 AMPH ARC CNR1 CORO2B FLT1 FMN2 HAP1 JAM3 LCP1 LSP1 MTSS1 MYO3A SAMD14 SRCIN1 TMOD1 TMOD2 USH1G	ADD2 AIF1 AMPH ARC CNR1 CTTNBP2 DENND2A DPYSL3 FLT1 HAP1 JAM3 LCP1 LSP1 MTSS1 MYO3A PGM5 SAMD14 STX1A TMOD1 TMOD2 USH1G								ADD2 CORO2B CTTNBP2 FLT1 FMN2 MTSS1 MYO3A PGM5 SPTBN4 SRCIN1 USH1G			ACTN3 AHNAK AIF1 CORO2B CTTNBP2 DENND2A FLT1 FMN2 MTSS1 PGM5 SAMD14 SRCIN1 TMOD1																ADD2 AHNAK DENND2A FMN2 PGM5 TMOD1		ARC CNR1 CTTNBP2 FMN2 LIMCH1 MTSS1 PLEKHH2 SAMD14 SMTNL2 TMOD2		
GO_ACTIN_CYTOSKELETON_REORGANIZATION				BRSK2 CSF1R TRPM2																																			BRSK2 CSF1R KIT MDK TRPM2																											
GO_ACTIN_FILAMENT												AIF1 DPYSL3 LCP1 MYO3A SPTBN4			ACTN3 AIF1 LCP1 SMTNL2 SPTBN4																	ACTN3 AIF1 JAM3 MYO3A SPTBN4 TMOD1	ACTN3 AIF1 DPYSL3 JAM3 TMOD1		AIF1 DPYSL3 JAM3 LCP1 MYO3A TMOD1																															
GO_ACTIN_FILAMENT_BASED_MOVEMENT			ACTN3 CACNA1C CACNA2D1 KCNE4 KCNJ3 LIMCH1 TMOD1		ACTN3 ANK2 CACNA1G KCNH2 SCN1B								KCNH2 SCN3B SYNE2	ACTN3 ANK2 CACNA1G CACNA2D1 KCNH2 KCNJ2 SCN1B SCN3B	ACTN3 CACNA2D1 HCN4 KCNE4 KCNH2 MYBPC3 SYNE2				ANK2 CACNA1C CACNA1G KCNE4 SCN3B TMOD1									ANK2 CACNA1C HCN4 KCNJ3 LIMCH1 SYNE2				ACTN3 ANK2 CACNA1C CACNA1G KCNJ2 KCNJ3 LIMCH1 TMOD1		ANK2 CACNA2D1 KCNE4 KCNJ2 KCNJ3 MYBPC3 SGCD TMOD1	ANK2 CACNA1C CACNA1G HCN4 KCNE4 KCNH2 KCNJ2 KCNJ3 SCN3B SGCD TMOD1				CACNA1C CACNA2D1 KCNE4 KCNH2 LIMCH1 SCN3B	ACTN3 ANK2 KCNH2 SCN1B		ANK2 CACNA1G CACNA2D1 KCNJ2 LIMCH1 SCN3B TMOD1	ANK2 CACNA1C CACNA2D1 CACNB2 KCNE4 SYNE2		CACNA1G CACNA2D1 HCN4 KCNJ2 KCNJ3 LIMCH1 MYBPC3 SCN3B SYNE2								ANK2 CACNA1C HCN4 KCNJ2 LIMCH1 MYBPC3 SCN1B SGCD	CACNA1G CACNA2D1 KCNE4 KCNH2 LIMCH1 MYBPC2 MYBPC3 SYNE2	CACNA1C KCNE4 KCNJ2 KCNJ3 LIMCH1 MYBPC3 TMOD1		CACNA2D1 MYBPC3 SYNE2	ACTN3 ANK2 CACNA2D1 KCNJ2 LIMCH1 MYBPC3 SCN3B				CACNA1C CACNB2 TMOD1	CACNA1G KCNJ2 SCN1B SYNE2 TMOD1			
GO_ACTIN_FILAMENT_BASED_PROCESS			ACTN3 APOA1 CACNA1C CACNA2D1 CSF1R FOXJ1 FRMPD4 GRHL3 JAM3 KCNE4 KCNJ3 LIMCH1 MDK MTSS1 PAK3 PROX1 SFRP1 TMOD1 TMOD2		ABLIM2 ACTN3 ANK2 BRSK2 CACNA1G CDK5R1 CSF1R INA KCNH2 PPM1E SAMD14 SCN1B SPTBN4							AIF1 CACNB2 CCDC88A CIT CSF1R DPYSL3 EVL FOXJ1 INSRR LCP1 LIMCH1 PPM1E SAMD14 SPTBN4 TMOD2	EVL FOXJ1 GHRL KCNH2 MTSS1 SCN3B SPTBN4 STARD8 SYNE2	ACTN3 ANK2 APOA1 CACNA1G CACNA2D1 CCDC88A CDK5R1 CIT CORO2B EVL FRMPD4 GHRL GRHL3 INA JAM3 KCNH2 KCNJ2 LCP1 MAD2L2 MTSS1 PROX1 RGS4 SAMD14 SCN1B SCN3B SFRP1 SMTNL2 SPTBN4 STARD8 TMOD2 TMSB15B	ACTN3 ADD2 AIF1 BRSK2 CACNA2D1 CDK5R1 CSF1R FMN2 FOXJ1 GHRL HCN4 INA KCNE4 KCNH2 LCP1 MAD2L2 MYBPC3 PGM5 PPM1E PROX1 SMTNL2 SPTBN4 SYNE2 TMSB15B	ABLIM2 AIF1 BRSK2 CCDC88A FMN2 FOXJ1 FRMPD4 GHRL HCN4 KCNJ2 MTSS1 PLEKHH2 PPM1E PROX1 RGS4 SAMD14 SCN1B SFRP1 SGCD SYNE2 TMEFF2 TMSB15B	ABLIM2 CACNA1C CIT DPYSL3 KCNE4 PGM5 PLEKHH2 PPM1E SAMD14 SMTNL2 SYNE2 TMOD2											ADD2 ANK2 CACNA1C CCDC88A EVL FMN2 HCN4 INSRR KCNJ3 LCP1 LIMCH1 PLEKHH2 PPM1E SYNE2			CXCL12 INA KIT PAK3 TAC1	ABLIM2 ACTN3 ADD2 AIF1 ANK2 APOA1 BCL2 CACNA1C CACNA1G FMN2 FRMPD4 GRHL3 JAM3 KCNJ2 KCNJ3 LIMCH1 MDK PAK3 PGM5 PPM1E RGS4 SAMD14 SFRP1 SPTBN4 TAC1 TMOD1 TMSB15B TRPM2	ABLIM2 ACTN3 AIF1 ANK2 BCL2 BRSK2 CACNA2D1 DPYSL3 EVL FMN2 GRHL3 HCN4 JAM3 MDK PLEKHH2 PPM1E SAMD14 SFRP1 TMOD1 TMSB15B TRPM2		ADD2 AIF1 ANK2 APOA1 BCL2 CACNA1C CACNA1G DPYSL3 EVL GRHL3 HCN4 JAM3 KCNE4 KCNH2 KCNJ2 KCNJ3 LCP1 MDK MTSS1 PAK3 PGM5 PROX1 SAMD14 SCN3B SGCD STARD8 TMEFF2 TMOD1 TMOD2 TMSB15B				ABLIM2 ADD2 BRSK2 CACNA1C CACNA2D1 CCDC88A CDK5R1 CIT CORO2B CSF1R CXCL12 DPYSL3 EVL GHRL KCNE4 KCNH2 KIT LIMCH1 MDK PAK3 PROX1 RGS4 SCN3B SPTBN4 TMEFF2 TRPM2				ADD2 ANK2 BCL2 CACNA1C CACNA2D1 CACNB2 CORO2B FMN2 KCNE4 MTSS1 PGM5 PPM1E SPTBN4 SYNE2 TMEFF2 TRPM2		ABLIM2 ADD2 AIF1 BCL2 BRSK2 CACNA1G CACNA2D1 CORO2B CXCL12 FRMPD4 HCN4 INA KCNJ2 KCNJ3 LIMCH1 MTSS1 MYBPC3 SCN3B SPTBN4 SYNE2	ACTN3 AIF1 ANK2 APOA1 BRSK2 CIT CORO2B FMN2 FOXJ1 GRHL3 INA KCNJ2 MTSS1 PGM5 PPM1E RGS4 SAMD14 SFRP1 TMOD1 TMSB15B				ABLIM2 ADD2 AIF1 ANK2 APOA1 BRSK2 CACNB2 CCDC88A CDK5R1 FOXJ1 FRMPD4 GHRL GRHL3 HCN4 INA INSRR JAM3 KCNH2 MTSS1 MYBPC2 PPM1E SAMD14 SFRP1 SPTBN4			AIF1 ANK2 BRSK2 CACNA1C CORO2B CSF1R DPYSL3 EVL GRHL3 HCN4 KCNJ2 LCP1 LIMCH1 MAD2L2 MTSS1 MYBPC3 PGM5 PPM1E PROX1 SCN1B SGCD STARD8 TMOD2	ADD2 AIF1 APOA1 BCL2 BRSK2 CACNA1G CACNA2D1 CDK5R1 CORO2B CSF1R DPYSL3 EVL FOXJ1 GRHL3 KCNE4 KCNH2 LIMCH1 MTSS1 MYBPC2 MYBPC3 PPM1E PROX1 SMTNL2 SYNE2 TAC1 TMOD2 TMSB15B TRPM2				ACTN3 ANK2 APOA1 BCL2 CACNA2D1 CCDC88A CDK5R1 CORO2B CSF1R DPYSL3 EVL FOXJ1 GRHL3 KCNJ2 KIT LIMCH1 MAD2L2 MTSS1 MYBPC3 PPM1E SAMD14 SCN3B SMTNL2 TMSB15B				ADD2 CACNA1C CACNB2 CIT FMN2 PGM5 PROX1 STARD8 TMOD1	ABLIM2 BCL2 CACNA1G CDK5R1 GRHL3 KCNJ2 MAD2L2 MDK PPM1E SCN1B SFRP1 SYNE2 TMOD1			
GO_ACTIN_FILAMENT_BINDING												AIF1 ANXA6 CACNB2 LCP1 SAMD14												ADD2 CDK5R1			AIF1 CDK5R1 LCP1																ADD2 ANXA6 CACNB2 CORO2B SYNE2							ABLIM2 ADD2 AIF1 ANXA6 CACNB2 CDK5R1 SAMD14												ADD2 ANXA6 CACNB2 TMOD1				
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION												AIF1 CCDC88A DPYSL3 EVL LCP1 LIMCH1 PPM1E				AIF1 CCDC88A FMN2 PPM1E SFRP1 TMEFF2											AIF1 LCP1 TAC1	ADD2 CCDC88A EVL FMN2 LCP1 LIMCH1 PPM1E				ADD2 AIF1 APOA1 FMN2 LIMCH1 PPM1E SFRP1 TAC1	AIF1 DPYSL3 EVL FMN2 PPM1E SFRP1	ADD2 APOA1 CORO2B FMN2 LCP1 PPM1E SFRP1					ADD2 CCDC88A CORO2B DPYSL3 EVL LIMCH1 TMEFF2				ADD2 CORO2B FMN2 PPM1E TMEFF2			AIF1 APOA1 CORO2B FMN2 PPM1E SFRP1				ADD2 AIF1 APOA1 CCDC88A PPM1E SFRP1			AIF1 CORO2B DPYSL3 EVL LCP1 LIMCH1 PPM1E	ADD2 AIF1 APOA1 CORO2B DPYSL3 EVL LIMCH1 PPM1E TAC1				APOA1 CCDC88A CORO2B DPYSL3 EVL LIMCH1 PPM1E								
GO_ACTIN_FILAMENT_DEPOLYMERIZATION																	PLEKHH2 TMOD2		PLEKHH2 SPTBN4 TMOD1									ADD2 PLEKHH2		PLEKHH2 SPTBN4																						PLEKHH2 SPTBN4 TMOD2										ADD2 TMOD1				
GO_ACTIN_FILAMENT_ORGANIZATION												AIF1 CCDC88A DPYSL3 EVL LCP1 LIMCH1 PPM1E SAMD14 SPTBN4 TMOD2				AIF1 CCDC88A FMN2 GHRL PLEKHH2 PPM1E PROX1 RGS4 SAMD14 SFRP1 TMEFF2 TMSB15B												ADD2 CCDC88A EVL FMN2 LCP1 LIMCH1 PLEKHH2 PPM1E			CXCL12 PAK3 TAC1	ADD2 AIF1 APOA1 BCL2 FMN2 LIMCH1 PAK3 PPM1E RGS4 SAMD14 SFRP1 SPTBN4 TAC1 TMOD1 TMSB15B							ADD2 CCDC88A CORO2B CXCL12 DPYSL3 EVL GHRL LIMCH1 PAK3 PROX1 RGS4 SPTBN4 TMEFF2															ADD2 AIF1 APOA1 BCL2 CORO2B DPYSL3 EVL LIMCH1 PPM1E PROX1 TAC1 TMOD2 TMSB15B												
