	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	GATA2	HES4	HLF	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF519	ZNF846
GO_CATION_TRANSPORT	1	1	1	0.202706114493	1	1	0.00195135191646	0.00684552948909	1	1	0.0117747047686	1	1	1	1	1	1	2.3921733372e-06	1	1	1	0.0216058309241	1	1	0.0231362246696	0.00283934605894	1	0.000166149609317	1	1	0.530850476961	1	0.0602895779275	0.25048909991	1	0.0162586448337	1	1	0.347873997011	1
GO_CELLULAR_COMPONENT_MORPHOGENESIS	1	1	0.0408565827847	1	1	1	3.89324052913e-05	1	1	1	0.11802525604	1	1	1	1	0.603334298654	1	1	1	1	1	0.0134368701256	1	1	0.00262029470817	1	1	1	1	1	1	1	0.103671272146	0.00124340589379	1	1	1	1	1	1
GO_CELL_BODY	1	1	0.166386245774	1	1	1	0.00024594883974	1	1	1	0.00320574827134	1	1	1	0.136952123736	1	0.0788662267048	0.0	1	0.641700293651	1	0.00136511095351	1	1	2.51346771746e-05	1	1	0.00217566206019	1	1	0.000222441693639	0.473875871221	0.0067250295864	0.00597124751602	1	0.0111938560187	1	1	1	1
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0995093677397	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_CELL_SIGNALING	1	1	0.973717462363	1	1.63879051378e-05	1	0.0	8.56501720881e-07	1	1	0.0	1	1	1	0.0	0.0115043868546	0.0	0.0	1	0.0649530421882	0.324552265632	0.0	1	1	0.0	1	1	0.0	1	1	0.000345727789061	1	0.0	0.0	0.360441541853	0.000234146801428	0.000874086284097	1	1	1
GO_CELL_JUNCTION_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027762220341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_JUNCTION_ORGANIZATION	1	1	1	1	1	1	0.062085829611	1	1	1	1	1	1	1	0.00475930946091	1	0.170650853048	0.00203452000822	1	1	1	1	1	1	0.000838990039888	0.00167534796399	1	1	1	1	0.000975192712099	1	1	0.522833502524	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS	1	1	1	1	1	1	0.00455833458253	1	1	1	0.42249096017	1	1	1	1	1	1	1	1	1	1	0.00250032181427	1	1	0.0174760656207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1	1	0.881693261215	1	1	1	0.0139196857151	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000696939787713	1	1	0.0128107285788	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	1	1	0.253410388284	1	1	1	0.00146312266626	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000629582190834	1	1	0.0108172865821	1	1	1	1	1	0.199915891872	1	1	0.11267198889	1	1	1	1	1	1
GO_CELL_PART_MORPHOGENESIS	1	1	0.0636064870444	1	1	1	6.60777191586e-05	1	1	1	0.0589160199344	1	1	1	1	0.97240548908	1	1	1	1	1	0.00390437146424	1	1	0.0062675495788	1	1	1	1	1	0.246360578172	1	0.135013641008	0.0134530200623	1	1	1	1	1	1
GO_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	0.0806363713952	0.00536923197883	0.14175650828	1	1	0.010505038358	1	1	1	0.26953746104	4.22037953635e-05	1	0.0396857902086	1	1	1	0.000779183777304	1	1	0.00373164196976	1	1	1	0.444354985886	1	0.0	1	1	0.0819874899367	1	1	0.455716290515	1	1	1
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	1	1	0.729515915659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHEMICAL_HOMEOSTASIS	1	1	1	1	1	1	1	1	1	1	0.195675011854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.288599702397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CIRCULATORY_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.960769752518	0.0	1	1	1	1	1	1	1	0.555506695491	1	0.0192288348145	1	1	1	1	0.506443005571	0.000787357170722	1	1	1	1	1	1
GO_CYTOSKELETAL_PROTEIN_BINDING	1	1	1	1	1	1	0.00906788522954	1	1	1	1	1	1	1	1	0.154657887686	0.353535876929	0.00134871415286	1	1	1	1	1	1	1	1	1	1	1	1	0.000545982944625	1	1	1	1	1	1	1	1	0.0585356243709
GO_DENDRITIC_TREE	1	1	1	1	1	1	3.17009534023e-06	1	1	1	0.344776693778	1	1	1	0.0100595578416	0.16657056438	0.0	0.0	1	1	1	1	1	1	2.11195958535e-05	0.108293277372	1	0.276884316227	1	1	0.0	1	1	2.59109151001e-05	1	0.00227612090845	1	1	1	1
GO_DISTAL_AXON	1	1	1	1	1	1	0.0581710269124	0.0041385034749	1	1	0.204801459496	1	1	1	0.345080354967	1	1	0.0	1	1	1	0.041894695234	1	1	0.00132204683827	1	1	1	1	1	0.0	1	0.767212723055	6.6405697553e-06	1	0.250297304073	1	1	1	1
GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.309488615438	1	1	1	1	1	1	0.223571567359	1	1	1	1	1	1	1
GO_EXTRACELLULAR_MATRIX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0719560995562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GATED_CHANNEL_ACTIVITY	0.83227128831	1	0.199949205319	9.88345007524e-05	0.59829130743	1	1.30740419104e-05	0.000199120598333	0.000341621294484	1	5.75059605201e-06	1	1	1	3.62113045815e-05	1	1.32089744536e-05	3.63238109546e-06	1	0.000670133447489	0.0682828156044	9.26960126724e-06	1	1	0.00188735842084	0.0	1	1.56907508453e-05	1	0.396856142884	0.00036006280412	0.0445444162597	7.31918550667e-06	1.6527542799e-05	0.0707099989183	6.41888584738e-05	0.287460696318	1	0.285171690493	1
GO_GLUTAMATERGIC_SYNAPSE	1	1	0.148704185825	1	1	1	1	1	1	1	0.591146011884	1	1	1	1	1	1	1	1	1	1	9.93016320382e-05	1	1	0.00191111953577	1	1	0.307143630676	1	1	0.1308547889	1	0.586381930347	0.0819880507428	1	1	1	1	1	1
GO_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	0.173854097467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_HEART_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000593122264845	1	1	1	1	1	1	1	1	1	0.0124271169709	1	1	1	1	1	0.00188305181253	1	1	1	1	1	1
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000702739651007	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_HORMONE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.509305077109	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0951833625924	1	1	1	1	1	1	1	1
GO_HORMONE_TRANSPORT	1	1	1	1	1	1	0.140897148004	0.204592290736	1	1	3.91443986516e-05	1	1	1	5.82557608788e-05	1	0.0367666261908	0.000995470429651	1	1	1	1	1	1	1	1	1	0.00980005134603	1	1	1	1	1	1	1	0.00596953772476	1	1	1	1
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	0.00278741949902	1	1	1	0.0952924991154	1	1	1	1	1	1	0.0	1	1	1	0.127433098121	1	1	0.603098830194	0.00243851468715	1	0.00288248944409	1	1	1	1	0.09660821451	0.888370010418	1	0.166395606746	1	1	1	1
GO_INSULIN_SECRETION	1	1	1	1	1	1	0.365178922191	0.176873984464	1	1	0.0152208019081	1	1	1	0.00228098182778	1	0.0801529119018	0.0010276391107	1	1	1	1	1	1	1	1	1	0.085632222518	1	1	0.79824934607	1	1	0.109224000041	1	0.013178138219	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	1	1	0.0970760352434	1	1	1	0.000190052764927	0.0839467467454	1	1	2.05183637403e-05	1	1	1	1	1	0.0984364785073	1.73693085295e-05	1	1	1	0.000757514921945	1	1	0.00948881602633	0.00649536494693	1	0.0321861143154	1	1	1	1	0.134892666077	0.141374603077	1	0.124317896184	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.173458566648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.839898859587	0.00866489539197	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ION_GATED_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.715160005607	1	1	1	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	6.01307569961e-05	0.264573733466	1	1	0.00290015127233	1	1	1	0.131874093603	1	0.110119416982	2.8246182481e-05	1	1	1	0.255019417214	1	1	0.00610764224765	0.000609857627177	1	7.71076146167e-05	1	1	1	1	0.0158668831883	0.180577906044	1	0.0308794386521	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.00383212481441	1	1	1	0.352681278433	1	1	1	1	1	1	0.000153455392367	1	1	1	0.444608626232	1	1	1	0.0118842610328	1	0.410432776606	1	1	1	1	0.962352437027	1	1	0.585392912099	1	1	1	1
GO_ION_TRANSPORT	1	1	1	1	1	1	0.00074556097391	1	1	1	0.103646920554	1	1	1	1	1	1	2.76083910598e-05	1	1	1	0.315402139031	1	1	0.0508549569942	0.0847852717277	1	0.00598315751272	1	1	1	1	0.15299643736	0.15546727316	1	0.00418235703189	1	1	1	1
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	1	1	1	0.00995371355855	1	1	0.463777799627	0.044630377273	1	1	1	1	1	1	1	1	0.463777799627	1	1	1	1	1	1	1	1	1	1	6.18361547164e-05	1	1	1	1	1	0.116264800451	1	1	1	1	1	1
GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY	1	1	1	0.112210378036	1	1	0.0103275166758	0.0179127675762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00163073215096	1	1	1	1	1	0.355295984387	1	1	1	1	1	1
GO_LOCOMOTORY_BEHAVIOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.158731045067	1	1	0.00446756331469	1	1	1	1	1	1	1	1	1	1	1	1
GO_MAIN_AXON	1	1	1	1	0.0409330353863	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.426350582592	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION	1	1	1	1	1	1	0.0517363138002	1	1	1	1	1	1	1	1	1	1	0.00105208903901	1	1	1	1	1	1	1	0.0783973728003	1	1	1	1	1	1	1	1	1	0.846526961583	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	1	1	1	1	1	1	0.235904040462	1	1	1	1	1	1	1	1	1	1	0.296848168494	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.0267993442106	1	1	0.0078635998064	0.107615797304	1	1	0.00047432894962	1	1	1	1	1	1	0.0	1	1	1	0.000287827759074	1	1	1	0.00289132695621	1	0.000621870982333	1	1	0.060884554641	1	0.0137680053237	0.00217268695284	1	0.00518107561368	1	1	1	1
GO_METAL_ION_TRANSPORT	1	1	1	0.0182671672524	1	1	0.0893441895736	0.965935275029	1	1	0.00351746923373	1	1	1	1	1	1	6.57676011491e-05	1	1	1	0.058117779612	1	1	0.0410614527701	0.000112993972216	1	6.39573840772e-05	1	1	1	1	1	0.388402320797	1	0.0695118645518	1	1	1	1
GO_MICROTUBULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.260321896573	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BASED_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.139679762895	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BINDING	1	1	1	1	1	1	0.199514074428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.043375274247	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0369207733381	1	1	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.213181302788	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00322264903022	1	1	1	1	1	1	1	1	1	0.72067034028	1	1	1	1	1	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT	1	1	1	0.209939337615	1	1	0.387128321082	1	1	1	1	1	1	1	1	1	1	0.000830990925085	1	1	1	1	1	1	1	1	1	0.478568608464	1	1	1	1	1	1	1	1	1	1	1	1
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1	1	1	1	1	1	0.0448884317241	1	1	1	0.317999650916	1	1	1	1	1	0.212151819141	0.0	1	1	1	0.0224599700291	1	1	1	0.0895612941637	1	0.331224836221	1	1	0.498335687215	1	0.96186413555	0.0019136394404	1	1	1	1	1	1
GO_NEUROGENESIS	1	1	0.424256933225	1	1	0.327335325928	8.73575725868e-06	0.0102011193654	1	1	0.0106106039777	1	1	1	0.0703990464011	0.000226764094033	0.0108848893456	0.00154725884358	1	0.00566445605954	1	0.0	1	1	4.37913776739e-05	1	1	1	0.000421836524116	1	0.0	1	1	2.85886649256e-05	1	0.0875765327765	1	1	1	1
GO_NEURON_DEVELOPMENT	1	1	0.285621027507	1	1	1	3.02717968612e-05	0.0532106751874	1	1	0.000178794607059	1	1	1	0.00134908751631	7.13565985571e-05	0.28492485582	0.000242166466643	1	0.628456593039	1	1.46070629328e-05	1	1	4.51817971395e-05	1	1	1	0.0324701434561	1	1.75982591166e-07	1	1	0.000607864416735	1	0.00564606517699	1	1	1	1
GO_NEURON_DIFFERENTIATION	1	1	0.0223541193259	1	1	0.0924332345037	0.0	0.0147982347216	1	1	0.00268103805864	1	1	1	0.00304495523462	1.90399432898e-05	0.0242304614976	0.000406235458117	1	0.00060791530056	1	0.0	0.264328336341	1	0.0	1	0.472138364505	1	0.00361545625839	1	0.0	1	1	0.0	1	0.0165778388555	1	1	1	1
GO_NEURON_PROJECTION	1	0.240764246464	3.07947126394e-05	0.00160245385975	0.0242191252296	1	4.28192149249e-05	5.4902707542e-05	3.31523960337e-05	0.00079701047685	3.23255157864e-05	1	0.000873978184014	1	4.63740055736e-05	7.22639403886e-05	4.28192149249e-05	2.5526967113e-05	1	6.82190014261e-05	0.0152476248271	3.98044909966e-05	1	1	5.61852844679e-05	2.65469848817e-05	0.0224812587898	3.29447282907e-05	7.41105641318e-05	1	2.25996079495e-05	1	3.47562368512e-05	4.87142045489e-05	0.135042393596	6.59408218691e-05	8.63450914577e-05	1	0.707164921528	0.000155737366446
GO_NEURON_PROJECTION_GUIDANCE	1	1	1	1	1	1	0.0111197442877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0438065286956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEURON_PROJECTION_TERMINUS	1	1	0.182269975151	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008045696642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.134524676994	1	1	1	1	1	1
GO_NEURON_SPINE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.134665095533	1	1	1	1	1	1	0.856390558574	1	1	0.303546492042	1	1	0.00893021147517	1	1	1	1	1	1	1	1	1
GO_NEURON_TO_NEURON_SYNAPSE	1	1	1	1	1	1	1	0.0011472453266	1	1	1	1	1	1	0.00791227460308	1	0.0413633525143	0.000286226383583	1	1	1	0.000757221497958	1	1	0.0	1	1	1	1	1	0.0	1	1	0.00655196379384	1	1	0.392352673271	0.453533528592	1	0.967163598953
GO_NEUROPEPTIDE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.613801321827	1	1	1	1	1	1	1	1
GO_NEUROTRANSMITTER_SECRETION	1	1	1	1	1	1	0.0734309323552	1	1	1	1	1	1	1	1	1	7.8299611951e-05	1	1	1	1	1	1	1	0.000626218315271	1	1	1	1	1	0.273025413269	1	1	0.194646387583	1	0.789019915341	0.232149302717	1	1	1
GO_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	1	0.0621611663046	1	1	1	1	1	1	1	1	1	0.000554523166269	1	1	1	1	1	1	1	0.00229632963091	1	1	1	1	1	0.468967254975	1	1	0.324845590888	1	1	1	1	1	1
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.392543065352	0.00375376976319	1	1	0.0	0.0172812536027	0.124188531795	1	0.0	1	1	1	0.000151744218691	1	8.84096114717e-06	0.0	1	0.0659289112441	1	0.000247416071872	1	1	0.230291234173	0.0	1	0.000273930359484	1	0.115797393798	0.168372084927	0.0353224984176	0.0	0.000388207897345	1	0.000941315272064	1	1	1	1
GO_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	0.114435333281	0.109791370472	1	1	0.00167824578489	1	1	1	0.000111512075365	1	0.114435333281	9.51047208195e-05	1	1	1	1	1	1	1	1	1	0.00643694895602	1	1	1	1	1	0.0826370313721	1	0.00198869787703	1	1	1	1
GO_PEPTIDE_SECRETION	1	1	1	1	1	1	1	1	1	1	0.136365476433	1	1	1	0.00830198815054	1	1	0.255947497619	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.347287938646	1	1	1	1
GO_PERIKARYON	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.50550560378	1	1	1	0.0688673443116	1	1	0.151837618126	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	1	1	1	0.0520556102457	1	1	0.0638987340993	1	1	1	1	1	1	1	1	1	1	0.0172389656679	1	1	1	1	1	1	1	1	1	0.226557817282	1	1	1	1	1	0.684818087194	1	0.0389574815242	1	1	1	1
GO_PLASMA_MEMBRANE_REGION	1	1	1	1	1	1	1	1	1	1	0.124355634098	1	1	1	1	1	0.718081274841	0.000877944079551	1	1	1	1	1	1	0.0162373636342	0.303809486118	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.895562385701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.35456211039	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.68333451068	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.581540536308	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.646864980036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSTSYNAPSE	1	1	0.258888346388	1	1	1	1.90180293e-05	3.14559302705e-05	0.404677721452	0.0562330855578	0.000105063074848	1	1	1	3.30203098642e-05	8.82015706335e-05	1.44071494684e-05	6.91866153346e-06	1	1	1	8.3930916257e-05	1	1	2.83153108149e-05	0.000646581727903	1	0.00020876585206	0.0784535292743	1	0.0	1	4.12669729845e-05	1.18574374234e-05	1	0.0720471505372	0.00392844353532	1	1	1
GO_POSTSYNAPTIC_DENSITY_MEMBRANE	1	1	1	1	1	1	1	0.0606073598832	1	1	1	1	1	1	1	1	1	0.0835881145418	1	1	1	1	1	1	0.0527915203812	1	1	1	1	1	0.194132593146	1	1	0.148146440465	1	1	1	1	1	1
GO_POSTSYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.000397763075274	7.00054998184e-05	1	0.0758279805097	0.00144371650508	1	0.0254531695237	1	0.000574222221758	0.000441648126133	3.34180751794e-05	2.21295522131e-05	1	1	1	0.0319335715234	1	1	4.67688185508e-05	0.00281585136592	0.343570110775	0.0259674001599	1	1	0.00485416018255	1	0.00658987751944	6.64281154173e-05	0.00044881585525	0.220715363563	0.00854679852399	1	1	1
GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	1	1	1	1	1	1	0.0018756979092	1	1	1	1	1	1	1	1	1	0.328063662294	1	1	1	1	1	1	0.0210994265049	1	1	1	1	1	1	1	1	0.332851128871	1	1	1	1	1	1
