	AEBP1	ARX	ASCL1	ASCL2	EBF3	ETV1	FEV	FOXD4L5	FOXP2	GATA2	HES4	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF846
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	1	0.0002103178384658122	0.0019110990882510448	0.0654434787688124	0.06754218085414276	0.060601213872856774	2.3903324207763532e-06	0.06223319091616264	0.03148810890903819	7.578158945897862e-05	1	0.00028074968247282506	6.483240948762514e-06	0.0012310698148146892	0.00021439667587586086	4.6203220868124006e-05	0.009117100317397542	1	0.003402242448728554	1	0.00612940192573963	0.0014206055720177302	0.06735297456677847	0.0017026708943503888	1	0.030540473660773726	0.0001219882983203302	0.00612940192573963	0.013778147446945499	4.942911543959205e-06	0.0010943242093779393	0.016158268669321685	1	0.04559976730390303
REACTOME_MUSCLE_CONTRACTION	1	0.0010195680159377218	0.0002756034785451611	6.536929106437661e-05	1	1.2150409124500605e-05	2.4696656202305434e-05	0.02359305100867304	1	0.01691975767178744	1	0.09212946888819684	0.04015244394959383	0.003924353985039319	0.0005582215881898556	1.1073624096580303e-05	0.0009306391138366177	3.1881664933619547e-06	4.086309587814085e-06	0.00037489064100804104	0.013287909736876213	0.004872267602178293	0.002596075762455685	0.09405002091709247	0.006887304524231697	0.04018394853389973	5.218954308494617e-06	0.0011873101984436474	2.979903950817153e-06	0.000690629641440399	0.000943293846676907	0.000501528007562202	1	9.479364969644521e-06
REACTOME_NEURONAL_SYSTEM	0.027016604554617296	4.360055649854644e-10	7.940480495349789e-10	3.950876047431606e-07	0.001061370601672662	1.619926415230566e-11	1.1421419365831298e-11	9.578340990357148e-07	2.732871199340181e-07	1.424188555976258e-08	1	2.709370466869032e-07	5.755051990519178e-11	5.746325870692459e-08	2.3910873281351996e-10	3.6709746353835726e-11	4.2593736904184e-07	0.0006758615183519723	1.5354862414884707e-07	6.849149081367134e-05	6.886878844980515e-10	2.7320557891563624e-06	1.4715582504765123e-06	6.848686118221536e-08	6.265255577675433e-07	1.5230823496859003e-06	1.9363510794789818e-11	3.3358920070725162e-09	1.5381418361215538e-10	1.4734435893615228e-11	1.785001035869982e-09	1.8232193532696783e-10	1.4333946910527473e-06	5.1593462191745765e-05
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	1	9.425464266299421e-06	1	0.0031263099921851056	1	0.0008003631951540857	8.60638554200932e-07	0.0002882358340420277	0.0017425571684209773	0.006935161035926507	1	0.0029653896513628375	0.0004030662589635803	9.809951359684987e-06	0.0007388009510269633	2.6488393193524473e-05	1	1	0.00026997708521958597	0.0018255584581237105	1.0205869096280296e-05	1	0.008338504090869114	1	1	1	1	1.0205869096280296e-05	1	1.2192970263447123e-06	0.009039909046605232	0.0007133799663630036	1	1
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	1	5.871710950511311e-05	0.0014609478191939251	0.008341431348830142	1	1.2150409124500605e-05	2.4696656202305434e-05	0.007573913211603278	4.687982007334224e-05	0.005075657898813368	1	5.29193167981834e-05	0.000345891183517133	0.003924353985039319	3.772941107582639e-05	0.0022134490359468906	0.019757004232740294	1	0.02119554172770699	0.04482749152272525	1.5294163132506533e-05	0.0001735482890863338	0.008851752905241317	0.0001524827833305764	0.0317612845385693	0.009396005527240847	9.280939899936058e-07	0.013287909736876213	1.6284590435788893e-05	3.379415176918421e-06	5.318462152092973e-05	7.565024237710105e-06	0.0007488326990932048	0.042861003027057865
REACTOME_PEPTIDE_HORMONE_METABOLISM	4.837197633000834e-06	7.626304772800907e-06	0.03749482497287426	0.04198109528710203	1.3443827178161172e-06	1.3694239138217768e-06	3.954420146889959e-08	0.00024083101911620552	0.019647173282812846	2.0206650352960764e-08	1	1	6.906808458495561e-12	0.0004140350004326887	5.20666070314979e-05	6.06526962591003e-05	0.030862617992787555	1	0.001350167482479625	1	0.00043968130724680865	1	0.0017360323484399975	0.02145536373791812	1	1	1	0.0024961858311410845	0.006549388193256012	9.033680115067e-08	5.414787199586879e-05	7.00844458612071e-06	1	1
REACTOME_PHASE_0_RAPID_DEPOLARISATION	1	0.0034595816749081187	0.0003736092485276954	0.005503617650000403	1	1.2704494506410313e-06	1.993950911383102e-06	0.019974115486087962	1	0.0020308729894689126	1	0.0051066240335917445	0.0039190555598034305	0.0035868855120309018	0.008111903754478567	0.0012497225651083577	1	0.00010654488758210512	7.465332985123752e-08	0.03053215100007456	0.0037173500644561708	0.0002892573448907143	2.5631783672985797e-05	1	0.0018612143015150906	0.028597206553699683	2.1992750387722637e-05	0.0004194563203504531	1.6496929318932096e-05	0.0003101176523853111	3.24515905335554e-05	0.001085005075405876	1	0.00016350298561884635
REACTOME_POTASSIUM_CHANNELS	1	3.7361677285296935e-07	7.261676815417673e-10	2.722171128288764e-06	0.007733677933389638	2.231570483957057e-11	2.026100945906606e-07	8.734881842631381e-05	0.004186340371066022	7.027663730507783e-06	1	2.366247739227223e-05	5.29635658885752e-07	2.4847638810832073e-05	8.633541104252629e-09	3.745270760191488e-11	5.21436271938569e-09	3.1808659313292686e-05	1.3187260505809206e-08	4.654879387278044e-06	0.0009877630165534557	0.0011496772690873236	1.9334746834687166e-06	3.2994096368366144e-06	1.410160563874996e-07	3.6662245347374167e-06	1.5123568752883898e-06	2.68900488094026e-05	1.0035142139486197e-07	1.3466183723664926e-10	2.8204555204691673e-06	3.5919319595345556e-06	0.0021616005985175546	5.243761421080961e-06
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0021954256642924275	1	1	1.542290295475368e-08	1	0.0017611075543209065	1	1	1	1	1	1	1	1.731124383841376e-07	1	1	1	1	1	1	1
REACTOME_REGULATION_OF_INSULIN_SECRETION	1	0.0001601190175878342	0.0038018567680426774	1	0.03780053783859372	0.018234375879072173	4.580334216686133e-06	0.09290102822743096	0.08817927629765832	0.0004990397130377744	1	0.00405947496687542	3.0626869971239756e-06	0.006428754143733895	0.0006930370390739737	1.9168748242037736e-05	0.02131858469418213	1	0.0006361256046312214	1	0.031097622983720985	0.0029878553871742763	0.02471157752519859	0.00030478207853501527	1	1	1.1541690497107737e-05	0.006700597895523797	0.0035658525077326697	8.52574584986332e-06	0.0010235989872400264	0.059090811757907646	0.0643536152304024	0.016096324315432176
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_	0.0005850160799224513	3.0981307788779944e-05	1	1	1.6046383195744696e-05	3.109141905710544e-06	4.175707373321735e-06	1	0.0029832057509668886	0.0005461013419140182	1	1	1.9858732436262017e-08	0.015817432186261304	7.97796088470859e-05	1	1	1	0.0006245274126912559	1	0.016119899720273945	1	0.014055981946272222	0.00041676282770586326	1	1	0.013349361399607518	1	1	5.893213615548731e-06	2.9765554497296343e-05	7.613688092023008e-05	1	1
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.039101044286972364	1.1168988733878393e-07	0.0003575668785237296	0.008348279267833103	0.08936643792439625	5.724009661811635e-06	1.9809070483933766e-07	0.00035537193050982907	7.664677548868681e-06	0.00018931122527776623	0.04183308539025021	1.4719031845800146e-05	3.608814325151144e-08	1.3989488566679142e-05	1.5396369537845622e-05	1.987462739050372e-05	0.016421146720855595	0.07484645378848542	0.0010623804189747732	0.09860020083033749	1.5156951893580128e-07	3.93655949002536e-05	0.0015813807818698677	3.3931024353561767e-06	0.0009631532849597724	0.0014997363636101158	5.544705694582319e-09	6.457429262363146e-05	4.884540965033324e-07	6.377995700468375e-07	4.961736872477474e-07	7.733774387563841e-07	0.0029859997617288636	0.05084405633677069
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	1	6.143801900559964e-08	0.0002469704725183153	0.009843287031295223	1	8.820545248089395e-06	3.337262793223772e-06	0.005114215325507265	1	0.013855660607450027	1	0.008820298274466398	0.0005896416260464665	1.887678914758162e-05	0.0006533767795774414	0.000760666101049523	1	0.012484513447007517	6.578496331566264e-06	0.07687770249251469	0.00011032474243233281	1	0.06509728664420089	0.002103186282545688	0.0019250705957186698	0.07072258171122825	4.805082485459522e-05	0.00011032474243233281	0.0038811417806986492	7.519460136551359e-06	8.579621736570786e-05	0.0001389801220061937	1	0.002888376815103455
WP_DOPAMINERGIC_NEUROGENESIS	1	0.009886166632408044	1	0.027041239068649747	1	1	0.0032553066391507457	0.06395024968751628	1	1	1	1	0.010867345384856675	0.07471584020138722	0.018899533401922852	0.019904809651215438	0.0014770576828805337	0.013476688504265977	0.0006664442844963592	0.0009550669120484967	0.010440156375935539	0.02194483643103462	0.0008016848766942974	0.005112130414973826	0.013149560834772922	1	2.8556477388308465e-06	0.010440156375935539	0.0005987727570934132	0.0004782473446247604	0.07213201372467348	0.002270760929301008	1	0.0532044481990368
WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS	1	0.03865034883885343	0.012588807438241756	0.0007263852373082802	1	4.324151551426958e-05	0.0008230866772312995	0.0028571867109548066	8.414472258300165e-06	0.0023544334369997033	1	6.715661464706812e-07	0.003941238813252479	0.03936645877215428	3.7913753370144576e-05	0.06179929504481607	0.0005083732401166552	0.006732872387816169	0.03211066466897061	0.008132295457949357	5.194001746477994e-07	0.011076392834810767	0.0030847770231747784	9.373180276006643e-05	1	0.007593329335205956	0.0028571867109548066	1	0.030471341189766243	4.753167913817968e-06	1	0.0005661652346642398	0.005456111743147862	1
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	0.010390859527412477	0.010857981155022567	0.0021288868307018927	0.00047917038639266885	0.025875222790630925	8.086430814113754e-05	7.038426604988324e-06	0.007190594984014531	0.01976373214326621	1.1941054947062213e-06	1	0.04645601734117866	0.00021028578242976437	0.0007805570772839721	0.00026981008143001084	1.6171358170447014e-05	3.709398098572514e-06	0.0026888127589198563	6.830004790481237e-05	0.0006522125987773464	0.0001864753749711845	1	1.9202619800595677e-05	0.0030080693405476477	0.06881815780858491	1	5.084556309320476e-08	0.0033723070841563674	0.005487943539215223	1.563673754767514e-05	0.002801814403098901	5.5321248447093296e-05	1	0.004107511964261734
WP_SYNAPTIC_VESICLE_PATHWAY	1	1.124344479808137e-05	1	1	1	6.34836621659085e-05	9.264491262517272e-05	0.0007258196756481095	0.004390727986732679	0.004446817868574038	0.009776516311832295	0.009257819699784009	1.1927934134847717e-06	9.89235535597821e-07	0.016939751225092947	6.461597838014477e-06	1	0.03780053783894344	6.731556110706194e-05	1	0.00013156719714868537	0.007327814100854924	0.0008201689194524686	2.3108658736559207e-06	0.003436556224075127	0.042308518760540426	0.0056565439399322015	0.001133272252562767	0.0005767763732751341	0.0009991750735807159	0.007196535278887861	0.0028474372819974336	1	0.026705513023729144
