	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
KEGG_INSULIN_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.050932753570050115	1	1
KEGG_JAK_STAT_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007896577874618393	1	1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1	1	0.004469141830227175	0.0764537167125603	0.012457286200957873	1	1	1	1	1	1	1	0.05475410171840256	1	1	1	1	1	1	1	1	1	1	1	0.008105649023622208	1	1	0.059354991400175194	1	0.06077650366070353	0.008584420931359582	1	1	1	1	0.00480242571862266	1	0.006371014462481339	1	1	1	1	1	0.023650771808528703	1	1	1	1	1	0.006951064717972355	1	1	1	1	1	1
KEGG_MAPK_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.060995933831087035	1	1	1	1	1	1	1	0.054056808194559824	1	1	1	1	1	1	1	1	1	1	1	0.07810385641373097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1	1	1	1	1	0.00035628423373168516	0.00035628423373168516	1	0.0005775456711154536	1	1	1	1	1	1	1	1	1	1	1	1	0.00035628423373168516	1	1	1	1	1	1	1	0.0009109396579265461	1	1	1	1	1	1	1	1	1	1	1	1.4371062106111054e-05	1	1	1	1	1	1	1	0.027087077035683915	1	1	1	1	1	0.007688710080898442
KEGG_MELANOGENESIS	1	1	1	0.06005712231422966	0.06628451685748415	1	1	1	1	0.0444162198190009	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04335589116608629	0.005862515425721693	0.04127414020703368	1	0.07490437813434192	1	1	1	1	1	1	1	1	1	1	0.03534332795050499	1	1	1	1	0.08628401010300146	0.02477662085276533	1	1	1	1	1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	1	1	1	1	1	1	0.003278144274097672	1	1	0.019672499056784476	0.06376168887530764	7.120296263962711e-05	0.011592530704305548	1	1	1	1	1	1	0.06302369602617786	1	1	1	0.012246067852890286	0.0025463492738458937	1	0.028304460479008364	1	1	1	1	0.055682764336516866	0.07461291275560022	1	0.04646705928714934	1	1	0.02961334254991066	1	1	1	0.024618708476331075	1	1	1	0.016089944269581435	0.008617490710844722	1	0.028418059066254275	0.06237094542468047	1	1	1	1	1	1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1	1	1	0.08808373176571627	0.015539369078616638	1	1	1	1	0.0756502907357477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016414087415344114	0.07676861123873102	0.07057456400806017	1	1	0.06247553163886632	1	1	1	1	1	1	1	1	1	0.06091109400124295	1	0.04908238284795863	1	1	1	0.03722089177792576	1	1	1	1	1
KEGG_NOTCH_SIGNALING_PATHWAY	1	1	1	1	0.0163503191371408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015791226898907773	0.03596774785501777	0.025031231280887245	1	1	1	1	1	1	0.07503622391707565	1	1	1	0.08440143248102405	1	1	1	1	0.012616794781389884	1
KEGG_OOCYTE_MEIOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09077278030736036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_P53_SIGNALING_PATHWAY	1	1	1	0.029394953128842882	0.0325976768448214	1	1	1	1	0.0986848233180948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09548287622278318	1	0.09708000755480461	1	0.09389354896301083	1	1	1	1	1	1	0.04919626092192919	1	1	1	1	1	0.08452829671548834	1	0.0725318096063472	1	1	1	1	1	1	1	1	1
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1	1	0.04126228734055726	1	1	1	1	1	1	1	0.07197697038613105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0015397729853141584	1	1	1	1	0.004718958523773131	1	1	1	1	1	1	1	0.019943230477827534	1	1	1	1	0.017605843199598903	1
KEGG_PATHWAYS_IN_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006317888606423017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PPAR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	0.05313737112882577	1	1	1	1	1	0.05994537150841861	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09786066309585417	1	1	1	1	1	1	0.08823625398020463	1	1	1	1	1	1	1	1	1	0.08666158458946316	1	0.07439029717790824	1	1	1	1	1	1	1	1	1
KEGG_PURINE_METABOLISM	1	0.06961436986642644	1	1	1	1	1	1	1	1	1	1	0.09456140855880157	0.06381405906962745	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08080408654250693	0.05049242961540923	1	1	1	1	0.052303437337351655	1	1	0.08532902499897332	1	1	1	1	1	1	0.06625557491934408	1	1
KEGG_TGF_BETA_SIGNALING_PATHWAY	1	1	0.087812079665464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TYPE_II_DIABETES_MELLITUS	1	1	1	0.0008277251352304393	0.00097528236859723	1	1	0.026395812585945033	0.0020421871412957815	0.051953896630207774	0.052855066202925016	1	1	0.02993600093494353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0056798377630526975	1	0.04928461981159615	1	0.018670085745191578	0.04495296851203234	1	0.015791226898907773	0.0032958170074277593	1	1	1	0.03289671630532309	1	1	0.00034048158187705013	0.07503622391707565	1	1	1	1	1	1	1	1	1	0.00010896612293087582
KEGG_WNT_SIGNALING_PATHWAY	1	1	0.011175156228248051	1	1	1	1	1	1	0.03045945695684571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08414836354289545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06379177310474626	1	1	0.09297858176720741	1	1	1	1	1	1	1	1	1	0.017441448874394028	0.0460948311577577
NABA_CORE_MATRISOME	1	1	1	1	1	1	1	0.003574432775901526	1	1	0.0661799277484324	0.005809581663647312	0.05998058642290316	0.00017756142556457633	1	1	1	1	1	1	1	1	0.026164363663092827	1	1	1	0.008936305554759327	0.018925515621528555	1	0.005423298242576924	0.07803694768729907	0.004868278551935057	1	0.007580494150969508	0.048303494449698725	1	1	0.03084250756030471	0.01439885560654297	1	1	0.006424331940559469	1	0.015250363381597132	1	0.01698709231691309	1	1	1	0.06505217373457195	0.028437660165837486	1	1	1	1	0.015250363381597132
NABA_ECM_AFFILIATED	1	1	0.01662546342588156	0.029281783261234984	0.0338099674747695	0.015513672629840602	1	1	0.024430698613766677	0.0440154779468932	0.011045835334642984	1	1	0.07473556794350888	1	1	1	1	1	1	1	1	1	1	1	1	0.05667251683843699	0.04144383292036635	1	0.04271866428459381	0.023781779602680353	1	1	1	1	1	0.03226238979458462	1	1	1	1	1	1	1	1	0.08162916939115039	1	1	1	0.09881016276889387	1	1	1	1	1	1
NABA_ECM_GLYCOPROTEINS	1	1	1	1	0.04819393109878367	1	1	0.004044905590958714	1	1	0.06916120944137383	0.014891872855140709	1	0.00091672600841608	1	1	1	1	1	1	1	1	0.07705761633962993	1	1	1	0.025699117090507095	0.06349802804479454	1	0.017939981643317116	1	0.003730349780193709	1	0.05724106747840263	0.05294105968260898	1	1	0.0363019973383375	0.08303014698674893	1	1	0.0011999374428212084	1	0.020207557611961358	1	0.040887042367084514	1	1	1	0.05214812747193942	0.08141765910417376	1	1	0.09493126990143808	1	0.0038050146595539625
NABA_ECM_REGULATORS	1	1	0.04832931398917817	1	1	1	1	1	0.04527220126647258	1	1	1	1	0.011969868409343443	1	1	1	1	1	1	1	1	0.017945150157362866	1	1	1	0.05202061396173352	0.009863787123387313	1	0.03721133551867695	0.05534798857304435	1	0.006922037123341718	0.021656765908115827	0.02859603233671104	0.0006382481158397901	1	0.017830892111952545	0.03584202727369856	1	1	1	1	0.03749610166510009	1	0.07983648787450937	0.0045681188514401505	1	1	0.011629004177149738	0.019543583604284875	1	1	1	1	1
NABA_MATRISOME	0.0733955666614472	1	5.742747873782594e-05	0.017706101938336327	0.009067544945229322	1	0.02478392276824881	0.002949890089666396	0.002442746411004615	0.0009093817931065118	0.000373078947905392	0.0011126058178189124	0.016369230056988093	5.742747873782594e-05	1	1	0.010833857869847252	1	1	1	1	1	0.0020361803397322964	0.03330876983766473	0.009346961701183987	1	4.2954673145412237e-05	2.6254062952091317e-05	1	9.687428027116418e-05	0.0009234740035495292	0.004303133625178757	0.024318991089643416	0.0001303010805323579	0.0009494331763907349	0.028840925973891873	0.007958326395982596	0.0018918299692497476	0.002266474355569925	1	1	1	0.00017037256312291138	7.145003402952987e-05	0.029576190930551083	0.00010852293665419843	8.874516653278874e-05	1	1	4.288804234886534e-05	0.002532876154106356	1	1	0.016496071923358335	0.010647768836427374	0.0008488568237783323
NABA_MATRISOME_ASSOCIATED	0.04161973596527313	1	8.42725211023243e-05	0.026995265765623944	0.03541940680569167	1	0.05002195786421626	1	0.0004761257765151239	0.0006969001331916802	0.0022383550687583575	0.0464105521877588	0.09553699986860065	0.028057463912987135	1	1	0.0035640377636952936	0.07204734125256951	1	1	1	1	0.029217072369442265	0.035636280125332265	0.03151641190868604	1	0.0016684496779668656	0.0005643290531636147	1	0.005100359369567098	0.005273153476683778	1	0.03353543939119541	0.005793542073744162	0.007494320769581231	0.02177553913451813	0.032440475458845985	0.020555702546414145	0.04142903836612777	1	1	1	0.001682969565212411	0.0018761584962023736	0.0407849192105364	0.002263835433275352	0.00032847602574526125	1	1	0.0002483575092188106	0.03306120534931023	1	1	0.0464105521877588	0.018041437173632047	0.01726795514288826
NABA_SECRETED_FACTORS	1	1	0.01403875159720458	1	1	1	0.05658486744680635	1	0.08615593425051538	0.005360215796197276	1	0.061792121507096676	1	1	1	1	0.0032150381699461716	1	1	1	1	1	1	1	0.08504550561575908	1	0.07173595853527559	1	1	1	1	1	1	0.06695340613408607	1	1	1	1	1	1	1	1	0.006393589746681472	0.009575145122790119	0.09794694344425492	0.047812180318530295	0.024391714092892425	1	1	0.025605982913023517	1	0.07838994617238093	1	0.012437014769596022	0.007892923732364165	0.009575145122790119
PID_AMB2_NEUTROPHILS_PATHWAY	1	1	0.023215108319674882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.031748744089158065	1	1	0.03918921183000079	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02554097767638719	1	1	1	1	1	1	1	0.06659354280704388	1	1	1	1	1	1
PID_AR_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023775286612798263	0.005631223577047706	0.022913763093271977	1	1	1	1	1	0.016515324372471607	1	1	1	1	1	0.011676288157999148	0.020410099870576515	0.035620115584652945	0.017265825171650873	1	1	0.040342356379349464	1	1	1	1	1	1
PID_AVB3_INTEGRIN_PATHWAY	1	1	0.06777345500043752	1	1	1	1	1	1	1	1	1	1	0.06777345500043752	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.043215962591669044	1	1	0.036793472738404276	1	1	1	1	1	1	1	0.09756447022948656	1	1	1	1	1	1	1	1	1	1	1
PID_BETA_CATENIN_NUC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.034194473013946514	1	1	1	1	1	1	1	1	1	1	0.0847217737195074	1	0.06726742112436912	1	1	1	1	1	1	1	1	1	1	1	1
PID_ERBB4_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0411512665513456	1	1	1	1	1	1	1	1	1	1	1	0.016775101229735467	1	1	1	1	1	1	0.051571077842583524	1	1	1	0.05823103357700288	1	1	1	1	1	1
PID_ER_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0039396265220768	1	1	1	1	0.03746073076298195	1	0.038137978077899204	0.009251705936519139	0.03678823768640216	1	1	0.03349826530277189	1	1	0.026702767983715292	1	1	1	1	1	0.01899611870032558	1	1	1	1	1	0.06376328377775486	1	1	1	1	1	1
PID_HEDGEHOG_GLI_PATHWAY	1	1	1	1	1	1	1	0.027449126061148132	1	1	0.05487669067401335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03737940924474836	1	1	1	1	1	0.02673702680025225	1	0.07782120106092028	1	1	1	0.08749697001617052	1	1	1	1	1	1
PID_HES_HEY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08749697001617052	1	0.0019094513538648883	1	1	1	0.02673702680025225
PID_HIF2PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016298156923267526	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027748898949453205	1	1	1	1	1	1	1	1	1	1	0.013567155735659364	1	1	1	1	1	1	1	1	1	1	0.04771315160661582	1	1	1	1	1	1
PID_HNF3B_PATHWAY	1	1	1	0.013528647959965001	0.0008585220616998956	1	1	0.024340314862553836	1	0.04805675462948367	0.04889501386525552	1	1	1	1	1	1	1	1	1	1	1	1	0.021842923501093847	0.037667693132873215	1	0.05579030351360448	0.04639649183219097	1	0.04722389896132795	1	0.04557457833812606	1	0.017195973820209542	1	1	1	1	1	1	1	0.030361589232001385	1	1	0.04076102146383742	0.06956645811543627	1	1	1	1	0.0052834610203262855	1	1	1	1	0.02370539339826605
PID_IFNG_PATHWAY	1	1	1	0.01079313863684761	0.012018520092944573	1	1	1	1	0.038819946228129676	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.038137978077899204	1	0.03678823768640216	1	0.013742651509180859	0.03349826530277189	1	1	1	1	1	1	1	1	1	0.03285500750227999	1	1	1	1	1	1	1	1	1	1	0.01899611870032558
PID_IL12_2PATHWAY	1	1	1	0.024768001499693937	0.02749068247233466	1	1	1	1	0.08437420587422662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08297886776193453	1	0.08021025051324049	1	1	1	1	1	1	1	1	1	1	1	1	0.07208797807408629	1	1	1	1	1	1	1	1	1	1	1
PID_INTEGRIN2_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.02174223719768842	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024962699142886513	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013250368357098918	1	1	1	0.03148883499832167	1	1	1	1	1	1	1	1	1	1
PID_KIT_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05901297760508062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_LYSOPHOSPHOLIPID_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010129963443874734	1	1	1	1	0.08845412902643679	1	0.08994626930549598	0.02329336922478409	0.08696962154988419	1	1	0.07966542817739009	1	1	0.06434735334269914	1	1	1	1	1	0.046557448794992684	1	1	1	1	1	1	1	1	1	1	1	1
PID_NOTCH_PATHWAY	1	1	1	1	0.02507143368523479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024228383444276802	0.05422822264073157	0.03806919877572923	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019426512106704763	1
PID_P38_MKK3_6PATHWAY	1	1	0.00972572896081425	0.004657906447474769	0.00519757549106592	1	1	1	1	0.017353213463802697	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013438827293949962	1	1	1	1	0.017036711222867762	1	0.016411299910859434	1	1	1	1	1	1	1	1	1	1	1	1	0.014596562454128104	1	1	1	1	1	0.0017849527421140987	1	1	1	1	1
PID_P53_DOWNSTREAM_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0897515360574912	1	0.08576244182130144	1	1	0.0761361807223786	1	1	0.05680582117680588	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08859372951765965	1
PID_P73PATHWAY	1	1	1	1	1	1	1	1	1	0.0238025726533051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08291898102479967	1	1	1	1	0.09377074129420937	1	1	0.04803962321109678	1	1	1	1	1	1
PID_P75_NTR_PATHWAY	1	1	1	1	1	1	1	1	1	0.0986848233180948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09548287622278318	1	0.09708000755480461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_PRL_SIGNALING_EVENTS_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013212764725113013	1	0.013462833386545414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0065285611053607084
PID_PS1_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.05086098880039858	1	1	1	1	1	1	1	1	1	1	1	1	1	0.039208661586610516	1	0.006928064115566901	0.04826895631187644	1	1	1	0.04741615071600669	1	1	1	1	1	1	1	1	1	0.031618993085929636	1	1	1	0.009772945747601125	1	1	1	1	1	1	1	1	0.012107751810956913	1
PID_RAC1_REG_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.034715412995874106	0.008376948716874444	1	1	1	1	1	0.010512669371610994	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_RHOA_REG_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04912739631077345	0.012107751810956913	1	1	1	1	1	0.015158595265279073	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_RHODOPSIN_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012964774360417763	1	1	0.011756254825604051	1	1	0.009285628071213026	1	1	1	1	1	1	1	0.020368846956411057	1	1	1	0.023150400646239855	1	1	1	1	0.0031210947678076417	1
PID_S1P_S1P2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014342710979875939	1	0.014613442576903557	0.0033969573331470437	1	1	1	0.012765432152824552	1	1	0.010088224963245462	1	1	1	1	1	0.007097793919006556	1	0.022082445741072543	0.010553963581796166	1	1	0.025086917534065556	1	1	0.00020685776393569721	1	1	1
PID_S1P_S1P3_PATHWAY	1	1	1	1	1	1	1	1	1	0.021352895787622117	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020583177176907053	1	0.020966537753674297	1	0.020202828163758513	1	1	1	1	1	0.014538485576401805	1	1	1	1	1	0.01026445061214143	1	0.03148883499832167	1	1	1	0.03569456141184746	1	1	1	1	1	1
PID_VEGFR1_2_PATHWAY	1	1	1	0.03019729582617514	1	1	1	1	1	1	1	0.014341284178489344	0.02119044539433057	0.05994537150841861	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09786066309585417	1	0.09949294291073807	1	1	1	1	1	0.01762282004395954	1	0.0714180476396935	1	0.006348731176869737	1	1	1	0.05181137618007581	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ABC_TRANSPORTER_DISORDERS	1	1	1	0.03692268202063431	0.04089205680214292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06291334938752668
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	1	1	1	1	0.001502667941160718	1	1	1	1	0.00015785103263232791	0.005261285574178265	0.0006094197610296836	0.0009204111358727118	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006076588954617379	1	1	0.0050660389608198075	1	1	1	1	0.004409998676769389	1	1	1	1	1	1	0.003149545529728681	1	1	1	0.0077508977650665445	1	1	1	1	1	1	1	1	1	1
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	1	1	1	1	0.007338225878931404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007081686973868129	0.016515324372471607	0.011359177400468656	1	1	1	1	1	1	0.035620115584652945	1	1	1	0.040342356379349464	1	1	1	1	0.005631223577047706	1
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	1	1	0.01201533696602386	1	1	1	1	1	1	1	0.02174223719768842	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00021942752127257492	1	1	1	1	0.0006994754689677585	1	1	1	0.03148883499832167	1	1	1	0.0032145807618160216	1	1	1	1	0.004939506389372128	1
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	1	1	0.015396252544175093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021171575830712497	1	1	1	1	1	1	1	1	1	0.02342139828779577	1	1	0.018599983442378787	1	1	1	1	1	0.013168316521945611	1	1	1	1	1	0.04520478236495584	1	1	1	1	1	1
