	ARX	ASCL1	ASCL2	CCDC17	DPF3	ETV1	FEV	FOXD4L5	FOXP2	GATA2	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	ZNF846
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.0002798785849583707	1	1	1	1	0.0007082039912045257	0.0008633938238754579	1	0.010827602913923595	0.0030256612399447436	1	1.3218155040517487e-06	0.05034808098720045	0.007323687613054353	1	1	1	0.0411732300273312	1	1	1	1	0.034208710129993936	0.00232462130336597	1	1	0.041977981581667656	1	1	0.0013633887408349699	0.0039036409939514627	0.006567178319488831	1
REACTOME_INSULIN_PROCESSING	3.392057356088607e-05	1	1	1	1	0.00010884638423191983	9.651080866590611e-06	0.00044045177241092137	1	2.084914627697998e-05	0.016978143692942482	1.744394145797301e-07	0.0007914422031343182	0.011489328310482438	0.0015197147388971155	0.01763766059381533	1	0.006281180970346467	1	0.008207876216125731	1	1	0.0047345606107258575	1	1	0.01099909268100141	1	0.008428784818612312	0.004813586994573349	0.00024778283667059586	0.006188259719021039	0.00102598843634083	1
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	2.2225195079661475e-05	0.0002948427770540496	0.001990133085120971	0.011450504035942055	1	0.0034640269411470026	2.8904878490720876e-11	0.0006403418316572873	0.0008895938084938493	1.2928501591513708e-07	1.3237642423336027e-06	1.96285687703579e-09	0.0003040032683738758	5.147042880793151e-08	1.1242855157966858e-07	0.0013590051853815677	1	0.0008302083797974147	1	6.769605213508001e-06	1.9158009179065516e-08	9.221324970276612e-08	0.0025545264339783547	3.76067844545247e-05	0.018180250078638438	0.0004392046803266547	2.3185201836528613e-05	9.89332314627056e-07	9.88493403186741e-06	1.037531516256962e-08	2.0406279983897768e-05	8.772222771191718e-05	0.0010864049147502053
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.0001244324981297673	1.020395066064772e-05	0.0029593062206871856	1	1	3.461879588306793e-05	0.0004956526214855428	0.011503132252623227	0.02414155692533604	0.07367275294476694	0.0021870846249847364	0.0023331645769349985	0.017434112414115188	0.00033932200038722105	4.258178753080433e-05	0.0023167879749291798	1	0.00012133568533090333	0.01722216816165123	1	1	0.0021239728187059104	4.650331805189367e-06	0.0007043638299666366	0.01394861033356154	1	0.0014782845489761387	1	4.812406256937685e-06	9.215997484335325e-05	8.096808855384552e-06	0.0027546496105446128	0.0005190306818665391
REACTOME_ION_CHANNEL_TRANSPORT	6.209591741423992e-05	0.004577014559133397	0.0041876592767824405	1	1	0.006363698759009884	5.247673273645059e-05	0.003497031906265602	1	4.266869973679199e-06	1	0.029784207347514746	0.0006746443565376348	0.016121058115319276	0.0001865677133339183	1	1	0.046066014683636025	0.02155122993418046	0.024859316716964286	0.0008228683030289119	1	0.002451743773060011	0.0014180472963862822	1	1	0.016314851720093948	0.002485244390242891	0.0025435923836384378	0.002191728005924376	5.6326259277539314e-05	0.03681672806344172	1
REACTOME_MUSCLE_CONTRACTION	7.019538821873006e-06	0.00033225554504645594	4.9242531620641294e-05	1	1	4.8309650936273485e-06	7.629350862181639e-08	0.006656043357500363	0.05320617832712604	0.004900412994762182	1	0.048685831473034624	0.00523121964312101	3.355767087542816e-06	3.2068682465080656e-07	2.4777129879471893e-05	0.0010786429778230078	6.6209044923271065e-06	2.2544623579312528e-05	8.612248816164403e-05	0.00029353303544588094	0.003997290276893994	6.250199012980406e-05	0.010263338514520659	0.021262711346222707	0.007268347898746419	0.0001705802999543149	0.00039166574150206745	8.068829049356907e-09	3.8963905554911804e-05	6.242370076070536e-06	1.0054133538828225e-05	2.1238553293834173e-06
REACTOME_NEURONAL_SYSTEM	7.288795123017167e-10	0.0	9.099326847561429e-10	0.02291013422789212	0.003034587832694391	2.4485968808107827e-11	0.0	3.329019615527784e-08	4.4075336260718245e-06	2.4953799027116474e-09	3.872191456366636e-11	1.3131606912963889e-11	3.042841512090888e-08	1.2034373497726847e-11	1.8543833135709065e-11	6.940388375120676e-08	0.00010239492329700006	1.6019682247403466e-08	3.532294722607965e-06	4.730749125769762e-11	2.3818662020502757e-07	4.454114810314991e-08	2.622688813902485e-07	2.1938261207665732e-09	1.6703315952604214e-08	7.309524527876476e-07	1.547251216038603e-11	8.43636271952164e-12	2.4722779379260373e-11	1.573463581650003e-11	1.1375100861243936e-10	6.486200465616321e-11	4.0802922962601684e-07
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	3.5313759169985914e-05	1.1839581560701973e-06	7.353753432526311e-06	0.003464155278580461	0.0004088885147432997	1.8926521216933168e-07	4.0223318154009036e-07	0.00010517053658154474	1.1514077491114882e-05	0.00030773924299731803	3.3424718848262813e-07	1.1567643848353626e-06	0.0004080117081617374	6.658625831823528e-07	0.005424974613785438	0.019757004232740294	0.029208673655503725	0.0006555962783916236	0.030469129733746825	3.808448741149384e-06	0.0070332583069394605	0.00013084456362344454	0.0002934326338316362	2.810135539210723e-05	0.0040636152181554586	0.007268347898746419	1.3696630667414667e-06	4.264878113002801e-06	8.068829049356907e-09	9.613898690918887e-06	6.242370076070536e-06	6.94269104428713e-08	0.0003715900355998336
REACTOME_PEPTIDE_HORMONE_METABOLISM	4.993683032861185e-06	1	1	0.00806716646113148	1	5.0552294517114404e-06	1.3235260565291895e-07	0.00021015467703333623	0.024215878436987692	1.9016020980089365e-08	1	0.0	0.0005396240131335661	0.0010269542490186634	0.0015094660496385304	0.030862617992787555	1	0.008820689595034792	1	0.013044295803644967	0.03837124214204324	1	0.005797459223306656	0.02100827653446835	1	0.09908210859144884	1	0.0028893418387151426	0.02833271501759904	4.983631496369156e-07	0.0002661294605188491	2.0592489881843257e-05	1
REACTOME_PHASE_0_RAPID_DEPOLARISATION	0.0003009403698122082	0.005236956482490562	0.004978278771988087	1	1	9.192834114157833e-06	1.2979561404113937e-05	1	1	1	0.038769295616478905	0.030001087903902213	1	0.006171153419363806	0.0077818373863244306	1	0.0236942949758574	1.7537516561194622e-06	0.001792646752163285	0.0004590334906322546	0.0003869517569315972	0.003589798330462801	0.00018299282024647479	1	0.0013007021335794677	0.025488253726309473	0.0029248085055336714	0.027886542535112024	0.00018813158908626004	0.0020053063608039823	0.0002863557535183192	0.0006730840518949233	0.0010467858998378654
REACTOME_PHASE_2_PLATEAU_PHASE	0.00039107408240179886	1	1	1	1	0.07460542296169126	9.478303336873939e-05	0.044297896743985654	1	0.0403326608140413	1	0.007336528862306624	0.05849918455965919	6.407874633940214e-05	0.0011281262248149515	1	1	0.0003831974915162739	1	0.05701451729275908	1.6318524681535607e-06	0.014368687493430121	0.03990099043981199	1	0.007269320710218352	0.009472803538248975	0.0488681926344634	0.0005741869608656414	0.003856516233777807	0.001882767089781856	0.004966708782858209	0.0007593415577792362	1
REACTOME_POTASSIUM_CHANNELS	1.9334746834687166e-06	1.326228016296227e-11	1.6837792438106902e-07	1	1	3.30774296841696e-11	9.069925033244886e-09	1.0197129709288433e-05	0.005563450062822106	6.69857307189492e-06	9.216756603480647e-07	8.131170465830451e-07	3.520013906677111e-05	3.1544654666149086e-09	2.4867108372461644e-11	5.21436271938569e-09	1.844302134679232e-06	2.1572972852546002e-08	1.2717806252560138e-07	0.00019885188296686618	0.00161454796433258	0.00010860219042996277	7.431548232350593e-08	3.127885176756884e-06	9.419166152602187e-07	2.4083718254130915e-06	2.3346058908302325e-07	4.809434307917471e-06	6.556264420254365e-10	3.091271683075547e-11	2.029559731386854e-08	1.2780438305437514e-06	1.5950364073979983e-06
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	0.010097114684384012	1	1	1	1	3.131531267253074e-05	3.85400092749455e-05	0.00036754188311727276	1	0.008309849203381847	1	1.9915002115178382e-05	1	0.000797073146859395	3.619878451255332e-05	1	1	0.009993667028217357	1	0.0005557990501295906	1.389356060421676e-06	0.002816171819799984	1	0.006943388060948963	0.0013961351508731124	1	1.2170194453431371e-05	3.8700257776191904e-07	0.00031557321960185014	0.0014456790214932846	0.00041157737707786524	0.014138139605389122	1
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	1	1	1	1	1	1	1	1	1	1	1	1	0.0023957261907483485	0.002971054052110511	1	1.542290295475368e-08	1	0.001921087195878024	0.0003236037685502291	1	1	1	1	1	1	1	1.972305132547092e-07	1	1	1	1	0.0027483113876214382	1
REACTOME_REGULATION_OF_INSULIN_SECRETION	1.4060246156355483e-05	0.0004980887730384742	0.003929233606667859	1	1	0.0005181611195643754	2.057101156083263e-10	0.0006361256046312214	0.0020446586092448538	6.397425491577735e-07	2.397041751811546e-05	3.9121966777244666e-09	0.0014261949561923393	1.0793763816074886e-07	2.1180102138806944e-07	0.0028822879522294453	1	0.00011206138208486038	0.07426587978735377	2.7300126483109644e-05	2.4246614216405504e-07	9.76308324185382e-08	0.0004686801044077038	3.3641531713701767e-06	0.061157930153050266	0.010997008083191373	1.5596649064475443e-06	3.452500113132473e-06	6.397425491577735e-07	1.06401926158739e-08	1.3002330749078972e-05	0.00034174189654079257	0.0001897174897421694
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_	2.525071180414784e-05	1	1	1	1	6.593782742692067e-05	8.102167997936505e-05	1	0.0034907743013672388	0.0005367704769407844	1	2.570451218542047e-08	0.017198282553129718	0.0013461113458096419	1	1	1	0.013913361923713397	1	1	1	1	0.011457970200697831	0.0004089296505417339	1	1	0.014199247526030745	1	1	0.00013052105711774953	0.0006987969594095533	0.0012009817088148855	1
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	8.689087227509162e-09	2.643576126448721e-06	1.3487188140315354e-05	0.007383954663083947	0.0009035971548300159	3.6420836346806595e-09	3.4329084019901757e-10	7.181896252150821e-07	2.299059849830698e-06	9.298803219426333e-06	1.0807500228082745e-08	1.9347856650142603e-11	5.570923217845802e-06	1.1195452009893359e-08	1.3164306210455834e-05	0.004319837441521868	0.06678381264730393	2.753375245712064e-05	0.019357422104767763	1.2074797828276473e-09	1.3487188140315354e-05	4.337783280128349e-06	3.994691731790123e-05	9.79708851822636e-08	6.885549967639015e-05	0.0010400430218570067	9.493753005962446e-09	1.4411164483973948e-09	6.274869512878922e-11	3.821017025007478e-07	7.2742275536441525e-09	5.530677693599273e-09	0.0006561407904012162
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	3.897530742591471e-09	4.1724411087740165e-05	0.008496338475633913	1	1	1.0536611549927244e-07	6.475859848364962e-10	0.00021672244149861797	0.020873821804846537	0.00014665686127723898	0.00013484201826818865	1.064990753363304e-06	8.140822673752268e-07	2.7663618854534278e-06	0.0001389801220061937	0.028312906180124053	0.010922224058189878	9.999700061436023e-06	1	1.3661384579144453e-08	0.00026140738110980166	0.0052286258233498195	0.003302064468205912	7.196257510033721e-05	0.007783502521628627	0.0020381345644144844	0.0003251866444401452	7.70763073920655e-07	3.992609182712492e-06	1.0103043329712236e-06	5.51759596594259e-05	1.7822039504178377e-06	3.818432770907876e-05
WP_DOPAMINERGIC_NEUROGENESIS	0.06705712455695578	1	0.025293332187380724	1	1	1	0.002406574325848232	0.0615019078401251	1	1	1	0.012209554777852683	0.08063789030976976	0.0971111060484724	1	0.0014770576828805337	0.012505996071127679	0.0007857739582117773	0.0006661790841755444	0.011011978968528569	0.025293332187380724	1	0.006391232271854785	0.005020837376329967	0.010367541439895933	1	3.4458689887051364e-06	0.07997264727509501	0.0005482784498781479	0.0037481612265625186	0.06580826440214682	0.001539915164667005	0.041085638943586744
WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS	0.03514816714050495	0.013263261288488426	0.0006539703617717274	1	1	2.9981436094894676e-05	0.0006013224573263587	0.0026828544767667495	1.1571456455361506e-05	0.0023152494234380816	3.772201641050188e-07	0.004447959297663062	0.04265201987434564	2.5992387468587452e-05	0.0584293108663656	0.0005083732401166552	0.006239549444367665	0.03480524320178313	0.006402063985100792	5.831495512031992e-07	0.012811888474290711	0.010251269879584024	0.002276475523835586	9.140742065705254e-05	1	0.006732872387816169	0.0031315992907975376	1	0.029185177552423225	3.973007684732188e-06	1	0.00037880071774953894	1
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION	1	0.010521867923212747	0.010015390519190426	1	0.0007240494058925462	0.07420531757212323	0.0005473968971799748	0.03623491021888714	0.05339720233135192	0.0006180794944177226	2.7818001707702322e-06	0.0564117580363559	1	0.014814708750311989	0.018474353556567236	0.06307540515819854	0.037704218934058065	0.040448899147213946	1	0.00018116948184432324	0.07329812339816466	0.007279734446954733	0.03130726497931291	0.02504999370320482	1	0.040488024070073125	1	0.0001909790541836376	0.031782921258648344	1	0.00684787757234373	0.0021242031512369586	0.002677536744347675
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS	1	2.551548651053004e-05	0.004978278771988087	1	1	0.040120163499528294	1	0.002400514733930992	1	0.0019876378658009175	1	1	1	1	0.0077818373863244306	1	1	1.7537516561194622e-06	9.62720535478967e-05	1	0.046976048080070165	1	1.3961567129849861e-05	0.012824984756698687	1	1	0.0029248085055336714	0.0041280833815853235	0.0019876378658009175	0.00026241570258755953	0.0208470802336016	0.005371664122695741	0.0010467858998378654
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	0.02782634044849397	0.002444550590499639	0.0003851050442008619	0.0246145276602332	1	3.863275406656985e-05	2.6701101439874364e-06	0.006391408600670556	1	7.378436555849355e-06	0.007115668203505621	0.0012600788038376054	0.0041477476480303865	0.00013603217195612416	2.2130204223591576e-06	3.0972109135385395e-05	0.01354312126539603	1.8264237805154515e-05	0.00033537660831406413	0.0002187694466380119	0.045181728055124104	0.031445211709455356	6.971157855528709e-06	0.0029015024709251325	0.009690404147989051	0.07095274103214189	7.64126193431025e-08	0.0010316735653016496	0.0011386084437827737	4.960178800417214e-05	0.0020213479218262886	3.6365305509100665e-06	0.008109148165670987
WP_SYNAPTIC_VESICLE_PATHWAY	7.998650854434963e-06	0.07084089964460527	1	1	1	0.00033590620731749343	5.4713079674084675e-05	0.0006563981458111989	0.005491043696224107	0.0005184991886902912	0.05694419435568543	1.6499355763865964e-06	1.6004955041726276e-05	0.0021327081299736816	4.594538716151675e-07	1	1	7.7223815500016e-06	0.03605291250926679	1.4565995368864826e-05	0.0008785228962217007	0.0559196867979721	0.0005046507406658574	2.2131256456336956e-06	0.029394953129148194	1	0.006336639801382549	0.001291625030558019	0.0005184991886902912	0.00011842597214184458	0.005990138404328826	0.00023145317171591184	0.018356368698495773
