	ARX	ASCL1	ASCL2	CCDC17	DPF3	ETV1	FEV	FOXD4L5	FOXP2	GATA2	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	ZNF846
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.271061978032	1	1	1	1	1	1	0.075517361009	1	1	1	1	1
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0030101805071	1	1	1	1	1	1	1	1	1	1	0.0384883512786	1	1	1	1	1	1
REACTOME_REGULATION_OF_INSULIN_SECRETION	1	1	1	1	1	1	4.01558488274e-05	1	1	0.124829125162	1	0.000763621669525	1	0.0210643539	0.0413314867167	1	1	1	1	1	0.0473148429819	0.0190532427315	1	0.656245359139	1	1	0.304287503918	0.673472292069	0.124829125162	0.00207675279477	1	1	1
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_	1	1	1	1	1	1	1	1	1	1	1	0.00501672393872	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.00169597080141	0.515703543595	1	1	1	0.000710905588821	6.7012088461e-05	0.140133877862	0.448500595505	1	0.00210939708702	3.77704987953e-06	1	0.00218510593239	1	1	1	1	1	0.000235698846128	1	0.846119331055	1	0.0191195080977	1	1	0.00185300969921	0.000281303048494	1.22491100274e-05	0.0745614157175	0.00141983465351	0.00107952191766	1
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	0.000760762923177	1	1	1	1	0.0205626189041	0.000126411374584	1	1	1	1	0.207790345889	0.158841289763	0.539650811167	1	1	1	1	1	0.002666388058	1	1	1	1	1	1	1	0.15039052022	0.778806332398	0.19712148871	1	0.347691950891	1
WP_DOPAMINERGIC_NEUROGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.672182217758	1	1	1	1	1	1
WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS	1	1	1	1	1	1	1	1	1	1	0.0736092339428	1	1	1	1	1	1	1	1	0.113787639328	1	1	1	1	1	1	1	1	1	0.774986798007	1	1	1
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION	1	1	1	1	1	1	1	1	1	1	0.542659668313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.342144671847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	1	1	1	1	1	1	0.520877076559	1	1	1	1	1	1	1	0.431720450035	1	1	1	1	1	1	1	1	1	1	1	0.0149125339658	1	1	1	1	0.709363468444	1
WP_SYNAPTIC_VESICLE_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	0.321894181275	1	1	0.0896536934221	1	1	1	1	1	1	1	1	0.431738764076	1	1	1	1	1	1	1	1	1
