	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
KEGG_ABC_TRANSPORTERS	1	1	1	0.05275245101771309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08113682078308959	1	1
KEGG_ACUTE_MYELOID_LEUKEMIA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006001817777985252	0.06428899431104051	1	1	1	1	1	1	0.04629409089679615	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	1	0.03279123371901027	0.06943434811012328	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.054503273849981326	1	1	1	1	1	1	1	1	1	1	1	0.09388370652084077	0.08893262966777837	0.03013844043516556	0.03714126940078444	1	1	0.0555887142266267	0.014691268166501903	1	1	1	0.02025099980113132	1	1	0.05372458813949743	1	1	1	1	1	1	1	1	0.020902086674347675	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	1	1	1	1	1	1	1	1	1	1	1	0.07486505518579856	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.031188480514972472	1	1	1
KEGG_ALZHEIMERS_DISEASE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.054363135606182666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.007715016174634104	1	1	1	1	1	6.642603839690508e-05	1	1	0.0006975147588041963	1	1	1	1	1	1	1	1	0.03029429336747258	1	1	1	1	1	1	0.021935940247632124	1	1	1	1	1	1	0.06616997353296228	1	1	1	1	1	1	1	1	1	1	1	0.029839316817698913	1	1	1	1	1	1	0.0005594505786991055	0.02122012761960812	0.0014082546114722039	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1	1	0.02081329803468135	1	1	1	1	1	1	1	1	0.04545900496570199	1	1	0.013494783831473511	1	0.0773198263396162	1	1	1	1	1	1	1	1	1	1	1	0.09582388602789083	1	1	1	0.0018918460003827242	0.012664289314895494	1	1	0.06622352283023591	0.020452774710171373	1	1	1	1	0.0003588891085644086	1	1	1	0.021085212165987466	0.05572675947661876	0.0709092836895947	1	0.08867347219275468	1	1	0.028856437546651015	0.06921019160756348	0.021784106797879343	0.08545934413112144	1	1	0.036458518543959206	1	1	1	0.0004486385866342424	1	1	1	0.009942710018540746
KEGG_AXON_GUIDANCE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08390509762458731	1	1	1	1	1	1	1	0.0711258620975943	1	1	0.028371130960141988	1	1	1	0.09599724738350568	1	1	1	0.00232552706953848	1	1	1	1	1	0.06942410109910768	0.02452917886309469	1	0.006923690093935786	1	1	1	0.03722160596542845	1	1	1	0.08390509762458731	1	1	1	0.03884759754890488	1	1	0.06070140527980117	1	1	1	1	1	1
KEGG_CALCIUM_SIGNALING_PATHWAY	0.0727391502301824	0.006808534621269624	0.041173075494660205	0.017167419563853037	0.059904070243294805	1	0.029308016088991917	1	1	0.00026997708459619574	1	1	1	0.0015050889889528518	0.0001587267238475354	0.09321553185380871	1	1	0.0004745506436271141	1	0.0074944481186390854	1	1	1	0.02677895726345425	0.041524011994165555	0.010449698730804147	0.008977674034521321	0.03698567309149292	1	0.008305871834507261	0.022734625031900824	0.0012047945653739234	0.0019778633674392143	1	0.00231475911766732	0.018514044604071245	0.013097757606265636	1	0.08316672430277772	1	2.166301863004705e-05	0.0006766326410012624	0.0019834394120139542	0.026336569254090114	0.057504867516023905	0.016535922640081524	1	0.08830575832733645	1	0.003983231243516405	1	1	0.0001146452431567413	0.0004745506436271141	0.03946408426626413	0.00361401221611235	1	0.06892338442209067	0.0008924743109013367	1	1	0.03455438480447459	1	1	0.012530437442699993	1	0.005561066097028777
KEGG_CARDIAC_MUSCLE_CONTRACTION	1	1	0.025750377402791513	1	1	1	1	1	1	1	1	0.010352861013610104	1	1	0.003967616036023247	1	0.08649086854335974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012639004303651835	0.016439463090039297	1	1	0.07420061281095958	0.005117684103989384	1	1	1	1	0.00048599303712837383	1	0.07959417992122175	1	0.023824884666610258	0.06254320296229232	0.07939458412502765	1	0.026193812944120043	1	1	0.007975162301428362	0.08069752458591672	0.02797001464811233	0.0992356161906669	1	0.015622836978336219	0.010789026560314219	1	1	0.04005059418168866	0.0005753300660259475	0.09561792622693721	1	1	0.011270643407727765
KEGG_CELL_ADHESION_MOLECULES_CAMS	1	1	0.040781696480922114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06413330201212442	1	1	1	1	1	1	1	1	1	1	1	1	0.06430436776355686	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0706539557326834	1	1	0.04160162037981152	0.0956563079047863	1	1	1	1	1	1	1	0.013281652632178953	1	1	1	1	1	0.04957573846817931	1	1	1	1	1	1	1	1	0.07457617898366331	1	0.05054701070983536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_DILATED_CARDIOMYOPATHY	1	1	0.009015323018303323	1	0.03837124214204324	1	1	1	1	1	1	0.07293888714851404	1	1	0.00031774566872766474	0.03337405537070537	0.01843845055426152	0.024215878436987692	0.02833271501759904	1	1	1	1	1	1	1	0.0044852928413808835	1	1	1	0.05768337386997813	1	2.8148477505540725e-05	0.006933506856571903	1	1	0.00169920936736645	0.008820689595034792	0.03033224587107708	1	1	0.0027534683940064753	9.180571776457036e-06	0.0043244128993494835	1	1	0.03033224587107708	0.011168221490524877	0.0019634912387621606	1	1	1	1	0.0028893418387151426	0.02833271501759904	0.003300238124116728	0.03763588083964109	1	1	0.0008148390105381376	1	1	1	0.0009402588039000292	1	1	1	0.014450195532340615
KEGG_ECM_RECEPTOR_INTERACTION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0659808991894607	0.07686045285988985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06962724029776335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	0.02340036301249082	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07399874615183522	1	1	1
KEGG_ERBB_SIGNALING_PATHWAY	1	0.05259577389232761	0.007840123261873	0.03688314111291735	1	1	1	1	1	1	1	1	1	1	0.08493742093244694	1	1	1	0.025411160085890505	1	1	1	1	1	1	1	1	1	1	1	0.05211780178339398	0.04852594571900404	1	0.0239173436617377	1	1	1	0.007669478652701955	1	0.013762905908134115	1	0.046439388333952336	1	0.02616543062321597	0.09931507044170407	1	1	1	1	1	0.035589360913971024	1	1	0.047824706425909747	0.025411160085890505	1	1	1	1	0.059727752881674534	1	1	1	0.008629849888468821	1	0.06732240333154316	1	1
KEGG_FATTY_ACID_METABOLISM	1	1	0.021440639592273936	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02796370994993569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028233183527789585	0.03724397794562939	1	1	1	1	1	1	1	1	1	0.046976048080070165	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07486505518579856	1	1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	1	0.06259402629950994	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_FOCAL_ADHESION	1	1	0.02330276332831993	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08183155450768642	1	1	1	1	1	1	1	1	1	0.0589355874776778	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023653264383625805	1	0.015767837792038275	1	1	1	1
KEGG_GAP_JUNCTION	1	0.05585953669735588	0.03890861034783899	0.04015539026884751	0.0065280839257800816	1	1	1	1	1	1	1	1	1	0.02887998498633093	1	1	0.003440373353934323	0.02833271501759904	1	0.0010896681998161517	1	1	1	0.04236132347854493	1	0.0005437347446609619	1	1	1	1	0.053752402515917064	0.021134760579915257	1	1	1	0.014544397903355377	1	0.03033224587107708	1	1	0.013044295803644967	0.03837124214204324	0.0005187529098229504	1	1	1	1	0.0019634912387621606	1	1	1	1	0.05298441939085119	1	0.04519843856166206	1	1	1	0.0008148390105381376	1	0.03174874408712203	1	1	1	0.07293888714851404	1	1
KEGG_GLIOMA	1	0.031014221287575694	0.06459601504689205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0829151688895039	1	1	1	1	1	1	1	1	1	0.08017236695425156	1	1	1	1	1	1	1	1	0.0654206370113315	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCEROLIPID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05122404845470685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06183839670594771	1	1	1	1	1	0.033905384080731626	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023518639439553235	1	1	1	1
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07596314281365024	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08533464491076992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06813510198296613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	1	1	0.018574053053724393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0048589548201855015	1	0.02370774098973394	0.02267914432155549	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GNRH_SIGNALING_PATHWAY	1	1	0.055278152327545405	0.053358982429787094	0.05104736466637916	1	1	1	1	1	1	1	1	1	0.04410218784246489	0.047676716283421294	1	0.032556727723276224	0.0018749962653490382	1	1	1	1	1	1	1	0.006737719655620533	1	0.0344011348066392	1	1	0.021706521127047074	0.03269046812092258	1	1	0.04127414020703368	0.002590738904685863	0.014057794117314115	0.03746073076304657	1	1	0.0009870182058032695	0.0014799902669681009	0.006500224386179365	1	1	1	0.09548287622134577	0.0029878553843339928	1	1	1	1	0.02131034122388853	0.009577811650076984	0.06759826097055033	1	1	1	0.00160484723503318	1	1	0.06210936601233086	0.08614743278800674	1	0.09522009220530114	1	1
KEGG_HISTIDINE_METABOLISM	1	1	0.0631585447036822	1	1	1	1	1	1	1	1	1	1	1	1	0.057901410521441043	1	1	1	1	1	1	1	1	1	1	0.019451221346293734	1	1	1	0.0792050870549017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.044715051372286374	1	1	1	1	0.06375255455172057	1	1	0.0753947782528166	1	1	1	1	1	0.08568896588149788	1	1	1	1	1	1	1	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1	1	0.03016604227285724	1	1	1	1	1	1	1	1	0.06015880100971849	1	1	0.02121207664981406	1	0.09405153043717096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0033832801576439975	0.0199492254046697	1	1	0.08079285261533542	0.029658639781465768	1	1	1	1	0.0006099653973313801	1	1	1	0.026116355011996495	0.06818988157728956	0.08639956466893617	1	1	1	1	0.04140107522305647	0.09044152963335206	0.03364750737985589	1	1	1	0.05188871826589447	1	1	1	0.0006935420410562054	1	1	1	0.012386296622566406
KEGG_INSULIN_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09919954842093781	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028790840765778203	1	1	1	1
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004290158172440051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08393569230707454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_LONG_TERM_DEPRESSION	1	0.03553006864265695	1	1	1	1	1	1	1	1	1	0.006802697900340937	1	1	0.010777128327831731	1	1	1	0.06060353570677257	1	0.010960231625253614	1	1	1	1	0.03669820174539029	1	1	0.08721039081985449	1	1	1	1	1	1	0.09859562731698723	0.0600668724122988	1	1	1	1	0.023377809940821392	0.02010722469499382	1	1	1	1	1	1	1	1	1	1	0.004794293176571207	0.06060353570677257	1	0.07508009878026134	1	1	0.030586075552941572	1	1	0.032115772907459594	1	0.07779913776818104	0.03958106301115316	1	1
KEGG_LONG_TERM_POTENTIATION	0.013168316523177848	0.03553006864265695	0.017318896544836093	0.021087264953532747	0.02010722469499382	1	0.004953383187972005	1	1	0.0012140476390515298	1	0.03958106301115316	1	0.037986295552980165	0.002156890532350131	1	1	0.08403601578009257	0.012356072740065782	1	0.010960231625253614	1	1	1	0.026737026801857633	0.03669820174539029	0.09530062849682563	1	0.08721039081985449	1	1	0.09829057465777624	0.0077016546618254855	1	1	0.09859562731698723	1	0.0170150126661327	1	0.0614843826725372	1	0.0046021432554052	0.002656006609349726	0.014769165232669912	1	1	1	1	0.06435361522960226	1	0.07795190886248116	1	1	0.0007877687678817802	0.0020072282769253436	0.0645330181913426	0.016714505876127883	1	1	0.0011585998813080645	1	1	0.032115772907459594	1	1	0.0009276995501091845	1	1
KEGG_MAPK_SIGNALING_PATHWAY	1	0.0009013355502932585	0.004776444325604312	1	1	1	1	1	1	1	1	1	0.01373380462680951	0.009481246494858153	0.0006224900356904817	0.003371047074112621	0.006289958724286726	1	0.05611021898246671	1	1	1	1	1	0.07282518174858033	1	0.003708623115840859	1	1	1	0.011504422507765288	1	0.0027282806782875646	0.0005312942995022718	1	1	0.06534842073311797	0.013463451084299582	0.04671085353252025	0.06793401461319848	1	0.0002767541934274309	0.006628388525217965	0.00015000243843832362	0.0006198651529768506	1	1	0.0024840676735129463	0.07326173688022286	1	0.014352443919560476	1	1	0.00030411909324268294	0.0023164570472504753	0.013356877025311964	0.03458102456169754	1	1	0.037774938563697846	1	1	0.022097069087815502	0.040440346265064764	0.09973183231566984	1	1	1
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1	0.004982959041681889	0.04840357561995656	0.018539021404908262	1	0.0001535826793502837	1	1	0.000265283789562365	1	1	1	8.637139830236507e-05	0.01005017893909721	0.011599741627833615	1	1	0.012725129122945211	1	1	1	1	1	1	1	1	1	2.8719787609765568e-05	1	1	0.06100383604387316	1	0.009269531562566824	0.07952537234384405	1	3.473314979041131e-05	1	0.04794062483145767	1	0.009010960029162574	1	1	0.017915182798212137	1	1	1	0.0025710287583790015	1	1	1	1.090498751743496e-06	1	1	0.0580027711713047	1	1	0.04747934767122941	1	1	0.0007593415577792362	1	1	1	1	1	0.029336336795618534	1	1
KEGG_MELANOGENESIS	1	1	0.055278152327545405	0.010362415540350112	0.009737509756067908	1	1	1	1	1	1	0.09522009220530114	1	1	0.04410218784246489	1	1	1	0.04069949592699895	1	1	1	1	1	0.052094975708708136	1	0.03924457103539414	1	1	1	1	1	1	1	1	0.007229824035422161	0.00026828870600525967	0.054402866788547444	1	1	1	0.0009870182058032695	1	1	1	1	1	1	1	1	1	1	1	0.07436985755422953	0.009577811650076984	1	1	1	1	0.00160484723503318	0.06628451685748415	0.03918921182854107	1	1	1	0.023504341341543333	1	1
KEGG_MELANOMA	1	1	0.018155227093489046	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09760602138145291	1	1	1	1	1	1	1	1	1	1	0.07859938083373585	1	1	1	1	1	1	0.012709844627585398	1	1	1	1	1	1	1	1	1	1	0.06727885269305411	0.07761935353884586	1	1	1	1	1	1	1	1	1	1	1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.0005300940568577772	1	1	1	1	1	4.310800992579633e-05	1	0.002124346040336622	8.300035927444327e-07	1	1	0.06874881478255168	0.004029310693106636	0.002218584479230401	0.031239019701970294	0.02704251865018814	0.011226524547190087	0.008384400468466224	1	1	1	1	1	0.07606340077325635	0.006264560882035752	1	1	1	1	0.07404962975622409	1	1	0.07159723887267821	0.0430019234505602	0.055682764336516866	1	0.09041305413159961	1	1	1	0.026355295640017595	1	1	0.0025375919696564164	0.040340212319128654	1	1	1	1	1	1	0.0009922908629640403	0.01077181629221391	0.0607631076273466	0.01526200135476885	0.0379343308356106	1	1	0.002294118027307279	1	1	0.09575360259245314	1	0.033750081327672654	0.07354510268000447	1	1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1	0.09985848397791308	1	0.08994297874487622	0.08626937453105032	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08898121518583146	1	1	1	0.03283729937431257	0.05573354228521943	0.03607918338082694	1	0.046649201559908815	1	0.06566019627383757	0.07717867902010977	0.05997319667997414	1	1	1	1	1	1	1	1	0.0784935426795188	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04840646658642478	1	1	1	1	1	1	1	1	1	1	0.04057046743637649	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025662566393198305	0.03633362814926966	1	1	1	1
KEGG_NON_SMALL_CELL_LUNG_CANCER	1	0.021977064330680474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_NOTCH_SIGNALING_PATHWAY	1	1	1	1	0.057444259300436507	1	1	1	1	1	1	1	1	1	1	1	1	0.041596785120848745	1	1	1	1	1	1	0.012616794781389884	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029170678178584986	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_OOCYTE_MEIOSIS	1	1	1	0.06983415087343126	0.0668923923821052	1	1	1	1	1	1	1	1	1	1	1	1	0.04315003922258642	0.057180548554292665	1	1	1	1	1	1	1	0.05178328766004381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03141124326824851	0.0668923923821052	0.050502205531441025	1	1	1	1	0.02924165943088619	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06489778603684959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06374231665162555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PATHWAYS_IN_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03738866873718916	1	1	1	1	1	1	1	0.023307754122051105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	1	0.04126228734031634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09662514264270672	1	1	0.012825991105896217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07426587978906363	1	1	1	1	1	0.07371009552823216	1	1	1	1	1	1	1	1	1	1	1	1	1
