	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_RENAL_CELL_CARCINOMA	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	3	0	4	0	0	0	4	0	0	0	0	0	2	3	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_TASTE_TRANSDUCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0
KEGG_TGF_BETA_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
KEGG_TRYPTOPHAN_METABOLISM	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	2	0	0
KEGG_TYPE_II_DIABETES_MELLITUS	0	0	3	5	4	0	0	0	0	0	0	2	3	6	5	4	2	0	7	0	0	0	0	0	0	0	2	2	2	0	7	3	5	7	0	5	2	4	0	2	0	4	3	4	3	4	0	2	0	0	4	0	0	6	7	6	4	0	0	4	0	0	2	3	3	2	0	0
KEGG_TYPE_I_DIABETES_MELLITUS	0	0	3	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	3	0	0	3	3	0	0	0	0	3	0	0	0	2	2	2	0	0
KEGG_TYROSINE_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0	2	0	3	0	0	0	0	0	0	0	0	0	0	7	0	3	3	8	0	3	0	0	0	2	0	5	0	5	0	5	0	7	6	0	0	0	5	2	0	0	6	6	3	4	0	0	0	3	0	0	0	0	6	6	6	0	0	0	9	0	2	0	0	0	0	0	2
KEGG_VEGF_SIGNALING_PATHWAY	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_VIBRIO_CHOLERAE_INFECTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
KEGG_WNT_SIGNALING_PATHWAY	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	5	2	3	0	7	0	3	0	0	2	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	5	4	0	0
NABA_COLLAGENS	0	0	0	2	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0	0	0	0	3	0	2	0	3	4	3	0	0	0	0	0	0	2	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	2	0	2	0	0
NABA_CORE_MATRISOME	0	0	10	0	0	0	0	0	0	0	0	0	0	10	11	11	5	6	9	0	0	0	0	3	0	4	6	0	5	0	11	10	10	0	0	5	4	9	0	4	0	0	0	5	7	0	0	5	0	0	8	0	0	10	0	15	9	0	0	8	4	3	0	0	0	0	0	0
NABA_ECM_AFFILIATED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NABA_ECM_GLYCOPROTEINS	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	8	7	0	2	0	3	0	0	0	0	0	0	0
NABA_ECM_REGULATORS	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	7	9	10	0	5	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NABA_MATRISOME	0	0	29	0	13	0	4	0	3	0	0	0	7	27	29	26	12	0	0	0	0	0	0	0	0	0	0	0	13	0	30	27	30	29	0	15	12	0	0	0	0	0	0	13	0	0	0	10	0	0	0	3	0	27	0	35	20	5	0	0	0	8	0	0	0	16	2	0
NABA_MATRISOME_ASSOCIATED	0	0	19	0	0	0	0	0	0	0	0	0	6	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	17	20	21	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	0	0	0	4	0	0	0	5	0	0	0	0	0	0
