	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXJ1	GATA2	HES4	HLF	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF519	ZNF846
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	1	1	0.234071551653	1	1	1	0.00135149694082	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00058155150108	1	0.0099919136723	1	1	1	1	0.184659573703	1	1	0.104073898719	1	1	1	1	1	1
GO_CELL_PART_MORPHOGENESIS	1	1	0.0587528648468	1	1	1	6.10369577712e-05	1	1	0.0544203092561	1	1	1	1	0.898188820591	1	1	1	1	1	0.00360648204317	1	0.00578934878362	1	1	1	1	0.227559789447	1	0.12471065166	0.0124265169535	1	1	1	1	1	1
GO_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	0.0744831324328	0.00495957565335	0.130938984612	1	0.00970349369854	1	1	1	0.248967711283	3.89843414611e-05	1	0.0366575545892	1	1	1	0.000719739131615	1	0.0034469321244	1	1	1	0.41044275824	0.0	1	1	0.0757311285096	1	1	0.420936848651	1	1	1
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	1	1	0.673838016845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHEMICAL_HOMEOSTASIS	1	1	1	1	1	1	1	1	1	0.180742404845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.266574981368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CIRCULATORY_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.887441518912	0.0	1	1	1	1	1	1	0.513111087759	1	0.0177616102187	1	1	1	0.467792326949	0.000727288919768	1	1	1	1	1	1
GO_CYTOSKELETAL_PROTEIN_BINDING	1	1	1	1	1	1	0.00837600474966	1	1	1	1	1	1	1	0.142855744868	0.326554808232	0.00124581748287	1	1	1	1	1	1	1	1	1	1	0.00050433047027	1	1	1	1	1	1	1	1	0.054068944263
GO_DENDRITIC_TREE	1	1	1	1	1	1	2.92828346771e-06	1	1	0.318464280211	1	1	1	0.0092920075811	0.153859382425	0.0	0.0	1	1	1	1	1	1.95085532452e-05	0.100029371141	1	0.255753821464	1	0.0	1	1	2.39343734667e-05	1	0.00210246656251	1	1	1	1
GO_DISTAL_AXON	1	1	1	1	1	1	0.0537321828158	0.00382274932506	1	0.189172397344	1	1	1	0.318744745061	1	1	0.0	1	1	1	0.0386978900076	1	0.00122118493206	1	1	1	1	0.0	1	0.708657256011	6.1340291988e-06	1	0.231196071834	1	1	1	1
GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.285869583987	1	1	1	1	1	0.20650992847	1	1	1	1	1	1	1
GO_EXTRACELLULAR_MATRIX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0664652933484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GATED_CHANNEL_ACTIVITY	0.768750457434	1	0.184690332279	9.12947153076e-05	0.552629444867	1	1.20767449694e-05	0.000183929913411	1	5.31194385545e-06	1	1	1	3.34490017417e-05	1	1.22013839335e-05	3.35530627438e-06	1	0.000619008857926	0.0630723308455	8.56251551928e-06	1	0.0017433664556	0.0	1	1.44938426268e-05	1	0.00033259388948	1	6.7608794343e-06	1.52668000228e-05	0.0653142842693	5.92922056333e-05	0.26552291758	1	0.263408634895	1
GO_GLUTAMATERGIC_SYNAPSE	1	1	0.137356452632	1	1	1	1	1	1	0.546030044226	1	1	1	1	1	1	1	1	1	1	9.17262043071e-05	1	0.00176531440615	1	1	0.28370359854	1	0.120869222303	1	0.541629591966	0.0757316413556	1	1	1	1	1	1
GO_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	0.160587035407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_HEART_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000547873431105	1	1	1	1	1	1	1	1	0.0114789017516	1	1	1	1	0.00173938852931	1	1	1	1	1	1
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000649127351886	1	1	1	1	0.180340257363	1	1	1	1	1	1	1	1
GO_HORMONE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.470435906931	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_HORMONE_TRANSPORT	1	1	1	1	1	1	0.130145220387	0.188979203821	1	3.61583386086e-05	1	1	1	5.38117332591e-05	1	0.0339611590654	0.000919523760353	1	1	1	1	1	1	1	1	0.00905230343764	1	1	1	1	1	1	0.00551407648444	1	1	1	1
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	0.00257475403707	1	1	0.0880208019007	1	1	1	1	1	1	0.0	1	1	1	0.117708649762	1	0.557069979298	0.00225246990406	1	0.00266256991875	1	1	1	0.0892360978063	0.820567659665	1	0.153697786485	1	1	1	1
GO_INSULIN_SECRETION	1	1	1	1	1	1	0.337309075144	0.163376448092	1	0.0140594034647	1	1	1	0.00210695647927	1	0.0740365700486	0.000949238155947	1	1	1	0.92424779221	1	1	1	1	0.0790976876108	1	0.737324839878	1	1	0.100889056202	1	0.0121726118549	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	1	1	0.0896682132951	1	1	1	0.000175553866712	0.0775408504698	1	1.89531855432e-05	1	1	1	1	1	0.0909248294342	1.60443514724e-05	1	1	1	0.000699723460823	1	0.00876481669486	0.00599978068399	1	0.0297301657087	1	1	1	0.124598916914	0.130586231731	1	0.11483120875	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.160221699056	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.7757957693	0.0080037652569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ION_GATED_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.660578044801	1	1	1	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	5.55436881482e-05	0.244382823896	1	0.00267888387258	1	1	1	0.121810735261	1	0.101716129505	2.60914890653e-05	1	1	1	0.235557740454	1	0.00564164281342	0.000563331873735	1	7.12253853412e-05	1	1	1	0.0146561835692	0.16679769474	1	0.0285231776983	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.00353974803408	1	1	0.325765453013	1	1	1	1	1	1	0.000141748589551	1	1	1	0.410677013273	1	1	0.0109774691116	1	0.379109678515	1	1	1	0.888903287846	1	1	0.540716091931	1	1	1	1
GO_ION_TRANSPORT	1	1	1	1	1	1	0.000688681630542	1	1	0.0957376059172	1	1	1	1	1	1	2.55023535344e-05	1	1	1	0.291331729728	1	0.0469744427549	0.0783153830676	1	0.00552665636198	1	1	1	0.14132111088	0.143603355297	1	0.00386325673707	1	1	1	1
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	1	1	1	0.00919424053383	1	1	0.428383030299	0.0412248722253	1	1	1	1	1	1	1	0.428383030299	1	1	1	1	1	1	1	1	1	5.71189858793e-05	1	1	1	1	0.107392599306	1	1	1	1	1	1
GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY	1	1	1	0.10364752083	1	1	0.00953951839459	0.0165459689668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00150631986111	1	1	1	1	0.328180521044	1	1	1	1	1	1
GO_LOCOMOTORY_BEHAVIOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.146618044352	1	1	0.00412670157883	1	1	1	1	1	1	1	1	1	1	1
GO_MAIN_AXON	1	1	1	1	0.0378096206295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.393812573946	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION	1	1	1	1	1	1	0.047788534129	1	1	1	1	1	1	1	1	1	0.000971822676663	1	1	1	1	1	1	0.0724150131148	1	1	1	1	1	1	1	1	0.781917945334	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	1	1	1	1	1	1	0.217901337186	1	1	1	1	1	1	1	1	1	0.274193921651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1	1	1	1	1	1	0.97147381373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.0247544170855	1	1	0.00726361334934	0.0994035966469	1	0.000438143003922	1	1	1	1	1	1	0.0	1	1	1	0.000265869526065	1	1	0.00267073299083	1	0.000574428657328	1	0.0562386116073	1	0.0127174644883	0.00200692468019	1	0.00478577538185	1	1	1	1
GO_METAL_ION_TRANSPORT	1	1	1	0.0168733245692	1	1	0.0825263858027	0.892212613786	1	0.00324910038258	1	1	1	1	1	1	6.07505055008e-05	1	1	1	0.0536830023071	1	0.0379282364769	0.000104373967905	1	5.90783933082e-05	1	1	1	1	0.358760227569	1	0.064207585493	1	1	1	1
GO_MICROTUBULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.240455498184	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BASED_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.129020645578	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BINDING	1	1	1	1	1	1	0.184288445574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0400655145085	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0341035417319	1	1	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.196912667073	1	1	1	1	1	1	1	1	1	1	1	1	0.00297677459468	1	1	1	1	1	1	1	1	0.665667732568	1	1	1	1	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT	1	1	1	0.193918147668	1	1	0.357583481379	1	1	1	1	1	1	1	1	1	0.000767593707556	1	1	1	1	1	1	1	1	0.442045152356	1	1	1	1	1	1	1	1	1	1	1
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1	1	1	1	1	1	0.0414632274399	1	1	0.293730988376	1	1	1	1	1	0.195961760413	0.0	1	1	1	0.0207461777562	1	1	0.0827269176234	1	0.305946725952	1	0.46030386793	1	0.888452315394	0.00176764193908	1	1	1	1	1	1
GO_NEUROGENESIS	1	1	0.391878733394	1	1	0.30235413422	8.0693942639e-06	0.00942276594867	1	0.00980100322198	1	1	1	0.0650270642468	0.000209464418192	0.0100543575722	0.00142921403613	1	0.00523227323683	1	0.0	1	4.04508036269e-05	1	0.962009291999	1	0.000389654995836	0.0	1	1	2.6407842445e-05	1	0.0808936233979	1	1	1	1
GO_NEURON_DEVELOPMENT	1	1	0.263823662474	1	1	1	2.79625766072e-05	0.0491503798148	1	0.000165154602762	1	1	1	0.00124616227656	6.5913109097e-05	0.263180673476	0.000223691893324	1	0.580492704393	1	1.34928214927e-05	1	4.17351480363e-05	1	1	1	0.0299925200738	1.62558861039e-07	1	0.948811282928	0.000561490800935	1	0.00521528588494	1	1	1	1
GO_NEURON_DIFFERENTIATION	1	1	0.0206484053249	1	1	0.0853796667224	0.0	0.0136690805097	1	0.00247648911048	1	1	1	0.00281263884812	1.75875428988e-05	0.0223815609031	0.000375244197837	1	0.000561537764586	1	0.0	0.244156170877	0.0	1	0.436105470914	1	0.003339611161	0.0	1	1	0.0	1	0.0153128971661	1	1	1	1
GO_NEURON_PROJECTION	1	0.222390612683	2.84456009183e-05	0.00148019908639	0.0223710911725	1	3.95528092634e-05	5.07144772113e-05	0.000736205715517	2.98596237708e-05	1	0.000807301145755	0.99342412803	4.28363983411e-05	6.67512291547e-05	3.95528092634e-05	2.35797154841e-05	1	6.30148787049e-05	0.0140841787442	3.67680719848e-05	1	5.18992097499e-05	2.45219207743e-05	0.0207658406768	3.04315966499e-05	6.8456977095e-05	2.08756643816e-05	1	3.21049351539e-05	4.49980677422e-05	0.124737201608	6.09105078895e-05	7.97581342371e-05	1	0.653193200725	0.000143856447007
GO_NEURON_PROJECTION_GUIDANCE	1	1	1	1	1	1	0.0102712913639	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0404638592329	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEURON_PROJECTION_TERMINUS	1	1	0.168360616167	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00743181481992	1	1	1	1	1	1	1	1	1	1	1	1	1	0.124259026276	1	1	1	1	1	1
GO_NEURON_SPINE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.124388720915	1	1	1	1	1	0.791028620419	1	1	0.280381037216	1	0.00824883720284	1	1	1	1	1	1	1	1	1
GO_NEURON_TO_NEURON_SYNAPSE	1	1	1	1	1	1	1	0.00105971985159	1	1	1	1	1	0.00730857379912	1	0.0382070969926	0.000264390336716	1	1	1	0.000699452470083	1	0.0	1	1	1	1	0.0	1	1	0.00605205990622	1	1	0.36240902281	0.418920699748	1	0.893347127907
GO_NEUROTRANSMITTER_SECRETION	1	1	1	1	1	1	0.06782757576	1	1	1	1	1	1	1	1	7.23264450717e-05	1	1	1	1	1	1	0.000578444294289	1	1	1	1	0.252189446047	1	1	0.179792451284	1	0.728799923239	0.214433151891	1	1	1
GO_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	0.931531857698	1	0.0574177965849	1	1	1	1	1	1	1	1	0.000512219132319	1	1	1	1	1	1	0.00212113319168	1	1	1	1	0.433176405276	1	1	0.300054428318	1	1	1	1	1	1
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.36258485977	0.0034673714164	1	1	0.0	0.0159626326055	1	0.0	1	1	1	0.000140167967421	1	8.16657265013e-06	0.0	1	0.0608980592896	1	0.000228540950502	1	0.212716893773	0.0	1	0.000253032403747	1	0.15552341636	1	0.0	0.000358592037796	1	0.000869500517435	1	1	0.978305989252	1
GO_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	0.105702666459	0.101413123364	1	0.00155020825407	1	1	1	0.000103005134995	1	0.105702666459	8.78494989545e-05	1	1	1	1	1	1	1	1	0.00594582253534	1	1	1	1	0.076331088642	1	0.00183697343333	1	1	1	1
GO_PEPTIDE_SECRETION	1	1	1	1	1	1	1	1	1	0.125959310354	1	1	1	0.00766854934872	1	1	0.236414978746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.320783808083	1	1	1	1
GO_PERIKARYON	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.466926497576	1	1	1	0.0636122513426	1	0.140250731984	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	1	1	1	0.0480834631314	1	1	0.0590228073709	1	1	1	1	1	1	1	1	1	0.0159235724761	1	1	1	1	1	1	1	1	0.209268429989	1	1	1	1	0.632552164031	1	0.0359848221622	1	1	1	1
GO_PLASMA_MEMBRANE_REGION	1	1	1	1	1	1	1	1	1	0.114866059051	1	1	1	1	1	0.663276313628	0.000810964366918	1	1	1	1	1	0.014998391971	0.280623941489	1	0.997975330579	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.827210927711	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.327502677156	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.631181901534	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.537157800353	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.597495875501	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSTSYNAPSE	1	1	0.239131365327	1	1	1	1.7567301744e-05	2.90563769335e-05	0.0519421443359	9.70481170752e-05	1	1	1	3.05014105351e-05	8.14729781718e-05	1.33081585352e-05	6.39090778876e-06	1	1	1	7.75281330845e-05	1	2.61553423249e-05	0.00059725402499	1	0.000192839302223	0.0724668794484	0.0	1	3.81189883828e-05	1.09529468979e-05	1	0.066549391897	0.00362871725489	1	1	1
GO_POSTSYNAPTIC_DENSITY_MEMBRANE	1	1	1	1	1	1	1	0.0559825726834	1	1	1	1	1	1	1	1	0.0772095904144	1	1	1	1	1	0.0487632123736	1	1	1	1	0.179317877974	1	1	0.136841278593	1	1	1	1	1	1
GO_POSTSYNAPTIC_MEMBRANE	1	1	1	1	1	1	0.00036741818889	6.46650887122e-05	0.0700416959906	0.00133357151184	1	0.0235109672272	1	0.000530415293681	0.000407955441863	3.08688563561e-05	2.04414668357e-05	1	1	1	0.0294968951053	1	4.32010903537e-05	0.00260101652459	0.317349801973	0.0239859578954	1	0.00448379950909	1	0.00608708046288	6.13606197496e-05	0.000414576327237	0.203871706898	0.0078946802377	1	1	1
GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	1	1	1	1	1	1	0.00173259579393	1	1	1	1	1	1	1	1	0.30302684492	1	1	1	1	1	0.019489461514	1	1	1	1	1	1	1	0.307448883729	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_ACTIVITY	1	1	1	0.00175420909372	1	1	0.0422553270096	1	1	0.0847290388107	1	1	1	1	1	0.0422553270096	0.0	1	0.0195036676124	1	1	1	1	1	1	0.161503042138	1	1	1	1	0.374433486435	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_COMPLEX	1	1	1	0.047063200375	1	1	1	0.773630751218	1	0.48658348759	1	1	1	1	1	1	0.0022499773513	1	1	1	1	1	1	1	1	0.0129360880776	1	1	1	1	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.0284029544187	1	1	1	1	1	0.28637984552	1	1	1	1	1	0.31905245449	4.14478732496e-05	1	0.359076583276	1	1	1	1	1	1	0.0580172888809	1	1	1	1	1	1	1	1	1	1	1
