	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEYL	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TFCP2L1	TP73	ZFP69B	ZNF519	ZNF846	ZNF883
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.00288693710106791	0.025610189006008643	0.008892053194943683	0.08432687336462097	0.08302046803901764	0.002201868451021549	0.0004650055878313575	1.0235496826771495e-06	0.009219757556537034	0.008268527082853083	1	0.0012961381647274006	1	1	1	0.017696734742948195	0.06925000463257014	0.04230665516496601	0.0014603867703861795	0.004281373160830104	0.04548496938239277	2.037381486241774e-05	2.7515930488664075e-05	0.05075119379581117	0.06452471767102042	0.0006386631370530749	0.0004068080770368576	0.07515004333058606	0.042353348439073235	1	0.00018252093912474177	1.2342628752382012e-07	3.656555959452579e-05	0.0012339111291038707	0.01758816961087606	0.008040987865163829	0.025610189006008643	0.03259982000091566	0.00046293523252627367	0.012325760407708719	6.567542951696481e-07	3.973864650907988e-05	0.0018193267212184283	6.0301954273866976e-05	1	0.0003796378692327851	1	1	0.010144338673549136	0.050318251900007605	0.001051539480558361
GO_CARDIAC_CONDUCTION	1	0.005320006397606103	0.00015982074784204325	0.00014787431557861108	2.0304294856554606e-07	2.2488784696683695e-06	3.332076403683715e-08	3.49416051648177e-11	0.00016944965082899	0.011607092427946997	1	2.7569989924369764e-07	0.04675877387579663	1	1	1	0.0006412766855232732	1	3.7290051373761735e-05	0.000423178891151621	6.053669178196497e-05	4.069803127837446e-08	5.1741722018050496e-11	1	8.24232493323862e-06	0.00011530161208195278	6.3241128345215e-07	1	2.3792964244595538e-05	1	6.1032485731971065e-09	3.1340371264843014e-07	7.792899009650966e-06	3.4217462197005943e-09	4.49915000338974e-05	0.010535350581575731	0.03300196344606221	0.007403461950607371	5.26038341552848e-06	1	1.1747297285480407e-05	8.229561476724712e-11	2.5068336295674953e-10	4.905010608791116e-07	1	3.06152658779979e-09	1	0.06677419310266242	3.951964339110603e-07	3.249198512689233e-06	0.0013998961378661745
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1	0.048982077549940994	0.0004745202048055397	0.0026584951557037106	0.00027073666529375817	1	5.225013214316121e-07	9.976062420591347e-09	0.0032738915815581082	0.009989721817656227	1	0.0022271294162943267	1	1	1	1	0.0019559743246998496	1	0.0784058958289906	0.0009458987829887855	0.0007603969881471162	4.311520265309898e-05	8.082491902428046e-07	1	0.0017538086275793452	4.190728059494386e-05	5.877497283324207e-05	1	0.009291553585085266	1	0.0008805675105035826	3.0147438637939672e-05	0.014515226845728035	3.4018057317286576e-05	0.0015408689321200209	0.02215342727530989	0.048982077549940994	0.05791233543317431	0.0033840020672841753	1	0.004849494559011069	3.6181168524551666e-06	3.017312709019393e-06	5.05449956739179e-05	1	0.00023205728929986957	1	0.019419649390090887	0.011735089234220064	0.0010719565832933986	0.005665916207497124
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION	1	0.028784824471067116	0.0008584169028545974	0.00913420468461712	6.729163221319556e-05	1	4.306017279853691e-06	5.8102249123059835e-08	0.006587887025217287	0.00444661200479346	1	0.0005942071385991454	1	1	1	1	0.007249752902050988	1	0.04688613773834749	0.0001936804090492128	0.0012812458980251407	4.6544313325402875e-05	6.121012970372597e-06	1	0.0005857442128318624	0.00019589831284860804	9.229045880476683e-05	1	0.004126960733869756	1	0.0001797072454381432	8.387979804347356e-05	0.055632565889020213	5.730971187356548e-05	0.0035717433008665145	1	0.028784824471067116	0.03422505082596905	0.03946080200119073	1	0.00907396313231179	5.107251169644833e-06	1.7733535291664104e-05	0.0007576035536703829	1	3.538578068096321e-05	1	0.011154604881406072	0.0052497373380127055	0.002662057330328871	0.0032003623849560237
GO_CARDIAC_MUSCLE_CELL_CONTRACTION	1	0.0478193038775212	0.002986933942582981	0.0025316079767410127	0.00025423345808783804	1	4.266700507127297e-06	9.101622855389735e-08	0.00045999704080024184	0.009630967356993758	0.09735274272658878	0.002099149835577241	1	1	1	1	0.0018617157615399282	1	0.010818787119545203	0.000881210504977803	0.0007080265094587812	3.909262051782214e-05	7.11554846821727e-07	1	0.001669022444575119	0.0005718798649441137	0.0004322927992729264	1	0.008956863880246302	1	0.00011572685403826721	0.00031520735110091014	0.014002843154919842	3.116002011915864e-05	0.009575883161163312	1	0.0478193038775212	0.05655420222565544	0.017594918879439203	1	0.02320907029848618	2.8341159330480536e-07	2.6631307674662708e-06	0.00038080572940912827	1	0.0002133614755914781	1	0.018936018273521094	0.011316620096731178	0.0010088312990799153	0.005519950720961009
GO_CATECHOLAMINE_SECRETION	1	1	1	0.07106612521916544	0.0702353433716778	0.018943883332653733	1	0.0037074578962048577	1	1	0.06211181585653591	0.0051309886198167565	0.007839291505981283	1	0.0014235260765423918	1	1	1	0.04839956448747906	0.0016705457305233873	1	0.016524539060605026	7.011550119506715e-06	0.010362157386576198	0.007014619236934583	1	1	1	1	1	0.0015720798838424477	0.07611809911905976	1	0.03163555426077358	0.02607242036643631	1	1	1	1	5.147266154359453e-05	0.0014550990773787298	1	0.00015985888528791126	0.006195175222050819	8.481788578262872e-05	3.533238269737282e-07	1	1	0.04986150602304995	1	1
GO_CATION_CHANNEL_ACTIVITY	5.9670782210918816e-06	0.005024057078381272	4.063821945621271e-09	1.1536216426577539e-11	5.771028876999651e-09	1.2596124143726684e-10	9.879874696139268e-12	0.0	8.344006596772147e-10	2.9486469780404256e-05	0.0006498568122514925	0.0	1	1	0.009733104430932338	0.0004385485300396619	7.180655561267457e-07	0.00015267316425493505	1.9211998436574618e-08	3.863398490011605e-11	4.49700936933084e-07	0.0	0.0	2.8952995055897546e-06	1.354782952489586e-10	1.6780160594365157e-09	1.0020539953359275e-11	1	6.572371380464404e-08	1	1.0907053038522463e-11	0.0	8.683973651280041e-09	0.0	5.834575828145283e-06	0.003530184150280169	3.955889330553575e-06	9.285907861644738e-06	1.3659506858942905e-10	2.8726830536562886e-06	1.841748975550672e-12	0.0	7.884248809375549e-12	0.0	0.08950048214069772	3.9083181135879386e-12	6.105117474508592e-05	0.06998575846409849	1.8382622057888653e-07	1.2468957311106976e-08	4.952250253209556e-07
GO_CATION_CHANNEL_COMPLEX	0.0012211495166450925	0.02070819878697594	4.369016781691215e-08	2.5488056110134494e-11	1.060061312729843e-06	0.0003698053655578626	2.0428214675405343e-11	2.2414292644157285e-12	4.870973291382086e-08	0.0020244147066721396	0.020921423158084207	2.5817115112403144e-10	1	1	1	0.0021442372208720917	0.0048506673845020165	0.01664605681751896	6.928718695131675e-05	5.7627236316193375e-12	8.455626436809638e-07	2.546769461986287e-10	1.1587841797222609e-11	0.002959591962687802	3.987969154906068e-08	0.0001442724106811566	3.541911208770898e-11	1	4.218303996927908e-05	0.051827202802654515	3.804602177748251e-08	2.8719241429442377e-09	3.663515846241694e-08	0.0	0.0002027938772843907	0.004675508662823735	9.876429702404543e-06	0.005906179776892784	4.697423253174904e-05	0.00013932554126538932	7.080569464079645e-10	3.851097218898758e-11	1.899513879521919e-11	9.593448258016224e-11	0.04337587043713731	2.855021996595042e-08	0.012388494583670528	1	0.0004949824886463228	7.606692964401418e-08	0.00031887819259057704
GO_CATION_TRANSMEMBRANE_TRANSPORT	0.0004919153256328634	1	8.73255242672677e-07	3.8947428615543345e-09	1.0823655107738972e-06	1.905354762854472e-10	1.4378942481130252e-11	0.0	1.034532821631018e-06	0.006404338573683721	0.0525595286038405	1.175293196098437e-11	0.05529706075997831	1	1	0.0002575077200202003	0.0015537435015684498	0.005472291836796761	8.685336871816496e-06	2.391694275960532e-08	8.00969898184789e-08	2.599171988748594e-10	0.0	0.0024777193735632252	1.0297600912201332e-05	1.1537668446193194e-05	8.1318632827454e-08	0.029802636688575523	1.29609127619279e-05	0.058247668384468265	5.053084284334375e-09	2.03534800125027e-09	0.0001123081078420185	0.0	2.2931211725696343e-05	0.0003358401498740893	3.7544189781524295e-06	5.296809273303005e-05	1.1940495370232895e-08	0.0011998949613897247	6.271538843805047e-12	1.1391998455678731e-12	1.0081380175108734e-11	0.0	1	2.5029827876998922e-08	0.009643497086982755	0.04046168818095697	6.66106541036271e-07	4.012422716304087e-08	3.7622603998865856e-07
GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.0003452893594082518	0.030551894729588858	1.2567907847760296e-06	3.3788248865462833e-09	3.785562056046743e-07	8.636811110740439e-08	1.650024561428154e-11	0.0	4.776663971806094e-06	0.004426976386953663	0.01532915241845556	4.886846483032059e-11	1	1	1	0.015262217282943524	0.0005640417320189606	0.0008144293374416911	3.7550388334528506e-05	4.281573727782373e-07	1.9062748912057614e-05	1.526367920945404e-11	1.2679524097336525e-11	0.00027760346212746256	1.6248446640387826e-06	1.4234854672778852e-07	1.5231239602897517e-09	1	7.40041822023807e-05	0.08725989052074268	7.06205693923323e-09	7.164524307157194e-09	6.574294464378738e-06	1.859040699159209e-10	3.291731691434929e-05	0.00066850683375419	0.0001971051365899923	0.0004519099845864405	1.3770775031396454e-07	0.0004193457006421708	4.638406880808077e-09	4.886846483032059e-11	1.4874990128532772e-11	8.654188476953095e-12	1	7.637254718639852e-07	0.0010386313795736068	1	2.303546651205579e-06	9.923069171025034e-06	2.395482232575574e-07
GO_CATION_TRANSPORT	0.00014022898113197346	1	6.406106098144626e-06	5.3679178879662e-09	2.5884720977753517e-07	1.7134526686390927e-08	4.282674215261295e-11	0.0	0.00010762511387474305	0.009875236950297572	0.020745912904238994	3.246709567861217e-10	0.05524533514085139	1	1	0.0002855475885235048	0.009102256567160572	0.0019433842110230248	3.477308623134334e-05	7.243067745577036e-08	3.1477445531225e-06	6.279784980911529e-08	2.673283816534422e-11	0.0010717407239543286	1.6487305487200565e-05	9.992963946159339e-05	8.317252826461896e-07	1	4.1730371164727664e-05	1	4.834639644180072e-08	5.345588083294217e-08	0.001062392719807237	7.537359625331419e-11	8.59693780541626e-06	0.0028879009650507603	0.0001188555998878904	0.0010993271568722207	6.093949012075939e-08	0.000905685264092293	1.31600064179338e-10	3.246709567861217e-10	1.5214736137636464e-09	1.6116663559273547e-11	1	3.1592007332381655e-07	0.007761951785624888	1	3.871409523625857e-06	4.399933664078759e-06	5.1830805647412603e-08
GO_CELLULAR_COMPONENT_MORPHOGENESIS	0.026500325664750357	0.01318205961705965	4.968060407506414e-10	0.001277172916504754	3.922340295847704e-05	0.00013911281070755344	1.851363506943926e-11	4.9959592018922194e-11	7.293874508229603e-05	0.002753105323777816	5.3840516429537466e-05	5.500938355162965e-06	0.010274655767066654	2.7897275491906015e-06	0.09094122321064058	0.005355633983514685	0.0015763472172649617	1	0.0039226164972382405	1.5965483125546243e-06	4.1702127434595226e-05	3.2113452741455717e-06	1.6621845407627234e-05	4.6540965057628725e-05	0.00011719198902770955	1	7.723952589855365e-06	6.770747177964331e-05	0.00020181220660697718	0.009651112564070807	1.174794062031026e-08	0.00022987369595417473	7.976779744289786e-06	0.00011217093160786895	9.346145901645286e-08	0.09745808943548862	1	6.457940296800135e-05	1.230084987202673e-07	0.0021264598194485895	2.41138621792647e-06	4.3428927121169636e-11	9.597732608668252e-10	4.94602277967271e-06	0.030658077796548833	1.2424850850401015e-06	0.04292751865344491	2.036523329085327e-06	1	0.0002418967159565355	1
GO_CELL_BODY	0.0014733338984573852	0.0019138870310542178	3.193045827742935e-10	1.317568225411847e-05	1.2088122820830272e-05	1.8635831764424182e-06	2.634537032975004e-11	0.0	1.090038125317605e-07	0.00854069191648621	1.0574498325865989e-06	1.7628432713578945e-08	0.01192257417430409	0.014215005603330555	0.008138971294884167	2.843699321242177e-05	0.02458055900681133	0.05563879554989937	3.7137920406715708e-06	4.537284992167656e-10	0.001062954444539188	4.9300674653807164e-11	9.072187445724467e-12	3.4219522941913993e-06	2.219794070779102e-08	3.400131629582859e-07	8.616324909116457e-08	0.000157785641519137	2.8045635425133497e-07	0.07410236876902665	9.466272210545412e-11	8.225708723430536e-05	1.2211235106418528e-05	4.5450976315919434e-11	1.337404476053905e-08	0.0345505377742229	2.1764032110738185e-05	0.00364636832089249	0.0	1.1234980853425114e-06	1.3983112223669991e-08	1.0667577932110817e-11	5.5698112788604703e-11	7.253662115402904e-10	0.011369213357164343	7.173350802247569e-11	0.00267975551856936	0.0014056021424576626	8.133094198115032e-10	2.2376487152087066e-07	0.011369213357164343
GO_CELL_CELL_SIGNALING	5.98291636072501e-05	2.6362458478645934e-05	2.387306252682464e-08	1.7980272826179089e-09	1.421985529326264e-09	3.640516680336603e-07	5.190736729332457e-12	0.0	5.526892277174511e-10	0.00012591490191582455	0.0003887820338863701	0.0	0.0006850324798606255	0.017150766916435023	0.00015335892781420668	2.9638934008979767e-05	2.0380386335339118e-05	5.572508945395072e-07	0.0015026521729049058	0.0	1.9886586821726837e-09	0.0	0.0	0.00022533437382799004	3.1074842459566376e-05	0.0002911842733391845	0.0	0.08029446030722753	8.931405950374227e-07	0.0004829509417405564	0.0	6.62931394224131e-08	1.3450340841103525e-10	0.0	0.0	0.020031646790570345	0.0017882079868538625	0.0003365154362665601	0.0	3.2255928419377966e-06	1.2196688103927045e-11	0.0	0.0	1.172716368458282e-10	6.747353564762193e-07	0.0	0.0002598601613287288	0.0004243395333998201	1.2503342916581062e-08	1.9022228237020045e-11	0.01561916692103138
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	1	1	0.008550291824752865	0.0018685517739699398	0.001832733246729168	0.0398834330765806	8.684657134550022e-07	7.844401150869373e-08	0.0087343056110053	0.015318430510549264	1	0.0005921509804871494	1	1	1	1	7.31261779957082e-05	1	0.016612293367928688	0.001311169788467681	8.960102207822285e-05	0.00019927178004364166	1.832423077707812e-05	1	1	0.0005849680807753499	0.0007920533064204038	1	0.014564157721218884	1	0.00010234586612756225	0.00011835680277205718	0.0013172657680143862	2.0373481293134432e-06	0.049755677273087384	1	0.009972141710564486	0.011943096050797686	0.008920647621690647	1	0.011232928656614072	2.1407411889828865e-06	3.1640024082957297e-06	0.0007244366982019912	1	0.0001629824826526738	1	1	0.01714254916202318	0.004312243331991206	1
GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	1	1	0.006411288193790443	0.00913420468461712	0.0008764965194625329	0.01807575960618557	4.306017279853691e-06	5.8102249123059835e-08	0.006587887025217287	0.043407503006153925	1	0.0005942071385991454	1	1	1	1	0.0006552841495998107	1	0.04688613773834749	0.01010058909423961	0.00015415772545646078	0.00038620492663943295	6.121012970372597e-06	1	1	0.00019589831284860804	9.229045880476683e-05	1	0.04136936197369834	1	0.0001797072454381432	8.387979804347356e-05	0.006539939960925389	4.828377307197762e-06	0.0035717433008665145	0.012757487951336799	0.028784824471067116	0.03422505082596905	0.0009203433817067674	1	0.001343281699176857	5.107251169644833e-06	1.9208129607983793e-06	0.0007576035536703829	1	0.0003067891660107902	1	1	0.0052497373380127055	0.020128124945228754	1
GO_CELL_JUNCTION_ORGANIZATION	0.06394444846436043	0.0005270911191316285	3.1235202485602187e-06	9.328229265470611e-06	0.0011283462083163665	0.002016683563741295	1.6172372943046298e-06	4.7275390823942054e-05	0.0006065051389169129	0.0033418661068007616	0.0681400502329198	0.0001821749378864146	0.02462150278129349	1	1	0.00872438880282389	0.004640588886482777	1	0.012892586488742919	4.371742960973535e-07	0.0017110426214562713	0.00011092223452324745	1.56344521473617e-06	0.0028923861490188774	0.009937851950743593	1	7.483960440590742e-05	0.0006172475689976142	0.008103554067956709	0.0009978924088105412	9.167958406886001e-06	2.527873789182067e-07	0.0236911853687376	1	0.002868300085423159	0.02146111059805611	0.006486892450092485	0.0038995612562062743	9.008350621009242e-09	0.0009599374960079787	0.004285793100573976	1.9025007280681905e-07	7.635896301250167e-05	0.0009528060095822521	1	2.03209949317662e-05	1	0.015614023221757978	0.0356727617953273	0.001198456934458969	0.003876612549532754
GO_CELL_MORPHOGENESIS	0.06837659312224631	0.024794760806366334	1.2381349101531214e-07	0.001059063091014889	0.00036352293864549967	0.0015731494434634286	7.6823247763258e-10	2.1770815594734927e-08	0.00033470477177455216	1	0.007179480832139595	7.318298746106233e-05	0.0329667274460711	1.5829694318125753e-05	1	0.00987436979905032	0.015307510954152503	1	0.012030222294474924	0.0002465734903867034	0.001219513265102612	0.00025284192747998535	0.00022172238480833162	0.00040192422995566357	0.002030251223519297	1	9.696716484208778e-07	3.67992312036991e-05	0.002603961642884678	0.027216149208367013	2.2321726431684397e-06	0.001671147903291037	7.860187345043457e-05	0.0008499160177242171	1.579845768917565e-05	1	0.056939601627678194	8.68864705459993e-05	2.8175503791416645e-05	0.011615373915046523	0.0006844692096018568	1.522311808832555e-07	1.363629961170787e-07	7.697317008459326e-05	0.003981509309394338	2.106636202880985e-05	0.02439297024366427	5.371937466747134e-06	1	0.005620529954750819	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	0.021038491229851464	0.0652389312793642	2.1968319496856736e-08	0.005379585437457646	0.0018808487293809906	0.0005159470980382608	1.8644743526863294e-09	4.14667444825767e-09	0.0001990605621282615	1	0.00030470386286052253	0.00014303658005454523	0.030229284768000353	2.9788320335066842e-05	0.07264776063677003	0.011873498776782787	0.007077427158386662	1	0.0024051725269280677	0.00020287641303495807	0.0002647271102746984	0.0002670706793134192	0.00044689200345138236	0.0008575712643753564	0.0002023765305617653	0.09263145934708861	8.017242375535361e-07	3.9183585488600237e-05	0.0013254470843687693	0.034895439163544206	3.271611322963608e-07	0.0028980578906481202	1.3954419289197162e-05	0.0008566032071133378	4.222868741354802e-06	1	0.0652389312793642	0.0005209514110408042	3.6747751570587184e-06	0.01789323411355037	4.7760144759601e-05	1.6103278710488667e-07	4.2088660334727024e-08	0.00011734880392999525	0.0048878856504755985	5.3253946200038094e-05	0.011037099368819137	7.471618743815078e-06	1	0.002135736002978783	1
