	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_ACTIN_BINDING	1	1	1	0.01974235180883621	0.006418811143125369	1	1	1	1	1	1	1	1	0.0001218757343214305	0.06268839099169277	0.003305705716992513	0.014239464219019893	1	1	0.036727275787559854	1	1	1	1	1	1	1	1	1	0.09039534645680836	0.018790464174325172	1	1	0.025964923834256082	0.07536650590011307	1	1	1	1	1	1	0.04072498864879881	1	1	0.0616522884025924	1	1	0.025947960816245175	0.04467555196770323	1	1	1	0.002469703529780487	1	1	1	0.01869905402134231	0.009296401845210744	1	1	1	0.05849264875147653	1	1	1	1	0.04775763915160447	0.020392077461167446	1	0.005867878552836436	1	1
GO_ACTIN_CYTOSKELETON	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029879884829547843	0.009872115742891152	1	1	1	1	1	1	1	1	1	1	1	1	0.08051376806947186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0972456839091449	1	1	1	1
GO_ACTIN_FILAMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06094293013143082	1	1	1	1	0.05090183062024267	1	1	1	1	1	1	1	1	1	1	1	1	0.03238208762517347	0.09019301323031637	1	1	1	1	1	1	1	1	1	1	0.06740336277532266	1	1	1	1	1	1	1	0.0731216369158626	1	1	1	1	0.09361531240493526	1	1	0.025676668957332782	1	1	1	1	1	0.09804408329598857	0.0063510662509072	1	1	1	1
GO_ACTIN_FILAMENT_BASED_MOVEMENT	1	1	0.004315300519687204	0.006576898675650367	0.006394700625918293	1	1	1	1	1	1	1	1	1	0.0966747181115053	0.0012020865180590867	2.373829320856391e-05	0.016855306697595274	0.012981610677545885	0.02378712891918011	0.011273004090005201	1	1	1	1	1	1	1	0.004618406551415766	1	0.06908741965274623	1	0.0022985582414221106	0.0069777060407029134	0.0013356161044276726	9.263545437310228e-05	1	0.0040700855928182955	0.008019478981291628	0.00422429643824318	1	0.05853231798679126	1	0.00048796359510183684	0.0014513571841606732	0.08639975999160021	0.0005563391212157764	0.02913013962816735	0.07988071817324927	1	0.045393667381380065	1	0.055837806818547886	1	1	1	2.8574902146694114e-06	7.8216270631426e-05	0.0008358517481255046	1	0.041947135258977086	0.0009890247702099009	1	0.07074537241189394	1	1	0.0051005843942670825	0.015843455411486462	1	0.001071418060032081	1	0.02208741973749262
GO_ACTIN_FILAMENT_BASED_PROCESS	1	1	0.03913593591371256	0.04580366673589753	0.008621567812221453	1	1	1	1	1	1	1	1	0.014199037860472163	0.056739624525690036	0.002624254336921261	0.0003665685601071944	0.0026574160112162737	0.008081105882223438	0.028405088196219452	1	1	1	1	1	1	1	1	0.02710284667400986	1	0.0109966910774838	0.020017861528312086	0.020266635617028794	0.02524594255263657	0.037837845786260704	0.009300968470380866	1	1	1	0.0023093305903750805	1	1	1	0.05644462214630641	0.05785040356634008	1	0.009069881113772715	0.019183876827992163	1	1	0.05744912950021852	1	0.006198973169789235	1	1	1	0.0020713101191047745	0.0012595870737857062	1	1	1	0.025334266698032626	1	0.07851372700443571	1	1	0.010283461879437072	0.03000215741394463	1	0.039609670145198006	1	1
GO_ACTIN_FILAMENT_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.052678429221604706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06004837376442007	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06644597232312222	0.0409767022438603	1	1	1	1
GO_ACTIN_FILAMENT_BUNDLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09957206545268138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05791233543317431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02170804763243639	1	1	1	0.06339745247472595	1	1	1	1	1	1	1	1	1	1	0.026815510883929083	1	0.07672133015116356	1	0.09544129971905213	0.0833244174921568	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05064866573457427	1	1	1	1	1	1	0.04754307315615369	1	1	1	1	1	0.076431768863791	1	1	1	0.07975247390315221	1	1	1	1
GO_ACTIN_FILAMENT_DEPOLYMERIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.046241307822236455	0.06403903678304568	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07843678039806401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.051435456525369405	1	1	1	1
GO_ACTIN_FILAMENT_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06712508830941988	1	1	1	0.06564285545175452	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05322593876568571	1	1	1	1	1	1	1	0.06168661391847241	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_MEDIATED_CELL_CONTRACTION	1	1	0.0012615126936695864	0.0026073611811863184	0.002531982614484063	1	1	1	1	1	1	1	1	1	0.06651786546328542	0.0002465502994795088	2.515133721181506e-06	0.006154539449032104	0.00614158958337907	0.011562969220386354	0.004003933482977895	1	1	1	1	1	1	1	0.0018037787586389076	1	0.04070196358186351	1	0.0005636226234222441	0.0021045203771036247	0.000275805407312979	1.226408312293703e-05	1	0.0015817021995679914	0.003726796235539953	0.0012332982116327607	1	0.03418792013177907	1	9.489794943773333e-05	0.00046475956567026966	0.051556970986070705	0.00012620111280847723	0.01255071746497849	0.054591672047321294	1	0.02619914586510963	1	0.025323142170044055	1	1	1	3.251891872446677e-07	8.847709294435013e-06	0.00019347829272031714	1	0.0281642263055476	0.00020038193784932545	1	0.048160333453798554	1	1	0.002336433645290459	0.007557922788319793	1	0.00029098922555137463	1	0.014652613080917254
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04014927715826466	1	1	1	1	0.07303307454925112	1	1	1	1	1	1	1	1	1	1	1	0.0702789630882803	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07834980822223558	1	1	1	1	1
GO_ACTION_POTENTIAL	1	4.88513171950089e-05	0.002436344596927764	1.2004256627617949e-06	1.0872294419428385e-05	1	1	1	1	1	1	1	1	1	0.08115158595359251	9.47870744116841e-08	1.4312285691042703e-06	0.0005350482964987524	0.00017088709339874164	1	0.0002950338745649761	1	1	1	1	1	1	1	0.0029757004975844437	1	0.01059349448060165	0.03023757077600464	0.0002522591696670906	0.004001209794989635	4.742447512362524e-06	1.7049751721565087e-07	1	0.0003777406236190606	7.83705016380587e-05	1.4925531870102482e-05	0.07905091172076562	0.008345739257234808	0.021934861075958656	4.235332981283868e-05	1.526314423472286e-05	0.0025311074056451055	9.511041880738702e-07	0.0009443670603846988	0.0008436073119075793	0.0004965398946585875	0.005802583110877446	1	0.010947163498928103	1	0.013336343689199004	0.000978574401299337	7.581610395490657e-06	9.929541496811467e-07	1.213245755660175e-05	0.018206476180925524	1	1.802024867547658e-05	1	0.0071788088158688534	1	1	0.003536889044826297	0.05620830535115218	1	0.01433009318720646	1	0.018206476180925524
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010855416778695282	1	1	1	1	0.01972520353248619	0.0022229456176392492	1	0.08892185629752902	1	1	1	1	1	1	0.07282751626336625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04266818988271415	0.05072798281623303	1	1	1	1	1
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	1	1	1	0.036051216333779945	0.03560877590969702	1	1	1	1	1	1	1	1	1	1	1	0.033513357117560316	0.09515835649807958	1	0.0313047442689085	0.011836166617250732	1	1	1	1	1	1	1	0.0026073911136961225	1	1	1	1	1	0.02908155101153309	1	1	1	0.017101740866349413	1	1	1	1	0.02011302849353369	0.03875062035038068	0.028830164046942053	1	1	1	1	0.017428692467967077	1	1	1	1	1	1	1	1	1	1	0.02603142129257896	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_GTPASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02419013915882129	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.051487346662154154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08563605503164462	1	1	1	1	1
GO_ACTIVATION_OF_MAPK_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0020149617538549602	1	1	1	1	1	1	1	0.05136744269974869	1	1	1	1	1	1	1	1	0.03782984782057719	1	1	1	1	1	0.09189987251730725	0.008573689838536902	0.017442572383459032	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04344112842668735	0.04440915891634656	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01863973922652884	1	1	1	1	0.02207230156203943	1	1	1	0.07366931518555031	1	1	1	0.013903157837258706	0.030103859285751766	1	0.0633896542106871	1	1	1	1	1	1	1	1	1	1	1	0.07067903607359116	1	1	0.01809501949064929	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	1	1	1	0.014126089368518446	0.013651977773079693	1	1	1	1	1	1	1	1	1	0.026770349911148128	1	0.08093810043995053	1	1	1	1	1	0.04191367878372865	1	1	1	1	1	0.08549193541757916	1	1	0.02718093540611044	1	1	1	1	1	0.07750506358881504	0.007220714387717431	0.012720853494990525	1	1	1	1	1	0.07557415276298918	1	1	1	1	1	1	0.0791757230918646	1	1	1	1	0.08098714173876809	1	0.08813733981085659	1	0.003453665769290737	1	0.014650804128142236	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	1	1	1	0.00826490553855641	0.008157711601834428	1	1	1	1	1	1	1	1	1	1	1	0.003955175032054226	0.02353937826256125	1	0.007121167644021709	0.0012749812948525951	1	1	1	1	1	1	1	0.0002593902723524444	1	1	1	0.02963543798574464	0.027417484904307954	0.0033810399472988806	1	1	1	0.0037866547296945274	1	1	1	1	0.002258220726759741	0.00892144653754745	0.006530446890432695	1	1	1	1	0.0038618014730001926	1	1	1	1	0.027965292416538112	1	0.05186281406610038	1	1	1	0.002993095750189134	1	1	1	1	1	1	1	1	1	1
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	0.09833454497020933	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014401591789877322	1	1	1	1	1	1	1	1	1	0.052255703542483656	1	1	1	1	1	1	1	1	1	1	1	0.0445809674363018	1	1	1	1	1	1	1	1	0.06208626123219352	1	1	1	0.08521846700762825	1	1	1	1	1	1	0.05636653698438965	1	1	1	0.04623990422365698
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.041137843885566294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08834070007288419	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09409037839153145
GO_ACTIVIN_RECEPTOR_BINDING	1	1	0.00886171567569538	1	1	1	1	1	1	1	1	1	1	1	0.0006225221799407432	0.014179050320838549	0.016225409567374616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011417427963284044	0.010532912270505346	1	1	1	0.00245820858940371	0.0013934672059623399	1	1	1	1	1	1	1	1	1	1	0.001179236916540649	0.0014214626303750144	1	1	1	1	1	1	0.020482235753798594	0.00839921837560964	1	1	1	1	1	1	1	1	1	1	0.005485712621484007	1	1
GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010396925573362137	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.038041176088584705	0.022399310230430736	1	1	1	1	1	1	1	1	1	1	0.019131816201102714	0.022822943535801277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07865161780720764	1	1
GO_ACTOMYOSIN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0181377697902676	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.062054096937184666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	1	1	0.0493517494554212	1	1	1	1	1	1	1	1	1	1	0.014523038216540218	1	1	0.0715259602792705	0.017591370934300965	0.006606771066310579	0.01392415786511969	0.03547532201229653	1	1	1	1	1	1	1	0.05260291778092552	1	0.00788871756941345	1	0.08175714451191674	0.06988506705177566	1	0.026022776237186407	1	1	1	0.048588859062548284	1	1	1	1	0.07564432130375576	1	1	0.07364727382556291	1	1	0.020045469060272714	1	1	1	1	0.0727530455235581	0.01124585645045062	0.008280339243662449	0.04416549531338709	1	1	1	1	1	1	1	0.002077668462374005	1	1	0.05577932620889536	1	1
GO_ACUTE_INFLAMMATORY_RESPONSE	1	1	1	1	1	1	1	0.013704908185735887	1	1	1	1	1	1	1	1	1	1	1	1	0.047009608982259365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02631900334504156	1	1	1	1	1	1	1	1	1	1	1	1	0.06008043755671888	1	1	0.07883463171299843	1	0.012055642767888175	1	1	1	1	1	1	0.08971604441302028	1	1	1	1	1
GO_ACYLGLYCEROL_HOMEOSTASIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0279711901528924	1	0.09515835649807958	0.022280669895063276	0.0313047442689085	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01867688793765976	1	1	1	1	1	1	1	1	1	0.02011302849353369	1	0.028830164046942053	0.08054647431575868	0.07067718723318506	1	1	1	1	1	1	1	1	1	0.04561996395692558	1	1	1	0.02603142129257896	1	1	1	1	1	1	1	1	1	1
GO_ADAPTIVE_THERMOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09880494620207103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016225409567374616	1	1	0.0026445814110912513	1	1	1	1	1	1	1	1	0.002606785842608539	1	1	1	0.011417427963284044	1	0.014595274616330922	1	1	1	1	1	1	1	1	1	1	1	0.007446668390859834	0.006431446016430531	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	0.04596678366113949	1	1	1	1	1	1	1	1	1	1	1	0.09036683107237076	1	0.05192298735420564	1	1	0.08735450322452154	0.03427579128681857	1	1	1	1	1	1	1	0.003898998124219788	1	1	1	0.024303548762390936	1	0.04155745509630726	1	1	0.08018445577489586	1	1	1	1	1	1	1	0.018050317748353972	1	1	1	1	0.041119031088514335	1	1	1	0.09741393175041035	1	1	0.08306037662987231	0.04163616779226853	1	1	0.034830503190966255	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_ACTIVITY	1	1	1	0.00253062173664087	0.002497115493696689	1	1	1	1	1	1	1	1	1	1	1	0.0006478127564301106	0.007425241306023178	1	0.0021738546198776243	0.00020151812044899575	1	1	1	1	1	1	1	3.9757133770690345e-05	1	1	1	0.00943491494602211	0.008700410590341656	0.0005505289625282739	1	1	1	0.0011439357873035405	1	1	1	1	0.00036272538660508946	0.0027361428510779273	0.0019902479650589777	1	1	1	1	0.0011669583037829945	1	1	1	1	0.008881478016513844	1	0.016986526840892857	1	1	1	0.0004852527043394117	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022467764841347604	1	1	1	0.010565762699548342	1	1	1	1	1	1	1	0.0036628829984486355	1	1	1	0.01587365055315637	1	0.020236601548022426	1	1	1	0.001962999473020477	1	1	1	1	0.01546297115348616	0.0046686530612815025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0186572746913376	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	1	0.028574113080648056	1	1	1	1	1	1	1	1	1	1	1	1	0.004774941195894944	1	0.09203785657723773	1	0.004034949341201632	1	1	1	1	1	1	1	0.0032198689911935308	1	1	1	0.041261976615555085	0.03623963995056456	0.01627778148224812	0.06679796890623324	0.02258278683274839	0.0212682335434764	0.07229856389067513	1	1	1	1	0.00923507501993781	1	1	1	0.015940004740689573	1	1	0.010158352145059002	1	1	1	0.03806233924226021	0.00859956929541661	1	0.008566303156486765	1	0.007386839910875187	1	0.05343687481757786	1	1	1	0.04858761782481469	1	1	1	0.059526114750678705	1	1
