	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	GATA2	HES4	HLF	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF519	ZNF846
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT	1	1	1	0.22774453139	1	1	0.419963771016	1	1	1	1	1	1	1	1	1	1	0.000901436088254	1	1	1	1	1	1	1	1	1	0.519161248606	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1	1	1	1	1	1	0.0486948319236	1	1	1	0.344970988016	1	1	1	1	1	0.230144685702	0.0	1	1	1	0.0243643896848	1	1	1	0.0971563604832	1	0.359318037987	1	1	0.540605199042	1	1	1	0.00207587117141	1	1	1	1	1	1
GO_NEUROGENESIS	1	1	0.460242092687	1	1	0.355098542859	9.47616058622e-06	0.0110660313476	1	1	0.0115102382305	1	1	1	0.0763689487747	0.000245986164022	0.0118077822976	0.00167842825465	1	0.00614470075798	1	0.0	1	1	4.75031667688e-05	1	1	1	0.000457595325108	1	0.0	1	1	1	3.10118010152e-05	1	0.0950032731147	1	1	1	1
GO_NEURON_DEVELOPMENT	1	1	0.309845851566	1	1	1	3.28375971435e-05	0.0577228466766	1	1	0.000193950331344	1	1	1	0.00146345631722	7.74049856105e-05	0.309090574513	0.000262694214467	1	0.681764335271	1	1.58451089773e-05	1	1	4.90114486832e-05	1	1	1	0.0352234157424	1	1.90897846863e-07	1	1	1	0.000659393443704	1	0.00612475026194	1	1	1	1
GO_NEURON_DIFFERENTIATION	1	1	0.0242495621528	1	1	0.100271888808	0.0	0.0160529591009	1	1	0.00290833187968	1	1	1	0.00330310410144	2.0653721502e-05	0.0262850177522	0.000440671681878	1	0.000659448683513	1	0.0	0.286746970819	1	0.0	1	0.512185353792	1	0.00392197402228	1	0.0	1	1	1	0.0	1	0.0179834664756	1	1	1	1
GO_NEURON_PROJECTION	1	0.261184056152	3.34048367741e-05	0.00173830278405	0.0262727185608	1	4.64485938112e-05	5.95563471413e-05	3.5962370911e-05	0.000864574977321	3.50653958037e-05	1	0.000948067789566	1	5.03047227987e-05	7.83892413562e-05	4.64485938112e-05	2.7690580034e-05	1	7.40014225591e-05	0.016540454583	4.31783263966e-05	1	1	6.09476412291e-05	2.87970561121e-05	0.0243874851299	3.57370967805e-05	8.03923954624e-05	1	2.45151008027e-05	1	1	3.77021594948e-05	5.28432901135e-05	0.146494960887	7.15301200889e-05	9.36640119895e-05	1	0.767149853141	0.000168938530855
GO_NEURON_PROJECTION_GUIDANCE	1	1	1	1	1	1	0.0120625513525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0475211684631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEURON_PROJECTION_TERMINUS	1	1	0.197728330247	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00872784659111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.14593330051	1	1	1	1	1	1
GO_NEURON_SPINE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.146085636942	1	1	1	1	1	1	0.929035524477	1	1	0.329291762932	1	1	0.00968735952626	1	1	1	1	1	1	1	1	1	1
GO_NEURON_TO_NEURON_SYNAPSE	1	1	1	1	1	1	1	0.00124450216709	1	1	1	1	1	1	0.00858311133075	1	0.0448707963573	0.000310489182827	1	1	1	0.000821412778797	1	1	0.0	1	1	1	1	1	0.0	1	1	1	0.00710746063254	1	1	0.425631352236	0.492002256682	1	1
GO_NEUROPEPTIDE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.66586582706	1	1	1	1	1	1	1	1
GO_NEUROTRANSMITTER_SECRETION	1	1	1	1	1	1	0.0796579619462	1	1	1	1	1	1	1	1	1	8.49365358371e-05	1	1	1	1	1	1	1	0.000679303432165	1	1	1	1	1	0.296181773651	1	1	1	0.211154511513	1	0.855949263789	0.251838408999	1	1	1
GO_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	1	1	0.0674324324682	1	1	1	1	1	1	1	1	1	0.000601530191033	1	1	1	1	1	1	1	0.00249100708323	1	1	1	1	1	0.508745236469	1	1	1	0.352397616126	1	1	1	1	1	1
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.425837920541	0.00407201424777	1	1	0.0	0.0187465307057	0.134720483014	1	0.0	1	1	1	0.000164606859249	1	9.59028169945e-06	0.0	1	0.0715197144452	1	0.000268388882716	1	1	0.24982273734	0.0	1	0.000297150812697	1	0.125617668152	0.182651627317	1	0.0383176529792	0.0	0.00042111583194	1	0.00102111376015	1	1	1	1
GO_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	0.124140081169	0.119102246243	1	1	0.00182052048186	1	1	1	0.000120964333585	1	0.124140081169	0.000103166165656	1	1	1	1	1	1	1	1	1	0.00698269220957	1	1	1	1	1	1	0.0896448473682	1	0.00215729335925	1	1	1	1
GO_PEPTIDE_SECRETION	1	1	1	1	1	1	1	1	1	1	0.147930260224	1	1	1	0.00900586995789	1	1	0.277655251397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.376743696201	1	1	1	1
GO_PERIKARYON	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.548383383927	1	1	1	0.0747073473287	1	1	0.164714722138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	1	1	1	0.05646982333	1	1	0.0693173683601	1	1	1	1	1	1	1	1	1	1	0.0187006559711	1	1	1	1	1	1	1	1	1	0.245772633598	1	1	1	1	1	1	0.742907171256	1	0.0422609009415	1	1	1	1
GO_PLASMA_MEMBRANE_REGION	1	1	1	1	1	1	1	1	1	1	0.134901774035	1	1	1	1	1	0.778992281597	0.000952370008154	1	1	1	1	1	1	0.0176141179648	0.329577084107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.971530804132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.384635011783	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.741297655945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.630868615207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.701734499022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSTSYNAPSE	1	1	0.28084555954	1	1	1	2.06299488068e-05	3.4122100645e-05	0.439001959879	0.0610015718048	0.000113968679825	1	1	1	3.58190868965e-05	9.56778653579e-05	1.56282505054e-05	7.50505458313e-06	1	1	1	9.1045196744e-05	1	1	3.07152758039e-05	0.000701393251435	1	0.000226462209983	0.0851065139602	1	0.0	1	1	4.4764771492e-05	1.28624268961e-05	1	0.0781568287551	0.00426149795656	1	1	1
GO_POSTSYNAPTIC_DENSITY_MEMBRANE	1	1	1	1	1	1	1	0.0657468463076	1	1	1	1	1	1	1	1	1	0.0906765904961	1	1	1	1	1	1	0.0572681445855	1	1	1	1	1	0.210597128141	1	1	1	0.16071044977	1	1	1	1	1	1
