	ARX	ASCL1	E2F7	ETV1	FEV	FOXD4L5	NEUROD2	ONECUT1	PAX4	PBX3	SOX4	TFCP2L1	ZNF519	ZNF846
GO_EXOCYTIC_VESICLE	0.0015693535488315868	0.09653010372618986	0.000509195422934372	0.02838654639657945	5.979232529873535e-05	3.254688698706154e-05	1	0.0925929498005097	0.010836170886051932	0.00010581282272092984	6.77589444553206e-08	9.80843080997662e-05	1	1
GO_GATED_CHANNEL_ACTIVITY	0.0027492741418637667	0.00024235868148214657	0.0018059074807353914	5.965675074215415e-05	1.3814061006200973e-11	0.0006925404041919769	1.6861348433483414e-05	1	5.582184427921355e-06	0.005826167968364437	4.087175042855051e-12	0.000664870992660771	0.007148574692789289	9.136365674888847e-05
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	0.00314737169196444	0.009676952670846117	0.001953753630121735	1.8812511862753567e-06	1.7013579434177473e-10	0.0013078830900826732	0.0004591038940626735	1	0.0004514409440641298	1	1.3785432462221081e-08	0.015290211472100967	1	0.0043558728301987815
GO_ION_TRANSMEMBRANE_TRANSPORT	0.0007006220070471247	0.004310039150173028	0.0005292796207393424	8.730446349536347e-05	9.570166881189834e-11	0.0006099454964375584	0.0026016729457385424	1	0.0015496516862095744	0.054773604606654924	1.6559251303505107e-08	0.0017025773117489429	0.05637822540444681	0.006036302781612379
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.003389010720964203	0.010279578086224705	0.05459069105857439	3.921735132916826e-05	3.641733214987397e-08	0.0038478500183130038	8.651658329528189e-06	1	0.001834703280541361	1	4.417858291416721e-07	0.03291252429140712	0.09304808471019221	0.02461406919101461
GO_ION_TRANSPORT	0.0009640875895580159	0.016976854330573055	0.019609341315489415	0.0023302060450929307	1.9200415923847913e-08	0.016823904861300032	0.00028675808708644723	1	0.004721174211112289	0.06337757098520114	1.4603526351519847e-06	0.0035880941492609786	0.03771912843579761	0.053296080946119595
GO_LOCOMOTORY_BEHAVIOR	0.004962087275959037	1	1	1	1	1	1	0.001063172721951	1	0.07086625889565579	9.993258109908254e-09	0.0040924604856912294	0.005549697290050837	0.07595568425548671
GO_MEMBRANE_DEPOLARIZATION	0.014191892611331136	0.07288946918455541	1	0.01152064672660924	4.430975668601178e-07	0.027109764786622192	0.00045717608987216884	1	2.6150158756732544e-05	0.0009849526754968085	0.0009741107999418075	0.00032415572067268084	1	0.006254511089141324
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	0.017916116371614055	0.014025764654469253	1	0.015473023468912661	5.74858796009714e-07	1	3.10746954574892e-05	1	0.00038421000831934116	1	0.0036072768702026803	0.0061511244517573616	1	0.00021602422512090325
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	0.007157394845464182	0.00556874256025619	1	1	1.609640343236407e-08	1	0.0006609382471275405	1	0.003491283015019775	1	0.0005840433506845155	0.022405476702822558	1	0.0008024643661517228
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.00013534602284914765	0.004946005932695008	0.008535678538351577	2.91152560838448e-07	2.355979322743451e-08	0.011537828096344738	3.646943859125784e-07	1	3.718711288358545e-05	0.017463671060989783	6.831080590075089e-09	0.030505792155712697	0.0042671832051509595	0.0024721829483981272
GO_METAL_ION_TRANSPORT	0.0015688683373347168	0.07573892861548837	0.003089154983172193	3.502743132988151e-06	8.835604436985278e-08	0.0020520566340225255	0.0006053494558991845	1	3.7850797891869625e-05	0.07211323435610695	3.936388771608179e-07	0.005112379403182432	0.043477634141105836	0.0010488045931277279
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1	0.003377601882374348	0.006897354626570373	0.004216913275189804	9.227976976999841e-07	0.059556095888017246	0.00036030978754231224	1	1.4113206576182868e-05	0.017678087816414778	5.79134416645033e-07	4.874650067021591e-05	1	0.0014101047528649602
GO_NEUROGENESIS	0.0003105361901074577	0.06252825482338731	1.1607182705763996e-05	0.002018740672318997	2.2247607978087558e-07	5.376064652118373e-06	1	0.08319375974135945	0.0005138794842205474	0.0009615163613178046	5.388888446589135e-09	2.7643194733251164e-08	6.333207025233101e-05	1
GO_NEURON_DEVELOPMENT	4.188528247572876e-06	0.0035901951844821145	0.00014924024480456044	0.00022555142513314141	1.0288748542031101e-07	1.8169697863945622e-05	0.038568238222727924	0.04412741859670044	0.011715603780227735	0.003266652949563076	8.395763195778727e-09	4.815378282785332e-07	0.0001808985906242011	0.02175593179678237
GO_NEURON_DIFFERENTIATION	8.293065577846814e-05	0.01874028642790615	0.00017635659287373873	0.000767629239744938	4.373675049906822e-07	1.7481474604452707e-05	0.07996079538589895	0.0983643158701768	0.00024796311259323023	0.0010606725591966182	7.138813762352925e-09	6.006973202188348e-07	2.7934195974133047e-05	0.05981756611107547
GO_NEURON_PROJECTION	2.3590140951768035e-10	0.0002958115728667332	9.369743869669378e-10	0.0040621542219008155	2.2457591342117666e-11	2.2277763411793217e-08	0.0014114634899825562	0.011186431600270774	0.00018103925432033652	1.9816900342917165e-08	2.4739099657722363e-11	6.698186449938248e-11	3.051325858649534e-11	0.000586507170012518
GO_NEURON_TO_NEURON_SYNAPSE	6.375786250290005e-06	0.009264990430236986	1.9781970725940567e-06	1	0.029543910689895925	0.00030491813251165567	1	0.0014541024953190762	0.013575178982837	7.164872259191046e-05	1.1003211330962159e-07	2.4124853655660417e-05	1	0.00080668533980921
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.017394361960686888	0.002360411567205345	0.0019243450126503747	3.501090364188553e-05	0.0	0.000633143700059069	1.099824284755968e-05	1	1.4143303639801985e-05	0.028401082105099285	2.2134127863893127e-10	0.00038590420827355754	0.028443673162426242	0.0017381836466676681
GO_PERINUCLEAR_REGION_OF_CYTOPLASM	0.00724773632504494	0.06498400630759915	0.01612835762065845	0.08082072239630345	1	0.07541138173254924	1	0.08355046354998874	0.021514850652980755	1	0.014672270735682558	0.007292595282460734	0.015134879224568576	3.9724606448743316e-07
GO_POSTSYNAPSE	8.431820586185523e-08	0.004012871343126445	1.909836280922228e-05	1	7.577608217679277e-06	3.0370456167716497e-06	0.0888518163147598	0.057470450746049395	0.03617782393815272	2.2644455833775723e-06	3.591804631497553e-11	2.833382155020825e-05	0.02683832928632135	0.00020760609501724314
GO_POTASSIUM_CHANNEL_ACTIVITY	0.00450286872989325	0.02092946235858495	0.00045140757133321774	0.00038575004226071297	3.881108721881521e-05	1	0.01687651971359594	1	0.011066074003053372	0.0027227057361104423	1.501641506695961e-07	0.03369904798984524	0.06885658266514993	0.016090626548578513
GO_POTASSIUM_CHANNEL_COMPLEX	0.00019637204374456374	0.01157291159599061	0.0011326678034371263	0.0015149707681405555	0.0019893938110131515	1	1	1	1	0.00010140989503959474	1.0003489814280897e-08	0.01639091566221129	0.04642248047098496	0.007538393366078866
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.01118692546243516	0.04085449061836077	0.0002937203155207735	0.0012634601836408743	0.00028982696271362407	0.09996083692376123	0.027541419385943566	1	0.022181788293144544	0.006901562192251021	8.227067560540036e-08	0.07406549152350039	0.018457591781694704	0.037359668892416376
GO_POTASSIUM_ION_TRANSPORT	0.002315300498156203	1	0.0001686596333644319	0.0015594287069139456	2.8710522660957416e-05	0.09426745875088305	0.06085773046783416	1	0.06621044176400759	1	4.225703298388339e-08	0.03681643783397692	0.05596107979185461	1
GO_PRESYNAPSE	2.0280878965106552e-07	0.04303877175683968	1.0301616781838163e-08	0.005573870243092971	1.3488632433222847e-10	9.458665858319559e-05	0.010621440180754615	1	0.01530187252818882	1.360125582716698e-06	1.029991647527595e-10	8.960215420350526e-05	0.0005512723023148869	0.06145366768075822
GO_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	1	1	0.01072123756223986	0.01688812995852995	0.01434709770164988	1	1	0.023963754004979076	1	0.09142603685176864	2.519171371506701e-07	0.022004300281934563	1	0.05280380877970181
GO_PROTEIN_LOCALIZATION_TO_SYNAPSE	0.08100232872947055	1	0.005143963909059357	0.009575269676778797	0.02867902117007859	1	1	0.01612450191639092	1	0.06353152980932464	2.230342314168965e-07	1	1	0.03119616489767041
GO_REGULATION_OF_HORMONE_LEVELS	0.0001536500946792696	1	0.010568493778166599	1	0.0003009151157591372	0.03307242422778045	1	0.030746936961124183	0.003860765443491676	1	1.1340674987980748e-07	2.4019554437093582e-05	0.03899123213024813	0.025461173625080158
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	0.0016099768178685636	0.09086769050035859	4.8406902333431034e-05	4.222884162852214e-05	7.281208969089903e-10	0.008299414747518719	0.0011767447485817595	1	0.002693801844849908	0.08775831957073255	1.3853054049772773e-05	0.00047385682326350764	1	0.0006077342028556476
GO_REGULATION_OF_ION_TRANSPORT	0.0018779141883549233	1	0.0019286028692392376	0.0009935148579868214	2.5049738949789457e-09	0.012060119698322214	0.0009480852187879751	1	0.005581436608763313	0.05438483446150655	3.71488318268165e-05	0.00010474230321788625	0.04041930328059895	0.004661143552566638
GO_REGULATION_OF_MEMBRANE_POTENTIAL	3.565224463542016e-05	0.0014494976591106212	1	0.00784888692760477	4.433986389162925e-08	0.0003295611448443925	0.005946644285767189	1	0.0015439810844284363	0.00028801128978217516	7.722207318039409e-10	4.7286540952984346e-05	1	0.0009322029780808316
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	0.0024656662896679338	0.09507723379995348	0.00010286241719004163	0.025086982620793674	0.0013917679493333779	0.0004524264985518167	0.07214466252798246	0.0055805343119660344	0.0034812337224131573	0.016919878157992674	5.194689439713684e-07	3.850896919943558e-05	0.02060311787168745	0.010327422034582923
GO_REGULATION_OF_SECRETION	0.002966753651891918	0.029812573430374467	0.00041491802854742854	1	9.400263949710386e-05	0.007193330545111287	1	1	0.00012695958504760352	0.028196134111622362	6.058310677348189e-06	2.462711787265537e-05	3.369581338397154e-07	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	0.01002690224737901	1	1	1	0.00010791855989999988	0.019389539925477095	1	1	1	0.006832051808038364	0.00044876351635292355	0.04752337333288981	4.111348878010901e-07	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	0.0048337163735964195	0.06291990958293314	7.701589920450225e-05	0.00018293318046747054	8.062661649432812e-11	0.002781966578464412	0.002435283324200066	1	0.0016315805570359387	1	8.100098922936283e-06	0.000809142364230131	1	0.0007998495718923859
GO_REGULATION_OF_TRANSPORT	0.00018183116848546899	0.03472813958928134	1.8209884750097771e-06	0.00041171115946536663	2.1967812235956785e-08	0.0013043967771333431	0.0093272060459344	1	0.0005431613651437628	0.015571684652986306	4.469460090916755e-08	1.2603576264869076e-06	6.668661920283814e-05	0.0017485400986728683
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	0.0009775958347377767	0.071727126059423	2.206540168814275e-05	0.029854679521597927	1.1945944278224374e-06	0.04404011293683252	1	1	0.030584908502755526	0.006467753046834335	0.0	1.982855722948429e-07	0.001191617837739467	0.0003198909013356621
GO_SIGNAL_RELEASE	0.0001587863539306289	0.003122152801915856	0.0005254426522747213	1	3.847853373029064e-05	0.0045516066263416866	1	1	0.0005691134970415845	0.0007697644284688776	8.923114687697797e-06	3.0853157140242615e-07	1.7004879112603177e-06	0.061189556782275
GO_SOMATODENDRITIC_COMPARTMENT	1.1092191385397854e-06	0.00903188648777098	2.9699451231657292e-08	1	6.580068934169958e-09	0.0011794985449884443	0.0025802059433994717	0.044966049700561284	0.04643795373711501	6.13760689652798e-05	0.0	6.59722816442887e-06	1.7238370965122485e-06	6.216159171390512e-05
GO_SYNAPSE	3.881565513452756e-09	4.349325858354902e-07	7.76987474360169e-10	0.02136694452812271	4.950706511408498e-12	3.1526603549991705e-10	0.07089791395310852	0.0007885191753794762	1.137109393978264e-05	1.744755673271925e-08	1.033895191682177e-11	7.110018129807827e-10	0.00027204335654706924	0.0005352962196778499
GO_SYNAPSE_ORGANIZATION	2.8954525188473745e-05	0.060663115298435044	0.000860745651807604	0.024191636654890436	0.006546862073476434	1.3277947091605569e-05	1	0.07585561910789362	0.025423357009935588	0.018380138847233884	3.578245799662483e-08	0.00013784503922076308	1	1
GO_SYNAPTIC_MEMBRANE	5.901562157728524e-05	0.011672556118122235	6.626333757253633e-07	1	8.522501652008518e-05	3.979892458483292e-06	1	0.01153757935541444	1	1.7397825180176518e-05	1.0401914262159195e-06	0.006185430513387824	0.01250592084426283	7.127181659094539e-05
GO_SYNAPTIC_SIGNALING	3.8082312567855325e-06	0.00028599134157436534	3.2039444136655604e-06	0.0916523259164872	7.481728570013502e-10	6.356172776333935e-06	1	0.02745521889778435	0.000572074204211348	2.90432000815688e-06	0.0	1.076984057490904e-10	0.005253511691624135	0.0010903855704957888
GO_SYNAPTIC_VESICLE_LOCALIZATION	0.00028269602020314366	1	8.143054008868944e-10	1	1	1	1	1	1	0.030954641196765498	0.016524539060605026	1	1	1
GO_SYNAPTIC_VESICLE_MEMBRANE	0.0002852653090629209	1	0.0016178341684348618	0.0020325128284981453	8.752881232743093e-05	0.0008825010262796251	1	1	0.007494858249583514	0.08995700726693101	2.2659416132331245e-07	0.0006621852784075566	1	1
GO_TRANSMEMBRANE_TRANSPORT	0.0004933713517226712	0.023674716123657458	0.0012733498262217369	0.0004794252582193126	3.731558395614343e-10	0.004728129777196055	3.2694960462320566e-05	1	0.0029218976282309184	1	4.713531653877112e-08	0.006294606791230062	1	0.03350791860737712
GO_TRANSPORTER_ACTIVITY	0.0025391418831901547	0.0669018761723551	0.03541624959447531	3.502540539879195e-05	4.3472618838080734e-08	0.004988705198097909	1.973462027682338e-06	1	0.0005862800487710373	1	1.5758124503051363e-06	0.03507006055197437	1	1
GO_TRANSPORTER_COMPLEX	0.03690285997153908	0.0055510888573120365	8.51075818968372e-05	5.0747682504237446e-05	1.41409471798859e-07	0.00251036293860607	0.00019649172883606791	1	0.0016771537794800784	3.08428167238306e-05	1.0102141345669224e-10	0.0005589857603119919	1	0.001431788269174783
GO_TRANSPORT_VESICLE	0.0020410060935258656	0.01514251481132245	0.0005498052040235901	0.060178810588654486	4.94564949092835e-05	0.0007079783060065514	1	1	0.020667719883885383	0.0036937087077640873	1.28340560401341e-10	4.530344756226157e-06	1	0.001809427407209796
GO_TRANSPORT_VESICLE_MEMBRANE	0.00016615156232802075	1	0.0003210112542276766	0.004482098149754643	3.0464463394386243e-05	0.016871086328638207	1	1	0.008555062911767553	1	7.02974070287965e-07	0.0002858988165345133	1	0.0002943961818675511
GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	1	1	0.005152949676890173	1	0.00028181832996776457	0.03745627123084638	1	1	6.244718543380046e-07	0.001166713614520587	0.0008163912435411591	0.009347234841955654	1	1
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.04309981145157149	0.03112988342834455	0.001015046532463093	8.487127476675127e-05	6.217008474695973e-08	0.017815386701968916	0.0015940369787966757	1	1.0997137793733458e-06	0.004723756929533751	5.5061481558649206e-06	0.0005632323329082256	0.013858893702152875	0.005508696756824083
GO_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	0.004857813374932629	0.01580679901659665	0.0011740453187809585	7.983297652836008e-06	2.1065538202691414e-10	0.05217109606976311	7.667935791877412e-07	1	1.0559611566485216e-05	0.0152528559430809	1.6783374365836323e-06	0.003981020716329886	0.033673410251836455	0.0010897829776344015
