	AEBP1	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXJ1	FOXP2	GATA2	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TFCP2L1	TP73	ZFP69B	ZNF492	ZNF519	ZNF846
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	0.0158908554409	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0177531654732	0.822503738998	1	1	1	1	1	0.00495618434368	1	1	1	1	1	1	1	1	1	1
GO_CARDIAC_CONDUCTION	1	1	1	1	1	1	1	0.000503375759215	1	1	1	1	1	1	1	1	1	1	0.00348353325556	1	1	1	1	1	1	1	1	1	0.0959418494346	1	1	1	1	1	0.00629652716519	0.0347086022976	1	1	0.531356857408	1	1	1	1	1
GO_CATECHOLAMINE_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.760918263869	1	1	1	1	1
GO_CATION_CHANNEL_ACTIVITY	1	1	0.00338039058743	0.0	0.0021350378073	0.00836004424645	0.0	0.0	1	1	0.0	1	1	1	0.0555028446561	0.0	0.14140534734	0.0	0.0	1	0.000559002810917	1.55399733052e-05	0.0	1	1	0.0311148832717	1.65124555092e-05	0.0463783452299	1.20428147485e-05	1	1	1.66764322712e-05	1	5.70848271586e-06	5.38759183488e-06	8.76154836571e-06	0.0	1	0.00024446747656	1	1	1	0.00330637566111	0.0036193363083
GO_CATION_CHANNEL_COMPLEX	1	1	0.0529956531484	1.44727935237e-05	0.147175814462	1	0.0	0.0	1	1	4.43515046622e-05	1	1	1	1	0.0	0.0780749418494	0.012867460298	0.0	1	0.0564458693743	0.750901899304	7.54803606884e-06	1	1	0.782329776387	0.00451482913061	0.0028126584572	1.8751934761e-05	1	1	1	1	0.000266660146634	0.000242105162544	1.59614010452e-05	1.34461947355e-05	1	0.00415714998193	1	1	1	1	0.00338043459206
GO_CATION_TRANSMEMBRANE_TRANSPORT	1	1	0.219979410217	0.0343760894066	0.0447220336494	0.00127128888826	0.0	0.0	1	1	0.0143141923949	1	1	1	1	0.0069886692718	0.0246731652555	0.0778317949743	0.0	1	1	1	0.000229802811504	1	1	0.053448774486	0.000468968006463	1	1.61141645423e-05	1	1	0.0355933441906	1	0.000195555797161	0.0114265253477	0.000158714790849	9.99980959304e-06	1	0.136287302399	1	1	1	0.0856038218468	0.0897582717875
GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.31728085762	0.0142856985528	0.187817759361	1	0.0	0.0	1	1	0.0185370741605	1	1	1	1	0.0920380976688	1	0.00202130747036	0.0	1	1	0.00411409624126	7.25163014137e-06	1	1	1	0.00488934465369	1	0.00406562905098	1	1	0.206229121084	1	0.0755298346174	0.000683523569325	6.77820677863e-05	0.000592359746666	1	1	1	1	1	0.16420502808	1
GO_CATION_TRANSPORT	1	1	1	0.0321247205192	0.0190688371983	0.105346872511	0.0	0.0	1	1	0.0489379119434	1	1	1	1	0.0218247424504	0.196979669459	0.516519414688	0.000209436844491	1	1	1	0.0013868711821	1	1	0.109439033491	0.00989874715594	1	0.000512559080715	1	1	0.207916238539	1	0.00164306167951	0.166665186545	0.00815409134612	2.60395264822e-05	1	0.933803786268	1	1	1	0.0693014099169	1
GO_CELLULAR_COMPONENT_MORPHOGENESIS	1	1	5.73313616165e-05	1	1	1	0.0	0.000196065970752	1	1	0.77239586524	1	1	1	1	0.102494148891	0.753107009336	0.181837820914	0.494175929811	1	1	1	0.00556545625647	1	1	0.000191156322285	1	0.336471355155	1	0.0731245866724	1	0.0395931068245	1	0.120909212708	4.31755880725e-05	3.90322847169e-05	1	1	1	1	1	1	1	1
GO_CELL_BODY	1	1	0.00183274929861	1	1	0.327596066065	0.000157007999999	9.62165617624e-07	1	1	0.00973104815085	1	1	1	1	0.00476657598531	1	0.0142370593269	0.0	1	0.043587592888	1	7.32116658924e-05	1	1	0.0	1	1	0.0019533012948	0.0103723476198	1	0.000311426912573	1	0.00372159963734	0.000952109349346	0.00032085411543	0.0218188361811	1	0.0233673555781	1	1	1	0.0106671761762	1
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.122631860791	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_CELL_SIGNALING	1	1	0.000161036148056	0.000379749732877	0.0	0.00431826551992	0.0	0.0	1	1	0.0	1	1	1	1	0.0	1.71667455002e-05	0.0	0.0	1	0.0434744511468	1	0.0	1	0.943891478199	0.0	0.123407735854	0.00224237017797	9.0627121776e-06	0.00143795986015	1	6.3163316697e-06	1	0.0	1.31525140334e-06	0.0	0.0	0.943879230585	0.0	1	1	1	0.00209205118946	0.000472621261396
GO_CELL_JUNCTION_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.386210242294	1	1	1	1	1	1	1	0.0212825585299	0.993429152301	1	1	1	1	1	1	1	1	1	1	1	0.19714855077	1	1	1	1	1
GO_CELL_JUNCTION_ORGANIZATION	1	1	0.0292359763598	0.148920774795	0.150043461699	1	0.0242297298704	0.40465006976	1	1	1	1	1	1	1	0.000373567623116	1	0.00447563835555	0.000242483829802	1	1	1	0.376724168203	1	1	0.00733134238106	0.00118175357391	1	1	1	1	0.000487645718239	1	1	0.0560617557511	0.0113993435492	1	1	0.00295009937224	1	1	1	1	1
GO_CELL_MORPHOGENESIS	1	1	0.0123106244684	1	1	1	0.000384676053782	0.00879833301275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000795990475159	1	1	0.00280275413089	1	0.368348472857	1	1	1	1	1	1	0.0383573130087	0.00408677845788	1	1	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1	1	0.00529241717083	1	1	1	0.00104672417845	0.00336507882198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000264596569455	1	1	0.000602502636315	1	0.0961428400917	1	1	1	0.499759159388	1	1	0.621000872713	0.0304344560183	1	1	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	1	1	0.00314397704953	1	1	1	8.50460403317e-05	7.83559858677e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00013664614628	1	1	0.000381153211043	1	0.194618500112	1	0.527460436748	1	0.00617596161546	1	1	0.149621468021	0.012969238039	1	1	1	1	1	1	1	1
GO_CELL_PART_MORPHOGENESIS	1	1	9.51972974281e-05	1	1	1	0.0	0.000315810129268	1	1	0.698183898268	1	1	1	1	0.173336167576	0.472097568718	0.813092809093	0.933397949512	1	1	1	0.00123066127147	1	1	0.0001951281056	1	0.296131057723	1	0.0750977753007	1	0.0112672073663	1	0.16500845174	0.000532140251913	3.65188963616e-05	1	1	0.545413014086	1	1	1	1	1
GO_CELL_PROJECTION_ORGANIZATION	1	1	0.0316242707011	1	1	0.00225996379879	2.28141587777e-06	5.25599619094e-06	1	1	0.12480716626	1	1	1	1	0.0303385116594	5.85984757939e-06	0.0228712820275	0.00155241720939	1	1	1	0.00100202168323	1	0.468509512345	4.34065622845e-06	1	0.259681159234	1	0.0198465428177	1	1.48476680182e-05	1	1	0.00310069282408	4.53281960792e-05	1	1	0.000140814495553	1	1	1	1	1
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.106703771343	1	1	1	0.849305300626	1
GO_CHANNEL_INHIBITOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	0.801736730389	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHANNEL_REGULATOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.449234002049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHEMICAL_HOMEOSTASIS	1	1	1	1	1	1	1	0.125166470932	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.812956708325	1	1	1	1	1	1	1
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.473521207426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHONDROITIN_SULFATE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.599819406887	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CIRCULATORY_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.347848954696	0.000261024344408	1	1	1	1	1	1	1	1	1	0.000911599344625	1	1	1	1	0.141030380656	0.000432047411415	0.0204223824079	1	1	0.535487308551	1	1	1	1	1
GO_CYTOSKELETAL_PROTEIN_BINDING	1	1	1	1	1	0.00029497655	0.000199279881241	1.14988516704e-05	1	1	1	1	1	1	0.0748057442232	1	0.188459099813	0.0314875218879	0.00689983881915	1	1	1	1	1	1	1	0.190702013873	1	1	0.281232494272	1	0.000186296894974	1	1	1	0.000701093525181	1	1	0.129781391655	1	1	1	1	0.00129582324328
GO_CYTOSKELETON_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.557060750825	1	1	1	1	1	1	1	1	1	1	1	1
GO_DENDRITE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.515953424255	1	1	1	1	1	1	1	1	1	1	1	1
GO_DENDRITIC_TREE	1	1	4.96928937803e-05	1	1	0.0226860982933	5.1060990645e-05	0.0	1	1	0.0788842880853	1	1	1	1	0.00010640100079	0.0129137034279	4.80998457053e-06	0.0	1	1	1	1	1	1	8.79878983839e-06	0.00239370903161	1	1	0.258426071778	1	1.03969233863e-05	1	0.688862104333	1.20293854116e-05	0.000156621040719	0.00222768872313	1	0.00122338690372	1	1	1	1	0.00920930190535
GO_DENSE_CORE_GRANULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.604519767659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_DEVELOPMENTAL_MATURATION	1	1	0.0509685648366	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_DISTAL_AXON	1	1	0.000138412638583	1	1	1	0.028067412925	0.0	1	1	0.499561361365	1	1	1	1	0.0138770654525	1	0.2155696031	0.0	1	1	1	0.00178735041191	1	1	0.000310664010573	1	1	1	0.429065319623	1	0.0	1	0.773740476831	0.000113523080955	0.00019607297431	0.0423062254617	1	1	1	1	1	1	0.99137428012
GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.922017886714	0.0148828585119	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.16721639063	1	1	1	1	1	1	0.0971179478936	1	1	1	1	1	1	1	1	1	1
GO_DIVALENT_INORGANIC_CATION_TRANSPORT	1	1	1	1	1	1	1	0.146417270436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EXOCYTIC_VESICLE	1	1	0.304475876166	1	1	1	1	1	1	1	1	1	1	1	1	0.9729207451	1	1	1	1	1	1	1	1	1	0.965484488972	1	1	1	1	1	1	1	1	1	0.00403640147388	1	1	1	1	1	1	1	1
GO_EXTRACELLULAR_MATRIX	1	1	1	1	1	1	1	1	1	1	0.114189633616	1	1	1	1	1	1	0.627203583448	1	1	1	1	0.00378794248165	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GATED_CHANNEL_ACTIVITY	0.855043250353	1	0.000973411290421	0.0	0.000448264710687	0.043435507048	0.0	0.0	0.22899798031	1	5.6121291554e-06	1	1	1	0.010933819437	0.0	0.0460633845379	8.00519545052e-06	0.0	1	0.000118290020641	1.68162685377e-05	3.72566258877e-06	1	0.401559047538	0.00258539698788	1.44828323486e-05	0.0533709078126	2.79395259091e-05	1	0.377408106749	2.62558549902e-05	1	1.35523753919e-05	1.44788216077e-05	1.84128325678e-05	9.5239085437e-06	1	0.00032331448151	1	1	1	0.00386303830107	0.00436361631787
GO_GLUTAMATERGIC_SYNAPSE	1	1	0.0667786456357	1	1	1	1	0.472347115512	1	1	0.149712761813	1	1	1	1	1	1	1	0.188423123894	1	1	1	0.00014138041233	1	1	0.0125590087107	1	1	1	1	1	0.00455991845225	1	0.02931668212	0.016623539465	1	1	1	0.00691735977515	1	1	1	1	1
GO_HEAD_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0251318295973	1	1	1	1	1
GO_HEART_PROCESS	1	1	1	1	1	1	1	0.981420960703	1	1	1	1	1	1	1	1	1	1	0.0297455072692	1	1	1	1	1	1	1	1	1	0.00131408112869	1	1	1	1	1	0.000233927756259	0.0453837187287	1	1	1	1	1	1	1	1
GO_HINDBRAIN_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.259295753656	1	1	1	0.294723337934	1
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00471777687483	1	1	1	1	1	0.148947117325	1	1	1	1	1	0.187962484172	1	1	1	1	1
GO_HORMONE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.128154280323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_HORMONE_TRANSPORT	1	1	0.0294583427886	1	1	1	0.809839593156	5.48913220451e-05	1	1	0.000209369631043	1	1	1	1	7.77796984697e-06	1	0.00101708640766	0.00423796669755	1	1	1	1	1	1	1	1	0.673897415125	0.122152870789	1	1	1	1	0.140217354586	0.361055752526	0.00861420487946	0.00693818350045	1	0.0689192012405	1	1	1	1	1
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	1	1	0.285459188213	0.0657563498259	0.799043514753	1	0.0	0.0	1	1	0.0515809200927	1	1	1	1	0.00851281273759	0.189595474971	1	0.000146622519652	1	1	1	0.000300340001087	1	1	1	0.0108533736949	1	0.00206319133776	1	1	1	1	0.001743290668	0.249054261905	0.00034683639844	0.000115136858307	1	1	1	1	1	1	1
GO_INSULIN_SECRETION	1	1	0.00559713735598	1	1	1	1	0.0	1	1	0.0927956780309	1	1	1	1	0.0	0.188573022868	0.00132338923519	0.00670957539353	1	1	1	1	1	1	1	1	0.0112570949008	0.144883840191	1	1	1	1	1	0.360114852114	0.336364216636	0.245912369258	1	0.0363452566259	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	1	1	0.00342678663573	0.000242252247525	0.0181087578336	1	3.26600048139e-05	0.0	1	1	2.49458938546e-05	1	1	1	1	0.000868466980634	0.45974687292	0.00228860557328	8.60882948295e-06	1	0.526028564588	0.350640648616	1.85086205777e-05	1	1	0.061303221791	0.000566073012098	1	0.193342222423	0.909864255002	1	1	1	0.00551020836437	0.00489110097909	0.000444529280014	0.00550987238885	1	0.162050855135	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.137726338965	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.528724846625	0.0272787080977	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ION_CHANNEL_REGULATOR_ACTIVITY	1	1	1	1	1	1	1	0.416762759103	1	1	0.901007928327	1	1	1	1	1	1	1	0.0886488858333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.957702996236	1	0.55533379261	1	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORT	1	1	0.0340229525299	0.0240928458969	0.123510056299	0.0292834504296	9.89547373864e-06	0.0	1	1	0.000784191483637	1	1	1	1	0.00036625157191	0.0252170960815	0.0162690751166	1.74549926928e-05	1	1	0.279366459296	0.00246216858382	1	1	0.0324483066304	0.000747623921211	1	5.00309275808e-05	1	1	0.830995103498	1	0.00107915301851	0.0205509552793	4.48751152917e-05	2.7242099772e-05	1	0.308561724751	1	1	1	0.45303408881	1
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.0805714560217	1	1	0.0	1.20569792772e-06	1	1	0.0246659976659	1	1	1	1	0.0303110744506	1	0.0456949767477	0.000223150230426	1	1	0.0314081930584	0.00363695975659	1	1	1	0.0135965305943	1	0.388867220711	1	1	1	1	1	0.127482819391	0.00302720577193	0.00134717799096	1	1	1	1	1	1	1
GO_ION_TRANSPORT	1	1	1	0.432662987266	1	1	0.0	0.0	1	1	0.0618731265184	1	1	1	1	0.0423261063356	1	1	0.000212213264894	1	1	1	0.0152401565155	1	1	0.0255602154296	0.272176461901	1	0.0410889210449	1	1	1	1	0.0218896988657	0.100802567639	0.00903239485277	1.37340489726e-05	1	1	1	1	1	1	1
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	1	1	1	0.0587692203848	1	1	0.010976209381	0.000378517319059	1	1	1	1	1	1	1	1	1	0.647891887832	1	1	1	1	1	1	1	1	1	1	0.00101135636847	1	1	1	1	1	0.793718076077	0.138734433028	0.29059586857	1	1	1	1	1	1	0.0253328979674
GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY	1	1	1	0.0111176222525	1	1	0.000493970263597	0.00013149735464	1	1	0.165877123982	1	1	1	1	1	1	1	1	1	1	1	0.176524396644	1	1	1	1	1	0.00616814083615	1	1	1	1	1	1	0.00215433354351	0.234336654166	1	0.985060673717	1	1	1	1	0.0994703385253
GO_LOCOMOTORY_BEHAVIOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.595422090843	1	1	0.0457837525273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MAIN_AXON	1	1	1	1	0.0114368243424	1	1	0.546872733312	1	1	1	1	1	1	1	1	1	1	0.608235084361	1	1	0.143104874368	1	1	1	1	1	1	1	1	1	1	1	1	1	0.370857340464	0.524462067764	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION	1	1	1	1	1	1	0.000700670105677	0.00886705595822	1	1	1	1	1	1	1	0.892665078165	1	1	0.00136071561992	1	1	1	1	1	1	0.360779823969	0.224462378085	1	1	1	1	1	1	1	0.759251307043	0.0647850926735	0.238062410137	1	0.50924822549	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	1	1	1	1	1	1	0.00350896674747	0.0657747860082	1	1	1	1	1	1	1	1	1	1	0.831060267973	1	1	0.695989371169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1	1	1	1	1	1	0.111493074467	0.00733349885029	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.369761247854	1	1	1	1	1	1	1	1	1
GO_MEMBRANE_PROTEIN_COMPLEX	1	1	1	1	1	1	0.528316426766	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.0127392361219	0.000419752353662	0.150470578559	1	0.0	0.0	1	1	0.00696396602536	1	1	1	1	0.0712855299531	1	0.0948531210696	0.0	1	1	0.000406353646419	0.0	1	1	1	0.00207891721289	1	0.0134369537106	1	1	0.0423700403937	1	0.00265069847685	0.000271970004979	3.77523350015e-05	0.00011722188596	1	1	1	1	1	0.0430918714712	1
GO_METAL_ION_TRANSPORT	1	1	1	0.0165562395354	0.229251648676	1	0.0	0.0	1	1	0.0269085098197	1	1	1	1	0.036053513475	1	1	0.00241769477701	1	1	1	0.00143550910181	1	1	0.0417803966002	0.00083882380411	1	0.000402566113876	1	1	1	1	0.0215820553994	0.146024749974	0.0127581560245	0.000234210039379	1	1	1	1	1	0.432034669307	1
GO_METENCEPHALON_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0585439604388	1	1	0.307560889667	1	1	1	0.00909565209935	1
GO_MICROTUBULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.173608491889	1	1	1	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BASED_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.556148623865	1	1	1	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BINDING	1	1	1	1	1	1	0.769322432868	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0181526472254	1	1	1	0.0429579524122	1	1	0.167190398479	1	1	1	1	0.345105391
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.11960790324	1	1	1	1	1	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	0.00727229958267	1	1	0.0233488021813	1	1	1	1	1	1	1	1	1	1	1	0.00590633661906	1	1	1	0.0338675649907	1	1	1	1	1	1	1	1	1	1	1	1	0.00535138413224	1	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT	1	1	1	0.00357588978263	0.0518466831276	1	0.000577800335449	0.0139995603744	1	1	1	1	1	1	1	1	1	1	0.018747995061	1	1	1	0.0223991828753	1	1	1	1	1	0.380185630943	1	1	1	1	1	1	0.0165335418606	1	1	1	1	1	1	1	1
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1	1	1	1	1	1	0.000280057130541	9.13177013508e-05	1	1	1	1	1	1	1	1	1	0.0138895221884	0.0	1	1	1	0.00208828559671	1	1	1	0.443174630456	1	0.00321823696197	1	1	0.155126127939	1	0.80275204277	0.000315851837634	0.000138967272021	0.1433271692	1	0.0190730500672	1	1	1	1	1
