	ARNT2	ARX	ASCL1	ASCL2	ATOH8	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
KEGG_GLIOMA	1	1	1	0.02704090492986455	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05019329304129694	1	1	1	0.08696962154988419	1	0.07966542817739009	1	1	1	1	1	1	1	1	1	1	1	1	0.06168244514116439	1	1	1	0.008900684924022073	1	1	1	1	1
KEGG_GLUTATHIONE_METABOLISM	1	1	1	1	1	1	0.012552081781944335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0502444624979157	1	0.016532127821549114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1	0.001891177584927184	1	0.010694641139602612	1	1	1	1	1	1	1	0.031999316684198975	1	1	1	1	1	1	1	1	1	1	0.07142322919601152	0.003868432853980086	1	0.031262848041688995	1	0.05794950144454103	0.007630264536697906	1	1	1	1	0.0007839275681748026	1	1	0.08159313067494134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_MAPK_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03599685303505773	1	1	1	1	1	1	0.07326173688022286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1	1	1	1	0.0003091385229271326	0.00035628423373168516	1	0.0003091385229271326	1	1	1	1	1	1	1	1	1	1	1	1	0.00022473182176763196	1	1	1	1	1	1	0.0008600298433911746	1	1	1	1	1	1	1	1	1	1	1	8.438299137769611e-06	1	1	1	1	1	1	1	1	1	1	1	0.0017545671007043184
KEGG_MELANOGENESIS	1	1	0.02058317717670821	0.06005712231422966	1	1	0.046396491833380904	1	0.03165457391291737	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04127414020703368	0.005202272658098583	0.036298804028994325	1	1	1	1	1	1	1	1	1	1	1	1	0.02492168151388341	1	1	0.03347225771696971	0.02058317717670821	1	1	1	1	1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	1	1	1	1	1	0.003278144274097672	0.06521823365272417	1	0.010665068090717877	0.07167701243458513	7.078778780666983e-05	1	1	1	1	1	1	1	1	1	1	1	0.08370542263659742	0.0038909928903720914	0.012411567748662033	1	1	1	1	0.04646705928714934	1	1	0.08304668890261757	1	1	0.04019998385134449	1	1	1	1	1	1	0.08904438036814111	0.03669767411294711	0.051538911283537714	1	1	1	1	1	1	1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1	1	0.031034654661907024	0.013362511018334966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01536630017709495	0.07129991352439946	0.06247553163886632	1	0.08808373176571627	0.041037025786104686	1	1	1	1	1	1	1	1	1	0.04363839845926665	1	1	1	0.031034654661907024	1	1	1	1	1
KEGG_NOTCH_SIGNALING_PATHWAY	1	1	1	0.014698512617167148	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03995622735155391	1	0.04242652706544969	1	1	1	1	1	1
KEGG_OOCYTE_MEIOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07306908612535767	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_P53_SIGNALING_PATHWAY	1	1	0.009708422966931307	0.029394953128842882	1	1	1	1	0.0784565421320198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08299703236886113	1	1	0.09389354896301083	1	0.08606823089721538	1	1	1	1	1	1	0.03151536159052781	1	1	1	1	1	1	0.07696124613219368	1	0.08147456575563705	1	1	1	1	1	1
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1	1	1	1	1	1	1	1	1	0.04126228734055726	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0002989724135719074	1	1	1	1	0.0032393280307755346	1	1	1	1	1	0.006959465244755769	1	1	1	1	1	1
KEGG_PATHWAYS_IN_CANCER	1	0.06008833309153416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0052632705379923594	1	1	1	1	0.09341954052115653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PPAR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06559611019159517	1	1	1	1	1	1	1	1	1	0.06848626762375276	1	0.04919626092264329	0.08353861382778316	1	1	1	1	1	1
KEGG_PURINE_METABOLISM	1	1	1	1	1	1	1	1	0.09469381081113748	1	1	0.056526132785388095	0.0835794107748975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07302792105639888	0.027198427628253863	1	1	1	1	0.012234739605350708	1	1	1	1	1	1	1	1	1	1
KEGG_TIGHT_JUNCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08916456335395762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TYPE_II_DIABETES_MELLITUS	1	1	0.0047401257088293125	0.014698512617167148	1	1	1	0.0010991759317112715	1	0.02993600093494353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005375596088393553	1	0.04495296851203234	1	1	0.03289671630532309	1	0.0054044614369487265	1	1	1	1	0.025709784713243256	1	1	0.00020147389129721027	1	1	1	1	1	1	1	1	0.006108997697055418
KEGG_WNT_SIGNALING_PATHWAY	1	0.031267040828907966	0.04315747894767363	1	1	1	0.0936121037394998	1	0.01970174089807819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05111095906720309	1	1	1	1	0.09715981835188825	0.09524404015269416	1	1	1	1	1	1	1	1	1	0.0460948311577577	1	1	0.0676580614402883	0.08200014280730805	1	1	1	1	1	1	1	0.054498058975773866
NABA_CORE_MATRISOME	1	1	1	0.09398192777255954	1	1	0.0023410575957047985	1	1	0.021069881995877116	0.010278931961517523	0.028437660165837486	0.009351415794613627	1	1	1	1	1	1	1	1	0.05315421616413851	1	0.06578535147187847	0.013044828415937793	0.023291181614301104	1	0.004868278551935057	0.07055456992842057	0.003667884111583586	1	0.004425913161996697	0.02565857618789069	1	1	1	1	1	1	0.015250363381597132	1	1	1	0.0025407891756690226	1	0.012413339115609379	0.021923401958193867	1	1	1	1	0.0308124141449877
NABA_ECM_AFFILIATED	1	0.042114265267361506	1	1	1	1	1	1	1	0.01662546342588156	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.032035882927959114	0.07941886479784466	1	0.040190988466060174	1	1	1	1	0.0842271221311679	1	1	1	1	1	1	1	1	1	1	0.027856308526306384	1	1	1	1	1	1	1	1
NABA_ECM_GLYCOPROTEINS	1	1	1	0.04191298244947261	1	1	0.004368671259490142	1	1	0.026418029714370572	0.004033997155680091	0.08141765910417376	0.021302343611480423	1	1	1	1	1	1	1	1	1	1	0.09452041343517248	0.04965302528785209	1	1	0.01660157069785262	1	0.002890281375927284	1	0.04191298244947261	0.031128129649229508	1	1	1	1	1	1	0.0038050146595539625	1	1	1	0.010419100366815814	1	0.011914981146547321	0.06857347731068497	1	1	1	0.06445606025696238	0.01268489322757338
NABA_ECM_REGULATORS	1	0.022885203536281207	0.09570868378590269	1	1	1	1	1	1	1	0.05905277281174215	1	1	1	1	1	1	1	1	1	1	1	0.061124864143108915	1	0.026392064634210732	0.013290021936817276	1	0.03460487114302402	0.04984770166303776	1	1	0.06717115052060352	0.05641400093425164	0.054313615056260645	1	1	0.016127420626493527	1	1	1	1	1	1	0.07707510427451125	0.0013899922105258256	0.08469912636584176	0.01497586603593326	1	1	1	1	1
NABA_MATRISOME	1	0.0005808648510541303	1	0.046100088170609066	1	0.02478392276824881	0.002001494109251989	0.01933888156790098	0.003782260795259229	0.00195258683286903	0.001013847219712316	0.034413237304873	0.03269700893189165	1	1	1	1	1	1	1	1	1	0.09035548112884995	0.055167036087065746	8.06790438667715e-05	0.0025161941444798996	1	7.248120607172837e-05	0.002382676926070304	0.014765536927342171	1	0.0005116296058906844	0.0011344450675687678	0.07520413867604825	0.08861749852090384	1	0.007958326395982596	1	1	1	0.00017037256312291138	0.08668661777664644	0.02411716522462759	3.2552882334169198e-06	0.00018244099082653786	0.00021908982542828692	0.0012731327885060484	0.027579345264807875	1	0.01024412822698928	0.018615772879879366	0.0006997117153325627
NABA_MATRISOME_ASSOCIATED	1	0.0004981080809802751	0.07989068471187344	1	1	0.05002195786421626	1	0.006579737301305455	0.00485872275492738	0.028057463912987135	0.03353543939119541	1	1	1	1	1	0.07204734125256951	1	1	1	1	1	0.06304328618237987	1	0.002259114517437655	0.032522029212720405	1	0.004301312413669267	0.014457656794223395	1	1	0.026995265765623944	0.01499499733832399	1	0.09697570565399949	1	0.010787900159119013	1	1	1	0.001682969565212411	1	0.04287767903804651	0.0004717805935601227	0.0004043172732699496	0.00580569517597096	0.022407167928879423	0.08923128817011539	1	0.016783918244415164	0.07196192378487565	0.009852756093339354
NABA_SECRETED_FACTORS	1	0.07033666463515587	1	1	1	0.05658486744680635	1	0.0498770096945802	0.02967046949988772	1	1	1	1	1	1	0.026401707677204955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006393589746681472	0.08499123263168507	0.062148130671825674	0.028286322458875746	1	0.03257041568703334	1	0.02148591982504744	1	0.010625817840938412	0.005605125943594524	0.01012098285575913
PID_AMB2_NEUTROPHILS_PATHWAY	1	0.014874019487325363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021532011057460276	1	0.02436649884424602	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019902667957947706	1	1	1	1	1	1	1	1	1	1	1	1
PID_AR_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022913763093271977	0.005182033505202521	0.020818849225240132	1	1	1	1	1	1	1	1	1	1	1	1	0.015779335573854136	1	0.011045970645341519	1	1	1	1	1	1	1
PID_AVB3_INTEGRIN_PATHWAY	1	0.04454737005477094	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09582388602789083	1	1	1	1	1	1	0.03433793274362973	1	1	1	1	1	1	1	1	1	1	0.0773198263396162	0.08895514786293801	1	0.09409250547537873	1	1	1	1	1	1
PID_BETA_CATENIN_NUC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03161899308433358	1	1	1	1	1	1	1	1	1	1	0.06726742112436912	1	1	1	1	1	1	1	1	1	1	1	1
PID_ERBB4_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010512669371610994	1	1	1	1	1	1	0.02701353665985584	1	0.028721240876487197	1	1	1	1	1	1
PID_ER_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023265745443870833	1	0.03678823768640216	0.008521347398747214	0.03349826530277189	1	1	0.02438955200015791	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_HEDGEHOG_GLI_PATHWAY	1	1	1	1	1	1	0.011608027230135431	1	1	0.031123005110379687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_HIF2PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	0.004725799440389089	1	1	1	1	1	1	1	1	1	1	1	1	0.017118248300801553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_HNF3B_PATHWAY	1	1	0.004352903014594678	0.0007283846730945509	1	1	1	1	0.037667693132873215	0.02761828641541153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.039978847150688	0.02897674122825067	1	0.04557457833812606	1	0.04154901194701577	1	1	1	1	1	1	1	1	1	0.02370539339826605	1	1	0.03177242544242764	1	1	1	0.004352903014594678	1	1	1	1	1
PID_IFNG_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03678823768640216	1	0.03349826530277189	1	0.01079313863684761	0.02438955200015791	1	1	1	1	1	1	1	1	1	0.02553532378802914	1	1	1	1	1	1	1	1	1
PID_IL12_2PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08021025051324049	1	0.07342198283076051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_INTEGRIN2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01762590132923425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_KIT_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053890770328945736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_LYSOPHOSPHOLIPID_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05647197616129673	1	0.08696962154988419	0.021507468714385025	0.07966542817739009	1	1	0.059056980525441505	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_NOTCH_PATHWAY	1	1	1	0.022578428282489016	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06006828930091335	1	0.06367214998723492	1	1	1	1	1	1
PID_P38_MKK3_6PATHWAY	1	1	0.0014663833308843355	0.004657906447474769	1	1	1	1	0.013438827293949962	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009000616419442165	1	1	1	0.016411299910859434	1	0.014892551562960876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0014663833308843355	1	1	1	1	1
PID_P53_DOWNSTREAM_PATHWAY	1	1	0.03617475167193129	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08576244182130144	1	0.0761361807223786	1	1	0.05044305548152228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_P73PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08291898102479967	1	1	1	1	1	1	0.0658050240618715	1	1	1	1	1	0.017706791754769635	1	1	1	1	1	1
PID_P75_NTR_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09389354896301083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_PRL_SIGNALING_EVENTS_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008049858520073117	1	0.012964774360417763	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_PS1_PATHWAY	1	1	1	1	1	1	1	1	1	0.028767678027472043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.041608334104595635	1	1	1	1	0.04323832550272233	1	1	1	1	1	1	1	1	1	0.02469917321270576	1	1	1	0.0036496779844553684	1	1	1	1	1	1	1	1
PID_RAC1_REG_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03348030905502786	0.007714113518104804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_RHOA_REG_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04741615071600669	0.011158562270270678	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_RHODOPSIN_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011756254825604051	1	1	0.008452856779665563	1	1	0.001864349956626321	1	1	1	1	1	1	1	1	1	0.011056555746200014	1	1	1	1	1	1
PID_S1P_S1P2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008748250666778867	1	0.014074208908789743	0.00312380325572692	1	1	1	0.009185298970310285	1	1	1	1	1	1	1	1	0.0023698775477102307	1	1	0.006709968484335693	1	1	1	1	1	1	1
PID_S1P_S1P3_PATHWAY	1	1	1	1	1	1	1	1	0.01656810498373118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012626156595493265	1	0.020202828163758513	1	0.018346752561592905	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01727015735712889	1	1	1	1	1	1
PID_VEGFR1_2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	0.012075887349657255	1	1	1	1	1	1	1	1	1	1	1	1	0.08509566048009565	0.06274874758963844	1	0.09623623443963547	1	1	1	1	1	0.005305293184847404	1	1	1	1	1	1	1	1	1	0.07892207585487299	1	1	1	1	1	1	1	1
REACTOME_ABC_TRANSPORTER_DISORDERS	1	1	0.012319065176222721	0.03692268202063431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0827838056691852	1	1	1	1	1	1	1	1	1
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	1	1	1	0.0013442170424845523	1	1	1	1	0.000105716030779468	0.00284745955803567	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004230420549204639	1	1	0.004874250739910546	1	1	1	1	0.003149545529728681	1	1	1	1	1	1	1	1	1	1	0.0038818348436281402	1	1	1	1	1	1	1	1
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	1	1	1	0.006581210897006362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01841847347097525	1	0.019602972894451565	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	1	1	1	1	1	1	1	1	1	0.01201533696602386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.11385504553996e-05	1	1	1	1	0.00047295667738567193	1	1	1	1	1	0.0010503903691654326	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	1	0.009802404632162531	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	1	1	1	0.052886494846393184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.095353457906308	1	1	1	1	1	1	1	1	1	1	0.0013610983426129986	1	1	1	1	0.0015451206269601059	1	1	1	1	1	0.02786812487522483	0.017984771249292653	1	1	1	1	1
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00038716204172384305	1	1	1	1	1	1	1
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04014088377843206	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_AGGREPHAGY	1	1	1	1	1	1	1	1	0.03615081982209456	0.026488078157798856	1	1	1	1	1	1	1	0.000385289296716107	1	1	1	1	1	1	0.03837447103590552	1	1	0.04376041287707699	0.01024409035082574	1	1	1	1	1	0.0001455927443317906	1	0.013927320607043048	1	1	0.001619494770710217	1	1	0.03048112323951202	1	0.021529243905464623	0.00024250962985650215	1	1	1	1	1	1
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017774594217947026	1	1	0.0220600179141881	1	1	1	1	1	0.003049701945780914
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021646632981194625	1	1	1	1	0.09366548651170015	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION	1	1	1	1	0.001509560516795183	0.025822403404898386	1	1	1	1	1	1	1	1	1	1	0.007441757366707713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012581771728849	1	1	1	1	1
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01721335321683448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005379323307456163	1	1	1	1	0.07847594488987686	1	1	1	1	1	0.061853956645228525	1	1	1	1	1	1
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS	1	1	1	0.012959747365479557	1	1	1	1	0.03615081982209456	0.026488078157798856	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024578505298727293	1	1	1	0.04376041287707699	1	1	1	1	1	1	0.0001455927443317906	1	1	1	1	8.393171019338563e-05	1	1	0.03048112323951202	1	1	0.0035308224886607675	0.004165094442550643	1	1	1	1	1
REACTOME_AURKA_ACTIVATION_BY_TPX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012322146311999127	1	1	1	1	0.05588467386411322	1	1	1	1	1	0.08982547047331835	1	1	1	1	1	1
REACTOME_AUTOPHAGY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0044409767057678184	1	1	1	1	1	1	1	1	1	1	0.09715981835188825	1	1	1	1	1	0.005218536874163626	1	1	1	1	0.0460948311577577	1	1	1	1	1	0.021173417964289065	1	1	1	1	1	1
