	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_ACID_AMINO_ACID_LIGASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0036476608848207137	0.007957856251532558	1	1	1	1	1	1	1	1	1	1	0.00331117605728104	1	1	0.021650302806495825	1	0.029918292598855922	0.0332977700779824	1	1	1	1	1	1	1	0.021266582293809844	1	1	1	1	1	1	1	1	0.029918292598855922	1	1	1	1	1	0.021075817115157047	1	1	1	1	1	1	1	1	1	1	1	0.0062026942697663845	1	1
GO_ACID_SECRETION	1	1	0.0077445660413513195	1	1	1	1	1	1	1	1	1	1	1	0.003188488193685002	1	1	1	1	0.056903854702414325	1	1	1	1	1	1	1	1	1	1	1	1	0.0797551556207916	1	1	1	1	1	1	1	1	1	1	0.07845527247560224	1	1	1	1	1	0.010087140248832727	0.017921907211980947	1	1	1	1	0.04898296944128955	1	1	0.07780791866496384	1	1	0.0797551556207916	1	1	1	1	1	1	1	1	1	1	1
GO_ACID_THIOL_LIGASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06749421870691508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05745951434068597	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03509207555871152	1	1	1	1	1	1	1	1	1	1	1	1	0.012430860902513663	1	1
GO_ACROSOMAL_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08795292782144071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07430194615778962	1	1	0.08975937326682382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08975937326682382	1	1	1	1
GO_ACROSOME_REACTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030886602846456945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTININ_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04133759500658174	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08745261413273298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0574514163982931	1	0.05696442123020651	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_BASED_CELL_PROJECTION	0.04035260987456135	1	0.057930402436435324	1	1	1	1	1	1	1	1	1	1	1	0.03824329021480699	0.08487964411730553	1	0.06941324828028339	0.05382805999321283	0.014603188676545642	1	1	1	1	1	1	1	0.004463545585829287	1	0.06170978377293446	1	0.003961590288131589	0.0007100191987587934	1	0.06746484489553328	0.032833642830355725	1	0.019990813021978582	1	1	1	1	1	1	0.017811194682780362	1	1	0.0027198916326498512	1	0.04277260904842661	0.08822674659755503	0.02152308092947197	0.06746484489553328	1	1	0.03589911524111844	1	1	1	1	1	1	1	1	1	1	0.041221110366772784	1	1	1	1	1	1
GO_ACTIN_BINDING	1	1	1	0.07715985313938345	0.01266445727902299	1	1	1	1	1	1	1	0.0021054700222200573	1	0.0005524132950174288	0.09370524993995977	1	1	1	1	1	1	1	0.06177508436268064	1	1	1	0.06259660572047665	1	0.03363807591131285	1	1	1	1	0.02788118105845916	0.039935725641872644	1	0.08946963196896807	1	0.07028711794901021	1	0.04582783746439134	1	1	0.03091924218249309	1	0.06512913168675316	0.03264760051851501	1	1	1	1	0.0120347860699892	1	1	0.028760057703502317	1	0.0041628136941765925	1	1	1	0.008650008364898154	1	1	1	1	1	1	1	1	0.0008408007947581231	1	1
GO_ACTIN_CYTOSKELETON	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028339737412474975	1	0.060696681818989906	0.0213683776390744	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030959013532642965	1	1	0.014552496415780936	0.01010451664026768	1	1	1	1	1	1	1	1	0.0024462393810386063	0.099452034856639	1	0.027475985728659058	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09997055661426968	1	1	1	1	0.09762390882800598	1	1	1	0.024129214783048192	1	1
GO_ACTIN_CYTOSKELETON_REORGANIZATION	1	1	1	0.01734291492831963	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013503197445736914	1	0.08001380209496278	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08542524360757975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_BASED_MOVEMENT	1	1	1	1	0.057271022367523905	1	1	1	1	1	1	1	1	1	0.06764718319497554	0.07967805972575015	0.03956243890130784	1	1	1	1	1	1	1	1	1	1	0.006696725843389872	1	1	1	0.09955413885166764	1	1	0.049374434901046094	0.01928827853651016	1	1	1	1	1	0.03109735287625537	1	0.08415988801772878	0.021089583953268876	1	0.008167539684293401	1	1	1	1	1	0.049374434901046094	1	1	1	0.00026102109978831667	0.01791097167913347	0.08302797277178353	1	0.031386601806950964	0.026225502966523262	1	1	1	1	0.09915024595012323	1	1	1	1	1	1
GO_ACTIN_FILAMENT_BASED_PROCESS	1	1	0.07929125827259109	0.02377307994569533	0.016626738279233333	1	1	1	1	1	1	1	0.003241186960252329	0.03577694913459173	0.0012011236786846347	0.011708693968901729	0.00041240105319106934	1	1	1	1	1	1	0.03696127679146444	1	1	1	0.005779211068663526	1	1	1	0.0023598415828324226	0.057300867817004275	1	0.03338535573834678	0.007913957082568035	1	1	1	0.0027828412851576	1	0.06756109374390518	1	0.05374310422937434	0.0012391071051810476	1	0.013754095539847078	0.008417929994866236	1	1	1	1	0.008835419531975863	1	1	0.0345064539390183	0.0028259959196110795	0.001030575280932422	1	1	1	0.015089955188179238	1	1	1	1	0.006562669898325324	1	0.06104897895577299	1	0.01568010242534501	1	1
GO_ACTIN_FILAMENT_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015538652917764795	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	0.010014339143498807	1	1	1	0.01112391262975898	1	1	1	1	1	1	1	1	1	1	0.00013274324333600873	1	0.02804799927189905	1	0.03733521075434554	0.09785991295300445	1	0.057691003979739586	1	1	1	1	0.020874870344730456	1	1	1	1	0.0049158640853704805	1	1	0.047089106634590094	1	1	1	1	1	1	1	1	0.09532008698684924	0.021277685765847654	1	1	1	0.030981378641575574	1	1	1	1	1	1	1	1	0.06236766181698272	1	1
GO_ACTIN_FILAMENT_DEPOLYMERIZATION	1	1	1	1	1	1	1	1	1	1	1	1	0.03715970156767767	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05999602986336805	1	0.08019269407215335	1	1	1	1	1	1	1	1	0.08284961310171346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	0.007746023167361171	1	0.046140659233425696	1	0.0035312600783458103	1	1	1	1	1	1	1	1	1	1	0.01927441296518939	1	1	1	0.01160423879328687	1	1	1	1	1	1	1	0.03206160231861466	1	1	1	1	0.02962534993901178	1	1	0.07532024063316634	1	1	1	1	1	1	1	1	1	0.02816767556296773	1	1	1	1	1	1	1	1	1	1	1	1	0.036391981733988166	1	1
GO_ACTIN_MEDIATED_CELL_CONTRACTION	1	1	1	1	0.03341508619765665	1	1	1	1	1	1	1	1	1	0.03122397666422383	0.04182399436316897	0.01977543188986397	1	1	1	1	1	1	1	1	1	1	0.003093500857383913	1	1	1	0.05325647404725964	1	1	0.022155021720222323	0.007113715758686134	1	1	1	0.08338642405977259	1	0.017674404395051302	1	0.04437481368977403	0.010191755030060312	1	0.0032702398933188714	1	1	1	1	1	0.022155021720222323	1	1	1	5.724198563206162e-05	0.007477467599504406	0.04372906441907787	1	0.02094772872246886	0.01121773820068217	1	1	1	1	0.06828684509851268	1	1	1	1	1	1
GO_ACTIN_MONOMER_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.059734053253499786	1	0.022733676506482503	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05631204994378636	1	1	1	1	1	1	1	1	1	1	1	0.023262399511214338	1	1	1	1	1	1	1	0.022210077846953835	1	0.03088577702170492	1	1	1	0.03708628495047295	1	1	1	1	1	1	1	1	0.010881469009701217	1	1
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030215521806994605	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTION_POTENTIAL	1	1	1	0.005802583110877446	0.008088996521758984	1	1	1	1	1	1	1	1	1	6.649631075772433e-07	0.015794593890262276	0.0010729815008021504	0.0029847194253260767	1	0.035904249353869266	1	1	1	1	1	1	1	0.004663227686754201	1	1	1	0.005204882365746455	1	1	8.057855873011555e-05	2.1500961897902293e-05	0.048083531473992025	0.0742021695663515	0.022453596076594695	0.0005488919984349971	1	0.003392831132628671	0.004624962515630604	0.0038828038686867794	4.633145369026259e-05	1	0.0053280627728102825	1	0.0013934977173785112	0.08540423617116277	1	1	0.009304028500731198	1	0.0064769396394182	1	0.0001285024979238436	0.0024857639549689114	0.0037926425340203407	1	1	0.0008009708898730761	1	1	1	1	0.00011827070181480437	1	1	1	1	1	1
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014375570107987512	1	1	1	1	1	1	1	1	0.009261720016994879	1	1	1	1	1	1	0.0024771882840392	1	0.09214503339578828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020444280519516966	1	1	0.04458482220584814	0.054955390240102764	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008066600963118065	1	1	1	0.005122254161095352	1	1	1	1	1	1	1	0.0009037387338975966	1	1	1	0.07353573393356361	1	1	0.013968683973482054	1	1	1	1	1	1	1	1	0.00850563031183893	0.029236847857339043	1	1	1	1	1	0.014888684749977066	1	1	1	1	1	1	1	1	1	1	0.06729757254834556	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	1	1	1	1	0.04777976610340984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05212839323311713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_MAPK_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0013292695966371504	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03252385756354237	1	1	1	1	1	1	0.09832631722685714	0.03076759974607768	0.018683508779534175	1	1	1	0.08886021278704992	1	1	1	1	1	1	1	1	1	1	1	1	0.08886021278704992	1	1	1	1	0.09125447814077203	0.09483506261462837	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07925676940738158	1	1	1	1	1	1	1	0.05187472835728424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	1	1	1	0.029060427059546923	0.04124151562728262	1	1	1	1	1	1	1	1	0.01854181106087771	1	1	1	1	1	0.07834790924720658	1	1	1	1	1	1	1	0.022994608759941637	1	1	1	1	1	1	1	1	1	0.08549193541757916	0.056625435806070046	0.014057891889823204	1	1	1	0.02763598098660669	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029025964298162066	0.09748998657858854	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0008476279681655097	1	1	1	0.0005250029947879709	1	1	1	1	1	1	1	8.690156095148005e-05	1	1	1	0.017742936122837616	1	1	0.0015228258223951574	1	1	1	1	1	1	1	1	0.0008966314361203986	0.0066272604721703265	1	1	1	1	1	0.003280210361820135	1	1	1	1	1	1	1	1	1	1	0.016113970070697592	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07818654594354035	1	1	1	1	1	1	1	1	1	1	0.09694119011499458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04900888620250565	1	1	1	1	1	1	1	1	1	1	1	0.07239104993650414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06341500216228413	1	1	1	1
GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09402522087827536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08414287697865785	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTOMYOSIN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.060503296713115384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	0.0006308597070118216	1	0.023976163111095516	1	0.02595699648961891	0.010743471269685556	1	1	1	1	1	1	1	1	1	0.01634390782327466	1	0.04842388172350853	1	1	1	1	1	1	1	1	1	0.017929374699919065	1	1	1	1	0.04808956372900608	1	1	0.02718656728716473	1	1	0.06990510820975826	1	1	1	1	0.08281625737397813	0.005953829171897573	0.0141848163423558	0.06383828122022306	1	1	0.06702093140296139	1	1	1	1	0.032053586540860435	1	1	1	0.02649788672135245	1	1
GO_ACUTE_INFLAMMATORY_RESPONSE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08280589538977001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08797268747432718	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADAPTATION_OF_SIGNALING_PATHWAY	1	1	0.018092201862604407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0040012525652395325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02364685888706508	1	0.03263350783731189	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADAPTIVE_THERMOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0429409155106123	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0057565859312637135	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006722880549355992	1	1	0.008530200012179412	1	1	1	1	1	1	1	1	1	1	1	0.003411809829889978	0.0037177886415430406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.019177896754282386	1	0.012932827040889716	1	1	1	1	1	1	1	0.02613419744695078	1	1	0.07456826173044506	0.05903243422264681	0.020183559718073285	1	1	1	0.01056169214945668	0.00815771160284573	1	1	1	1	1	1	0.03521514764631606	1	1	1	0.007037196689572256	1	1	0.0031071853805780814	0.05260399386785386	1	0.08589926589392671	1	1	1	1	1	0.07514004699574173	1	0.03521514764631606	1	1	1	1	0.03335235969412098	1	1	1	0.061833836892967176	1	0.021738152314382253	1	0.005155178365324864	1	1	0.022543898301195298	1	1	1	1	1	1	1	1	0.050845874779742894	1	1
GO_ADENYLATE_CYCLASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00013268999300541928	1	1	1	8.139824311281796e-05	1	1	1	1	1	1	1	1.3146750168058219e-05	1	1	1	0.005542211425139221	1	1	0.00024181367946263244	1	1	1	1	1	1	1	1	0.00014053551371395745	0.0020203076303294543	1	1	1	1	1	0.000989034036701364	1	1	1	1	1	1	1	1	1	1	0.005018302899851945	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0080511137595084	1	1	1	0.005853540304344151	1	1	1	1	1	1	1	0.0017721291346267654	1	1	1	0.009391626318150825	1	1	0.011892776393647941	1	1	1	1	1	1	1	1	0.00835802470025293	0.0034550622291780186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0024281581583491807	1	1	1	1	0.002583491955007289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	0.04794754521407696	0.07356673144650583	1	1	1	1	1	1	1	1	1	1	1	0.0021997425396096393	1	0.053060906862356094	1	0.007518624140981145	1	1	1	1	1	1	1	0.0008296780077082788	1	1	1	0.07626401599788057	0.014516989054531027	1	0.0008865299144361627	1	1	0.022984656292541317	1	1	1	1	1	0.014061286190188427	1	1	1	0.03648402696631836	1	1	0.008092495927840004	1	1	1	1	1	1	0.010367069219227032	1	1	1	0.06765538156220385	1	1	1	1	1	1	1	1	0.08529377804487925	1	1
GO_ADENYL_NUCLEOTIDE_BINDING	1	1	1	0.0009265052854561251	0.00015569019129446637	1	1	1	1	1	1	0.021491326258091914	0.014564167927844873	1	0.004162494247775594	0.02219085303293511	0.009639933227612363	0.014554744497175642	0.0008363024899046279	0.0006297015089282709	1	0.059218427170283916	1	1	0.08849024924360804	1	0.03188849866529608	2.532691336654125e-07	1	0.050055152076126874	1	1	0.0028333739313989303	1	1	0.034938059189216775	1	0.02413403551389337	0.015995067507585614	0.0007893928206326173	0.003759956103201678	1	1	5.2793028218145466e-05	0.03505974238951415	1	0.0751785583462613	9.751101953059393e-05	1	1	0.00010713539913609349	0.07104721401471537	0.0016906483447108878	1	1	0.004132422427340132	3.502951464895432e-06	0.0025887822438416253	1	1	0.019342836646854544	0.005425116741128333	0.06836743634543996	0.042686636574429615	1	1	0.04011911905530352	1	1	1	4.582899851479638e-05	1	0.022681353609563804
GO_ADHERENS_JUNCTION	1	0.08141819252409	1	0.055378428181624306	0.002637695627947245	1	1	1	1	1	1	1	0.011347288746094697	0.014334792619866699	0.0006311392815102623	0.001973381467416435	1	0.03492353114778479	1	0.06271423122214825	1	1	1	1	0.04437289049748716	1	0.06193217909078175	0.04762248053749374	1	1	1	0.0030869549772860605	1	1	0.02137303247867628	0.07944041767274057	1	1	1	0.02447862905548559	1	1	1	0.009368784888306836	0.005734370996821836	1	1	0.05259664797741226	1	1	0.045165453598956296	1	0.02137303247867628	1	1	1	1	1	0.002142780184700488	1	1	0.03546279918780482	1	1	1	1	0.02009990365626879	1	1	1	0.06806075821379998	1	1
