	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZFP69B	ZNF519	ZNF846
GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.3770775031396454e-07	7.594289019863254e-08	7.871917519386429e-06	0.00020144196557569938	6.018030518362139e-11	2.643457586160025e-08	5.0779561255431815e-05	0.05150666022868011	0.0468048582134184	4.2407309414072e-06	0.06276384073374652	0.09688277907079024	0.00558250638415847	0.0053889575536937295	5.2324181437635175e-06	2.6074129122588552e-05	2.1589947778455354e-06	6.170503330515942e-09	0.006382485913106972	0.00014953062258571403	6.536063534845482e-08	1.2089508283352757e-08	0.004064819987824264	2.012658366079556e-06	8.815152268359938e-06	0.001168941993639483	7.082051566298375e-07	0.00031961192767016033	1.9569119502516052e-05	0.0022717741000349845	1.4901159872682257e-07	0.008115270111277106	0.00045728728749028225	2.6265350212661964e-05	8.070379374780501e-07	0.00032741387416579393	0.0004125407016761784	0.003812576373286247	1	1.1255643883822941e-05	0.0010982819505203079
GO_CATION_TRANSPORT	2.24379040479894e-05	1.6416778348959937e-06	3.5008928183088983e-06	3.154411073413854e-05	2.700506485098231e-10	5.594198770886294e-09	0.0012598211878817045	0.009375801820233343	0.007106715979444234	3.5632745746250194e-06	0.04426667632460446	0.005205809061744282	0.007200810033870408	0.0016389622229007195	2.4207731587067016e-06	3.9064377865938305e-05	0.00012367786187028607	1.4646007284735418e-07	0.011761682588350642	0.0005798982073456083	0.00023589466608020526	3.7264554575422437e-07	0.0026890096095529836	1.9064370365584615e-05	6.456574751068089e-06	0.008653869899215572	2.137706071825285e-06	0.00015468593607892434	8.769733214575304e-05	0.004411707040255841	6.788059436768634e-08	0.0033657465190203295	5.5905872972217274e-05	2.2295312566145142e-05	5.402565621648314e-06	0.0001717389029106675	0.0002113396630412101	0.00472832257592215	1	0.00014739768999716407	0.0018041222686818736
GO_CELLULAR_COMPONENT_MORPHOGENESIS	0.0	0.05035319736924859	0.00043971266877984583	0.0011700969942960437	4.0932468525767263e-10	1.7046074551885226e-09	0.0002122204437111641	0.0003038557606303005	0.00014722377044429358	0.0001541292448828946	0.05233295639662805	0.0034527346909737355	0.0002682905471026453	0.01112767344526533	1.5453200384873966e-06	1.7930014399647476e-05	7.096970508890799e-05	0.0001571555792861945	3.9026825198296144e-05	0.0004907342336540887	1	9.645476370301331e-05	0.008382649654606888	5.6347757571018064e-09	0.00383415423568223	1.1102915964955606e-05	0.00011225246761181751	1.2575735667930132e-05	1	9.972841654781739e-05	4.099262336132448e-06	0.00013557945866193855	8.326126932356459e-08	4.534269248956946e-08	2.644448549027345e-09	0.00021270216317492707	0.0011811395713345885	1	0.0003995418573826681	0.05209764721655752	0.002623957876827898
GO_CELL_BODY	8.287305952592305e-09	0.000825581085930116	0.00019188070384912326	0.00026104941436400075	1.7659318451990202e-11	1.1614542660964844e-10	5.401171178343045e-05	0.03767925277197015	0.0012629497568293901	4.6108160861590974e-06	0.04920966027693585	0.0004272851674579359	1	0.0010048332124060755	4.975566905374151e-06	0.035960394394386586	1.5724096070757199e-06	4.511182993827134e-08	2.8412455780335577e-06	1.757397134038996e-05	0.00010003521322932141	6.520063491333161e-07	0.00020041821868410636	1.5459541924389697e-07	0.0008820970794150007	0.0019610843471941086	4.952473564578952e-08	9.962532553364767e-07	0.010587814778204807	1	5.011970838353363e-10	1.8067996210291426e-07	1.920142252975765e-07	2.0484741747317514e-07	5.161259997166212e-08	4.1288651508875063e-07	2.0904959405432244e-05	0.008323290397202476	0.026493349433304836	7.083867618740136e-05	0.0001741779256525522
GO_CELL_CELL_SIGNALING	4.646416584819235e-11	4.843709680013575e-07	2.1639044112120587e-08	4.173526186534993e-06	0.0	0.0	2.625007354817299e-07	0.0004459890499103336	4.662930497489892e-05	1.8437007476279632e-10	0.0008247798591349831	0.01941337643394192	0.00026730345972403313	0.00014038303227326132	1.2746678157427027e-09	6.158095934294394e-07	3.941219572922705e-10	0.0	0.0022317632226280804	0.000123361258357213	0.004349302576318825	6.569376709286701e-09	3.263310543122344e-06	2.1366464153516063e-11	0.00027090145633890117	5.812341177247049e-07	4.4621674133438205e-09	3.912821300300351e-08	0.0017306905200851208	0.016565975189463344	1.3055778680381991e-11	4.120669149121348e-06	5.56554802244591e-13	0.0	0.0	1.0538601102894063e-09	0.0	0.00013555832049172434	0.001421942939427101	3.7539158400656802e-06	1.0163696679832412e-06
GO_CELL_JUNCTION_ORGANIZATION	1.256354263312609e-05	8.432416684689414e-06	9.328229265470611e-06	0.0007931732034144323	7.082558134652306e-05	5.4832859215259155e-05	0.0036806839343043185	0.0839549416169838	1	7.863729765811289e-05	1	0.01944432990353273	0.005335170680327295	0.004640588886482777	4.4444172960789174e-06	0.020702887409546844	0.0014837325221243036	7.436579701369794e-06	0.010973681883789776	0.06332113606628353	1	0.0001276456797559833	0.00941358163870043	1.579157619935323e-05	0.00044893067909379525	0.09560191813262309	0.019395473928698337	0.031392591773671485	0.07108301027076946	0.014948196817852644	1.282471399077778e-07	0.0010661171624932742	0.017852896362265613	0.00014350182508338083	5.940607056764691e-05	0.00024387724972518843	0.0001951826465192985	0.05946705084120307	0.05209361092383147	0.025856311125385556	0.008483978653181734
GO_CELL_MORPHOGENESIS	1.8850143668203145e-11	0.056150007641997735	0.0026689159507423676	0.0021531658280882215	5.63213575777155e-09	2.0247714227483726e-07	6.954285573224084e-05	0.04875410937854485	0.01370599988519039	0.0002213713561912689	0.06040901947864041	0.006265286349834698	0.0019322855739883904	0.06431797580003984	1.6088253530943675e-05	0.00011306061834825964	0.00018380580014287773	0.0007323969806699582	0.0003409111618500882	0.002558439952771163	1	1.0100098368548416e-05	0.051109817347055886	4.892150595736666e-08	0.005868087359438556	0.00012763646882174573	0.00022994135895049173	0.0002943039172731421	1	0.0004581486458162809	0.00017695758957914087	0.001249180764217761	2.5044364636461758e-05	1.1899401701431778e-05	1.4498332512324907e-07	0.00020417881733469923	0.0011904974978043104	1	2.930250189059347e-05	1	0.02123750664259849
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1.10781384066172e-10	1	0.013384857052654908	0.0035533500623045056	7.553047065567142e-08	7.593789674853468e-08	0.0013291210489304595	0.04625031997681983	0.0027649305739494423	0.0001716940655163146	0.013183809439144767	0.008120841890677521	0.008280939466678516	0.040732480132004256	3.3150796495906576e-05	0.00032749772715867653	0.0006952830759453521	0.0006659321739752588	0.0007509374436694971	0.0008256857257095129	1	0.0002743412991543792	0.0713391859796757	1.53089291243802e-08	0.01603161783650442	1.767999225499306e-05	0.0007199762340168725	4.388023256840512e-05	1	0.0024702296104957	1.1704312731897204e-05	0.005824502347004157	1.761912300446422e-05	0.00011734880392999525	7.661266087088947e-07	0.0005237050148577671	0.008184618467467653	1	4.6316146753655474e-05	1	0.0066728188676765665
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	0.0	0.058070621515296184	0.0024482638667371326	0.0003291370422651152	1.0060932309485793e-08	5.984773787659492e-10	0.0005526919421443566	0.014824687098703881	0.0004201572781662444	6.470376585743232e-05	0.004137205116055087	0.0021711218733379	0.0012847135083723371	0.027494159748050806	6.972945421512833e-06	0.00010493948840162304	0.0001320140020329985	0.0007468476506419242	0.0001720147791087756	0.0011186258167543706	1	0.00010214187967161337	0.05404645979783185	4.407799125694112e-09	0.009607359292647888	3.7094004359250476e-06	9.431923490521577e-05	5.025028845584423e-06	0.08744418515661967	0.0015748520921825548	7.257853315012497e-07	0.001516393020249085	9.757424971335027e-07	1.2209081963865387e-05	8.42827588831696e-08	0.0004462298637034623	0.005095326877893824	1	0.00029471594231100795	1	0.003991126056372418
GO_CELL_PART_MORPHOGENESIS	0.0	0.02428143410556094	0.0003511638789834848	0.000696811876546688	1.2328049692200693e-10	1.2888875522421017e-09	8.504723243862866e-05	0.012420886043821633	0.0016046794234176875	0.00018623943680318167	0.031233573614345644	0.00553502410554807	0.0001969861465143108	0.011345818690032483	3.609478090305096e-06	1.641587333889305e-05	0.0002520372919819769	0.00055330367766393	1.3203316159615675e-05	0.0013684004184969512	1	1.2981878022122473e-05	0.008694251694734367	3.10588699203862e-09	0.02541543237405386	7.2724658716216695e-06	1.4427770336999934e-05	5.002902290529576e-05	1	0.00041567454106061774	3.6447007527584674e-06	4.38854836236624e-05	1.7411958330715294e-07	4.5202625220674975e-07	1.7557496567732755e-09	0.0002074971122140168	0.0008380758987144299	1	0.0001566689686758327	0.05276342015127655	0.003412752818991782
GO_CELL_PROJECTION_ORGANIZATION	1.3495946582509077e-09	0.012805174089694171	2.6315069557747428e-05	1.7878430076168073e-05	2.6459480162444038e-09	3.710943774493103e-10	3.210539820441838e-06	0.00392678119493195	0.00033315302625069876	2.98535567710978e-07	0.016420330107177028	0.0008955776940803295	7.010062085821556e-05	0.0007175604375427858	1.403334638716558e-06	1.0051127707910723e-08	2.978862525315762e-06	1.2486861059590737e-06	0.0007202544024043078	0.000645520431774016	0.027044127231208526	1.927239643206846e-06	6.004967800465888e-05	1.5025825028658346e-10	0.026730075442915835	9.253681964027649e-07	5.9835544678255026e-05	1.7376808604918637e-05	0.029729195999184443	0.0007755838940697313	4.5124222136649905e-09	0.0015035751686599541	1.3360304927045874e-05	1.3503977701390113e-05	7.674142432634312e-09	0.00015013956558462827	6.441300746673484e-06	0.000204766723430172	0.00010860988125438453	0.0032454378922559535	0.0007194120957360051
GO_CHEMICAL_HOMEOSTASIS	0.0018811871024955185	0.009426419698928434	0.0009933471276321049	1	3.22815419073752e-06	5.185666983598125e-07	0.09395978303167174	1	0.07869100412975716	2.3912235030953966e-06	1	1	1	0.024161347558127044	0.0012738150201051512	0.009776899492641045	0.00021579030518625864	4.367926189741134e-06	1	0.08303996151149329	0.034341833476281614	0.0008459386861386919	0.0035345937441778608	5.858070519115799e-06	2.998017272659581e-06	0.005105680305488414	0.00889035124292914	0.00010111520147948472	0.08847641503938786	1	0.0002169884712782677	0.011868287805549937	0.052914256793253456	0.0004518752232680612	0.0001889078629869756	4.150525891200019e-06	9.12646017670049e-06	0.033796327399532644	0.006945194536226884	0.015133091435833634	0.05116216726936362
GO_CIRCULATORY_SYSTEM_PROCESS	1	0.006654659669876661	0.0005085034275540412	0.010329492882208635	3.0764645870040574e-05	4.777782299059119e-05	0.048189900301836786	0.011407016818002602	1	1.0232312509517172e-05	1	1	0.0025723339808157997	5.790118420312407e-05	0.000676251162972874	1	8.156687184901479e-06	1.39149802791394e-11	0.00399071496899206	0.00020723509754849712	0.0044936089581468774	1.4603762646947516e-06	0.0019296146510947576	3.657473220153307e-05	4.9162222046983395e-05	0.012982128649694835	4.840115380821963e-06	2.4043540954865605e-06	1	0.09149454148333558	0.00032431662423182406	6.748571718007135e-06	3.987420691409227e-07	3.078831434244478e-08	8.388366112832557e-08	0.008826296604703243	1.2882901878508157e-05	1	0.00120046385091499	5.2058308331104364e-05	0.0025158560556144405
GO_CYTOSKELETAL_PROTEIN_BINDING	5.710253029445056e-05	0.0077181483816095575	6.087393878717595e-05	7.88625739156501e-08	5.4571763330457657e-08	3.27663887134122e-08	0.0033754817935890413	1.4073065352504521e-05	0.0033335304724660952	1.1723296536536587e-05	0.016726535868730186	0.0003283493779725477	4.261758391488346e-05	5.835510401075439e-05	0.0018637269390946454	0.0005005648509084359	6.539680456052466e-07	3.893632507079303e-06	1	0.08246070363926405	1	0.0017200633494769413	0.00677296851029674	9.040876246790841e-05	3.951154519898914e-06	0.0033029188687456745	0.004297992526012151	4.3646856189294425e-05	0.00400087648293268	0.006460890662539076	1.2439522745211207e-09	0.06417373016897199	0.0012146131602732702	6.578993319028559e-05	2.256756141072458e-06	0.0003781797415524091	7.6126904884343816e-06	0.008039257196291172	1	0.0018722656351978229	1.900300070967198e-06
GO_DENDRITIC_SHAFT	1.0688521545398899e-05	0.028251061916117703	1	5.358530334609313e-05	5.525502441594554e-06	0.00010388494886170996	0.014305485657388761	1	0.0237121775941731	9.903149340606543e-05	1	1	1	1	0.00019787962948292215	0.0001666746340635017	0.0006037446479728592	5.895076184558867e-05	1	0.02903907532875083	0.0011854217132363232	0.00011566495231674079	0.027471926268842206	0.01742265071022253	0.00013720199026368007	0.00019588643853996057	0.0017603815869076112	6.403631672224908e-05	0.0009447668830684375	1	6.616161076777871e-07	1	0.002237895184563743	0.00012014009882654886	1.3152353481538093e-05	0.00019457254903454402	6.886425757435255e-05	1	1	1	3.9697876397237764e-07
GO_DENDRITIC_TREE	0.0	0.010288209171119167	0.002835603372768558	2.5438157447155163e-07	3.5799729847241224e-10	8.220624181376479e-11	0.001727105904433257	0.005320414171419707	1	8.41984606314572e-06	1	0.0005625169281809894	0.028162838623195352	0.00041761662274653055	2.647395703769817e-07	1.5328078974974346e-06	1.1530976506968216e-07	4.4217074446351035e-11	0.005478013464373044	6.5029415259321155e-06	6.920429259094085e-06	0.00013012534412071286	0.00929997537624383	2.5364210620715255e-08	2.503041273160811e-05	0.00268121129237453	0.00012123367346128511	6.625802703275063e-06	0.004086727175488747	0.006036412339535668	0.0	0.024095174210994053	1.3643564018561705e-06	1.7270457286500118e-09	1.3042842961219492e-07	1.833397489381383e-08	6.407182617795826e-08	0.010332473956723986	1	0.003526964580826575	6.330680679678125e-08
GO_DENSE_CORE_GRANULE	0.00043814911208017726	0.014815982824197604	0.01812609110713992	1	0.0014644455579648774	0.0019845362716847115	0.005526018523150933	0.00892848478443542	0.0006321685509120822	1	0.00010102608173467864	1	0.0200082032958655	0.0008876192884939016	0.006587140663070867	0.0004845197255408662	1.8757898456733813e-08	4.058306753984553e-07	4.879899362641993e-05	0.0008688484984431533	0.009613010177009329	0.0003605968767163015	1	0.0005797848725319632	1	0.01789645813118268	0.00047092936883774694	0.0002237308736188215	1	1	2.7202733049902506e-05	0.00012601709737836142	0.000603533856634364	0.004898700017849644	0.0023811365145958163	0.0005491662745694681	8.784536114969654e-06	1	1	5.662833166675263e-05	1
GO_DEVELOPMENTAL_MATURATION	6.767968241394584e-08	0.014494827706531654	0.0016752460987392581	0.036794652342595824	0.00031631317732550013	0.0002472369650097228	0.0005165847437249571	1	1	0.02610369342101837	1	1	0.029090284236616637	5.974185337320748e-06	0.022492662781427142	0.0006538577336013818	0.0008289123586896485	2.1249489412400457e-05	0.006861455711731912	0.0009288160342885154	0.005008358343696617	0.0011682242914478058	0.013535842092318284	0.000990290953933437	0.0038964849144431657	0.001604860746294845	0.0006118341457315157	0.001549225792848996	0.058150334866569287	0.019429356329317193	0.00014503545208144342	0.0005989296284071299	0.0033930519066934783	0.004062245407467913	0.0001403623667111109	0.00025120558240288027	0.0010558772510324	1	1	0.0004536204949598943	0.003319225960801031
GO_DISTAL_AXON	0.0	0.06314954684998741	0.03222671968617341	3.452022536654109e-05	3.973219309116871e-09	1.8408852220375138e-10	2.0227493960689458e-05	0.006017912680471249	0.0033859567793806944	3.198381431923636e-07	0.02040929307851691	0.0012002937099411248	1	0.0681125649186769	2.492632111605886e-06	0.00010665566661971493	1.6624395418718407e-05	0.0	0.008958256028414602	1	0.0016002592331464394	4.615928137730041e-05	0.059958408482386316	1.3577844149015306e-07	0.021073069186112292	0.0025946257546526352	0.010471181189175227	4.665452508767487e-07	1	0.026058615414187525	2.042742641705786e-10	0.00012837161848255896	1.3850636243706305e-05	5.711765316274153e-07	5.1578306736743684e-08	1.0129632968869373e-05	0.0007708277732499935	0.004044853238241997	0.011633737268451294	0.00017493716657790426	3.689581426802313e-05
GO_EXOCYTIC_VESICLE	6.540199715132644e-08	1	0.0017452143650610319	0.003151750938414022	8.142081975348603e-05	1.3606316954684061e-05	0.0009354303194771818	0.031207039625475996	0.05278861396807377	0.00048781979113721174	0.03996089034322714	1	0.03575984270956589	0.000193075330735204	2.20086676239184e-05	0.0002942931462938114	6.801456076233059e-05	6.597864628199446e-05	0.021419777553945973	0.07277122927432189	1	0.002406252663652908	0.0008599562480038347	5.160313899743585e-06	0.07123192372692566	0.0016789012152961247	0.0038411209045490224	4.8989379798025645e-05	0.02748159055122068	1	4.107772747508065e-07	0.04803918899266624	2.7553504738930812e-05	0.008645511277684204	1.5053479667237468e-06	0.0014668148009797655	5.3505509685081165e-06	0.024036416794095627	1	0.032515778556886255	0.007336780033897705
GO_GATED_CHANNEL_ACTIVITY	3.293556438688228e-08	2.215638783553686e-11	5.150729143199584e-08	4.349574731055128e-06	2.7031821225875774e-11	9.11772879419459e-11	3.293556438688228e-08	0.0020961253816076386	0.005417544009218234	3.687494753989995e-12	0.02698556302826627	4.4383018816374076e-05	9.678815846936306e-05	2.76063345308053e-05	3.752229971176746e-09	4.849908007864556e-06	3.3905014351631735e-09	1.4980239271267237e-12	0.0002535132302309284	1.0803154082417166e-07	5.449153350767233e-10	1.809308258771125e-11	1.9435885793561702e-05	2.3244395186416966e-08	1.3385225483553143e-08	0.0002673890336566398	1.6359351651118459e-09	0.00012199178271476985	1.5984256362955307e-08	2.0767954844735925e-06	2.1977775155335166e-10	2.9535246619083466e-05	2.7950612491167703e-08	8.280101793101124e-08	1.0766054714395068e-11	2.9396285801785993e-05	1.0772108194334606e-07	0.0013077055829919804	0.071474427911699	1.529392970400778e-05	2.390859263023959e-05
GO_GLUTAMATERGIC_SYNAPSE	8.431976979417222e-06	0.0009106838565414721	0.006833810259065043	0.0001655369066361212	0.00015398215015183236	9.556379787500902e-08	3.25956534542593e-05	0.003075086301240426	0.0773397684951278	6.05226927574698e-07	0.00020878166234916673	1	0.02779909416629589	0.0041358676975822295	0.00023632902951398194	4.494165220858548e-05	0.00012478505382806926	3.224521022193727e-06	0.00036616907837094814	0.003955333734736555	0.0038094663161639675	4.353177007754283e-08	0.0008173289255293259	1.5916917339708903e-08	0.040503269525808294	0.0018343867420131943	4.105120869801748e-05	0.007985203898770776	0.03706880691721648	0.04593210536484127	8.004537033201586e-10	0.0003319082974916343	9.032524850294266e-08	1.1009279851093012e-06	3.25875299951317e-05	1.8393694035667707e-05	1.1460781212946358e-09	0.031794758365207176	0.08389242065634106	0.007977755867962788	0.00019186882593025256
GO_GLYCOSAMINOGLYCAN_BINDING	0.00031638863037719567	1	1	0.0038967223362678105	0.0004208044352702611	0.019812114545805448	0.00031638863037719567	0.007833892159235134	0.003469574676819742	0.002439665618747422	1	0.012199265100737655	1	0.006118845031793607	6.825709003788205e-06	8.56962977913156e-07	0.003714515854086664	0.062701660110274	1	1	1	0.010075657176823016	0.021212495137047815	0.00015115868231529994	0.023127423956989412	0.03270170866621258	0.014902764720988504	0.004876964112552562	0.03070781214386442	0.008484881552484613	0.03836764483463995	1	0.0006456791248439231	0.010544990644684171	0.00045972342878242145	0.049256603893825024	0.0014881996329797476	0.0009604973520218607	1	0.0024732583803664943	0.002653092299377824
