	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZFP69B	ZNF519	ZNF846
GO_CATION_TRANSPORT	1	1	1	1	0.000183005222976	0.00379009763827	1	1	1	1	1	1	1	1	1	1	1	0.0991744131081	1	1	1	0.252285133577	1	1	1	1	1	1	1	1	0.0459711143266	1	1	1	1	1	1	1	1	1	1
GO_CELLULAR_COMPONENT_MORPHOGENESIS	0.0	1	1	1	0.000277381328913	0.00115500280566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00381757747976	1	1	1	1	1	1	1	1	0.0563856139824	0.0307106509659	0.00179175933664	1	1	1	1	1	1
GO_CELL_BODY	0.00561445917484	1	1	1	1.19691505197e-05	7.87118717588e-05	1	1	1	1	1	1	1	1	1	1	1	0.0305543326409	1	1	1	0.441355485849	1	0.104682123805	1	1	0.0335425091561	0.674294090809	1	1	0.000339635201467	0.122341835259	0.130014752091	0.138702596066	0.034956284934	0.279519628963	1	1	1	1	1
GO_CELL_CELL_SIGNALING	3.14905308336e-05	0.327901707982	0.0146579422568	1	0.0	0.0	0.177729535467	1	1	0.000124944096635	1	1	1	1	0.00086370726394	0.416857524842	0.000267079503213	0.0	1	1	1	0.00445071330428	1	1.44816766081e-05	1	0.393457717482	0.00302319874155	0.0265022429748	1	1	8.84903706444e-06	1	3.77241749838e-07	0.0	0.0	0.000714100880033	0.0	1	1	1	0.687903384163
GO_CELL_JUNCTION_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0868453722256	1	1	1	1	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS	1.27762126751e-05	1	1	1	0.00381579450443	0.137097880466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0331339978484	1	1	1	1	1	1	1	1	1	1	0.0981745887073	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	7.50769871072e-05	1	1	1	0.0511511985203	0.0514269661876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0103705288407	1	1	1	1	1	1	1	1	1	1	0.518579609536	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	0.0	1	1	1	0.00681588926332	0.000405549817037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00298636765584	1	1	1	1	1	1	0.491281187752	1	0.66041764879	1	0.057077211426	1	1	1	1	1	1
GO_CELL_PART_MORPHOGENESIS	0.0	1	1	1	8.35469462031e-05	0.000873341183186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00210438130791	1	1	1	1	1	1	1	1	0.117901071086	0.306010020061	0.00118964680644	1	1	1	1	1	1
GO_CELL_PROJECTION_ORGANIZATION	0.000914471844484	1	1	1	0.0017927726622	0.000251475815822	1	1	1	0.202122909048	1	1	1	1	0.949726363436	0.00680925707926	1	0.845099518338	1	1	1	1	1	0.000101827912604	1	0.626330836894	1	1	1	1	0.00305723824851	1	1	1	0.0051990856894	1	1	1	1	1	1
GO_CHEMICAL_HOMEOSTASIS	1	1	1	1	1	0.351046319288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CIRCULATORY_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.4313649085e-06	1	1	1	0.98831839939	1	1	1	1	1	1	1	1	1	1	0.269947583324	0.0208540028951	0.05680702192	1	1	1	1	1	1
GO_CYTOSKELETAL_PROTEIN_BINDING	1	1	1	0.0534070757194	0.0369599272943	0.0221936908336	1	1	1	1	1	1	1	1	1	1	0.442682087527	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000842897085406	1	1	1	1	1	1	1	1	1	1
GO_DENDRITIC_SHAFT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.447858529145	1	1	1	1	1	1	1	1	1	0.268754623209
GO_DENDRITIC_TREE	0.0	1	1	0.172233369483	0.000242601165277	5.57123209646e-05	1	1	1	1	1	1	1	1	0.179244838259	1	0.0780861585685	2.99676358182e-05	1	1	1	1	1	0.0171808538913	1	1	1	1	1	1	0.0	1	0.923355482084	0.0011701995555	0.0883218283952	0.0124195262629	0.043392644279	1	1	1	0.0428748514372
GO_DENSE_CORE_GRANULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0127066191725	0.27474452643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_DEVELOPMENTAL_MATURATION	0.0458352527587	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_DISTAL_AXON	0.0	1	1	1	0.00269195541241	0.000124753477904	1	1	1	0.2165409776	1	1	1	1	1	1	1	0.0	1	1	1	1	1	0.0919438652179	1	1	1	0.315836205396	1	1	0.00013843197052	1	1	0.38665224132	0.0349331103216	1	1	1	1	1	1
GO_EXOCYTIC_VESICLE	0.0442930447568	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.278092518011	1	1	1	1	1	1	1	1	1	1
GO_GATED_CHANNEL_ACTIVITY	0.0223082128906	1.50170457652e-05	0.0348850643702	1	1.83210601222e-05	6.17915774566e-05	0.0223082128906	1	1	2.49941344421e-06	1	1	1	1	0.00254226338129	1	0.00229720373288	1.01538009212e-06	1	0.0731577710992	0.000369256972577	1.22631114232e-05	1	0.0157451954338	0.00906756668455	1	0.00110847858511	1	0.0108279270713	1	0.000148937887784	1	0.018932487124	0.0560740085571	7.29713499092e-06	1	0.0729476394812	1	1	1	1
GO_GLUTAMATERGIC_SYNAPSE	1	1	1	1	1	0.0647158994848	1	1	1	0.409696264083	1	1	1	1	1	1	1	1	1	1	1	0.0294844161277	1	0.0107823267258	1	1	1	1	1	1	0.000542403438444	1	0.0611686195872	0.745119069602	1	1	0.000776581388911	1	1	1	1
GO_GLYCOSAMINOGLYCAN_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.580045675156	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GTPASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.339654564092	1	1	1	1	1	1	1	1	1	1
GO_HEART_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0200643353668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.222042903528	1	1	1	1	1	1	1
GO_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.307312453684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_HORMONE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0094118044891	1	1	1	1	0.332400604967	1	1	1	1
GO_HORMONE_TRANSPORT	0.280451244306	1	1	1	1	0.00164121626506	1	1	1	0.0004390810306	1	1	1	1	6.65172267728e-05	1	0.385873652229	0.0201479006919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.963363776474	1	0.00460998109135	0.671408394794	0.581068951081	1	1	1	1
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	0.000327992841434	0.00457848299586	1	1	1	0.766359813671	1	1	1	1	0.220820345277	1	1	0.0163352796304	1	1	1	0.00396048641241	1	1	0.0926038935826	1	0.739258949091	1	0.04352935683	1	0.172137253218	1	1	1	0.154128707085	1	1	1	1	1	1
GO_INSULIN_SECRETION	0.0218965314518	1	1	1	1	0.00901934206686	1	1	1	1	1	1	1	1	0.00837886132745	1	1	0.0515034308839	1	1	1	1	1	1	1	0.498930351074	1	1	1	1	0.849736367967	1	1	1	0.490629621034	1	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	1	0.121601022485	1	1	0.020498810683	0.0459264191535	1	1	1	5.93986975772e-06	1	1	1	1	1	1	1	0.118010262913	1	1	1	0.143885554688	1	1	1	1	1	1	1	1	1	1	1	1	0.318935962332	1	1	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	0.000368736375903	0.00097942323236	1	1	1	0.686914778108	1	1	1	1	0.477837377789	1	1	0.181505400413	1	1	1	1	1	1	0.28908165383	1	0.414729535596	1	1	1	0.28075110588	1	1	1	0.525420168261	1	1	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	0.0126237861953	1	1	1	1	1	1	1	1	1	1	1	1	0.468614828541	1	1	0.861806956339	0.597200188853	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ION_TRANSPORT	1	1	1	1	0.00388188766644	0.0473098861737	1	1	1	1	1	1	1	1	1	1	1	0.649763246844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	1	0.5551214953	1	1	0.534361075105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.186762715769	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY	1	0.0295145958216	1	1	0.219912830996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MAIN_AXON	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.214454596201	1	1	1	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION	1	1	1	1	0.00884591830817	0.00260363453368	1	1	1	1	1	1	1	1	1	1	1	0.00700171722319	1	1	1	1	1	0.532548702888	0.156636896048	1	1	1	1	1	1	1	1	1	1	0.466944807106	0.0877832289986	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	1	1	1	1	0.213828507904	0.0258811055116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1	1	1	1	1	0.00652627423487	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.310279536774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.00269159351313	0.000611882588505	1	1	0.0	0.0006044687105	1	1	1	0.267520415929	1	1	1	1	0.0418755108165	1	0.866566490898	0.0	1	1	0.00107221492688	2.36427416389e-05	1	0.839666059674	0.204827146197	1	0.0812647334851	1	0.174710995633	1	0.0138256452809	1	0.997135366635	0.514323697155	0.00779593642571	1	1	1	1	1	1
GO_METAL_ION_TRANSPORT	1	0.178570910067	1	1	0.000454340689099	0.00645642506387	1	1	1	0.202629112054	1	1	1	1	0.618428905548	1	1	0.160955242061	1	1	1	0.134963642873	1	1	0.0476325544893	1	0.666866400099	1	1	1	0.474854472057	1	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.297403184692	1	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.45839557708	1	1	1	0.719325724691	1	0.450933514558	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.0413035307972	1	1	0.145619542876	1	1	1	1	1	1	1	1	1	1	1	1	0.00593589481986	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.127995990028	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT	1	0.95013313576	0.861178819111	1	0.0361155871198	1	1	1	1	1	1	1	1	1	1	1	1	0.262006833341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.224485095017	1	1	1	1	1	1
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1	1	1	1	0.0416442291888	0.00510114587226	1	1	1	1	1	1	1	1	1	1	0.881063116431	0.00012983157208	1	1	1	0.0456548770864	1	1	1	1	1	1	1	1	0.0940968634409	1	1	1	0.0612741053327	1	1	1	1	1	1
GO_NEUROGENESIS	9.5787499268e-06	1	1	0.145162396135	0.000370282607869	1.50692235082e-05	0.649473680635	1	1	1	1	1	1	1	0.312011324724	0.0376740499396	0.0396875206451	0.0356538839255	1	0.872069989675	1	0.00710335891567	1	0.000571932073118	1	0.204377789534	1	0.0203396665087	1	1	0.0	1	1	0.00116838134415	0.000252843974152	1	0.0189008626364	1	1	1	1
GO_NEURONAL_DENSE_CORE_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0202887227726	0.938962904151	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEURON_DEVELOPMENT	0.0	1	1	0.506951075164	2.09298611562e-05	1.92686275491e-05	1	1	1	0.0474554701659	1	1	1	1	0.00127908499469	0.00125930122385	0.0405610644536	0.00508854790506	0.678559813594	1	1	0.112671495589	1	3.94614277477e-05	1	0.0912213245928	1	0.0419894748263	1	1	6.11110402342e-05	1	0.0640994535968	0.0153489012326	0.00039019529568	0.684824140977	1	1	1	1	1
GO_NEURON_DIFFERENTIATION	0.0	1	1	0.0962361410206	8.93805152249e-05	1.29550591841e-05	1	1	1	0.394892086588	1	1	1	1	0.0100293359102	0.0029200323327	0.0427382427395	0.0155130339901	1	0.265142075571	1	0.016893555332	1	2.73158924151e-05	1	0.0431103359074	1	0.0307942750514	1	1	0.0	1	0.142436670812	0.000799623580434	0.00134195621284	1	0.238652566831	1	0.777860758436	1	1
GO_NEURON_PROJECTION	4.53777085907e-08	0.000443870203159	0.000144631758816	3.96016215021e-05	3.18169960458e-05	2.94426372622e-05	6.88566204055e-08	0.0905580841405	0.697910808578	1.21039785239e-05	0.24858229951	0.0167867684549	1	0.000218139824692	3.30700841309e-05	2.1980407618e-05	1.75955606352e-05	1.92578957807e-05	1	0.0026608547483	0.195319636133	2.94825485785e-05	0.957686322651	5.02576194475e-05	0.125110060491	0.080207186645	1.54745612164e-05	1.70598308989e-05	1	1	1.66415089838e-05	1	3.41136120423e-05	2.52185611436e-05	1.99380326569e-05	1.93503061796e-06	2.33450314906e-05	1	1	8.0449300417e-05	3.37609961953e-05
GO_NEURON_PROJECTION_GUIDANCE	0.0434644291198	1	1	1	0.013608203943	0.253151921053	1	1	1	1	1	1	1	1	0.558154285145	1	1	1	1	1	1	1	1	0.64822325077	1	1	1	1	1	1	1	1	1	1	0.571932517751	1	1	1	1	1	1
GO_NEURON_PROJECTION_TERMINUS	4.78586892361e-06	1	1	1	0.515556300034	1	1	1	1	1	1	1	1	1	1	1	1	0.00962262292984	1	1	1	1	1	1	1	1	1	0.685653892568	1	1	0.588948031897	1	1	1	1	1	1	1	1	1	1
GO_NEURON_SPINE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0015911323679	1	1	1	1	1	1	1	1	1	0.249632486549
GO_NEURON_TO_NEURON_SYNAPSE	0.000705792322456	1	1	0.00255976835838	1	0.00583559858286	1	1	1	0.540686539081	1	1	1	1	0.012484327823	0.00637432366271	1	0.0028832339212	1	1	1	0.872366312955	1	0.000612563044021	1	1	1	0.00486129105581	1	1	0.0	1	0.0844794156771	0.0461652305597	0.00021039391728	0.246999575603	0.00115762934871	0.155297684126	1	1	0.0287221042875
GO_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.897788121243	1	1	1	1	1	1	1	1	1	1
GO_NEUROTRANSMITTER_SECRETION	0.0102005857438	1	1	1	0.0205592171541	0.000308808977383	1	1	0.105685669546	1	1	1	1	1	1	1	0.0024996807094	0.0933133230287	1	1	1	1	1	3.63072686085e-05	1	1	1	0.0651546283092	1	1	0.0107533163972	1	1	0.0432539420366	0.139109716457	0.154264897112	9.33259878644e-05	1	1	0.878978757795	1
GO_NEUROTRANSMITTER_TRANSPORT	0.00144180834802	1	1	1	0.00139456633025	0.000214647383533	1	1	0.143820662924	1	1	1	1	1	1	1	0.0313541705242	0.15367263532	1	1	1	1	1	5.87466957946e-05	1	1	1	0.0353656417944	1	1	0.0102008373004	1	1	0.201666781793	0.06928721354	0.136425860814	0.000287349033753	1	1	1	1
GO_PANCREATIC_A_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.742176745274	1	1	1	1	1	1	1	1	1	1
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.398345196116	5.12307952665e-05	0.600324504649	1	0.0	0.00234613514487	1	1	1	0.000909507563203	1	1	1	1	0.0791390192262	1	0.57330402119	0.000728775883805	1	0.928061987446	0.00527539218675	6.05256055319e-05	1	1	0.153670487993	1	0.140499351336	1	0.0127629106856	1	0.0255123669628	1	1	1	0.00790074455337	1	1	1	1	1	1
GO_PEPTIDE_HORMONE_SECRETION	0.0523457943082	1	1	1	1	0.00186234174357	1	1	1	0.0918740872017	1	1	1	1	0.00067091767416	1	0.86792584505	0.00758376425031	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.103212765073	1	1	1	1	1	1
GO_PEPTIDE_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0835498986487	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PERIKARYON	0.0173567131712	1	1	1	0.153560777709	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	1	0.821329549677	1	1	0.462937223689	1	1	1	1	1	1	1	1	1	1	1	1	0.0977115373633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_REGION	1	1	1	1	1	1	1	1	1	0.899327930141	1	1	1	1	1	1	1	1	1	1	1	1	1	0.370969129135	1	1	1	0.778063528354	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSTSYNAPSE	0.0	1	1	0.0215049063473	0.0024991977902	1.8363321485e-05	0.029664040682	0.164003919966	1	0.0	1	0.58061810535	1	1	5.02030680487e-05	0.000924349594677	0.581670052072	7.73595401071e-07	1	1	1	0.00240661311405	1	3.54385661097e-05	1	1	1	0.0	1	1	2.94662187816e-06	1	0.000984030428273	0.000704001924224	5.19949130684e-06	0.00792883400674	2.0608743396e-05	1	1	1	0.0937123202883
GO_POSTSYNAPTIC_DENSITY_MEMBRANE	1	1	1	0.470928063236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0301977622635	1	0.0689330904016	0.200789440816	0.376843833432	1	0.0992751939828	1	1	1	0.154121710694
GO_POSTSYNAPTIC_MEMBRANE	1	1	1	0.294234420802	0.212779410643	0.0094724218665	1	0.0200101314271	1	3.41946739374e-05	1	0.0764456145626	1	1	1	1	0.70864552876	0.00693459363762	1	1	1	1	1	0.0035177954808	1	1	1	0.0137147534344	1	1	3.54267299829e-05	1	0.00419240878709	0.0961967227276	5.31303413115e-05	1	0.0114977524535	1	1	1	0.346704663934
GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	1	1	0.0440479358877	1	0.523694906753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.789716197545	1	1	1	1	1	1	0.0458716507816	1	0.110827200766	1	0.143104689061	1	0.00393963722877	1	1	1	0.185664419719
GO_POTASSIUM_CHANNEL_ACTIVITY	0.0530221913693	0.000457574681205	1	1	6.61230648056e-05	0.096019016558	1	1	1	0.194371983844	1	1	1	1	0.105779969429	1	0.0279938337209	3.64717710662e-05	1	0.00828573077406	1	0.270323383575	1	1	1	1	1	1	0.119028703845	1	1	1	1	1	0.000436268969878	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_COMPLEX	0.0454286816958	0.0142448137226	1	1	1	1	1	1	1	1	1	1	1	1	0.0865059723741	1	1	0.0135765073973	1	1	1	0.278772389115	1	1	1	1	0.531560876286	1	1	1	1	1	1	1	0.0100192758748	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.921877614647	0.00748542641679	1	1	0.00363616619871	0.440834914898	1	1	1	0.37772533135	1	1	1	1	1	1	0.123582507634	4.42599884203e-05	1	0.101208025865	1	0.53634559599	1	1	1	1	1	1	0.883771735548	1	1	1	1	0.584237991441	0.000608662206723	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSPORT	1	0.0793843161112	0.255675388778	1	0.00370621243962	0.349366334429	1	1	1	0.00622475513566	1	1	1	1	0.302381055862	1	0.362556112779	0.00260574951431	1	0.750324037553	1	1	1	1	1	1	1	1	0.291244909072	1	1	1	1	1	0.00764528404106	1	1	1	1	1	1
GO_PRESYNAPSE	0.0	1	1	0.798527280418	0.00017433766697	2.25007543708e-08	1	1	1	0.0253998848864	1	1	1	1	7.67033046518e-05	0.013080633982	0.00680448686105	0.0	1	1	1	0.743594228049	1	3.17305124813e-05	1	1	1	0.0193444027053	1	1	0.0	1	0.0429620460205	0.223168596455	9.50262576327e-05	0.00630042952509	0.00334176698829	1	1	1	1
GO_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	0.37772533135	1	1	1	1	1	1	1	0.711110699447	1	1	1	1	1	0.308859000309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_CIRCULATION	1	1	1	1	0.738585365299	0.171816184023	1	1	1	1	1	1	1	1	1	1	1	0.00607977634994	1	1	1	0.0502213512735	1	1	1	1	0.145146028617	1	1	1	1	1	1	0.294016260973	0.402041575675	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_PRESSURE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0166128664128	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	0.133542159445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELLULAR_LOCALIZATION	1	1	1	1	1	0.378311557979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
