TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
ARX	REACTOME	REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	10	down	79	4	2.4295418277198166e-07	0.0864836715788	SNAP25 STX1A SV2B SYT2
SPIB	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	255	20	2.695281202669264e-07	0.0959428468589	ADCY1 CACNA1A CACNA1E CACNA2D2 CACNB4 CPLX1 DLG2 GABBR2 GAD2 GNG2 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ3 KCNJ6 LIN7A NCALD SYN1 TUBB3
TFCP2L1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	286	27	2.7959768900132076e-07	0.0995269913654	ABCC9 ADCY1 ADCY5 CACNA2D2 CACNG4 CAMK1 CHRNB2 CHRNB4 CPLX1 GABBR2 GNG4 GRIK5 GRIN2C KCNAB2 KCNC1 KCNH7 KCNH8 KCNJ2 KCNMB2 LRFN1 PPM1E PRKCG STX1A TSPAN7 TUBA1A TUBB3 TUBB4A
NEUROD1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	169	20	2.89128804009664e-07	0.10291944559	ABCC8 ADCY2 CACNA1E CAMK2B CHRNA1 CHRNA3 CHRNB4 CPLX1 KCNAB2 KCNB2 KCNF1 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1 SLC1A2 STXBP1 TUBB4A
RFX6	KEGG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	25	up	255	7	3.305909312967259e-07	0.117678139677	GCK HHEX MAFA NEUROD1 NKX2-2 PAX4 PAX6
SOX4	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	down	239	12	3.3675110533426533e-07	0.119870596957	ABCC8 GNG2 GNG4 HCN4 KCNB2 KCNH3 KCNH6 KCNJ3 KCNMA1 KCNMB2 KCNMB3 KCNN3
GATA2	REACTOME	REACTOME_PEPTIDE_HORMONE_METABOLISM	90	up	227	11	3.859901631653173e-07	0.13739744447	AGT CES1 CPB1 CPE FFAR1 GHRL ISL1 KIF5A KIF5C PCSK1 STX1A
NEUROG3	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	276	26	4.864272115101542e-07	0.173148630209	ABCC8 ADCY5 CACNA1A CACNG4 CAMK1 CAMK2B CHRNA1 CHRNB4 CPLX1 DLG2 GABBR2 GABRB3 GNG4 GRIN2C KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNN3 LRRTM3 SLC1A2 SNAP25 STX1A SYT2
LMX1A	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	up	282	13	4.934581336879518e-07	0.175650863809	ABCC8 ADCY2 ADCY5 CACNA1A CACNA1C CACNA1E CACNA2D2 FFAR1 GNG2 RAPGEF4 SNAP25 STX1A SYT5
PAX6	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	up	205	11	5.560602280851867e-07	0.197934086669	GABBR2 GNG2 HCN4 KCNC1 KCNJ11 KCNJ2 KCNJ3 KCNJ6 KCNMA1 KCNMB2 KCNN3
RFX6	REACTOME	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5	up	255	4	6.704706465576749e-07	0.238658719937	INSM1 NEUROD1 NKX2-2 PAX4
FEV	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	up	243	12	6.765747682102585e-07	0.240830848193	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A GNG2 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A SYT5
ASCL2	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	148	18	7.596539921550516e-07	0.270402636778	ABCC8 ADCY1 CACNA2D2 CACNB4 CAMK1 CAMK2B CHRNA3 CHRNB2 KCNAB2 KCNC1 KCNF1 KCNH2 KCNJ11 PPM1E SLC1A2 STXBP1 SYT2 TUBB4A
NEUROD1	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	up	169	10	7.684665237484012e-07	0.273538732994	ABCC8 KCNAB2 KCNB2 KCNF1 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1
ARX	REACTOME	REACTOME_NEURONAL_SYSTEM	410	down	79	13	8.506043968070642e-07	0.302775186857	CAMK2B DLG2 KCNB2 KCNJ2 KCNK17 NEFL PRKCG SNAP25 STX1A SYN1 SYT2 TUBB2B TUBB3
SIX2	REACTOME	REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	11	up	244	5	8.747183071200482e-07	0.311357730856	CACNA1A CACNA1B CACNA1E CACNA2D2 CACNB4
ASCL1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	119	13	8.939951119391054e-07	0.31821845409	ADCY5 CACNA1A CACNB4 CAMK1 CAMK2B CHRNB2 GABBR2 GRIK3 GRIN2C KCNJ2 KCNJ6 PPM1E STXBP1
MAFA	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	up	331	19	9.776548026696474e-07	0.34799622701	ADCY1 ADCY2 ADCY5 CACNG4 CHRNA1 CHRNA5 CHRNB2 CHRNB4 GNG2 GNG4 GRIA2 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD PPM1E TSPAN7 TUBB3
RFX6	REACTOME	REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	11	up	255	5	1.0878541817360698e-06	0.387220608135	CACNA1A CACNA1E CACNB2 CACNB4 CACNG4
LMX1A	REACTOME	REACTOME_INSULIN_PROCESSING	27	up	282	7	1.1618994208983935e-06	0.41357577507	CPE KIF5A KIF5C PCSK1 PCSK2 SLC30A8 STX1A
FEV	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	up	243	16	1.2325279150626756e-06	0.438714613783	ADCY1 ADCY2 ADCY5 CHRNA1 CHRNB2 DLG2 GABRG2 GNG2 GNG4 GRIK3 GRIK5 GRIN2C LIN7A PPM1E TUBA1A TUBB3
ETV1	REACTOME	REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	9	up	339	5	1.2568598288797972e-06	0.44737422865	CHRNA1 CHRNA3 CHRNA5 CHRNB2 CHRNB4
FOXP2	REACTOME	REACTOME_NEURONAL_SYSTEM	410	down	47	10	1.3885114418243916e-06	0.49423370516	ADCY1 ADCY5 CHRNA3 CHRNA5 CHRNB2 KCNC1 KCNMB3 NCALD STX1A TUBB4A
NEUROG3	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	down	26	5	1.5160629762700495e-06	0.539633520025	KCNC1 KCNF1 KCNG1 KCNJ3 KCNMB3
FEV	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	up	243	10	1.5623953919519096e-06	0.556123702998	ABCC8 ADCY5 CACNA1A GNG2 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A SYT5
TFCP2L1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	286	20	1.6529257754749338e-06	0.588345706374	ADCY1 ADCY5 CACNA2D2 CACNG4 CAMK1 CHRNB2 CHRNB4 CPLX1 GABBR2 GNG4 GRIK5 GRIN2C KCNJ2 PPM1E PRKCG STX1A TSPAN7 TUBA1A TUBB3 TUBB4A
ETV1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	339	22	1.719833695346118e-06	0.612159325355	CACNA1A CACNA1B CACNA1E CACNA2D2 CAMK2B CHRNA1 CHRNA3 CHRNA5 CHRNB2 CHRNB4 GABRB3 GABRG2 GNG2 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A NCALD PRKCG SYN1 TUBA1A
MAFB	REACTOME	REACTOME_MUSCLE_CONTRACTION	205	up	345	19	1.813951540863279e-06	0.645657911455	ATP1A3 CACNA1C CACNA2D2 CACNB4 CACNG4 CACNG6 FXYD1 FXYD6 KCNE4 KCNH2 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SCN3B SLC8A1 TMOD1 TMOD2
ETV1	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	up	339	16	1.8219675129715895e-06	0.6485092946	ANXA6 CACNA1A CACNA1B CACNA1E CAMK2B CHRM4 GJD2 GNAO1 GNG2 GNG4 PRKCG RGS16 RGS17 RGS4 RGS5 SLC8A1
LMX1A	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	up	282	17	1.920132391086682e-06	0.683448083019	ADCY2 ADCY5 CAMK1 CHRNB4 GABRA1 GABRB3 GNG2 GRIA2 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD NEFL PPM1E TUBA1A TUBB2B
SOX4	REACTOME	REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_	13	down	239	5	2.135018373761177e-06	0.759932034901	FFAR1 GIP ISL1 PCSK1 SEC11C
RFX6	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	up	255	16	2.3186635137451006e-06	0.825295816428	CACNG4 CAMK2B CHRNA3 GABBR2 GNG2 GNG4 GRIK5 GRIN1 LIN7A NCALD NEFL PPM1E PRKCG TUBA1A TUBB3 TUBB4A
TFCP2L1	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	up	286	17	2.3264145726509255e-06	0.828052370917	ADCY1 ADCY5 CACNG4 CAMK1 CHRNB2 CHRNB4 GABBR2 GNG4 GRIK5 GRIN2C KCNJ2 PPM1E PRKCG TSPAN7 TUBA1A TUBB3 TUBB4A
TFCP2L1	REACTOME	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	403	up	286	25	2.3374022271038797e-06	0.831960924302	ADCY1 ADCY5 APOA1 APOC3 CHRM4 CLPS CNR1 GABBR2 GNAO1 GNG4 ITPR1 NPW PDE6B PRKCG PTGDR2 PYY RBP1 RGS16 RGS17 RGS5 RGS9 SSTR1 SSTR3 SSTR5 TTR
HMBOX1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	110	12	2.4007685517357658e-06	0.854512752925	ADCY1 ADCY2 ADCY5 CACNA1E CHRNB4 CPLX1 KCNJ3 KCNJ6 LIN7A PPM1E SNAP25 TUBB4A
GATA2	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	up	227	11	2.4405599202692585e-06	0.868673373541	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CACNA1C CACNA1E FFAR1 ITPR1 SNAP25 STX1A
SPIB	REACTOME	REACTOME_CARDIAC_CONDUCTION	137	up	255	13	2.452978508205028e-06	0.873091093404	CACNA1C CACNA2D2 CACNB4 CACNG6 FGF14 FXYD1 KCNE4 KCNIP3 KCNJ2 KCNK17 SCN2A SCN3A SLC8A1
SMAD9	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	up	257	10	2.5870560264040776e-06	0.920810851478	ABCC8 ADCY5 CACNA1C CACNA1E CACNA2D2 GNG4 ITPR1 KCNJ11 STXBP1 SYT5
SMAD9	REACTOME	REACTOME_CARDIAC_CONDUCTION	137	up	257	13	2.674327955975997e-06	0.951870875043	ATP1A3 CACNA1C CACNA2D2 CACNB4 CACNG7 CAMK2B FXYD6 ITPR1 KCNIP3 KCNJ11 KCNJ2 KCNK3 SCN1B
HES4	WP	WP_CANONICAL_AND_NONCANONICAL_NOTCH_SIGNALING	27	up	49	4	2.763522390591966e-06	0.983614997439	DLL3 DNER HEY1 MFAP2
SMAD9	KEGG	KEGG_TYPE_II_DIABETES_MELLITUS	47	up	257	8	3.022138624797499e-06	1	ABCC8 CACNA1B CACNA1C CACNA1E KCNJ11 MAFA MAPK10 SOCS1
RFX6	WP	WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	162	up	255	14	3.066403240659099e-06	1	ATP1A3 DDC FEV GCK GRIN1 KCNH2 LMX1B MAP2 NEUROD1 NKX2-2 RET SNAP25 SSTR1 TP73
FOXP2	REACTOME	REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	9	down	47	3	3.5026911080482392e-06	1	CHRNA3 CHRNA5 CHRNB2
