	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TFCP2L1	TP73	ZFP69B	ZNF519	ZNF846
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	0.305454700502	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.172845282855	1	1	1	1	1	1	1	1	1	0.00597606955972	1	1	1	1	1	1	1	1	1
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.0204760182198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022875782585	1	1	1	1	1	1	1	1	1	0.00638596141499	1	1	1	1	1	1	1	1	1
GO_CARDIAC_CONDUCTION	1	1	1	1	1	1	0.000648541754251	1	1	1	1	1	1	1	1	1	1	1	1	0.00448840592303	1	1	1	1	1	1	1	1	1	0.123634735734	1	1	1	1	1	1	1	1	0.00811304897533	0.0447249824137	1	1	0.684805131348	1	1	1	1
GO_CATECHOLAMINE_SECRETION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.980680869461	1	1	1	1
GO_CATION_CHANNEL_ACTIVITY	1	0.00435550229021	0.0	0.00275085956061	0.0107719384596	0.0	0.0	0.000824915487897	1	1	0.0	1	1	1	1	0.0715217774444	0.0	0.182224747807	0.0	0.0	1	0.000720212674651	2.00197492554e-05	0.0	1	1	0.0400939544387	2.12726281652e-05	0.0597633920135	1.55143062428e-05	1	1	0.280018214967	1	2.14838837082e-05	1	1	7.35387733641e-06	6.94048365002e-06	1.12870571678e-05	0.0	1	0.000314961457518	1	1	0.00426013219804	0.0046633824131
GO_CATION_CHANNEL_COMPLEX	1	0.0682908220717	1.8644860016e-05	0.189661534427	1	0.0	0.0	0.000166484224263	1	1	5.71386799808e-05	1	1	1	1	1	0.0	0.100609543169	0.0165800595056	0.0	1	0.0727369873039	0.967769860665	9.72369352303e-06	1	1	1	0.00581725455786	0.00362397596928	2.4157824297e-05	1	1	1	1	1	1	1	0.000343554434951	0.00031191749181	2.05626790039e-05	1.73222600043e-05	1	0.00535637330185	1	1	1	0.00435556059961
GO_CATION_TRANSMEMBRANE_TRANSPORT	1	0.283488786139	0.044296494909	0.0576288677155	0.00163794104714	0.0	0.0	1	1	1	0.0184443345562	1	1	1	1	1	0.00900490628697	0.0317929969067	0.100296180195	0.0	1	1	1	0.000296067144301	1	1	0.0688747705645	0.000604210757603	1	2.07595034558e-05	1	1	1	1	0.0458651154176	1	1	0.000251944198783	0.0147233033539	0.000204479389053	1.28823032368e-05	1	0.175628824359	1	1	0.110312039429	0.115665801296
GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.40889093983	0.0184076124377	0.242040025506	1	0.0	0.0	1	1	1	0.0238859297308	1	1	1	1	1	0.118603844252	1	0.00260431663214	0.0	1	1	0.00530089582037	9.34184074597e-06	1	1	1	0.00629983025919	1	0.00523843753704	1	1	1	1	0.265768304979	1	1	0.0973297390176	0.000880645410586	8.73252238798e-05	0.000763190488702	1	1	1	1	0.211608351011	1
GO_CATION_TRANSPORT	1	1	0.0413953157827	0.0245711597831	0.135755352355	0.0	0.0	1	1	1	0.0630617463716	1	1	1	1	1	0.02812238769	0.253847934822	0.665680246602	0.000269828090663	1	1	1	0.00178686567432	1	1	0.141029033098	0.0127546413365	1	0.000660373651652	1	1	1	1	0.267942797921	1	1	0.00211695788731	0.214779035519	0.0105065733189	3.35466370154e-05	1	1	1	1	0.0893034257446	1
GO_CELLULAR_COMPONENT_MORPHOGENESIS	1	7.3861198116e-05	1	1	1	0.0	0.000252601574006	1	1	1	0.995473002649	1	1	1	1	1	0.132079040454	0.970612188381	0.23433326769	0.636881561601	1	1	1	0.00717102736356	1	1	0.000246275773731	1	0.433623295051	1	0.0942300287419	1	1	1	0.0510194126217	1	1	0.155810474225	5.56237092064e-05	5.02857782539e-05	1	1	1	1	1	1	1
GO_CELL_BODY	1	0.00236136269889	1	1	0.422185292102	0.000202280379023	1.23948177722e-06	0.0598336151283	1	1	0.0125385547393	1	1	1	1	1	0.00614164282593	1	0.0183449323382	0.0	1	0.0561669427668	1	9.43203718755e-05	1	1	0.0	1	1	0.00251668973481	0.0133648855331	1	1	1	0.000401231508689	1	0.0533279915531	0.00479515029243	0.00122669905213	0.000413377797385	0.0281147667291	1	0.030110230326	1	1	0.0137448008446	1
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.158030610464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CELL_CELL_SIGNALING	1	0.000207470174424	0.00048925922365	0.0	0.00556397652843	0.0	0.0	0.000212142293678	1	1	0.0	1	1	1	1	1	0.0	2.2115568052e-05	0.0	0.0	1	0.0560211276536	1	0.0	1	1	0.0	0.159030507495	0.00288915686167	1.16750441284e-05	0.00185269183543	1	1	1	8.13694273161e-06	1	0.915831379761	0.0	1.69433673936e-06	0.0	0.0	1	0.0	1	1	0.00269547206108	0.00060891800214
GO_CELL_JUNCTION_ASSEMBLY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.497727287782	1	1	1	1	1	1	1	0.027423723271	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.254065666502	1	1	1	1
GO_CELL_JUNCTION_ORGANIZATION	1	0.0376726828991	0.191910360306	0.193357567729	1	0.0312215318942	0.52149387941	1	1	1	1	1	1	1	1	1	0.000481294005775	1	0.00576675386962	0.000312405580777	1	1	1	0.485500878733	1	1	0.00944645136457	0.00152257836757	1	1	1	1	1	1	0.000628274941563	1	1	1	0.0722420519577	0.0146882736349	1	1	0.00380106764209	1	1	1	1
GO_CELL_MORPHOGENESIS	1	0.0158625470839	1	1	1	0.00049560689436	0.011336695633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00102555147848	1	1	0.00361121338256	1	0.474706484191	1	1	1	1	1	1	1	1	1	0.0494269854874	0.00526569179083	1	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1	0.00681920193351	1	1	1	0.00134860269534	0.00433577046608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000340895677337	1	1	0.000776259062281	1	0.123893832591	1	1	1	1	1	0.644077804337	1	1	1	0.800342603054	0.0392171418052	1	1	1	1	1	1	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	1	0.00405087762288	1	1	1	0.000109567289563	0.000100948148408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000176046127381	1	1	0.000491067608277	1	0.250804814293	1	0.679781967948	1	1	1	0.00795769193501	1	1	1	0.192813539871	0.0167112213426	1	1	1	1	1	1	1
GO_CELL_PART_MORPHOGENESIS	1	0.000122645721562	1	1	1	0.0	0.000406878841719	0.677328792492	1	1	0.899823192702	1	1	1	1	1	0.223376412385	0.608425718436	1	1	1	1	1	0.00158559485534	1	1	0.000251393089683	1	0.381632114104	1	0.0967729401371	1	1	1	0.0145179975022	1	1	0.212643788802	0.000685602507779	4.70476618211e-05	1	1	0.702921808368	1	1	1	1
GO_CELL_PROJECTION_ORGANIZATION	1	0.0407504153082	1	1	0.00291182732021	2.93897668358e-06	6.7709525513e-06	0.00458303278666	1	1	0.160834075013	1	1	0.0558817635021	1	1	0.0390934956335	7.54887669596e-06	0.0294709772652	0.00200016653992	1	1	1	0.00129100547424	0.603801087308	1	5.59177024084e-06	1	0.334656769542	1	0.0255733106119	1	1	1	1.91278418336e-05	1	1	1	0.00399510482633	5.83970087112e-05	1	1	0.000181416830502	1	1	1	1
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.137504023247	1	1	1	1
GO_CHANNEL_REGULATOR_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.578957766944	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHEMICAL_HOMEOSTASIS	1	1	1	1	1	1	0.161297216273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.61026114157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CHONDROITIN_SULFATE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.7730414637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_CIRCULATORY_SYSTEM_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.448286789385	0.000336293240606	1	1	1	1	1	1	1	1	1	0.00117450546962	1	1	1	1	1	1	1	0.181741472382	0.000556641834004	0.0263153055699	1	1	0.690128909513	1	1	1	1
GO_CYTOSKELETAL_PROTEIN_BINDING	1	1	1	1	0.000380036876708	0.00025674207595	1.48135226081e-05	1	1	1	1	1	1	0.269580142175	1	0.0963965499233	1	0.242866968395	0.0405741884476	0.00889043501562	1	1	1	1	1	1	1	0.245757366256	1	1	0.362431188289	1	1	1	0.000240014965173	1	1	1	1	0.000903283714251	1	1	0.167244320274	1	1	1	0.00166955320243
GO_CYTOSKELETON_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.717934357508	1	1	1	1	1	1	1	1	1	1	1	1
GO_DENDRITE_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.664950316047	1	1	1	1	1	1	1	1	1	1	1	1
GO_DENDRITIC_TREE	1	6.40201865325e-05	1	1	0.0292323356117	6.57827772348e-05	0.0	1	1	1	0.101652526901	1	1	1	1	1	0.000137079712659	0.016639651147	6.19638296662e-06	0.0	1	1	1	1	1	1	1.13350376502e-05	0.00308415570564	1	1	0.333038940746	1	1	1	1.33939018517e-05	1	1	0.8878078974	1.5497000007e-05	0.000201781767616	0.00287023964327	1	0.00157622132995	1	1	1	0.011866266211
GO_DENSE_CORE_GRANULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.77909953216	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_DEVELOPMENTAL_MATURATION	1	0.0656785819347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_DISTAL_AXON	1	0.000178322226356	1	1	1	0.036166863718	0.0	0.162717023443	1	1	0.643822648245	1	1	1	1	1	0.0178810349715	1	0.277805786042	0.0	1	1	1	0.00230286701684	1	1	0.000400248464556	1	1	1	0.552962378527	1	1	1	0.0	1	1	0.997206323877	0.000146255633976	0.000252610690413	0.0545156012945	1	1	1	1	1	1
GO_DIVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	0.0191771090072	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.215489603818	1	1	1	1	1	1	1	1	1	0.125150445138	1	1	1	1	1	1	1	1	1
GO_DIVALENT_INORGANIC_CATION_TRANSPORT	1	1	1	1	1	1	0.188683949138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_EXOCYTIC_VESICLE	1	0.392387616353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00520077678223	1	1	1	1	1	1	1
GO_EXTRACELLULAR_MATRIX	1	1	1	1	1	1	1	1	1	1	0.147151105001	1	1	1	1	1	1	1	0.808337522576	1	1	1	1	0.00488063432576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_GATED_CHANNEL_ACTIVITY	1	0.00125414496732	0.0	0.000577536327234	0.0559709236095	0.0	0.0	0.0	0.295111946322	1	7.22974579603e-06	1	1	1	1	0.0140883951471	0.0	0.0593574659908	1.03126480795e-05	0.0	1	0.000152397325613	2.16640397221e-05	4.79950540344e-06	0.517509932472	1	0.00333114564438	1.8657806515e-05	0.0687744051126	3.5994519781e-05	1	1	0.00819275638143	0.486382840997	3.38253448251e-05	1	0.0326897203773	1.74590681612e-05	1.86526327044e-05	2.3720946716e-05	1.22691987389e-05	1	0.000416547805404	1	1	0.00497739640298	0.00562241197106
GO_GLUTAMATERGIC_SYNAPSE	1	0.0860523730615	1	1	1	1	0.6087475528	1	1	1	0.192931259428	1	1	1	1	1	1	1	1	0.242820516316	1	1	1	0.0001821460579	1	1	0.0161825876049	1	1	1	1	1	1	1	0.00587535546947	1	1	0.0377767200966	0.0214201512382	1	1	1	0.00891301404664	1	1	1	1
GO_HEAD_DEVELOPMENT	1	1	1	1	1	1	1	0.485204229785	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0323840640401	1	1	1	1
GO_HEART_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0383293214964	1	1	1	1	1	1	1	1	1	0.0016930774929	1	1	1	1	1	1	1	1	0.000301381752107	0.0584815808846	1	1	1	1	1	1	1
GO_HINDBRAIN_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.334159965146	1	1	0.379817806734	1
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00607876384803	1	1	1	1	1	1	1	0.19194437835	1	1	1	1	1	1	0.242226801049	1	1	1	1
GO_HORMONE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.165147401727	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0670385729152	1	1	1	1	1	1	1	1	1	1
GO_HORMONE_TRANSPORT	1	0.0379592744307	1	1	1	1	7.0717617719e-05	0.374720052833	1	1	0.000269741396468	1	1	1	1	1	1.00199222707e-05	1	0.00131041584539	0.00546050947504	1	1	1	1	1	1	1	1	0.868520858333	0.157413239231	1	1	1	1	1	1	1	0.180693683996	0.465307352725	0.0110994333011	0.00893984871229	1	0.0888108697721	1	1	1	1
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	1	0.367878504718	0.0847348955781	1	1	0.0	0.0	0.110501718078	1	1	0.0664677180194	1	1	1	1	1	0.0109687851109	0.244331280899	1	0.000188900024195	1	1	1	0.000386947234795	1	1	1	0.0139847292167	1	0.00265828506741	1	1	1	1	1	1	1	0.0022460985091	0.320960822793	0.000446853499959	0.000148334827697	1	1	1	1	1	1
GO_INSULIN_SECRETION	1	0.00721185076969	1	1	1	1	0.0	1	1	1	0.119580180116	1	1	1	1	1	0.0	0.243013559035	0.0017050714272	0.00864526799834	1	1	1	1	1	1	1	1	0.0145049620427	0.186707582684	1	1	1	1	1	1	1	1	0.464094431777	0.433485060956	0.316911572898	1	0.0468341065913	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	1	0.00441528506718	0.000312107104911	0.0233339972158	1	4.20761197018e-05	0.0	0.349113131803	1	1	3.21376186703e-05	1	1	0.711020544037	1	1	0.00111893286301	0.592507940988	0.00294873161321	1.10902967146e-05	1	0.677936344331	0.451884723903	2.38443576299e-05	1	1	0.0789964058318	0.000729322108699	1	0.249159983228	1	1	1	1	1	1	1	0.00709983582679	0.00630209558351	0.00057272345266	0.00709940029993	1	0.208832071251	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.177483393467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.68141252819	0.0351505152941	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ION_CHANNEL_REGULATOR_ACTIVITY	1	1	1	1	1	1	0.537105932517	1	1	1	1	1	1	1	1	1	1	1	1	0.114236078941	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.715707874898	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORT	1	0.0438414157533	0.0310451367877	0.159162422629	0.0377338706609	1.27478826477e-05	0.0	0.0158668218836	1	1	0.00101034949813	1	1	1	1	1	0.000471867862536	0.0324939597344	0.0209633852832	2.24869359549e-05	1	1	0.360026249996	0.003172365401	1	1	0.0418122982902	0.000963234913232	1	6.44557049534e-05	1	1	1	1	1	1	1	0.00139038462812	0.0264809542589	5.78132764342e-05	3.50959601341e-05	1	0.397653404084	1	1	0.583856057456	1
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.10382677462	1	1	0.0	1.55320574213e-06	1	1	1	0.0317837374658	1	1	1	1	1	0.0390581262299	1	0.0588826905993	0.000287496165161	1	1	0.0404719519282	0.00468609131488	1	1	1	0.0175195440228	1	0.501151832214	1	1	1	1	1	1	1	1	0.164282055471	0.00390041858463	0.00173572180285	1	1	1	1	1	1
GO_ION_TRANSPORT	1	1	0.557599736739	1	1	0.0	0.0	1	1	1	0.0797308245747	1	1	1	1	1	0.0545412398877	1	1	0.000273405295763	1	1	1	0.0196375223915	1	1	0.0329360324583	0.350759808148	1	0.0529470068349	1	1	1	1	1	1	1	0.0282060980637	0.129899040672	0.0116383026977	1.76931186447e-05	1	1	1	1	1	1
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	1	1	0.0757310041637	1	1	0.0141430204778	0.000487671234929	1	1	1	1	1	1	1	1	1	1	1	0.835002076219	1	1	1	1	1	1	1	1	1	1	0.0013030327714	1	1	1	1	1	1	1	1	1	0.178782557285	0.374498830256	1	1	1	1	1	0.0326431904989
GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY	1	1	0.0143252438153	1	1	0.000636423619915	0.000169412691974	1	1	1	0.213763312211	1	1	1	1	1	1	1	1	1	1	1	1	0.22748555379	1	1	1	1	1	0.00794761196422	1	1	1	1	1	1	1	1	1	0.00277572190826	0.301992619151	1	1	1	1	1	0.128182076207
GO_LOCOMOTORY_BEHAVIOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.767374376859	1	1	0.0589971091921	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MAIN_AXON	1	1	1	0.014736579265	1	1	0.704803861044	0.597477208712	1	1	1	1	1	1	1	1	1	1	1	0.783888379509	1	1	0.184414944641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.477940123816	0.675918087955	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION	1	1	1	1	1	0.000902737849912	0.0114252539434	1	1	1	1	1	1	1	1	1	1	1	1	0.00175316515828	1	1	1	1	1	1	0.464951579957	0.289266442459	1	1	1	1	1	1	1	1	1	1	0.978531749197	0.0834832531246	0.306794730223	1	0.656308548475	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	1	1	1	1	1	0.00452117772491	0.0847586841837	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.896994209093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1	1	1	1	1	0.143676140584	0.00944923347634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.476527364571	1	1	1	1	1	1	1	1
GO_MEMBRANE_PROTEIN_COMPLEX	1	1	1	1	1	0.680885658051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.0164148271483	0.000540799711136	0.193908055265	1	0.0	0.0	0.733934541585	1	1	0.00897307281294	1	1	1	1	1	0.0918601596334	1	0.122231708923	0.0	1	1	0.000523536530415	0.0	1	1	1	0.00267854780415	1	0.0173139051229	1	1	1	1	0.0545978733419	1	1	0.00341528690753	0.00035039557693	4.86367671571e-05	0.000151021097314	1	1	1	1	0.0555281043665	1
GO_METAL_ION_TRANSPORT	1	1	0.0213334244658	0.295439070179	1	0.0	0.0	1	1	1	0.0346734633591	1	1	1	1	1	0.046458135107	1	1	0.00311506110411	1	1	1	0.00184953355293	1	1	0.0538379409881	0.00108073939536	1	0.000518656570357	1	1	1	1	1	1	1	0.027809651416	0.188178048998	0.0164392120037	0.000301745544223	1	1	1	1	0.556789777869	1
GO_METENCEPHALON_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.075440674544	1	1	0.396363301989	1	1	0.0117198187668	1
GO_MICROTUBULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.223727436618	1	1	1	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BASED_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.716758551616	1	1	1	1	1	1	1	1	1	1	1	1
GO_MICROTUBULE_BINDING	1	1	1	1	1	0.991510823373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0233905594453	1	1	1	1	0.0553555160242	1	1	0.215456028248	1	1	1	0.444750720016
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.154133616584	1	1	1	1	1	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.00937037111726	1	1	0.0300863120322	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00761026755976	1	1	1	0.0436411536195	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0068951851007	1	1	1	1	1	1	1
