	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
BIOCARTA_MPR_PATHWAY	1	1	1	0.012147883746153276	1	1	1	1	1	1	1	1	1	1	0.05926545293722563	1	1	0.012367470651539758	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04376976050575476	1	1	0.05189740475093629	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07230054080506898	0.03583803101467331	1	1	0.04952221068712559	1	1	1	1	1	1	1	1
BIOCARTA_MTA3_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.041610355954257106	0.04479827881193743	1	1	1	0.020140248809193517	1	1	1	1	1	1	1	1	1	1	1	0.025032635065921682	0.032897923841836096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05488891255119377	1	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_NO1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0914314772852618	1	1	1	1	0.04595459283725112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08189346222526073	0.08630348389266551	1	0.021085048012967955	1	1	1	1	1	1	1	1	1	0.03807893175732202	1	1	1	1	1	1	1	0.06159582796766894	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_PDZS_PATHWAY	1	1	0.025546368776017903	1	1	1	1	1	1	1	1	1	1	0.041610355954257106	0.04479827881193743	0.022286034092891427	1	0.009153978207722568	0.020140248809193517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03912639670507467	1	1	1	0.027378560272527275	1	1	1	0.028179850158909447	1	1	1	1	1	1	1	1	1	1	1	0.0020742233986794645	1	0.05488891255119377	0.026849696478203455	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_PRION_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011398122797575017	1	1	1	1	1	1	1	1	1	1	1	0.012876941740191938	1	0.004001656445778989	0.009664857203607768	1	1	1	1	1	1	1	1	1	1	0.0257264126953739	1	1	1	0.01720813028624779	1	1	1	1	1	1	1	1
KEGG_ABC_TRANSPORTERS	1	1	1	0.04858785669325805	0.04615044059741491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015953393048970588	1	1	1	1	1	1	1
KEGG_ACUTE_MYELOID_LEUKEMIA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0494081131280264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	1	0.03834352277230668	0.0668277998185538	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04916798519910215	1	1	1	1	1	1	1	1	1	1	1	0.06511589604559509	0.09188960329409279	1	0.02734477506448796	0.03013844043516556	1	1	0.0555887142266267	0.016046321369777572	1	1	1	0.0168959660111635	1	1	0.052951374699923726	1	1	1	1	1	1	1	1	0.016046321369777572	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	1	1	1	1	1	1	1	1	1	1	1	0.07395575666931109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.033190943718686805	1	1
KEGG_ALZHEIMERS_DISEASE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08237487685882183	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.031215289152664583	1	1	1	1	1	1	1	1	0.017793511493789604	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04285547509234955	1	1	1	1	0.00963240748249361	1	1	1	1	1	1	1	1	1	1	1	1	0.062163936783441454	0.02266170756776842	1	1	1	1	1	1	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1	1	0.019743406383443407	1	1	1	1	1	1	1	1	1	1	1	0.013075057860031158	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08895514786293801	1	1	1	1	0.0016199897470872138	0.0018918460003827242	1	1	0.06622352283023591	0.004330476525421401	1	1	0.01379917278330789	0.09525312016627119	0.0035831577814399163	1	1	0.04867125688917884	0.0011465213045568357	1	1	1	0.019743406383443407	1	0.024148990739096265	0.09193836112984877	0.018708385862708954	0.02035632816961852	0.08975617214082843	1	1	0.038001296761443815	1	1	1	0.0010934755504423688	1	1	1	0.009239494840503015
KEGG_AXON_GUIDANCE	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03041187418395752	1	1	1	1	1	1	1	1	1	1	1	1	0.020764952792908575	1	1	0.022736159487843244	1	1	1	1	0.07728107682612007	0.05055041877008115	1	1	0.01113606665729816	0.08869266623146221	1	1	1	1	0.020136837799213714	1	0.0549066408681157	0.05055041877008115	1	1	1	1	1	1	1	0.03239867937478047	1	1	1	0.03884759754890488	1	1	1	1	1	1	1	1	1
KEGG_BASAL_CELL_CARCINOMA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04681625577674431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09479861778850063	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_CALCIUM_SIGNALING_PATHWAY	1	0.009184995153363906	0.012399847885576354	1	1	1	1	1	1	1	1	1	1	0.04415145009183985	0.02014928498608881	1	1	1	0.006391408607074434	1	0.014397706844509028	1	1	1	1	0.03131830218181231	0.014859606672551706	0.050934364104223806	1	1	1	0.06628491501805611	1	0.03293163098004315	0.03789846215742043	0.08864416825632015	0.05514007582699887	0.08064735158379355	0.014965601263663975	1	1	1	0.00480860354330348	0.0007953822438439007	1	1	1	0.013391362813258256	1	0.023827525347746903	1	1	1	1	0.014965601263663975	0.011403922294394353	0.08509568074562424	0.042988732430112586	1	0.06892338442209067	0.01161759938565643	1	1	1	1	1	1	1	0.04757337904531922
KEGG_CARDIAC_MUSCLE_CONTRACTION	1	1	0.0980298048409819	1	1	1	1	1	1	1	1	0.05246930629317137	1	1	0.016962579277491008	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.045880689558066345	0.050330728031659056	1	1	0.07420061281095958	0.005718497784923615	1	1	1	1	0.00453018232206559	1	1	1	0.020578228803889265	1	1	1	0.024447539461656786	1	1	0.027551711863244455	1	0.08694922804620975	1	1	0.015622836978336219	0.04650226016169168	1	1	0.04005059418168866	0.0013951841585103653	1	1	1	1
KEGG_CELL_ADHESION_MOLECULES_CAMS	1	1	0.03847090630893779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09356910593467604	1	1	1	1	1	0.03874278625220329	1	1	1	1	1	0.024067587813176083	0.03697615662801779	1	1	1	1	1	1	1	1	1	1	0.04105843869980086	1	1	1	1	1	1	1	1	1	1	1	0.06962673159541732	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01877592600198552	1	1	1	1	1	1	0.04327752139727614	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_COLORECTAL_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04055313306783048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09549086688604946	1	1	1	1	1	1	1	0.0629566664600939	1	0.08860317977945975	0.04373128474550314	1	1	0.03633362814926966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06683420320313194	1	1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1	1	1	1	1	0.01960163223129574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06019146361829775	1	1	1	1	1	1	1	1	1	1
KEGG_DILATED_CARDIOMYOPATHY	1	1	0.00844020121082778	0.03577344059847509	0.03327036325939681	1	1	1	1	1	1	0.07173785401010624	1	0.08148544530496693	5.047901922239362e-05	0.029410656090163467	1	0.006118124808867309	0.024748819067157535	1	1	1	1	1	1	1	0.006118124808867309	1	1	1	1	0.056092803686795256	1	2.951951483698423e-06	0.0010269542490186634	1	1	0.00169920936736645	0.0019322089145648036	0.04726138456943074	1	0.01997589804681177	0.0003551294407891925	0.00011391946775629602	0.005919738600042024	0.02727883769382744	0.01763876510567597	0.002014858079741666	0.07063983140992947	0.017850155992275685	1	0.03700870481025753	1	0.034658436844736684	0.009823620216765971	0.0014706331271451267	0.0006395758147468289	0.009413476236407758	1	0.01997589804681177	0.0001515238055946888	1	1	1	0.002254962738960642	1	1	1	0.01343882729282686
KEGG_ECM_RECEPTOR_INTERACTION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06678703965458821	0.07513072040712743	1	1	1	1	1	1	1	1	0.016515324373060802	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	1	1	0.06922464300385978	1	0.0986848233180948	1	1	1	1	1	1	1	0.022456644486778865	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05706777047459122	0.07557122103465042	1	1	1	0.07836816151954662	1	1	0.05489919968781243	1	1	1	1	1	1	1	1	1	0.06658314528666442	0.014581685681834156	0.0737320601921555	1	1	0.029084715835494213	0.03593097334474493	1	1	1	1	1	1	1
KEGG_ERBB_SIGNALING_PATHWAY	1	0.06120654067469955	0.007336001724762786	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08755989984296586	0.00854921119544072	1	1	1	0.03922974387658085	1	1	0.09798679482767181	1	1	1	1	1	1	1	1	0.03738380777872252	0.03160195205211391	1	1	1	1	1	0.05598436243036442	1	1	1	1	1	1	1
KEGG_FATTY_ACID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06333987601153201	1
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1	1	0.0980298048409819	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07420061281095958	0.027551711863244455	1	0.08829411967986489	1	1	1	1	0.078497574178092	1	1	1	1	1	1	1	1	1	0.09444913903614494	0.08694922804620975	1	1	1	0.04650226016169168	0.0471377311850496	1	1	1	1	1	1	1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	1	0.07268603488863068	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05056510586069529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05056510586069529	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_FOCAL_ADHESION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07910129718975834	1	1	1	1	1	0.05024645572377873	1	1	1	1	0.024491576214906385	1	1	1	0.0693752426495855	1	1	1	0.07357917156935923	1	1	0.040898543207514515	0.07008269501471753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GALACTOSE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0804642859874527	0.08629722848313293	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07196815978570315	0.0758940022440534	1	0.018317781976830316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05395535515995986	1	1	0.05295426494373112	1	1	0.07252471299985841	1	1	1	1	1	1	1	1
KEGG_GAP_JUNCTION	1	0.06495819688121318	0.00844020121082778	1	0.03327036325939681	1	1	1	1	1	1	1	1	1	0.001580469606666357	1	1	0.006118124808867309	0.0008296822525203362	1	0.0021768449821498725	1	1	1	0.04726138456943074	1	0.0008112940744227082	1	1	1	0.00807127238069949	0.0031761122494123883	1	0.018785621764509042	1	1	1	0.014544397903355377	1	0.005042082290298122	1	0.01997589804681177	0.002090042768843614	0.007176602992102654	8.392598853179667e-05	1	1	1	1	0.002254962738960642	1	1	1	1	0.009823620216765971	1	0.012176969666208737	0.04020585968227486	1	1	0.0008812708618025633	1	1	1	1	1	1	0.05804962526748647	1
KEGG_GLIOMA	1	0.036283200882184286	0.012787035374516531	1	0.0914459340569993	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0975177006131398	1	1	1	1	0.08569840188154476	1	1	1	1	0.09598900441435754	1	0.06792379697057471	1	1	1	0.07047049979391506	1	1	1	1	1	1	1	1	1	1	1	0.06792379697057471	0.05975210220507854	1	1	1	1	1	0.03308241811616042	1	1	1	1	1	1	1
KEGG_GLYCEROLIPID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06485389893873528	1	1	1	1	1	0.036326240192680936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08106122557919204	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08744545750893684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	1	1	0.0180165927968019	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004459471383223779	1	0.017649056890553516	0.02329398242155023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GNRH_SIGNALING_PATHWAY	1	1	0.013469092403752159	0.047674428016329484	0.0444162198190009	1	1	1	1	1	1	1	1	1	0.012358399034352874	0.010045043821475086	1	0.04878606523525286	0.0015123519823390108	1	1	1	1	1	0.0580290720155513	1	0.009137671313164675	1	0.030765823393831604	1	1	0.022923835925507174	1	0.02918827800737056	1	1	0.047674428016329484	0.002590738904685863	0.015604904772337669	0.0580290720155513	1	1	0.00011864979737752357	0.0016691385482263676	0.008847029305414367	1	1	0.03246015756076748	0.08614743278800674	0.003424720138499704	1	1	1	1	0.015604904772337669	0.0026456366335818604	0.020479454403297015	1	1	1	0.00033637450714407713	0.0727168657424444	0.02774889894886079	0.06210936601233086	1	1	1	0.01717348751814063	1
KEGG_HEDGEHOG_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.048356476579461294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_HEMATOPOIETIC_CELL_LINEAGE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010790371555045253	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024639921245705354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1	1	0.02865923053999131	1	1	1	1	1	1	1	1	0.059146717324385256	1	0.06448378114164866	0.004868540634349827	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0005275625587731758	0.0033832801576439975	1	1	0.08079285261533542	0.007034656516477278	1	1	0.017152349116412724	0.03386219580760674	0.005399390065407572	1	0.08801201071058906	0.06428844283521817	0.0015971722803712618	1	1	1	0.02865923053999131	1	0.029871755127646615	1	0.005627011008235483	0.00833966093846139	0.03119627964121041	1	0.017152349116412724	0.013886307445707735	1	1	1	0.001675064486226563	1	1	1	0.011515391990179369
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0033969573332796044	1	1	1	1	1	1	1	1	1	1	1	0.00599277549458932	1	1	1	1	1	1	1	1	1	1	1	0.010636820606442221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_LEISHMANIA_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.031509458696682646	1	1	1	1	0.0074956061227258175	1	1	1	1	1	1	1	1	1	1	1	0.013097670825523822	1	1	1	1	1	1	1	1	1	1	1	0.022946145376087745	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1	1	0.023122408989595167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07392452150860052	1	0.06812072998000374	1	1	1	1	1	1	1	0.053813625339814264	1	0.06662068781591479	1	0.08774812145425803	1	1	1	0.028222498608438507	0.07584931248896165	1	1	1	1	1	1	1	0.005666616887952891	1	1	0.08774812145425803	0.07536907814452243	1	1	1	1	0.01471690163085737	0.09217778219864914	1	1	1	1	1	1	1
KEGG_LONG_TERM_DEPRESSION	1	0.0415159710453209	1	1	1	1	1	1	1	1	1	0.03888856233419835	1	1	0.04362305723732662	1	1	1	1	1	0.01723744912864411	1	1	1	1	1	1	1	0.08089855669919366	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08383900142589507	1	1	1	1	1	1	1	1	1	1	1	0.018568418303353984	0.0713269814409665	1	1	1	1	1	1	1	0.032115772907459594	1	1	1	1	1
KEGG_LONG_TERM_POTENTIATION	1	0.0415159710453209	0.016417365128519323	1	1	1	1	1	1	1	1	0.03888856233419835	1	1	0.01043693182994665	1	1	1	0.05473130178770069	1	0.01723744912864411	1	1	1	0.02991655077880795	1	1	1	0.08089855669919366	1	1	1	1	0.03145960375517398	1	1	1	1	0.08087177974507309	1	1	1	0.019541534529057603	0.021587002277010492	1	1	1	1	1	0.06874065292893117	1	1	1	1	0.08087177974507309	0.015546025450945078	0.061271064577197776	0.0789198938609813	1	1	0.006914156676282368	1	1	1	1	1	1	0.031073437973924922	1
KEGG_MAPK_SIGNALING_PATHWAY	0.07224684115035607	0.007720477472638709	0.01261601224692166	1	1	1	1	1	1	1	1	1	0.06239292496754756	1	0.00496846994974498	0.05903242872609282	1	1	1	1	1	1	1	1	0.019453840069794337	1	1	1	1	0.08410393760794599	0.07676102513845884	1	1	0.08701027385152882	0.01979424973820132	1	1	1	0.015766339846652544	1	1	1	0.017280106006663076	0.02615872029116928	0.06389260995322255	0.02033891042542002	1	0.03837719692299113	0.040440346265064764	1	1	0.01261601224692166	1	0.05585790756042197	0.005532807554071484	0.0750331945597944	0.05878441949547697	0.08950421664956743	1	1	1	1	1	0.022097069087815502	0.0816385558427496	1	1	1	1
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1	1	1	1	1	1	1	1	1	0.0008505392517448307	1	1	1	0.07514694117692189	0.08063260502554082	1	1	0.017300580488796125	1	1	1	1	1	1	1	1	1	0.0011745331987701446	1	1	0.04610563246007726	1	1	0.06716435284579236	1	1	4.3667073340691864e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.1130288698989474e-05	1	1	1	1	1	0.04933446844088607	1	1	0.06768698128939898	1	1	1	1	1	1	1	1
KEGG_MELANOGENESIS	1	1	0.05267525426592612	0.008847029305414367	0.008011603031853332	1	1	1	1	1	1	0.09370497070111894	1	1	0.04286591023761799	1	1	1	1	1	1	1	1	1	0.0580290720155513	1	0.04878606523525286	1	1	1	1	1	1	1	1	1	0.008847029305414367	0.00026828870600525967	0.058855571877481805	1	1	1	0.0037263904773531253	1	1	1	1	1	1	1	1	1	1	1	0.058855571877481805	0.012617684653574934	1	1	1	1	0.0017320041530672903	0.0727168657424444	0.02774889894886079	1	1	1	1	0.01717348751814063	1
