	ARX	ASCL1	ASCL2	ETV1	FEV	GATA2	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROG3	NR4A3	ONECUT1	PBX3	RFX6	SIX2	SMAD9	SOX4	SPIB	TFCP2L1
REACTOME_PEPTIDE_HORMONE_METABOLISM	3.584653453070352e-05	1	1	0.000228508218213741	7.521908410801359e-06	1.5289551328345752e-06	1	4.094684014077643e-08	0.014620651817833452	0.018785621764509042	0.021134760579915257	0.03577344059847509	0.009823620216765971	1	0.041063063310151415	0.07783287428156604	1	0.04152764236750339	0.0351638909488341	0.00012039968424137903	0.0018321264898967238	0.0001515238055946888
REACTOME_PHASE_0_RAPID_DEPOLARISATION	0.00027926835752634105	0.004605077822093073	0.04242510544994604	0.00010298282514142887	0.0011245707143722194	1	0.04543964064278305	0.019974115486087962	1	0.03447925015390929	1	1	2.0933699705905084e-06	0.023591146145514608	0.00042902586843629464	1	0.002706515122310127	1	0.01968775692837743	0.0018558380891007253	0.0029812133679653074	0.03486735781131012
REACTOME_POTASSIUM_CHANNELS	0.0005867543867726921	6.004114982971487e-10	1.5404159822596242e-05	2.853650649115025e-11	5.451472376849509e-07	4.74298191255329e-06	1.976352768540135e-05	0.0005497631127929781	0.0013091351440194243	1.3950383503935626e-06	5.315425877228108e-11	1.3224488415453095e-07	2.3406021589789106e-06	0.004104299016130075	0.05718408519863272	0.00014341795980621352	1.6700491378696114e-06	0.00012223182816561984	1.589728504391985e-08	3.439113549497108e-08	2.1285715088303903e-06	6.711942003023719e-05
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	1	1	1	1	1	1	1	1	0.002464371725894976	1	1	1.955485662286094e-08	0.002024500590286693	1	1	1	1.808869672936808e-07	1	1	1	1	1
REACTOME_REGULATION_OF_INSULIN_SECRETION	1.2499062367110625e-05	3.7421863966491387e-05	0.0032068726158419603	0.013737859264463692	2.3550364880442487e-08	4.689241703037528e-05	0.00042079644501380464	1.1905913926968381e-06	0.00024416519496639477	6.811291778374695e-06	8.724298968476596e-06	0.0035555751217245524	0.0001321875091336855	0.00014561014737834999	4.220569337021196e-06	0.00022063929679438932	1.2499062367110625e-05	0.0001321875091336855	1.1086701953266775e-05	5.548941198196822e-06	0.0008704295043918675	0.002171067197550891
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	3.688639560350815e-06	1	1	1	0.004439512326945283	0.020140248809193517	0.009153978207722568	9.20353773284921e-05	7.2035761842226265e-06	0.003301742973261801	0.00023453186315280927	0.00899010781268439	0.0020742233986794645	0.00011784883382226496	1	0.0009579993655051133	1	0.0020742233986794645	0.0017787563257144479	0.05488891255119377	0.026849696478203455	0.0033433072278805653
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	3.908625056947557e-08	1.0312452616512147e-05	4.664291511591312e-05	3.33028536965152e-05	8.736548710031045e-07	0.0001201410114711754	1.7861158898568874e-06	3.298131223683498e-08	0.00010874351429546181	5.8677735720324975e-05	0.0002924378997516408	0.0014455891616709238	0.00014826398191580825	8.83694443176708e-08	0.0004680751146458606	1.6638731190621314e-06	1.1201186315146217e-06	3.695284566984647e-05	8.990675939291037e-07	4.700425231374261e-06	7.517645954191465e-06	1.8427298165146766e-07
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	9.024643304988977e-06	0.0014001176427729245	1	4.018768622549018e-06	4.25133950265888e-09	1.7679209214471747e-05	0.0014694405123519827	4.805082485459522e-05	3.2471156926838773e-05	1.120388946962425e-05	0.0014616760309085208	1	0.00036533768148594437	2.44517933001287e-06	5.6297002106742156e-06	4.749755980737458e-05	5.270705805604514e-05	3.0686423713177646e-07	7.71743405669767e-06	4.291242616694113e-06	6.606273862741485e-05	3.3589067316430743e-07
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION	0.03937291013533195	0.06983322784042201	0.0664250314115773	1	0.0034788266273886315	0.0005098391280431436	4.643686358218879e-06	0.006468784253177429	0.055139299598102376	0.002208444700363743	0.014814708750311989	0.06983322784042201	0.04320401964594245	0.00013410559890170148	0.010780603496390984	0.02181247126515906	1	0.0010723332512806438	1	0.02737043639894332	0.007375907654348479	0.013572134060086172
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	0.07636850644630822	0.009824044487668382	0.0016724128867645627	0.00018307992177146737	2.4319978944031817e-06	0.0008659276645126557	0.042692954205529876	0.007190594984014531	0.0011798091725242488	2.131873569766185e-05	2.886343348440512e-05	6.807696664168361e-07	0.0005817064606227218	0.002714567179170513	1	1	2.7460868268214256e-06	0.08633150719392457	0.006984200453132194	0.0001748014727803726	0.0023097117489803143	0.00010790078665068314
WP_SYNAPTIC_VESICLE_PATHWAY	5.461821153129875e-07	0.0653727923580032	1	0.0003434899863948848	5.202108877611078e-05	0.003745950343898019	0.0664544695365421	5.025966716143415e-07	1.5372223070020397e-06	0.01175140917839701	3.1222233909389274e-06	0.0653727923580032	9.941216730857683e-05	1.0172396659346994e-05	0.0009723034557798105	2.2136124425475856e-05	0.035788882863908356	9.941216730857683e-05	0.0007079714950199989	0.0007754707021210283	0.0064550456691936375	0.0019020761808676845
