	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	GATA2	HES4	HLF	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROG3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73
GO_EXOCYTIC_VESICLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.236175311561	1	1	1	1	1	1	1
GO_GATED_CHANNEL_ACTIVITY	1	6.13417228325e-05	1	1	1.19235537148e-05	1	0.185483904486	0.000327795539325	1	1	1	0.103271815426	1	0.00295242160522	4.63256222263e-05	1	0.551869412556	2.38252646225e-05	0.0152261368731	0.000851597233678	1	0.00683530655457	1	0.126944652042	0.000521279780832	1	1	0.0982522077135	1	1	1	1
GO_GLUTAMATERGIC_SYNAPSE	1	1	1	1	1	0.236412387174	1	1	1	1	1	1	1	1	1	1	1	0.0424740691767	0.000232387794443	1	1	1	1	1	0.00989194497277	1	1	1	1	1	1	1
GO_HEART_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00258050008823	1	1	1	1	1	1	1	1	1	1	1	1	0.0977477279701	1	1	1	1
GO_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.231618133938	1	1	1	1	1	1	1	1	1	1	1	1
GO_HORMONE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0144700372987	1	1	1	1	1	1
GO_HORMONE_TRANSPORT	1	1	1	1	0.906410016632	1	1	5.84306480615e-05	1	1	1	8.24465425621e-05	1	1	0.0575994234544	1	1	1	1	1	1	0.80118691172	1	1	1	1	1	1	1	0.187545924324	1	1
GO_IMPORT_INTO_CELL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.957354308471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	0.0938796824782	1	1	1	1	1	1	1	1	1	0.0045950173233	1	1	0.072701093158	1	0.0172893507979	1	0.412738901106	1	0.0607606325291	0.0820821739647	1	1	1	1	1	1	1
GO_INSULIN_SECRETION	1	1	1	1	1	1	1	0.339125962165	1	1	1	0.0217763163863	1	1	0.0598617151972	1	1	1	1	1	0.959221659752	1	1	1	0.759353232116	1	1	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	1	1	1	1	0.0174556187265	1	1	0.000132344092388	1	1	1	1	1	1	0.191905199601	1	1	0.999399165913	0.164939080941	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.469896888523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORT	1	1	1	1	0.0173713599775	1	1	1	1	1	1	1	1	1	0.0289989632611	1	1	1	1	0.0319430801944	1	0.120351004829	1	1	0.332526077827	1	1	1	1	1	1	1
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	0.351766528467	1	1	1	1	1	1	1	1	1	0.178850335233	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ION_TRANSPORT	1	1	1	1	0.0539813346299	1	1	1	1	1	1	1	1	1	0.234238212442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	1	0.0424176669877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0100582118015	1	1	1	1	1	1	1	1	1	1
GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY	1	0.301838844422	1	1	0.308244589632	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.14013666933	1	1	1	1	1	1	1	1	1	1
GO_LOCOMOTORY_BEHAVIOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.580966641495	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MAIN_AXON	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.232328435169	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION	1	1	1	1	0.0192281355667	1	1	1	1	1	1	1	1	1	0.0231557376967	1	1	1	1	0.0542901935594	1	1	1	1	1	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	1	1	1	1	0.0932674906969	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.191391179411	1	1	1	1	1	1	1	1	1	1	1	1
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.0112075676876	1	1	0.00403000676736	1	1	0.09747995925	1	1	1	1	1	1	1.10618811677e-05	1	1	0.000147973367948	0.637215284793	0.157717472738	1	0.257729833621	1	1	0.00838426417694	1	1	1	1	1	1	1
GO_METAL_ION_TRANSPORT	1	0.168361364432	1	1	0.0979948773264	1	1	0.0526388133299	1	1	1	1	1	1	0.0501698227663	1	1	0.652525091182	1	0.00735690081477	1	0.282949384402	1	1	0.233270614434	1	1	1	1	1	1	1
GO_MICROTUBULE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.872449144852	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.211365166697	1	1	0.685381763975	1	1	1	1	1	1	1	1	1	0.00242307528743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT	1	1	1	1	0.196016514052	1	1	1	1	1	1	1	1	1	0.0762960471038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	1	1	1	1	0.1726606779	1	1	1	1	1	1	1	1	1	0.00015047343727	1	1	0.86593506914	1	1	1	1	1	1	0.0789018258656	1	1	1	1	1	1	1
GO_NEUROGENESIS	0.0823008949991	1	1	1	0.00518057690764	0.0219738973469	1	1	1	1	1	0.345285585821	0.0616900362923	1	0.365996429369	1	1	0.00215000845932	0.0219738973469	1	1	1	1	1	2.22508673797e-05	1	1	0.0596245214244	1	1	1	1
GO_NEURON_DEVELOPMENT	0.000996552361514	1	1	1	0.000330763327896	0.036326305241	1	0.017561674654	1	1	1	0.00295888125705	0.00520891767195	1	0.0017879686563	0.685097848899	1	0.032213007884	0.000952465073782	1	1	1	1	1	0.000203673940591	1	1	0.0873982655486	1	0.0725658664598	1	1
GO_NEURON_DIFFERENTIATION	0.000498027086429	1	1	1	0.00149770597766	0.0893909378567	1	0.271267802507	1	1	1	0.0146316629759	0.00615309123424	1	0.145576883112	1	0.714251607768	0.00264100135436	0.000918999986579	1	1	1	1	1	7.80103552028e-05	1	1	0.00416623687839	1	1	1	1
GO_NEURON_PROJECTION	1.26890406449e-05	0.00035990190649	0.439654991476	1	2.5773958634e-05	3.1510516844e-05	0.00211449632175	4.68158457596e-05	1	0.0246253879124	0.106031815959	4.56058041229e-05	0.000270922106123	4.17586824666e-05	6.90088022672e-05	1	0.0287413949667	3.54654468104e-05	3.13583289555e-05	0.147055468366	1	3.79980663339e-05	6.7015358588e-05	1	5.07013081869e-05	1	7.21778086199e-05	6.23885617648e-05	1	2.95412656182e-05	0.0295485853343	0.468203811592
GO_NEURON_PROJECTION_GUIDANCE	1	1	1	1	0.0260389046113	1	1	1	1	1	1	0.226652647372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_NEURON_PROJECTION_TERMINUS	0.00429029369667	1	1	1	0.689350195801	1	1	1	1	1	1	1	1	1	0.00218411096027	1	1	1	1	1	1	1	1	1	0.566224705127	1	1	1	1	1	1	1
GO_NEURON_SPINE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0778883753992	1	1	1	1	1	1	1
GO_NEURON_TO_NEURON_SYNAPSE	1	1	1	1	0.0900642996619	0.0618740294886	1	1	1	1	1	0.402540782874	0.385626146081	1	0.000229205288409	1	1	0.293313867802	0.0	1	1	1	1	1	0.0	1	1	0.343308060248	1	0.238872487174	1	0.132001461379
GO_NEUROTRANSMITTER_SECRETION	1	1	1	1	0.00245820291825	1	1	1	1	1	1	1	1	0.000296576896625	0.892912246925	1	1	1	6.84998328015e-06	1	1	1	1	1	0.0088379421329	1	1	0.33183401118	1	0.112604939174	0.190141709955	1
GO_NEUROTRANSMITTER_TRANSPORT	1	1	1	1	0.00391427591968	1	1	1	1	1	1	1	1	0.0192273276722	0.903492405841	1	1	1	4.02017825587e-05	1	1	1	1	1	0.00776037607622	1	1	1	1	0.400632457504	0.691169285576	1
GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.00561310832226	1	1	0.0	1	1	0.0241385436476	1	1	1	1	1	1	0.000759018430227	1	1	0.00158758083069	0.829724048941	0.0955833635198	1	0.287707071158	1	0.0693530157023	0.0671340124471	1	1	1	1	1	1	1
GO_PEPTIDE_HORMONE_SECRETION	1	1	1	1	0.69598231296	1	1	0.010444249154	1	1	1	0.00130033254745	1	1	0.00603690351844	1	1	1	1	1	1	0.282302255431	1	1	1	1	1	1	1	0.275284974888	1	1
GO_PEPTIDE_SECRETION	1	1	1	1	1	1	1	0.281103754208	1	1	1	0.0734566174091	1	1	0.944142026132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PERIKARYON	0.618307103129	1	1	1	0.178335871569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_PROTEIN_COMPLEX	1	0.642011867759	1	1	0.132544887737	1	1	1	1	1	1	1	1	1	0.192560825172	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PLASMA_MEMBRANE_REGION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.726003534383	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSITIVE_REGULATION_OF_CHOLESTEROL_ESTERIFICATION	1	1	1	1	1	1	1	1	0.936781654714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_POSTSYNAPSE	0.155107802974	1	1	1	2.61446165277e-05	6.96591806011e-05	1	0.000457952494633	1	1	1	0.00133934329561	0.00663886237608	0.233281425142	4.40317593693e-05	1	1	0.0253365611559	7.17811014184e-07	1	1	0.019663288015	0.048726697764	1	2.87681267269e-05	1	0.1410945303	0.00305699032959	1	0.0190292166794	0.189128831877	1
GO_POSTSYNAPTIC_DENSITY_MEMBRANE	1	1	1	1	1	0.118996507755	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0295927999473	1	1	0.539592044879	1	1	1	1
GO_POSTSYNAPTIC_MEMBRANE	1	1	1	1	0.0193951005956	0.00490370716814	1	0.00519063161078	1	1	1	1	0.0624312259823	1	0.0256299574555	1	1	1	0.00075699249923	1	1	1	1	1	0.000723302211324	1	1	0.0433141233454	0.437928227802	0.821187216663	1	1
GO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1	1	1	1	1	0.0131604559114	1	1	1	1	1	1	1	1	1	1	1	1	0.134203926787	1	1	1	1	1	0.393975834451	1	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_ACTIVITY	1	0.00503925928963	1	1	0.000621380240798	1	1	0.483710261129	1	1	1	1	1	0.00519964409818	0.000107386653266	1	0.142159300116	1	1	1	1	1	1	0.651500205225	1	1	1	1	1	1	1	1
GO_POTASSIUM_CHANNEL_COMPLEX	1	0.351895778698	1	1	1	1	1	1	1	1	1	1	1	1	0.0427753761458	1	1	1	1	1	1	0.481913418579	1	1	1	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.0505900434641	1	1	0.0252381745944	1	1	0.684730988631	1	1	1	1	1	0.0210942421985	9.41525724785e-05	1	1	1	1	1	1	0.451954867053	1	1	1	1	1	1	1	1	1	1
GO_POTASSIUM_ION_TRANSPORT	1	0.201752595771	1	1	0.0552945875567	1	1	0.0327866609201	1	1	1	1	1	0.0450565082764	0.00215403414796	1	1	1	1	1	1	1	1	0.670823465394	1	1	1	1	1	1	1	1
GO_PRESYNAPSE	0.093241295806	1	1	1	0.000196058310272	1	1	0.111324454509	1	1	1	0.000256816795276	0.481173850613	0.182145565542	1.25572421663e-05	1	1	1	6.80610201385e-05	1	1	1	1	1	0.0	1	1	0.634112891539	1	0.0334281486828	1	1
GO_PRESYNAPTIC_MEMBRANE	1	1	1	1	1	1	1	0.0799449783789	1	1	1	1	1	1	0.218453136691	1	1	1	0.295318807679	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_PROTEIN_CONTAINING_COMPLEX_REMODELING	1	1	1	1	1	1	1	1	0.783610558774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_BLOOD_CIRCULATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000666463679516	1	1	0.091477425285	1	1	1	1	1	1	1	1	1	0.128503168347	1	1	1	1
GO_REGULATION_OF_BLOOD_PRESSURE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0252096276668	1	1	1	1	1	1
GO_REGULATION_OF_CELL_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.425627381655	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.135657379488	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	0.178108279291	1	1	1	1	1	0.188367924586	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0117910327668	0.109448057871	1	1	1	1	1	1	1	1	1	0.0329625668706	1	1	1	1	1	1	1
GO_REGULATION_OF_HEART_RATE	1	1	1	1	0.75571593133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_HORMONE_LEVELS	1	1	1	1	1	1	1	0.000181152110965	1	1	1	6.54012756017e-05	1	1	0.0830814398947	1	1	1	1	1	1	0.23762613754	1	1	0.312116668801	1	0.364533004787	1	1	1	1	1
GO_REGULATION_OF_HORMONE_SECRETION	1	1	1	1	1	0.56745800504	1	0.00253599511601	1	1	1	0.000402278692945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.617350074335	1	1	1	1	1
GO_REGULATION_OF_INSULIN_SECRETION	1	1	1	1	1	1	1	1	1	1	1	0.0164468352202	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	1	0.436643292548	1	1	0.234936717774	1	1	1	1	1	1	1	1	1	0.00531329432672	1	1	1	1	0.787345647204	1	1	1	0.0882176763282	0.404092101939	1	1	1	1	1	1	1
GO_REGULATION_OF_ION_TRANSPORT	1	0.0239602149612	1	1	0.00165000452963	1	1	0.273452244725	1	1	1	1	1	1	0.00915459560579	1	1	1	0.703980829286	1	1	1	1	1	0.131821899701	1	0.790019673579	1	1	1	1	1
GO_REGULATION_OF_MEMBRANE_POTENTIAL	1	1	1	1	0.0	1	1	1.73956059797e-05	1	1	1	0.0911827608869	1	1	0.000597498813943	1	1	0.0478995103599	0.241873113457	0.239991002003	1	1	1	0.241194879847	0.321578679988	1	1	0.211595526304	1	1	1	1
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0540422264782	0.650719172271	1	1	1	1	1	0.236958786613	1	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	0.0817100536494	1	1	1	1	1	0.306569215618	1	1	1	1	1	0.0517754849832	1	1	1	1	1	1	1
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	0.392266803711	1	1	1	1	1	0.00793197573427	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS	1	1	1	1	0.196063112872	1	1	1	1	1	1	1	1	0.0286814052816	1	1	1	1	0.000311882733337	1	1	1	1	1	0.437922327005	1	1	1	1	0.548023553524	1	1
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	1	1	1	1	1	1	1	0.339125962165	1	1	1	0.00306342271764	1	1	0.341190762847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0351709074499	0.052329826546	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_SECRETION	1	1	1	1	0.0256822881567	1	1	0.0132496483649	1	1	1	0.0472947148462	1	0.624795910909	0.0116124080683	1	1	1	0.601164737756	1	1	1	1	1	0.0358793960119	1	1	1	1	0.00769852897306	1	1
GO_REGULATION_OF_SYNAPTIC_PLASTICITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00678699255579	1	1	1	1	1	0.0288083748537	1	1	1	1	1	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	1	1	1	1	1	0.901921095853	1	0.0274787512581	1	1	1	1	1	0.00264405480558	0.2937274196	1	1	1	0.000761389312377	1	1	1	1	1	0.277075638831	1	1	0.344210993221	1	0.077979452601	1	1
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.453248285678	0.596862805751	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.488399728101	1
GO_REGULATION_OF_SYSTEM_PROCESS	1	1	1	1	0.19559354115	1	1	1	1	1	1	1	1	1	0.00165078203925	1	1	0.000789133699374	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049515248087	1	1	1	1	1	1	1	1	0.0814616528676	1	1	1	1	1	1	1	1
GO_REGULATION_OF_TRANSPORT	1	0.0449654005321	0.340394264563	1	0.0	0.46195341285	1	0.0	1	1	1	0.0283332393224	1	0.00312502367823	0.0	1	1	1	0.000292604977294	1	1	0.537564903466	1	1	0.0	0.305602541843	0.416144638036	1	1	0.0	0.157972243121	1
GO_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	1	1	1	1	0.000125489089259	0.0815507567747	1	0.0513232737098	1	1	1	1	1	1	0.0820443985043	1	1	0.0754169979454	0.0	1	1	0.130199807593	1	1	0.0	1	1	1	1	1	1	0.0139059412684
GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0108322081155	0.283828297282	1	1	1	1	1	1	1	1	1	0.0144023597698	1	1	1	1	0.0950512281838	1	1
GO_SIGNAL_RELEASE	1	1	1	1	0.000172510462422	0.0538971380525	1	4.55442300695e-05	1	1	1	0.00231570811005	1	0.029102711926	0.0159737400005	1	1	1	0.216408332637	1	1	0.78916353204	1	1	0.0073449967846	1	0.301480444677	0.513930353007	1	0.000410186232843	1	1
GO_SOMATODENDRITIC_COMPARTMENT	0.000121766485267	1	1	1	0.0	0.000269634626506	1	0.0153443749421	1	1	1	0.00197083696447	1	1.35729566502e-05	1.10785009519e-05	1	1	0.0578068324916	0.0	0.370963512252	1	0.0	0.033705497093	1	0.0	1	0.00265441771639	2.55427541703e-05	1	1.10659014037e-05	1	1
GO_SYNAPSE	3.26041988584e-05	0.00796522677237	0.0239662145448	1	6.18990171941e-06	9.95565627819e-05	0.676091770579	1.68782942542e-05	1	0.0222158741697	1	2.13270591564e-05	4.23396461702e-05	0.000106421755961	4.64043535153e-05	1	1	9.1158334018e-06	9.30223162143e-06	0.0308113677095	1	7.88569987158e-05	9.5399154987e-05	1	2.59761751029e-05	0.0375568697129	4.14414227956e-05	3.39890491858e-05	1	1.79061862466e-05	0.00797414352078	0.0151016965401
