	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_ACTIN_CYTOSKELETON_REORGANIZATION	1	0.04896503296054111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0499478855877975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05165132555573648	1	1	0.002727286554238817	1	1	1	1	1	0.02805530691559799	1	1
GO_ACTIN_FILAMENT_BASED_MOVEMENT	1	1	0.047657367049737664	1	1	1	0.07988071817324927	5.96931340119955e-05	1	0.017956338407907557	0.0031261876205652683	1	1	1	1	1	1	1	0.059857134817849156	1	1	0.075268220737436	1	1	0.016660846588985256	1	1	0.0775635108296282	1	1	1	1	1	1	1	1	0.006916796348787058	0.010215437804776406	0.0775635108296282	1	1	0.022144755880869282	1	1	1	1	1	0.0122296409106315	1
GO_ACTIN_FILAMENT_BASED_PROCESS	1	0.05337581610156228	1	1	1	1	1	0.004579674253921029	1	0.09239333408593331	0.01798338389484122	1	1	1	1	1	1	1	0.01723057668862138	1	1	0.08845949317402901	1	1	0.08422708894195019	1	1	1	1	1	1	1	1	1	1	1	1	0.05878199340152268	1	1	1	1	1	0.05497164003509858	1	1	1	0.09627743244958242	1
GO_ACTIN_FILAMENT_BINDING	1	1	0.08028681176576136	1	1	1	1	1	1	1	0.059297477803600285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09646739132746163	1	1	1	1	1	0.022814907529893014	1	1	1	0.07716230398940649	1	1
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08374129647307815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_DEPOLYMERIZATION	1	1	1	1	1	1	1	0.09097991874273936	1	1	0.005538567538259431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0007911154876169002	1	1	1	1	1	1	0.06160222204976562	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	0.049824527988914125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0383297892035408	1	1	1	1	1	1	1	1	0.07986556078491647	1	1	1	1	1
GO_ACTIN_MEDIATED_CELL_CONTRACTION	1	1	0.032093683977407084	1	1	1	1	1.2397679732156774e-05	1	0.011875975236523839	0.0016814657219053064	1	1	1	1	1	1	1	0.04054884637574707	1	1	1	1	1	0.011007988219984721	1	1	0.05295652664846395	1	1	1	1	1	1	1	1	0.03908664672722695	0.003605464132051428	1	1	1	0.05446891187140823	1	1	1	1	1	0.005772110330477309	1
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	1	1	1	1	1	1	1	1	1	0.035504231998015	0.06707138255334966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010874742202941823	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTION_POTENTIAL	0.017029800160501152	0.07905091172076562	0.0038369000804140407	1	1	1	1	3.431230162331822e-06	1	1	0.02877883002824766	1	1	1	1	1	1	1	0.049857675632555276	0.015887074173383975	1	1	1	1	0.013705650801670188	0.014778841323756065	1	1	1	1	0.01726076346346439	1	1	1	1	1	1	0.006296065835983078	0.06485853496270721	1	1	1	1	0.009774506619979695	1	1	1	0.04656081491508568	1
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024983206664650037	1	1	1	1	1	1	1	1	1	1	1	1	1	0.039782839412966786	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011411663132244398	0.019017081786978696	1	0.0789449150501067	1
GO_ACTIVATION_OF_GTPASE_ACTIVITY	1	1	1	1	1	1	1	0.06850286230477953	1	1	1	1	1	1	1	1	0.04327244572269773	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06783508227640667	1	1	1	1	1	1	1	0.04195568492786528	1	1	1	1	1	1	1	1	1	0.0016551071247782323
GO_ACTIVATION_OF_IMMUNE_RESPONSE	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016112776331556944	1	1	1	1	1	1	1	1	1	1	1	1	0.060370706311662525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0033976714241406025
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0011045533951227204	1	1	1	1	1	1	1	1	1	1	1	1	0.021792470417991483	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04993449465204425	0.0028374543017019027
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY	1	1	1	1	1	1	1	0.03530312462531615	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023272602854718105	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06806622234067583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.04221198311670071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09409037839153145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTOMYOSIN	1	1	1	1	1	1	1	1	1	1	0.009822846691942666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	0.0065053103410552815	1	1	1	1	1	1	1	0.09417360931389229	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACUTE_INFLAMMATORY_RESPONSE	1	1	0.02656553449147825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09323334579611287	1	1	1	1	1	1	1	1	1	1	1	0.02693287862376781	1
GO_ACYLGLYCEROL_HOMEOSTASIS	1	1	1	1	1	1	1	0.045337997276294395	1	1	1	1	1	1	1	1	1	1	1	1	0.0007460714029635662	1	1	1	1	1	1	0.006138605134985431	1	1	1	1	1	1	1	1	1	0.0787744057104246	1	1	1	1	1	1	1	1	1	1	1
GO_ACYL_COA_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00030246512107878765	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09121740209003015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADAPTIVE_THERMOGENESIS	1	1	1	1	1	1	1	1	1	0.01840014364301701	1	1	1	1	1	1	0.08167741144922347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.059092774563486494	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	0.044357811886528986	1	1	1	1	1	1	1	1	1	1	1	0.020496785144406227	1	0.07456826173044506	1	1	1	1	0.07023534336883874	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03167794871921337	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.058849535515174134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYL_NUCLEOTIDE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07820236333131403	1	1	1	1	1	0.09321256424599822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADHERENS_JUNCTION	1	1	1	1	0.06513665581908035	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00770560787606267	1	1	1	1	1	1	1	1	0.06663669047695575	1	1	1	1	1	1	1	1	1	1	1	1	0.04437289049748716	1	0.0528894145361799	1	1
GO_ADHERENS_JUNCTION_ORGANIZATION	1	1	1	1	0.053451178406290545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07918079133256017	1	1	1	1	1	0.05794994024933953	1
GO_ADRENERGIC_RECEPTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.023384122287097076	1	1	1	1	1	1	1	1	1	1	1
GO_ADULT_BEHAVIOR	4.3793733360608655e-05	0.07806974001238243	1	1	0.04084622513508729	1	1	0.0012863485335029567	0.002008930482616633	0.0008101017224022566	6.118878652094928e-06	1	1	0.0010287627064831106	1	1	0.06598629301617742	1	0.005394171291215	1	0.024864004891589353	0.06211181585495695	1	1	1	1	1	1	0.0007203589060315041	1	1	0.04746204181707281	1	0.00635937596073477	1	1	0.0050967083239834565	9.356072239175006e-08	1	1	1	0.00039375489216508797	1	1	1	1	1	0.0012305150019022992	1
GO_ADULT_LOCOMOTORY_BEHAVIOR	0.005288419308963288	1	1	1	1	1	1	1	1	0.004569811696356174	0.009109820907048372	1	1	1	1	1	1	1	1	1	0.04612824123119319	1	1	1	1	1	1	1	0.004228896914194591	1	1	1	1	0.0019560641577550664	1	1	0.015610535108813606	3.0855959466391525e-06	1	1	1	0.0018529785756205008	1	1	1	1	1	0.0009557452006556666	1
GO_AGING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06380685002711473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ALCOHOL_BINDING	1	0.03413315285190743	1	0.00949640879073499	0.08264059462061701	1	0.028562384880713276	0.006792110663970563	1	1	1	1	1	1	1	1	1	1	1	1	0.007162127008809138	0.026795256848663684	1	1	0.00552163650283688	1	1	0.002216410276468239	0.00552163650283688	1	1	1	1	1	1	1	1	0.08365016521480162	1	1	1	1	1	1	1	1	0.015780650091867354	0.08932158422542957	1
GO_ALCOHOL_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.018985799413604676	1	1	1	1	1	1	1	1	1	1	1	1	0.027670611870801443	1	0.013587922943364195	1	1	1	1	1
GO_ALCOHOL_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06730052274867804	1	0.08833983831522674	1	1	1	0.013126064024492679	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06510534555452219	1	0.08164195295592147	1	1	1
GO_ALDEHYDE_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0015581452895916392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ALDO_KETO_REDUCTASE_NADP_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00025364827977991666	1	1	1	1	0.002975771396839133	1	1	1	1	1	1	1	1	1	1
GO_ALPHA_2A_ADRENERGIC_RECEPTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0013843512080781162	1	1	1	1	1	1	1	1	1	1	1
GO_ALPHA_ACTININ_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015027583634298125	1	1	1	1	1	1	1
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06288028252587186	1	1	1	1
GO_ALPHA_BETA_T_CELL_ACTIVATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07369446197105067	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08172295129737572	1	1	1	1	1	0.05342446641074605	1
GO_ALPHA_BETA_T_CELL_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08622824303754806	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMEBOIDAL_TYPE_CELL_MIGRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028975185940657733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.034757527105272246	1	1	1	1	1	1	1	1	1
GO_AMIDE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05340208848048289	1	1	1	1	0.09676683133355968	1	0.013731652142374373	1	1	1	1	1	1	1	1	1	0.0585797353557822	1	1	1	1	0.08711390362607108	1	1	1	1	1	1	0.00716047459162783	1	1	1	1
GO_AMINE_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0016858423562692293	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMINE_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04933548916309016	1	1	1	1	1	1	1	0.03257268865319052	1	1	1	1
GO_AMINE_TRANSPORT	0.009048487578826925	0.00034857899427098715	1	1	1	1	1	0.011039918432136364	0.05689373554868116	1	3.795717551058342e-05	1	1	1	1.4086899206566805e-05	1	0.03696675184335174	1	0.0272625157803128	1	0.07523034617491264	1	1	1	1	1	1	0.03583122325293708	1	1	0.05824100604476856	1	0.004671080154456497	1	1	1	1	0.0012032653993188092	1	1	1	0.005050571275694193	1	1	1	0.02828185228013247	1	1	1
GO_AMINOGLYCAN_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04600428738373985	1	1	1	0.07918079133256017	1	1	1	1	1	1	1
GO_AMINOGLYCAN_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	1	1	0.042996336182664185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMINOPEPTIDASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002171006013997334	1	1	1	1	1	0.018724847146364798	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMINO_ACID_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013640268873546413	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010665808509999097	1	1	1
GO_AMINO_ACID_IMPORT	1	1	1	1	1	1	1	0.058572159919219935	1	1	1	1	1	1	1	1	1	1	0.006079535722398277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02379598480088785	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMINO_ACID_TRANSPORT	1	0.015750739406036995	1	1	1	1	1	0.04778970214203937	1	1	1	1	1	1	0.022901499822506444	1	0.08258048697567388	1	0.007715928961824492	1	1	1	1	1	1	1	1	1	1	1	1	0.05976546424291862	0.011237582664513579	1	1	1	1	0.03934700839539351	1	1	1	1	1	1	1	1	1	1	1
GO_AMPA_GLUTAMATE_RECEPTOR_COMPLEX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03817966995894817	1	1	1	1	1	1	1	1	1	0.009928467490107895	1
GO_AMYLOID_BETA_BINDING	1	1	1	1	1	1	1	1	0.036230170603062994	1	1	1	1	1	1	1	1	1	1	1	0.04835665169732828	1	1	1	1	1	1	0.022537067517663933	1	1	1	1	1	1	1	1	1	0.013557431883180926	1	1	1	1	1	1	0.0005050267215689352	1	1	0.07391047469976109	1
GO_AMYLOID_BETA_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	0.016840469961584503	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	1	1	1	1	1	1	1	1	0.016220460375685697	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	1	1	1	1	1	1	1	1	0.03123027907559195	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANAPHASE_PROMOTING_COMPLEX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0071642347756809555	1
GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	1	1	1	1	1	1	1	1	0.09464470224776922	1	0.025635754886706996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08553259200011754	1	1	0.08276264407907052	1	1	1	0.04321814250300915	0.07511509318216936	1	1	1	1	1	1	1
GO_ANATOMICAL_STRUCTURE_MATURATION	0.04510263441276319	0.04452597669439995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01934686318516765	1	1	0.03939315139780575	0.054193719790990524	1	0.0366503042836992	1	1	1	1	0.017700042469152022	1	0.09412542032046167	0.021599413938007794	0.007209539645230079	1	1	1	0.0002346721140440433	1	1	0.08113996769114618	1	0.0001669192889784954	1	1
GO_ANCHORED_COMPONENT_OF_MEMBRANE	1	0.020056029015847132	1	1	1	0.0033599059827121858	0.0018613645997558326	0.06277838402510183	0.029089864642273255	1	1	1	1	1	1	1	1	1	1	1	0.007823535328796094	0.014140860882539186	1	1	1	1	1	1	1	1	1	1	1	1	1	0.044768719457272566	0.009373556900602598	0.004518985390586372	1	1	1	0.03157909535583148	1	1	0.046800285337851966	1	1	1	1
GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	1	1	1	1	1	1	0.014548885233166331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010139229483551615	1	1	1	0.0035582540003621377	1	1	1	1	1	1	1
GO_ANCHORING_JUNCTION	0.006330295134048813	0.060749680249822635	0.0399037701819156	1	1	1	1	0.030151292061146195	1	1	1	1	0.09204488030256863	1	1	1	1	1	1	1	1	0.09842089163960677	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02284340341991198	1
GO_ANIMAL_ORGAN_MORPHOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05881293459035941	0.09972027051608645	0.04686567258675978	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04318513893404696	0.026629867755573966	1	0.0386944872709446	1	1	1	1	0.0024324851055625984	1	1
GO_ANIMAL_ORGAN_REGENERATION	1	1	1	1	1	1	1	1	0.0345309793855888	1	1	1	1	1	1	1	1	1	1	1	0.0048984665760291035	1	1	1	1	1	1	0.021455779410539222	1	0.005288419308963288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ANION_CATION_SYMPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027991505193807775	1	1	1	1	1	1	1	1	1	1	1
