	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	GATA2	HES4	HLF	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROG3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73
GO_CELL_CELL_SIGNALING	2.0589690774563962e-07	1.4680281356094227e-06	1.213983269465757e-08	0.0011482522032024711	0.0	1.0398403249567423e-09	9.395008342349964e-05	2.186906211676387e-11	1	0.030374386542192156	0.013467329930734406	1.3092834594274905e-09	1.944369364004217e-05	4.2906310948609416e-08	1.4579337737075093e-11	0.0015458092628611864	6.28644233733322e-05	7.759335174384319e-09	0.0	0.00044107810798432734	9.528628201305178e-05	2.560757161873539e-10	1.348208850360244e-05	0.005469440382853241	2.20635731906782e-11	3.2255928419377966e-06	2.2570922908471402e-10	5.775935285612377e-12	5.311389479167872e-05	1.605508170854364e-09	8.1085215208887e-09	2.484606492181296e-05
GO_CELL_JUNCTION_ORGANIZATION	0.0003264907038300624	0.00010446295334265443	0.0011351615419675776	0.01328976627182743	6.859318734342423e-06	0.0036262770538922906	1	0.000369854818279447	1	0.00398879002235808	0.039961186049672914	1.9096331969503666e-05	0.015239452519039132	0.0015125588207512974	3.2765556414737773e-06	0.00906439367488776	0.05224205801148318	7.170397131106565e-05	7.206720047392423e-07	0.00019390368841387673	1	0.0043442065225779425	0.04799620183907727	0.025193814703917017	1.379424426906084e-07	0.0038526929692682677	0.012768673284705878	0.00015550367050010117	0.0691127707947945	0.00017036383931867682	0.022015964178589087	0.01694503555312643
GO_CELL_MORPHOGENESIS	1.5300469669021766e-08	0.05069921235981689	0.0013263461885262284	1	3.853192986902343e-08	8.84153904245899e-06	0.02174580873326959	5.789537186651206e-05	1	0.008969950963240603	0.09264345139211305	0.0001981444441446767	9.242924568342303e-05	0.0013870400547368877	0.00052568321010249	0.00024181429797986986	0.0017313945164137978	8.089612537620638e-06	3.4454177444409595e-07	0.005885266032624292	0.012030222294474924	0.0005346845883135165	0.0018569635314583666	1	0.0003771297785464256	0.0037763459142947653	1.58994671317636e-05	2.733870241722336e-05	0.0006846129087877406	0.00011907650212295007	0.005842337671290054	0.09317711700722064
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	1.0069350797614618e-08	1	0.005366383669520025	1	2.6104891182043843e-07	1.9504531475811326e-05	1	8.79524169061785e-05	1	0.019889880956945216	1	0.00012464272046108782	0.00021825449798584806	0.006157820508820411	0.00016391347078681395	0.000569605203872614	0.0005660207589134325	0.00015332816645452496	1.6017704251858333e-07	0.010284445981565193	0.006917688884969353	0.0004266692773272629	0.00032081273347217554	1	1.3000574905719375e-05	0.01789323411355037	2.2796679829961697e-05	0.00010851165793368533	0.00453698146170789	0.0001264280902608661	0.033442329740450805	1
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	2.137006682723097e-09	0.06065340636382688	0.0009766093839712608	0.041256932474421304	2.173919133596769e-08	1.882864400837292e-06	1	4.723986536891989e-05	1	0.007280774733805284	0.05297405704663327	4.059544721113362e-05	4.654334700127105e-05	0.0025277085136842237	0.00025280538896910176	0.0001287094014370549	0.0008025978290163716	6.792440097247443e-05	3.1432224156802135e-08	0.00728412911541676	0.004237510115762899	2.7148224449824454e-05	7.984672187433262e-05	0.09784592390778868	9.303606705035605e-07	0.0057618412255979745	7.58772334408242e-07	4.747379471758961e-06	0.0015645655837611683	0.00017424164610169157	0.027126085140043332	1
GO_CELL_PART_MORPHOGENESIS	1.0521972182431227e-10	0.04441546478224012	0.0002970511451259039	0.08018209386684338	1.341143862632066e-09	5.861582650368291e-07	0.03829108355475275	0.000110060414217239	1	0.014843385189496683	0.013338890032775441	1.58941667341983e-05	2.3582828712065407e-06	0.0029212894361255737	0.00035955009982480135	9.070733204219472e-06	0.0009657612909997892	6.301956923082663e-06	4.233663930541809e-08	0.01850879720325349	0.004269151476940181	1.9362026392411025e-05	0.00045644844186909506	1	1.2981878022122473e-05	0.00019438592535891974	6.588384166006378e-07	3.0262369299371983e-07	0.0003171331826505863	5.002902290529576e-05	0.009529780035591795	1
GO_CELL_PROJECTION_ORGANIZATION	4.226199173951173e-07	0.030120524702077045	5.485019644868583e-05	0.0015899960558872772	1.993876105332859e-07	2.5351324928202246e-07	0.001143826356333033	1.9497565695303365e-07	0.05391853361863885	0.004659004497215236	0.004217669518891243	2.672734610187355e-06	3.387570224333558e-10	0.0003451385054941136	8.081476184917946e-07	0.00048814795615204076	0.0009179839047888105	2.2276033762036462e-07	3.676516091566384e-09	0.016691113758835474	3.304502316980873e-05	6.471537238650349e-05	0.00025905452623409264	0.010865786421809132	5.3491850948717e-09	0.003786951498593205	0.00010816110159217462	3.587716962272225e-05	5.9783744565944374e-05	9.362246119004602e-05	0.0004856330829717814	0.00020412431309524415
GO_CHEMICAL_HOMEOSTASIS	0.03704635467303907	0.05270629452834974	0.013202579759951982	1	2.139707788173517e-06	0.0015728646991891582	1	6.343259318919436e-07	0.014945161226726178	1	0.04333276344456127	0.004124654159361363	0.056614591749417076	0.006556584704541679	1.3232022727516224e-06	1	1	0.00030223810274365714	0.0007301107026451703	3.720950815022661e-06	0.007735925511069053	0.0003192681651928986	0.0001395319556085628	1	7.673050614787069e-05	0.010761906469379467	0.005064171335045886	0.007232527975315595	0.033295980063313135	7.665298877856941e-07	0.008909769875923401	0.036163973993733944
GO_CHYLOMICRON_REMODELING	1	1	1	1	0.008033530892918583	1	1	1	8.005941799504868e-07	1	1	1	1	1	1	1	1	1	1	1	0.0013225428823431251	1	0.002611243665049834	1	1	1	1	1	6.348231406949623e-05	0.00011243081374223696	0.004706967703466791	1
GO_CIRCULATORY_SYSTEM_PROCESS	1	1	0.022075874968148557	0.033237954638245304	3.6117568088078755e-05	0.01584128369289506	0.0500991750148817	4.54674176419978e-07	0.03608193216148403	0.08167634971661797	0.001062057046202658	0.0005248118505193355	1	2.9251753171921635e-05	3.026467965128177e-11	0.003257864939804178	0.005684271664236129	2.9935271091963145e-06	0.00012186339606834462	4.564597446909957e-06	0.06611282045673783	5.1617058829278584e-05	2.9914394055197135e-06	0.08393964752436667	0.0001601463252307589	5.843633937074877e-06	3.5112110152724085e-07	6.881081260345923e-09	0.007686544934111139	0.005836282876743537	0.0004978102612762658	1
GO_CYTOSKELETAL_PROTEIN_BINDING	0.010097983308139713	0.0823854773525764	6.885072531048753e-05	0.0001919178658011944	1.853773520243962e-07	0.0003804688418649338	0.012671842868260508	2.11881102090139e-05	0.018562692831339933	0.0062782667849266005	0.000383148583497972	0.002022012220063152	0.00010414197666042124	7.302269760978142e-06	2.8446396960202236e-07	1	0.06686134726626092	0.0019245023079147439	0.0003804688418649338	3.4278477410665253e-05	0.007423624014701313	0.015409869739256732	0.00034849157143257425	0.0059733866664783974	1.0334814559698202e-08	1	0.0008371314626670623	0.00020247452788868525	0.02026855825175855	0.00011499218935961952	0.011949544623489294	0.02917558053780056
GO_DENDRITIC_SHAFT	0.006536095435418554	0.01330392523116286	1	0.01722156442314471	2.4083430861465693e-05	0.009334933302650117	0.050910394729360764	3.946942248300722e-05	1	1	1	0.01287762233699652	2.4886897982412393e-05	0.00026927912443186486	2.6435672286773126e-05	1	0.02708571211254307	6.833709567710677e-05	0.009334933302650117	6.157467980416609e-05	0.0016531327704978338	0.0004991287896297658	1.884266934404355e-05	0.010341584897543	4.559544710680541e-07	1	0.00055095677987127	4.243497804212737e-05	0.048468182825565975	0.0008542224335136295	0.010038295358321236	1
GO_DENDRITIC_TREE	6.481304071215277e-08	0.023611850446693672	0.07524104943944776	0.001553347575516395	1.4777068457760834e-13	8.797732205079178e-06	0.0008492810836171483	5.9564381098109465e-05	1	0.0017476291130920085	0.006136042037800715	1.5856179167439421e-06	1.644142012013905e-05	6.43573372371975e-09	4.028954947443708e-11	0.004487088492682645	1.7403664913206995e-05	0.00025727360395200183	5.204500164168735e-10	4.414931358609486e-05	0.004803846046530613	2.596738232774065e-06	2.7826449146339804e-05	1	0.0	0.06913569562984156	1.415608240318278e-05	2.459954462352698e-10	1	1.6010250902809275e-09	0.000376490874701374	0.007983766680417337
GO_DISTAL_AXON	1.0092244018267138e-07	0.054880405977281055	0.010595427173702321	0.024209884908874324	3.281821037148802e-09	3.137634929650801e-09	0.002951344853315052	6.664450885596196e-07	0.029564623656559763	0.0018509454393338398	1	1.2716003006896237e-05	0.00014584149841323502	6.0776153794073196e-06	1.3051226765981028e-11	0.007786443451970881	1	0.00023716992137645665	1.106863635191857e-07	0.008251974522614058	0.0030860761598351383	0.0009394638102750985	0.00039170156191836725	1	7.399281187758788e-11	0.0001171213726964826	1.4910234051423998e-05	1.4350226806847388e-07	0.0024538198769520347	1.1464493515300767e-05	0.0037516248854924106	0.005973661812184505
GO_EXOCYTIC_VESICLE	9.39944241616919e-05	0.0851987209579469	0.0022634817741701285	1	0.00020707484646287355	0.014984305776850393	0.005817277143435828	0.0004922539191909436	0.001405702747219073	1	0.0004993211099995065	7.3630326077323005e-06	0.0048684591885221895	0.0007003482771956726	5.970504063446125e-05	0.019271619927948236	0.0652450766944751	0.0011194534957812419	1.1208452123101509e-05	0.03840902066881302	0.012708042114302542	0.001634941507005383	0.013876730294362205	1	2.0180680537773554e-07	1	0.00044014327082420035	0.08301848111636634	0.0582057715476022	0.0010168827156038507	0.0051734609012341615	0.05147781622140324
GO_GATED_CHANNEL_ACTIVITY	8.51776347432498e-06	5.2393311911203e-11	3.4308748192435345e-05	0.00042326815906590376	1.0183742737979173e-11	8.563804046235468e-06	1.584871955895295e-07	2.799883658255453e-10	1	4.781973142464757e-06	0.0007728451358752775	8.823679498171089e-08	0.000307927028677657	2.5220253663249537e-09	3.956746041922088e-11	0.0002026969846018467	4.716086879907877e-07	2.034905577374957e-11	1.3007444121804213e-08	7.274194580020321e-10	0.004949712027426001	5.839063121904076e-09	0.002857784098492022	1.0846475284598256e-07	4.452589408288077e-10	2.655889206149009e-05	1.6212197382348137e-06	8.394783279630502e-08	0.00032307326928293634	0.00012199178271476985	4.9210116558229267e-05	0.008531951846889707
GO_GLUTAMATERGIC_SYNAPSE	4.017305621828449e-06	0.0014097998148465685	0.02120798886597719	0.0001270869115274076	5.29663269452918e-05	2.0200955408444798e-07	0.002525691294154031	4.556284107115616e-06	1	1	0.022725287570424135	0.0008807322977558707	0.00013874401904878653	0.00015108647208927906	5.085240893820675e-06	0.00029338790245969637	0.003142048609106829	3.628758094009754e-08	1.9849311083675047e-10	1	0.0071341605175754275	2.725084451316029e-06	1	1	8.450341981713905e-09	0.00030352437645497776	3.7698602532998393e-06	1.145757023812699e-06	1	6.327112882409391e-05	1.4259857630261052e-06	0.046096462639483526
GO_HEART_PROCESS	1	0.04875163633945323	0.008826972274299516	0.02082986952399113	0.00023835388962445414	0.021582657772760916	0.024206852713374527	5.4937507166341604e-05	1	1	0.043914583878196245	0.0005088041695436862	1	0.0006985534439186702	2.204310289855016e-09	1	0.004051575547723285	8.566799122755597e-06	0.00017176261244755686	0.0002859125657799222	1	3.660540718430916e-05	0.0012118841380875933	1	0.00012165625904203559	9.155695852824941e-05	4.730050726453605e-05	8.351665670147668e-08	0.05916266613041343	0.006665420013514223	0.008830657581210155	1
GO_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	0.004300063185142089	0.0009260094352874226	1	1	0.009939669219597103	1	0.0038778184804562077	0.00011787019301723323	1	1	1	0.00023897740622635943	1	1	0.00042932220389357845	1	1	0.0054935770064602485	1	1.9791160976723177e-07	1	1	1	0.0007122797049362584	0.00023059867530694778	0.0005578344062701079	0.00011260563585224759	0.00012329330238580738	1	0.00015928213382088163	1	1
GO_HORMONE_ACTIVITY	1	1	1	0.004027439877307137	0.00012154367051919746	0.051971404064029114	0.029581176101957762	0.0015589652529330866	0.029011657360306753	0.00040593755458573355	1	4.194239723753768e-06	1	0.0027444638438244295	3.7215312148619617e-06	1	0.04960542319282468	1	0.0028456617489580616	0.03198310047924624	0.0009613731400464065	0.0001956014595148048	1	1	0.07115352331413538	1.2361488721523983e-08	0.0014413238427146702	1	0.027106089551637513	0.002599407751022853	0.014782989666416335	0.07627952928374437
GO_HORMONE_TRANSPORT	0.0004477508211442327	0.0007398126001622041	0.0007137144775091198	1	7.746339387715295e-07	1.0703684345525488e-06	0.00028528270076189077	4.99068564252525e-11	1	0.06465190538292931	1	7.042000316204167e-11	0.0008659066062336462	4.1145217650750965e-05	4.921151719461392e-08	1	0.0003479368091042767	2.1929957354061003e-05	0.004238449369611819	0.002409987208476183	3.2189282082595305e-05	6.847002308463246e-07	0.00012893389298063163	1	9.428355284279988e-07	0.0001539989877572534	4.947532433297042e-06	0.000554409364742936	0.0009038380005033098	1.6024936755343333e-07	0.014651862910025848	1
GO_IMPORT_INTO_CELL	1	0.0006886174478824003	0.04904018426393797	1	0.0009706429214887402	0.005162542029698347	0.001685812238501505	0.009315713175456986	0.08946279790141198	0.02792321294304201	1	0.003111872183550357	0.005610174576402671	0.00023347689719965814	8.18178818695614e-07	1	0.07042863500961016	7.036861941212003e-05	0.0003352038122423906	0.00992230283426443	9.153414925189285e-05	9.012902507743448e-05	0.0009430316737621958	0.002410612013778013	4.2020679419718654e-05	1	1	0.0027445615077664742	0.00141623024794435	0.0012229780574871674	0.019470888016636656	0.054884253033685604
GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT	0.0030021734503529185	9.509727652901034e-06	0.014638403699712144	0.002103179217651463	8.021148500958475e-08	0.001049406903539607	8.697844987071157e-05	2.6778950578121297e-06	1	4.723045899601708e-06	0.005217802759650669	6.142123406593925e-05	0.0011530860715118774	0.0001713445641808864	3.925224811851535e-09	0.06843596108020034	0.005829733665708492	6.211491099250566e-08	2.2356720135063846e-05	1.4770115575046816e-08	0.04233937187353687	3.52700765926528e-07	0.0005859784763752041	5.191264185189226e-08	7.013076885886704e-08	0.0009929803093396972	6.071435360388566e-05	3.34502979617568e-05	0.031903029729053234	0.001968344111861753	0.0014695638489352625	0.015394746704117335
GO_INSULIN_SECRETION	6.181714255126813e-05	5.831864272243248e-05	0.0017575886354852521	1	1.2640424351673119e-06	6.731866297848832e-06	0.0010350013977278305	2.897890812869619e-07	1	1	1	1.860357046190586e-08	0.00016680333835950023	0.0001141414095975346	5.11445815698508e-08	1	9.98665983067415e-05	1.0792151285965446e-06	0.011631207237826291	0.03284678118737505	8.197761047767926e-07	1.2585271553788857e-06	0.0005720058870746225	1	6.489422053057581e-07	0.0009951241445340653	0.00030467182847959684	7.64746916909198e-05	0.048867933891176274	5.5874416695633755e-06	0.0038313868633821357	1
GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	2.138466578738285e-05	9.050389488174382e-06	0.0005225413470723028	0.004055533709125703	1.4912182044746203e-08	3.26491494657688e-05	0.024144095206761196	1.1304002178746941e-10	1	0.008815052707276338	0.009205021892777054	0.00021754245841931752	0.0002563587094041031	3.880133052125423e-05	1.6397486835018071e-07	0.0002846352240393202	7.962956304918833e-05	8.541150500196437e-07	1.4093093281264402e-07	8.590223960258658e-05	0.01947011143437194	2.5756414905986347e-05	0.0021291449076036306	0.00014985920121657337	1.6812675143640377e-05	0.0003235758680938394	0.0021265643403388657	8.67559304970067e-05	0.0006224025367959074	0.00010802303250567746	0.001109176933231315	0.004382664048700025
GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	0.026465411215422674	0.00734400170941929	0.017526966458308424	0.011733040082456458	0.0011676483861360332	0.00012992142070988866	0.021667807916668225	5.1818951309345884e-05	1	1	1	0.0003157853638334762	0.068130966253931	0.0010630975286234357	4.0154885616594527e-07	1	1	0.000653532476249219	2.242356172021953e-05	0.06806075821379998	1	0.00022908645744901257	0.0575352555741645	1	0.0013423505533457503	0.0029682654299240108	0.0002736513634956639	0.007624041549898708	0.01949808430606459	0.00011314415004559653	0.000158957863702347	0.024260797340987406
GO_ION_TRANSMEMBRANE_TRANSPORT	0.0015905771369237875	5.310383288770204e-06	0.009705492100971713	0.0004070263570500332	1.4840187856357545e-08	0.00017584180597551846	0.0007749891693689115	7.416538438276277e-06	1	8.949527781498823e-05	0.034861657059467754	4.753303964544209e-05	0.005702295660787171	5.01010942749458e-05	2.477459715155561e-08	0.008701492104537079	0.0022080837088036542	1.0061553355922292e-05	1.1038240530170107e-05	2.728999892731565e-08	0.012913222000994429	1.0283079654449523e-07	0.0005303551607384049	3.30655956326531e-06	2.8414815034238927e-07	0.0008221533727462704	0.0006494128254989073	0.00018003177636871648	0.04430162904326418	0.001533216583679331	0.0006245092363944549	0.0012125138022902604
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.0013891262494236667	1.0605704349408995e-05	0.03660319460826256	0.017566076645308515	3.0059220801348374e-07	0.002708464355682949	0.001856550980986138	8.747502085959535e-05	1	0.003223758969477575	0.04154193245928017	0.001033940681576917	0.00731164970016529	0.0004573076312898161	1.5281860310523143e-07	0.0063448345611416546	0.002376258083151228	2.719914335203022e-06	0.00019183398514277528	1.935678939246621e-06	0.0445827392071414	4.666519966423088e-05	0.009771751627929981	4.5925520704370726e-05	2.1686029671008633e-05	0.0038959004787193496	0.0031286419803391308	0.0018670937529455811	1	0.010345948338285171	0.030381719764024595	0.0447466233285172
GO_ION_TRANSPORT	0.020298247773562372	2.2583266443332306e-05	0.011566780608548877	0.007532755208896957	4.611999671055855e-08	0.0009497513248747369	0.019320463504643004	7.004198795734773e-06	0.07182425327240138	0.00021791748662403077	0.017560855488120364	0.00014183331703188085	0.023434203451819458	0.0003725505351619418	2.0015125312689008e-07	0.009253888106947272	0.004676141252352162	1.856009746892262e-05	4.72600120318134e-05	6.67796486919503e-06	0.05759009989288666	6.639447795664388e-06	0.00033149152003608684	0.00036688520267791347	2.307542694368614e-05	2.0116054598284805e-05	0.00016111573419463898	0.00013119615494694425	0.06865500649240908	0.00033175478666069846	0.000774553240246667	0.0036485707388693722
GO_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	0.00011105448089498982	3.623936295493735e-08	0.0004734727925538307	0.00027215876379593773	9.455671166058721e-07	0.0015370949122786026	0.019976207870398444	0.0008295180900905752	1	1	1	0.0005080933294607792	1	0.00025651247875502214	0.0016244580455108126	0.0026130896834224426	0.0008264626641493189	0.00024099683117317916	0.00024774701556429246	1	0.02932386348579319	8.592385247752077e-09	1	0.07097055852737288	0.000472689590784503	0.05724838919812314	1	0.0008975556951449359	0.00336857764058629	0.00140071575501588	0.03889114759878742	0.007708542195102641
