	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
GO_ACROSOMAL_VESICLE	1	1	1	0.09895277615474718	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.035654873701482126	1	0.04289430130159333	1	1	1	1	1	1	0.03439159646579326	1	1	1	1	1	0.05989229211913771	1	1	1	1	1	0.006880628749116435	1	1	0.06886507582892709	1	1	1	1	0.007473011556496156	1	1
GO_ACTININ_BINDING	1	1	0.05077133333911965	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008862139494457022	1	0.00577541641720658	1	1	1	1	1	1	1	0.014127806011340116	1	1	1	1	1	1	0.018891806869498318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053122573693846764	1	0.06190015615416433	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_BASED_CELL_PROJECTION	1	1	0.007002330648335886	1	1	1	1	1	1	1	1	1	1	0.021829927521530124	0.013694115031166465	0.060143911783752	0.0111680989107793	0.015659549505612658	0.0018971926210005208	1	1	1	1	1	0.06340885324181422	1	0.00509894161418345	1	0.0169358402531411	1	0.024530665897292914	0.0044167787065960695	0.006965631438084485	0.0026724990535661464	1	1	1	1	1	1	1	0.03632762150691027	1	1	0.04377240554235706	0.05985015458528575	1	1	0.007443280818049902	1	0.07069322440920767	0.07825682229508646	1	0.003548716338576008	1	0.06340885324181422	1	1	0.05729884844601352	1	1	1	0.0605167714915148	1	1
GO_ACTIN_BINDING	1	1	1	1	0.004691418281117965	1	1	1	1	1	1	0.002240497216442039	1	0.0194267054405165	1	1	0.0016693884506967516	1	1	1	1	1	1	1	1	1	0.023029990065989048	1	0.0007413574135258783	1	1	0.05037038169121899	1	0.08694452466865854	1	1	1	1	0.02627659072996069	1	1	0.012086452448344165	1	1	1	1	1	1	0.025167797998762897	1	0.012876719394908198	1	1	1	1	1	1	1	1	1	0.05720318273449643	1	0.027748990732837875	1	1
GO_ACTIN_CYTOSKELETON	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003660315675765524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_CYTOSKELETON_REORGANIZATION	1	1	1	0.012712814463858413	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07684158650550599	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07343579810903034	1	1	1	1	1	0.007102558985327412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07440403310644839	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_BASED_MOVEMENT	1	1	0.01941037663785372	1	0.06370763840530158	1	1	1	1	1	1	1	0.013756936026200539	0.03229127560052447	1	0.05914964921979571	1	1	0.0710858961771077	1	1	1	1	1	1	1	0.00105761759028411	1	1	1	0.014643026185103714	1	0.030526350430911786	0.0030049125783601083	1	1	1	0.031175388588828623	0.045393667381380065	1	0.008493022441212084	0.0017771419042589276	1	0.003929112997153927	1	1	0.03202580888141193	1	1	1	1	0.005172915768703379	0.05452042399039536	0.029633235449749273	1	0.03306290904174125	0.03496725622501129	1	1	1	0.014351113010365069	0.011155076634541294	0.0833963037527905	1	1
GO_ACTIN_FILAMENT_BASED_PROCESS	1	1	0.03301748060355203	1	0.05119862095559158	1	1	1	1	1	1	0.06308528131084612	0.047020238426242034	0.04589306061723575	1	0.022278580998151054	0.013706480490438544	1	0.06734344440187268	1	1	1	1	1	1	1	1	1	1	0.07242675335025595	0.008483620117536006	1	1	1	1	1	1	0.0223519907256704	0.05744912950021852	1	1	0.03850295763674394	1	1	0.093559407008316	1	1	1	1	1	1	1	0.07201275678440988	1	1	1	1	1	1	1	1	0.08544202753269492	1	1	1
GO_ACTIN_FILAMENT_BINDING	1	1	1	1	1	1	1	1	1	1	1	0.023909966857021958	1	1	1	1	0.0479131927777271	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03112777706702785	1	1	1	1
GO_ACTIN_FILAMENT_BUNDLE	1	1	1	1	1	1	1	1	1	1	1	0.05996858801970906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.054875907833258575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04258598318253415	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.076431768863791	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_DEPOLYMERIZATION	1	1	1	1	1	1	1	1	1	1	1	0.03783100707818854	1	1	1	1	0.021993632584131118	1	0.021218573328685153	1	1	1	1	1	1	1	1	1	0.027673072807602006	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020382064579207437	1	1	1	1	1	1	1	1	1	1	1	0.05761484296887742	1	1
GO_ACTIN_FILAMENT_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	0.07994023677667317	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_MEDIATED_CELL_CONTRACTION	1	1	0.008143036532123116	1	0.03737158594452661	1	1	1	1	1	1	1	0.06130657236535342	0.01242234491144445	1	1	1	1	0.03697979472704194	1	1	1	1	1	1	1	0.0034638265698453408	1	1	1	0.005293376878666489	1	0.011685604849577924	0.0007497039452218912	1	1	1	0.013496748587799923	0.02619914586510963	1	0.0029635835008731126	0.0052461942770577474	1	0.007159362196900165	0.09261977340402427	0.08871083456826212	1	1	1	1	1	0.0017552100198129361	1	0.012782866779531887	1	1	0.015266124029098882	1	1	1	0.007959171106307172	0.03265152313062736	1	1	1
GO_ACTION_POTENTIAL	1	0.0668285427148827	0.01295987194570214	0.026084553413580847	0.0014294151876549366	1	1	1	1	1	1	0.036905195486643616	0.07490263504033057	1.6632029905538914e-06	1	0.01049145419349673	0.0021655364962592794	1	0.013496815165649934	1	1	1	1	1	1	0.05907107253803101	0.03250895188493941	1	1	0.03023757077600464	0.009133064239003397	1	0.0002789493110535446	6.856680200373333e-05	1	0.06672648826138339	0.02041739451338964	0.0010506987811917945	0.005802583110877446	0.02065953515776675	0.001078698640062048	0.00013359778394872457	1	0.0023579841689298497	1	0.00024277254724880404	0.024596593827529434	1	0.03213140655327107	0.013336343689199004	0.05014568896680349	0.01433009318720646	0.0018431969499684842	0.020061396017481248	1	1	0.0012592507584541224	1	1	1	0.010882250523126191	1	1	1	1
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03583042205236897	0.06428559459850591	1	1	1	1	1	0.013153905627814488	1	1	1	1	1	1	1	1	0.010855416778695282	1	1	1	1	1	0.0021028509054483724	1	0.06359614800455482	1	1	1	1	1	1	1	1	1	1	1	0.033359140514701124	1	1	0.03845408070866674	0.061548827921360294	1	1	0.06849506199060063	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07353573393356361	1	1	1	0.05963631727128371	1	1	1	1	1	1	1	0.016455879963881315	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07353573393356361	1	1	1	1	1	0.013390461981194979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_GTPASE_ACTIVITY	1	1	1	0.08901044079872233	1	1	1	1	1	1	1	1	0.04869054762590774	1	1	1	1	1	0.09776595719124648	1	0.023148431193000696	1	1	1	1	1	1	1	0.083963929280368	1	1	1	0.08421051784915035	0.0915742295944133	1	1	1	1	1	1	1	0.023395498037052875	1	1	1	0.07097055852737288	1	1	1	1	0.023319462175564465	1	0.018255244281922267	1	1	1	1	1	1	1	0.005561586916194017	1	1	1	1
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	1	1	1	1	1	1	1	1	1	1	1	1	0.011261993776063517	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005762175394721902	1	1	1	1	1	1	0.025247991541429204	1	1	1	1	1	1	1	0.04672007138919865	1	1	1	0.0199260744694143	1	1	1	0.0918982425439816	1	1	1	1	1	1	0.08720284067558226	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_MAPKK_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08412119048883782	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_MAPK_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	0.014487642978517123	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03782984782057719	1	1	1	1	1	0.08875507498689317	1	0.03348529873166761	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05775959574519085	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	0.09405595693737201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02718093540611044	1	1	1	1	1	0.07366977335436986	1	1	1	1	0.08744719603623785	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04981086083262076	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017742936122837616	1	1	1	0.01414072973744529	1	1	1	1	1	1	1	0.0036384533496184313	1	1	1	1	1	0.030390457057843157	1	1	1	1	1	1	1	0.017742936122837616	1	1	1	1	1	0.0029396051778728394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05215319677251251	1	1	1	1	1	1	1	1	1	0.0714652858968281	1	1	1	1	1	1	1	1	1	1	0.050420401418325156	1	1	1	1	1	1	1	1	1	1	1	1	0.054309114987635354	1	1	1	0.04110543449076931	1	1	1
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0810288022028145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04577829624511587	1	1	1
GO_ACTOMYOSIN	1	1	1	1	1	1	1	1	1	1	1	0.06424487920644784	1	1	0.060503296713115384	1	1	1	1	1	1	1	1	1	1	1	0.05881774287087915	1	1	1	0.08012174170229436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.046929323807607726	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	1	1	0.05105963732173602	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04488445296908494	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09653268179965513	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACUTE_INFLAMMATORY_RESPONSE	1	1	1	1	0.028820311886166405	1	0.012055642767888175	1	1	1	1	1	1	1	1	1	0.07114236936433183	1	0.026757861412545436	1	0.02435861309260534	1	1	1	1	1	1	1	1	1	1	1	0.09092992355989271	1	1	1	1	1	0.0026716562550532785	1	1	1	1	1	1	1	1	1	1	0.06008043755671888	1	1	0.0037880667213670005	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACYLGLYCEROL_HOMEOSTASIS	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0030438665399200593	1	1	1	1	0.05963631727128371	1	8.323152337152973e-05	1	1	1	1	1	1	1	1	1	0.01382014602333026	1	1	1	1	1	1	0.07296100967161956	1	1	0.07353573393356361	1	9.610425052763993e-05	0.055406562368291556	0.004721066289314235	1	1	1	0.08836804770197793	1	1	1	0.005630137603730212	0.009544278267128226	1	1	0.010781904687077848	1	1	1	1	1	1	1	1
GO_ACYL_COA_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00739560771569292	1	1	1	1	1	1	1	0.0056470846651395235	1	0.0401349505884514	1	1	0.027224238851908833	1	1	1	1	1	1	1	1	1	0.008731682323566248	1	1	1
GO_ADAPTIVE_IMMUNE_RESPONSE	1	1	1	1	1	1	0.08305209644267353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04194141294901543	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADAPTIVE_THERMOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	0.01424166540795313	1	0.033251998616702805	0.06145114435262722	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008682164202734488	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	0.061428529813825405	1	1	1	1	1	1	1	1	1	0.08348053354872675	1	1	1	1	1	0.06329866700502285	1	1	1	1	1	1	1	1	1	1	1	0.04223899105184381	1	1	1	1	0.07739188026005195	1	1	1	1	1	1	1	1	1	1	0.02892795337401055	1	1	0.09741393175041035	1	1	1	0.08470451162519788	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005542211425139221	1	1	1	0.004386982710083309	1	1	1	1	1	1	1	0.0010985600890297542	1	1	1	1	1	0.009685790909680247	1	1	1	1	1	1	1	0.005542211425139221	1	1	1	1	1	0.0008851174398294415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	0.0934050718620354	1	1	1	1	1	1	1	1	1	0.017190756348023806	1	1	1	0.011518444561588015	1	1	1	1	1	1	1	0.00935125325682884	1	1	1	1	1	0.04301990001682521	0.047128479338140905	0.020200953275754552	0.02043754455822322	1	1	1	1	1	1	1	1	0.03934598305259429	1	0.057674821668705634	1	1	0.03806233924226021	0.05530063334325419	1	0.008455941075512174	1	0.003910087467671741	1	1	1	1	1	1	1	1	1	1
GO_ADENYL_NUCLEOTIDE_BINDING	1	0.09770304444544786	1	0.02487387687161635	1	1	1	1	1	1	1	1	1	1	0.07946708703076222	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029158914014105863	1	1	1	0.022398581748787172	1	1	1	1	1	1	0.09295579932571163	1	1
GO_ADHERENS_JUNCTION	1	0.09177828942588184	1	0.04160233656496315	0.003196145653531879	1	1	1	1	1	1	0.011733040082456458	0.017080550615796275	0.00445818539799081	0.0030869549772860605	1	0.027898940360425506	1	0.08954570716299726	1	0.05070912911025216	1	1	0.029112090912119193	1	0.011859991028547512	0.05142891317752507	1	1	1	0.02100465235161686	1	0.042733965132457974	1	1	1	1	0.04194027917510612	1	1	0.012368128841814041	0.002535132077429947	1	1	0.0575352555741645	1	0.03930936192875856	1	0.019925442571393726	1	1	0.09339684651373659	1	0.011381962241531318	1	1	0.04687360326193457	1	1	1	0.017809665215916204	1	1	1	1
GO_ADHERENS_JUNCTION_ORGANIZATION	1	1	1	0.00026065743475700565	0.0075103280343160606	1	1	1	1	1	1	0.04908527335074653	6.804804373150564e-05	0.0038273369928463197	1	1	1	1	0.030842314153132322	1	1	1	1	0.005185725962757903	1	0.015698459951334343	1	1	1	1	0.011033317122882247	0.024097132940709698	0.0036145971103057617	0.0006519197432485191	1	1	1	0.00011531528997221763	1	1	0.041687427408193534	0.006480622058985808	1	1	1	0.030168994989533404	0.03684440169324499	1	0.05420406601841987	1	1	1	1	1	1	1	0.044541423296071025	0.026021087195681414	1	1	0.020890452248153113	0.05523506485042429	1	1	1
GO_ADRENAL_GLAND_DEVELOPMENT	1	1	0.024051006575595668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.038060892819436254	0.02048329960001216	0.05164596426344159	0.054483048779119914	1	0.0005469124354251509	1	0.030349357863042048	1	1	1	1	1	1	1	1	1	1	0.03723114558689311	1	1	1	0.02069914953583507	0.029592065112460597	1	1	1	1	1	1	1	1	1	1	1
GO_ADRENERGIC_RECEPTOR_BINDING	1	1	0.01699690684605959	1	1	1	1	1	1	1	1	1	1	0.037912863943812325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006677264712416253	0.016018455376416885	1	1	1	1	1	1	0.016832078685435237	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADULT_BEHAVIOR	0.0030731767751072114	0.06598629301617742	0.049828006894493404	0.025600918975399956	0.009194214068662943	1	1	1	1	0.016797942722503123	1	6.630967165355273e-07	0.010222678691556797	5.614763164796255e-05	0.0010338583017672764	0.010188044268352292	1	1	8.085599793838938e-05	1	0.03587789751432602	1	1	0.02038031722964906	1	1	1	0.03745627123138817	1	0.02983588853474739	7.386897067929166e-05	1	0.0002642368054381894	1.8298131656546701e-06	0.000403748582844754	0.06558621219881544	1	0.020561786506805513	0.0344746316375838	0.001364684653133108	6.374422101274035e-10	0.00764295712232177	0.001610367231339338	9.089303754095113e-10	0.00020058993711236095	0.01813776978505166	1	1	0.00038149848128288255	0.0864798763509057	9.980976333756608e-06	0.013924157878577703	1	2.5366084331124306e-05	1	0.02698429533411384	0.0012072226701741462	0.0017284951308191854	0.024250735120286637	0.025602517777257194	1	0.0010899009342737465	0.0022938825308317368	1	1
GO_ADULT_FEEDING_BEHAVIOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008006852872645354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0007688631960643955	1	1	1	1	1	0.00016355314154237188	1	1	1	0.005855975342044739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADULT_LOCOMOTORY_BEHAVIOR	1	1	0.0069332265901503876	1	0.07392112589191568	1	1	1	1	1	1	4.8362873162455244e-05	1	0.006189373253856489	0.010838882290750473	1	1	1	0.00718408932806458	1	1	1	1	1	1	1	0.054875907833258575	1	1	1	0.0004183556074738304	0.0322120511675541	0.0279951303647491	0.006628584712101371	1	0.09115980004655255	1	0.010673540606222387	0.05791233543317431	1	2.2938479218304053e-06	0.06735894041846868	0.011219686575835275	8.513566446488596e-06	0.00418468558222973	1	1	1	0.002713995702064542	1	1.0103848126052917e-05	0.007571534369978483	1	0.010187359552297437	1	0.008639003101826082	0.05870023531896296	1	1	1	1	0.008842544628390514	0.013931950747314903	1	1
GO_AGING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07743350667876836	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ALANINE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	0.002783453597204111	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013105499594018077	1	1	1	1	1	1	1	1
GO_ALCOHOL_BINDING	1	1	0.05599447691780601	1	0.0934050718620354	1	1	1	1	1	1	1	1	0.002204579650595173	1	0.049246050504062056	0.04532880358024327	1	0.05739468607338649	1	3.631807430404255e-05	0.003910087467671741	1	1	1	1	0.06978417809889503	1	0.0067221060835611635	1	1	0.04540242021024887	1	0.011637917102864881	1	1	1	0.0030468769101655857	0.010158352145059002	1	0.017190756348023806	1	0.001985741509039518	1	0.006792110663970563	1	1	1	0.004892308652775235	1	1	1	0.0012390880617425548	0.00042213302660931706	1	1	0.0034831753637984963	1	0.0004642645545990254	0.0005061582628018702	0.03317730325791679	0.08529377804487925	1	1	1
GO_ALCOHOL_BIOSYNTHETIC_PROCESS	0.047521113010731475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0496250179091704	1	1	1	1	1	1	1	0.03704747513009932	0.041415605219065954	1	1	1	1	1	0.09940832979074998	1	1	1	1	1	1	1	1	0.055506810513720084	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ALDEHYDE_BIOSYNTHETIC_PROCESS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008769110669758051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021491734284801	1	1	1	1	1	0.002677241829141641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
