TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
ETV1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	220	17	2.658649322362372e-06	0.839425985147	CACNA1A CACNA1B CAMK2B CHRNA3 CHRNA5 CHRNB2 GABRB3 GNG2 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A NCALD PRKCG SYN1 TUBA1A
LMX1B	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	130	16	2.6727658286596068e-06	0.84388037338	ABCC8 ADCY1 CACNA1A CAMK2B CPLX1 GABBR2 KCNH8 KCNK3 KCNMA1 KCNMB3 LIN7A NCALD SNAP25 SYT2 TUBA1A TUBB2B
FOXP2	REACTOME	REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	14	down	27	3	2.7380030979129444e-06	0.86447519411	CHRNA3 CHRNA5 CHRNB2
TFCP2L1	REACTOME	REACTOME_PEPTIDE_HORMONE_METABOLISM	90	down	91	7	2.753714142489372e-06	0.869432919922	AGT CPE GHRL ISL1 PCSK1 PCSK2 SEC11C
PAX6	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	146	17	2.8336739070766725e-06	0.894675862681	BEGAIN CHRNB2 CPLX1 GABBR2 GNG2 GRIK5 GRIN1 KCNJ11 KCNJ2 KCNJ3 KCNJ6 KCNMA1 KCNMB2 KCNN3 LRFN1 NRXN2 SNAP25
LMX1A	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	up	186	10	2.8450373703581278e-06	0.898260803906	ABCC8 ADCY2 CACNA1A CACNA1C FFAR1 GNG2 RAPGEF4 SNAP25 STX1A SYT5
FOXP2	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	down	27	6	2.942863285282371e-06	0.929144339336	ADCY1 CHRNA3 CHRNA5 CHRNB2 NCALD TUBB4A
SOX4	REACTOME	REACTOME_CA2_ACTIVATED_K_CHANNELS	9	down	167	4	2.965743023053413e-06	0.93636514744	KCNMA1 KCNMB2 KCNMB3 KCNN3
SPIB	REACTOME	REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	35	up	161	6	3.6359442647793117e-06	1	GABBR2 GNG2 GNG4 KCNJ2 KCNJ3 KCNJ6
AEBP1	REACTOME	REACTOME_PEPTIDE_HORMONE_METABOLISM	90	up	35	5	3.641356787986716e-06	1	ACE CES1 FFAR1 GPR119 KIF5C
MAFA	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	up	205	14	3.808448741149384e-06	1	ADCY1 ADCY2 CACNG4 CHRNA5 CHRNB2 GNG2 GNG4 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD TSPAN7 TUBB3
TFCP2L1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	157	14	3.946692945011598e-06	1	ADCY1 CACNG4 CHRNB2 CPLX1 GABBR2 GNG4 GRIK5 KCNJ2 PRKCG STX1A TSPAN7 TUBA1A TUBB3 TUBB4A
ARX	REACTOME	REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS	29	down	50	4	4.036889494796192e-06	1	SNAP25 STX1A SV2B SYT2
NR4A3	REACTOME	REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	10	up	160	4	4.127753380656074e-06	1	SNAP25 STX1A SV2A SYT2
HMBOX1	REACTOME	REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	23	up	65	4	4.422108464186003e-06	1	MUC16 MUC3A MUC5AC MUC5B
HMBOX1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	65	11	4.496315825108788e-06	1	ADCY1 ADCY2 CPLX1 KCNH7 KCNJ3 KCNJ6 KCNK3 LIN7A SNAP25 SYT2 TUBB4A
SOX4	REACTOME	REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	10	down	167	4	4.89414333859628e-06	1	SNAP25 STX1A SV2A SV2B
TP73	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	54	10	5.284186315956951e-06	1	ABCC8 BEGAIN CAMK2B CHRNA3 CHRNA5 GNG4 KCNAB2 LRFN1 NRXN2 TUBB4A
ZNF846	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	up	88	7	5.430063848010924e-06	1	ABCC8 ABCC9 GNG4 KCNB2 KCNH8 KCNJ2 KCNMB3
ETV1	REACTOME	REACTOME_L1CAM_INTERACTIONS	121	up	220	11	5.509439128581484e-06	1	ANK2 DCX DNM3 GAP43 NCAM1 NFASC SCN1B SCN3A SCN3B SPTBN4 TUBA1A
FEV	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	up	166	8	5.872312447419148e-06	1	ABCC8 CACNA1A GNG2 GNG4 RAPGEF4 SNAP25 STX1A SYT5
FOXJ1	REACTOME	REACTOME_CA2_ACTIVATED_K_CHANNELS	9	up	56	3	5.969502107294744e-06	1	KCNMB2 KCNMB3 KCNN3
TFCP2L1	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	up	157	12	6.059906713873353e-06	1	ADCY1 CACNG4 CHRNB2 GABBR2 GNG4 GRIK5 KCNJ2 PRKCG TSPAN7 TUBA1A TUBB3 TUBB4A
SOX4	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	down	167	8	6.13866882059888e-06	1	ABCC8 CACNA1A CACNA1C FFAR1 GNG2 GNG4 SNAP25 STX1A
SOX4	REACTOME	REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	48	up	127	6	6.215091438610543e-06	1	APOA1 APOA4 APOC3 GPC2 RBP1 TTR
MAFB	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	up	225	9	6.811291778374695e-06	1	CACNA1A CACNA1C GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 STX1A SYT5
