TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
LMX1A	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	213	24	1.9347856650142603e-11	3.77704987953e-06	ADCY2 ADCY5 CACNA1A CACNA1B CACNA1E CACNA2D2 CAMK1 CPLX1 GABRA1 GABRB3 GAD2 GNG2 GRIA2 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD NEFL PPM1E SNAP25 STX1A SYN1 TUBB2B
ETV1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	239	36	2.4485968808107827e-11	4.78007737281e-06	ABCC8 CACNA1A CACNA1B CACNA1E CACNA2D2 CAMK1 CAMK2B CHRNA3 CHRNA5 CHRNB2 GABRB3 GABRG2 GNG2 GNG4 GRIK5 GRIN2C HCN4 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH7 KCNH8 KCNJ2 KCNJ3 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 LIN7A LRFN2 NCALD PRKCG SYN1
SMAD9	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	169	31	2.4722779379260373e-11	4.8262820993e-06	ABCC8 ADCY5 CACNA1B CACNA1E CACNA2D2 CAMK1 CAMK2B CPLX1 GABBR2 GABRB3 GNG4 GRIK5 GRIN2C HCN4 KCNC1 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK16 KCNK3 KCNMB2 LIN7A LRFN2 NCALD NEFL PPM1E PRKCG SYN1 TSPAN7
MAFB	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	248	19	2.4867108372461644e-11	4.85443256093e-06	GABBR2 GNG2 GNG4 HCN4 KCNA6 KCNAB2 KCNB2 KCNC1 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2
FEV	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	252	17	2.8904878490720876e-11	5.64263694969e-06	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CACNA1C CACNA1E CACNA2D2 CACNB2 CYSLTR2 GNG2 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A SYT5
SOX4	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	285	18	3.091271683075547e-11	6.03456419068e-06	ABCC8 GABBR2 GNG2 GNG4 HCN4 KCNAB2 KCNB2 KCNC1 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ3 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNN3
ETV1	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	239	18	3.30774296841696e-11	6.45711120351e-06	ABCC8 GNG2 GNG4 HCN4 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH7 KCNH8 KCNJ2 KCNJ3 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2
HMBOX1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	98	20	3.872191456366636e-11	7.55894366389e-06	ADCY1 ADCY2 ADCY5 CACNA1E CHRNA5 CPLX1 GNG2 HCN4 KCNH3 KCNH6 KCNH7 KCNJ3 KCNJ6 KCNK3 LIN7A LRFN2 PPM1E SNAP25 TUBB2B TUBB4A
NR4A3	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	205	28	4.730749125769762e-11	9.23489536842e-06	ADCY1 ADCY2 ADCY5 CACNA1B CACNA1E CACNA2D2 CAMK1 CAMK2B CHRNA3 CHRNA5 CHRNB2 CPLX1 GAD2 GNG4 GRIK5 GRIN1 KCNAB2 KCNB2 KCNC1 KCNH6 KCNH8 KCNJ2 KCNK3 LRFN2 NCALD PRKCG SNAP25 STX1A
SMAD9	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	169	21	6.274869512878922e-11	1.22491100274e-05	ADCY5 CACNA1B CACNA1E CACNA2D2 CAMK1 CAMK2B CPLX1 GABBR2 GABRB3 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ6 LIN7A NCALD NEFL PPM1E PRKCG SYN1 TSPAN7
TFCP2L1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	223	29	6.486200465616321e-11	1.26615822049e-05	ADCY1 ADCY2 ADCY5 CACNA2D2 CACNG4 CAMK1 CHRNB2 CPLX1 GABBR2 GABRA1 GNG4 GRIK5 GRIN2C KCNAB2 KCNC1 KCNH2 KCNH7 KCNH8 KCNJ2 KCNJ6 KCNK3 KCNMB2 LRFN2 PPM1E PRKCG STX1A SYN1 TSPAN7 TUBB4A
SPIB	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	185	26	1.1375100861243936e-10	2.22049931382e-05	ADCY1 CACNA1A CACNA1E CACNA2D2 CPLX1 GABBR2 GABRG2 GAD2 GNG2 GNG4 GRIK5 GRIN2C HCN4 KCNAB2 KCNB2 KCNC1 KCNH3 KCNJ2 KCNJ3 KCNJ6 KCNK17 LIN7A LRRTM3 NCALD SYN1 TUBB2B
FEV	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	0	252	14	2.057101156083263e-10	4.01558488274e-05	ABCC8 ADCY5 CACNA1A CACNA1C CACNA1E CACNA2D2 CACNB2 GNG2 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A SYT5
FEV	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	252	24	3.4329084019901757e-10	6.7012088461e-05	ADCY1 ADCY2 ADCY5 CACNA1A CACNA1E CACNA2D2 CACNB2 CHRNA5 CHRNB2 GABRG2 GNG2 GNG4 GRIK3 GRIK5 GRIN2C KCNJ2 KCNJ3 LIN7A NCALD PPM1E PRKCG SNAP25 STX1A SYN1
FEV	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	0	252	18	6.475859848364962e-10	0.000126411374584	ADCY1 ADCY2 ADCY5 CACNA1A CACNA1C CACNA1E CHRM4 GNAO1 GNG2 GNG4 ITPR1 KCNJ3 PRKCG RGS11 RGS16 RGS4 RGS9 SLC8A1
SMAD9	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	169	13	6.556264420254365e-10	0.000127980248363	ABCC8 GABBR2 GNG4 HCN4 KCNC1 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK16 KCNK3 KCNMB2
ARX	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	187	25	7.288795123017167e-10	0.00014227873856	ABCC8 ADCY1 CACNA1B CACNA2D2 CAMK1 CAMK2B CPLX1 GAD2 GNG2 GNG4 GRIK3 GRIK5 KCNA6 KCNAB2 KCNB2 KCNJ2 KCNJ3 KCNK17 KCNN3 NEFL PRKCG SNAP25 STX1A SYN1 TUBB2B
ASCL2	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	109	19	9.099326847561429e-10	0.000177619769997	ABCC8 ADCY1 ADCY5 CACNA2D2 CAMK1 CAMK2B CHRNA3 CHRNB2 GRIN2C KCNAB2 KCNB2 KCNC1 KCNH2 KCNH7 KCNJ11 KCNJ2 KCNK17 PPM1E TUBB4A
FEV	REACTOME	REACTOME_CARDIAC_CONDUCTION	137	0	252	17	9.245797460977201e-10	0.000180477966438	ATP1A3 CACNA1C CACNA2D1 CACNA2D2 CACNB2 FGF14 FXYD6 ITPR1 KCNE4 KCNH2 KCNIP3 KCNJ2 KCNK16 KCNK17 SCN1B SCN3B SLC8A1
NR4A3	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	205	21	1.2074797828276473e-09	0.000235698846128	ADCY1 ADCY2 ADCY5 CACNA1B CACNA1E CACNA2D2 CAMK1 CAMK2B CHRNA3 CHRNA5 CHRNB2 CPLX1 GAD2 GNG4 GRIK5 GRIN1 KCNJ2 NCALD PRKCG SNAP25 STX1A
SIX2	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	207	21	1.4411164483973948e-09	0.000281303048494	ADCY1 ADCY5 CACNA1A CACNA1B CACNA1E CACNA2D2 CACNG4 CPLX1 GABBR2 GABRA1 GABRB3 GABRG2 GAD2 GRIA2 GRIN1 GRIN2C NCALD NEFL PPM1E PRKCG STX1A
LMX1A	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	213	14	1.96285687703579e-09	0.000383143773827	ABCC8 ADCY2 ADCY5 CACNA1A CACNA1C CACNA1E CACNA2D2 CYSLTR2 FFAR1 GNG2 RAPGEF4 SNAP25 STX1A SYT5
PBX3	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	154	22	2.1938261207665732e-09	0.000428226083469	ADCY5 CACNA1A CACNA1E CHRNA3 CPLX1 GABBR2 GABRA1 GNG2 GNG4 GRIK5 KCNAB2 KCNH7 KCNJ2 KCNK3 KCNMA1 KCNN3 LIN7A LRFN2 NCALD PPM1E SNAP25 SYN1
SMAD9	REACTOME	REACTOME_CARDIAC_CONDUCTION	137	0	169	14	2.235329699118438e-09	0.000436325180619	ATP1A3 CACNA1C CACNA2D2 CAMK2B FXYD6 ITPR1 KCNE4 KCNIP3 KCNJ11 KCNJ2 KCNK16 KCNK3 SCN1B SCN3B
GATA2	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	169	23	2.4953799027116474e-09	0.00048708318473	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CACNA1E CHRNA5 GABRA1 GABRB3 GRIA2 GRIK5 KCNAB2 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2 LRRTM3 PPM1E SNAP25 STX1A
MAFA	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	232	14	3.1544654666149086e-09	0.000615729577825	GNG2 GNG4 KCNB2 KCNC1 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMB2 KCNN3
ETV1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	239	22	3.6420836346806595e-09	0.000710905588821	CACNA1A CACNA1B CACNA1E CACNA2D2 CAMK1 CAMK2B CHRNA3 CHRNA5 CHRNB2 GABRB3 GABRG2 GNG2 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ3 KCNJ6 LIN7A NCALD PRKCG SYN1
ARX	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	0	187	15	3.897530742591471e-09	0.000760762923177	ADCY1 CACNA1B CACNA1C CAMK1 CAMK2B CHRM4 GNG2 GNG4 KCNJ3 PRKCG RGS11 RGS16 RGS4 RGS9 SLC8A1
LMX1A	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	0	213	12	3.9121966777244666e-09	0.000763621669525	ABCC8 ADCY5 CACNA1A CACNA1C CACNA1E CACNA2D2 FFAR1 GNG2 RAPGEF4 SNAP25 STX1A SYT5
NEUROD1	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	100	10	5.21436271938569e-09	0.00101778624483	ABCC8 KCNAB2 KCNB2 KCNH2 KCNH8 KCNJ11 KCNJ2 KCNK17 KCNK3 KCNMA1
TFCP2L1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	223	21	5.530677693599273e-09	0.00107952191766	ADCY1 ADCY2 ADCY5 CACNA2D2 CACNG4 CAMK1 CHRNB2 CPLX1 GABBR2 GABRA1 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ6 PPM1E PRKCG STX1A SYN1 TSPAN7 TUBB4A
SPIB	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	185	19	7.2742275536441525e-09	0.00141983465351	ADCY1 CACNA1A CACNA1E CACNA2D2 CPLX1 GABBR2 GABRG2 GAD2 GNG2 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ3 KCNJ6 LIN7A NCALD SYN1 TUBB2B
SMAD9	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	0	169	16	8.068829049356907e-09	0.001574914398	ADCY5 CAMK1 CAMK2B GABBR2 GABRB3 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ6 LIN7A NCALD NEFL PPM1E PRKCG TSPAN7
SMAD9	REACTOME	REACTOME_MUSCLE_CONTRACTION	205	0	169	16	8.068829049356907e-09	0.001574914398	ATP1A3 CACNA1C CACNA2D2 CAMK2B FXYD6 ITPR1 KCNE4 KCNIP3 KCNJ11 KCNJ2 KCNK16 KCNK3 SCN1B SCN3B TMOD1 TMOD2
ARX	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	187	19	8.689087227509162e-09	0.00169597080141	ADCY1 CACNA1B CACNA2D2 CAMK1 CAMK2B CPLX1 GAD2 GNG2 GNG4 GRIK3 GRIK5 KCNJ2 KCNJ3 NEFL PRKCG SNAP25 STX1A SYN1 TUBB2B
FEV	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	252	14	9.069925033244886e-09	0.00177029517776	ABCC8 GNG2 GNG4 HCN4 KCNB2 KCNC1 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ3 KCNK16 KCNK17
RFX6	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	188	19	9.493753005962446e-09	0.00185300969921	CACNA1A CACNA1E CACNB2 CACNG4 CAMK2B CHRNA3 GABBR2 GAD2 GNG2 GNG4 GRIK5 GRIN1 LIN7A NCALD NEFL PPM1E PRKCG SNAP25 TUBB4A
SOX4	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	285	15	1.037531516256962e-08	0.00202506438875	ABCC8 ADCY1 ADCY2 CACNA1A CACNA1C CACNA1E CACNA2D2 FFAR1 GNG2 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A SYT5
SOX4	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	0	285	13	1.06401926158739e-08	0.00207675279477	ABCC8 CACNA1A CACNA1C CACNA1E CACNA2D2 FFAR1 GNG2 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A SYT5
HMBOX1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	98	14	1.0807500228082745e-08	0.00210939708702	ADCY1 ADCY2 ADCY5 CACNA1E CHRNA5 CPLX1 GNG2 KCNJ3 KCNJ6 LIN7A PPM1E SNAP25 TUBB2B TUBB4A
MAFA	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	232	21	1.1195452009893359e-08	0.00218510593239	ADCY1 ADCY2 ADCY5 CACNA1E CACNA2D2 CACNG4 CHRNA5 CHRNB2 CPLX1 GNG2 GNG4 GRIA2 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD PPM1E SNAP25 SYN1 TSPAN7
NR4A3	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	0	205	15	1.3661384579144453e-08	0.002666388058	ADCY1 ADCY2 ADCY5 CACNA1B CACNA1E CAMK1 CAMK2B CHRM4 GNAO1 GNG4 ITPR1 PRKCG RGS11 RGS16 RGS9
NEUROD1	REACTOME	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5	0	100	4	1.542290295475368e-08	0.0030101805071	INSM1 NEUROD1 NKX2-2 PAX4
NEUROG3	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	186	23	1.6019682247403466e-08	0.00312664148264	ABCC8 ADCY5 CACNA1A CACNG4 CAMK1 CAMK2B CPLX1 GABBR2 GABRB3 GNG4 GRIN2C KCNC1 KCNH2 KCNH7 KCNJ3 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNN3 LRRTM3 SNAP25 STX1A
POU2F2	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	68	14	1.6703315952604214e-08	0.00326005298773	ADCY1 CACNA1A CACNA2D2 CPLX1 KCNAB2 KCNH3 KCNH7 KCNJ3 KCNJ6 KCNK17 KCNMB2 LIN7A LRFN2 NEFL
GATA2	REACTOME	REACTOME_PEPTIDE_HORMONE_METABOLISM	90	0	169	11	1.9016020980089365e-08	0.00371141386275	AGT CES1 CPB1 CPE FFAR1 GHRL ISL1 KIF5A KIF5C PCSK1 STX1A
ONECUT1	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	109	10	1.9158009179065516e-08	0.0037391069675	ADCY2 ADCY5 CACNA1A CACNA1C CACNA2D2 CACNB2 CYSLTR2 ITPR1 RAPGEF4 SNAP25
SPIB	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	185	12	2.029559731386854e-08	0.00396111202335	GABBR2 GNG2 GNG4 HCN4 KCNAB2 KCNB2 KCNC1 KCNH3 KCNJ2 KCNJ3 KCNJ6 KCNK17
NEUROG3	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	186	12	2.1572972852546002e-08	0.00421039711163	ABCC8 GABBR2 GNG4 KCNC1 KCNH2 KCNH7 KCNJ3 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNN3
LMX1A	REACTOME	REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_	13	0	213	6	2.570451218542047e-08	0.00501672393872	FFAR1 GIP GPR119 ISL1 PAX6 PCSK1
LMX1B	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	208	24	3.042841512090888e-08	0.00593865292232	ABCC8 ADCY1 ADCY2 CACNA1A CAMK1 CAMK2B CPLX1 GABBR2 HCN4 KCNAB2 KCNH8 KCNJ3 KCNK17 KCNK3 KCNMA1 LIN7A LRFN2 NCALD NEFL PPM1E SNAP25 STX1A SYN1 TUBB2B
FOXD4L5	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	178	22	3.329019615527784e-08	0.00649714771304	ADCY1 ADCY5 CACNA1A CACNA1E CACNA2D2 CHRNA5 GABBR2 GABRB3 GABRG2 GRIK5 HCN4 KCNAB2 KCNC1 KCNH3 KCNJ2 KCNJ6 KCNK3 KCNN3 NCALD PPM1E SNAP25 STX1A
MAFB	REACTOME	REACTOME_CARDIAC_CONDUCTION	137	0	248	15	4.253076024696156e-08	0.00830055835436	ATP1A3 CACNA1C CACNA2D2 CACNG4 FXYD1 FXYD6 KCNE4 KCNH2 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 SCN3B SLC8A1
PAX4	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	97	16	4.454114810314991e-08	0.00869287316955	ADCY1 ADCY5 CACNA1E CACNA2D2 CHRNA3 GNG4 GRIN2C HCN4 KCNH6 KCNJ11 KCNJ6 KCNK3 LRFN2 SNAP25 TUBB2B TUBB4A
MAFA	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	232	13	5.147042880793151e-08	0.0100451747679	ADCY1 ADCY2 ADCY5 CACNA1C CACNA1E CACNA2D2 GNG2 GNG4 ITPR1 KCNJ11 RAPGEF4 SNAP25 SYT5
NEUROG3	REACTOME	REACTOME_CARDIAC_CONDUCTION	137	0	186	13	6.621224690750438e-08	0.0129221807432	ATP1A3 CACNA1C CACNA2D1 CACNG4 CAMK2B FGF14 KCNE4 KCNH2 KCNIP3 KCNK3 SCN3A SCN3B SLC8A1
NEUROD1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	100	16	6.940388375120676e-08	0.0135450007607	ABCC8 ADCY2 CACNA1E CAMK2B CHRNA3 CPLX1 KCNAB2 KCNB2 KCNH2 KCNH8 KCNJ11 KCNJ2 KCNK17 KCNK3 KCNMA1 TUBB4A
TFCP2L1	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	0	223	17	6.94269104428713e-08	0.0135494252689	ADCY1 ADCY2 ADCY5 CACNG4 CAMK1 CHRNB2 GABBR2 GABRA1 GNG4 GRIK5 GRIN2C KCNJ2 KCNJ6 PPM1E PRKCG TSPAN7 TUBB4A
PAX6	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	168	11	7.431548232350593e-08	0.0145034095303	GABBR2 GNG2 HCN4 KCNC1 KCNJ11 KCNJ2 KCNJ3 KCNJ6 KCNMA1 KCNMB2 KCNN3
FEV	REACTOME	REACTOME_MUSCLE_CONTRACTION	205	0	252	18	7.629350862181639e-08	0.0148893648491	ATP1A3 CACNA1C CACNA2D1 CACNA2D2 CACNB2 FGF14 FXYD6 ITPR1 KCNE4 KCNH2 KCNIP3 KCNJ2 KCNK16 KCNK17 SCN1B SCN3B SLC8A1 TMOD2
RFX6	WP	WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	162	0	188	14	7.64126193431025e-08	0.0149125339658	ATP1A3 DDC FEV GCK GRIN1 KCNH2 LMX1B MAP2 NEUROD1 NKX2-2 RET SNAP25 SSTR1 TP73
PAX4	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	97	9	9.221324970276612e-08	0.0179960611722	ADCY1 ADCY5 CACNA1E CACNA2D2 GNG4 ITPR1 KCNJ11 RAPGEF4 SNAP25
PAX4	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	0	97	8	9.76308324185382e-08	0.0190532427315	ADCY5 CACNA1E CACNA2D2 GNG4 ITPR1 KCNJ11 RAPGEF4 SNAP25
PBX3	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	154	16	9.79708851822636e-08	0.0191195080977	ADCY5 CACNA1A CACNA1E CHRNA3 CPLX1 GABBR2 GABRA1 GNG2 GNG4 GRIK5 KCNJ2 LIN7A NCALD PPM1E SNAP25 SYN1
ETV1	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	0	239	15	1.0536611549927244e-07	0.0205626189041	CACNA1A CACNA1B CACNA1E CAMK1 CAMK2B CHRM4 GNAO1 GNG2 GNG4 KCNJ3 PRKCG RGS16 RGS4 RGS5 SLC8A1
MAFA	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	0	232	11	1.0793763816074886e-07	0.0210643539	ADCY5 CACNA1C CACNA1E CACNA2D2 GNG2 GNG4 ITPR1 KCNJ11 RAPGEF4 SNAP25 SYT5
MAFB	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	248	13	1.1242855157966858e-07	0.0219406566979	ADCY1 CACNA1A CACNA1C CACNA1E CACNA2D2 CYSLTR2 GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 STX1A SYT5
NHLH1	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	76	8	1.2717806252560138e-07	0.0248189260799	GABBR2 KCNC1 KCNH2 KCNJ11 KCNK17 KCNK3 KCNMA1 KCNN3
