TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
RFX6	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	184	16	1.1201186315146217e-06	0.22827457651	CACNA1A CACNB2 CACNG4 CAMK2B CHRNA3 GABBR2 GAD2 GNG2 GNG4 GRIK5 LIN7A PPM1E PRKCG SNAP25 TUBA1A TUBB4A
LMX1A	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	0	182	9	1.1905913926968381e-06	0.242635382283	ABCC8 ADCY5 CACNA1A CACNA1C GNG2 RAPGEF4 SNAP25 STX1A SYT5
LMX1B	REACTOME	REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	23	0	211	6	1.251042573202632e-06	0.254953719121	CPLX1 LIN7A SNAP25 STX1A STXBP1 SYN1
MAFA	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	225	11	1.3950383503935626e-06	0.284297655503	GNG2 GNG4 KCNB2 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 KCNMB2
LMX1A	REACTOME	REACTOME_INSULIN_PROCESSING	27	0	182	6	1.4733994339044543e-06	0.300265544035	CPE KIF5A KIF5C PCSK1 PCSK2 STX1A
GATA2	REACTOME	REACTOME_PEPTIDE_HORMONE_METABOLISM	90	0	162	9	1.5289551328345752e-06	0.31158576652	AGT CPB1 CPE GHRL ISL1 KIF5A KIF5C PCSK1 STX1A
LMX1B	WP	WP_SYNAPTIC_VESICLE_PATHWAY	52	0	211	8	1.5372223070020397e-06	0.313268996722	CACNA1A CPLX1 SLC18A1 SNAP25 STX1A STXBP1 SYN1 SYP
PBX3	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	146	14	1.6638731190621314e-06	0.339077375187	ADCY5 CACNA1A CHRNA3 CPLX1 DLG2 GABBR2 GNG2 GNG4 GRIK5 KCNJ2 LIN7A PPM1E SNAP25 SYN1
RFX6	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	184	10	1.6700491378696114e-06	0.340334303659	GABBR2 GNG2 GNG4 HCN4 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16
HMBOX1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	107	12	1.7861158898568874e-06	0.36398541273	ADCY1 ADCY2 ADCY5 CHRNB4 CPLX1 GNG2 KCNJ6 LIN7A PPM1E SNAP25 TUBB2B TUBB4A
FEV	REACTOME	REACTOME_MUSCLE_CONTRACTION	205	0	250	16	1.790478528107542e-06	0.36487266685	ATP1A3 CACNA1C CACNA2D1 CACNB2 FGF14 ITPR1 KCNH2 KCNIP3 KCNJ2 KCNK16 KCNK17 MYBPC2 MYBPC3 SCN1B SLC8A1 TMOD2
FEV	REACTOME	REACTOME_CARDIAC_CONDUCTION	137	0	250	13	1.969118212929999e-06	0.401274785904	ATP1A3 CACNA1C CACNA2D1 CACNB2 FGF14 ITPR1 KCNH2 KCNIP3 KCNJ2 KCNK16 KCNK17 SCN1B SLC8A1
NEUROG3	REACTOME	REACTOME_PHASE_0_RAPID_DEPOLARISATION	42	0	191	7	2.0933699705905084e-06	0.426593212717	CACNA1C CACNA2D1 CACNG4 CAMK2B FGF14 SCN2A SCN3A
SPIB	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	189	10	2.1285715088303903e-06	0.433764559212	GABBR2 GNG2 GNG4 HCN4 KCNB2 KCNG1 KCNH3 KCNJ2 KCNJ6 KCNK17
MAFA	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	225	11	2.2394633965028277e-06	0.456360090403	ADCY1 ADCY2 ADCY5 CACNA1C GNG2 GNG4 ITPR1 KCNJ11 RAPGEF4 SNAP25 SYT5
LMX1A	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	182	10	2.3392049669501702e-06	0.476683188165	ABCC8 ADCY2 ADCY5 CACNA1A CACNA1C GNG2 RAPGEF4 SNAP25 STX1A SYT5
NEUROG3	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	191	10	2.3406021589789106e-06	0.476965567355	ABCC8 GABBR2 GNG4 KCNG1 KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2
FEV	WP	WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	162	0	250	14	2.4319978944031817e-06	0.495587666926	ASCL1 ATP1A3 CHRNB2 FEV GCK KCNH2 LMX1B MAP2 POU2F2 RET SNAP25 SST SSTR1 TPH1
NR4A3	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	0	194	12	2.44517933001287e-06	0.498271308332	ADCY1 ADCY2 ADCY5 CACNA1B CAMK2B CHRM4 GNAO1 GNG4 ITPR1 PRKCG PRKD1 RGS9
FEV	REACTOME	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	403	0	250	23	2.5130587413269012e-06	0.512101058073	ADCY1 ADCY2 ADCY5 AGT APOB CHRM4 CLPS CNR1 GNAO1 GNG2 GNG4 GPC2 HRH3 ITPR1 LRAT PRKCG RBP1 RGS17 RGS4 RGS9 SST SSTR1 SSTR3
RFX6	WP	WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	162	0	184	12	2.7460868268214256e-06	0.559583843136	ATP1A3 FEV GCK KCNH2 LMX1B MAP2 NEUROD1 NKX2-2 RET SNAP25 SSTR1 TP73
PBX3	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	146	17	2.8336739070766725e-06	0.577429066741	ADCY5 CACNA1A CHRNA3 CPLX1 DLG2 GABBR2 GNG2 GNG4 GRIK5 KCNH7 KCNJ2 KCNK3 KCNMA1 LIN7A PPM1E SNAP25 SYN1
MAFA	KEGG	KEGG_DILATED_CARDIOMYOPATHY	90	0	225	10	2.951951483698423e-06	0.601528009688	ADCY1 ADCY2 ADCY5 CACNA1C CACNA2D1 CACNG4 ITGA7 MYBPC3 SGCD SLC8A1
SOX4	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	280	12	2.992077881347477e-06	0.609701694038	ABCC8 ADCY1 ADCY2 CACNA1A CACNA1C GNG2 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A SYT5
MAFB	WP	WP_SYNAPTIC_VESICLE_PATHWAY	52	0	232	8	3.1222233909389274e-06	0.636218582595	CACNA1A CPLX1 CPLX2 SLC18A1 SNAP25 STX1A SYN1 SYP
ONECUT1	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	112	8	3.639205494621045e-06	0.741560903639	ADCY2 ADCY5 CACNA1A CACNA1C CACNB2 ITPR1 RAPGEF4 SNAP25
ARX	REACTOME	REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	18	0	184	5	3.688639560350815e-06	0.751630394573	CPLX1 SNAP25 STX1A STXBP1 SYN1
ETV1	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	0	240	13	4.018768622549018e-06	0.81889644468	CACNA1A CACNA1B CAMK2B CHRM4 GJD2 GNAO1 GNG2 GNG4 PRKCG RGS17 RGS4 RGS5 SLC8A1
ONECUT1	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	0	112	7	4.220569337021196e-06	0.860012752097	ADCY5 CACNA1A CACNA1C CACNB2 ITPR1 RAPGEF4 SNAP25
SOX4	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	0	280	14	4.291242616694113e-06	0.874409343033	ADCY1 ADCY2 CACNA1A CACNA1C CHRM4 GNAO1 GNG2 GNG4 ITPR1 RGS17 RGS4 RGS5 RGS9 SLC8A1
HMBOX1	WP	WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION	54	0	107	6	4.643686358218879e-06	0.946220750782	ADCY1 ADCY2 ADCY5 ADORA2A PDE2A PDE8B
SOX4	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	280	19	4.700425231374261e-06	0.957777446846	ADCY1 ADCY2 CACNA1A CHRNB2 CHRNB4 DLG2 GABBR2 GABRB3 GNG2 GNG4 GRIK3 GRIK5 KCNJ6 LIN7A PPM1E SNAP25 STX1A TUBA1A TUBB2B
GATA2	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	162	9	4.74298191255329e-06	0.966444223448	ABCC8 KCNG1 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2
SMAD9	REACTOME	REACTOME_MUSCLE_CONTRACTION	205	0	181	13	4.91246643707921e-06	1	ATP1A3 CACNA1C CAMK2B ITPR1 KCNIP3 KCNJ11 KCNJ2 KCNK16 KCNK3 MYBPC2 MYBPC3 SCN1B TMOD2
ARX	REACTOME	REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	19	0	184	5	4.9496043624808195e-06	1	CPLX1 GAD2 SNAP25 STX1A STXBP1
ETV1	REACTOME	REACTOME_MUSCLE_CONTRACTION	205	0	240	15	5.083299047137224e-06	1	CACNA2D1 CAMK2B FGF14 KCNH2 KCNIP3 KCNJ2 KCNK16 KCNK17 MYBPC2 MYBPC3 SCN1B SCN2A SCN3A SLC8A1 TMOD2
SOX4	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	0	280	10	5.548941198196822e-06	1	ABCC8 CACNA1A CACNA1C GNG2 GNG4 ITPR1 RAPGEF4 SNAP25 STX1A SYT5
ONECUT1	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	0	112	9	5.6297002106742156e-06	1	ADCY2 ADCY5 CACNA1A CACNA1B CACNA1C ITPR1 PRKCH RGS17 SLC8A1
HMBOX1	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	0	107	10	6.226015076049585e-06	1	ADCY1 ADCY2 ADCY5 CHRNB4 GNG2 KCNJ6 LIN7A PPM1E TUBB2B TUBB4A
NR4A3	REACTOME	REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	19	0	194	5	6.409971029297523e-06	1	CPLX1 GAD2 SNAP25 STX1A STXBP1
MAFA	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	0	225	9	6.811291778374695e-06	1	ADCY5 CACNA1C GNG2 GNG4 ITPR1 KCNJ11 RAPGEF4 SNAP25 SYT5
GATA2	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	0	162	9	7.015734178716926e-06	1	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CACNA1C ITPR1 SNAP25 STX1A
SMAD9	REACTOME	REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	35	0	181	6	7.14252900879675e-06	1	ABCC8 GABBR2 GNG4 KCNJ11 KCNJ2 KCNJ6
LMX1B	REACTOME	REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE	18	0	211	5	7.2035761842226265e-06	1	CPLX1 SNAP25 STX1A STXBP1 SYN1
ZNF846	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	129	8	7.318049079163558e-06	1	ABCC8 GNG4 HCN4 KCNB2 KCNH2 KCNH8 KCNJ11 KCNJ2
ETV1	REACTOME	REACTOME_CARDIAC_CONDUCTION	137	0	240	12	7.42518227803135e-06	1	CACNA2D1 CAMK2B FGF14 KCNH2 KCNIP3 KCNJ2 KCNK16 KCNK17 SCN1B SCN2A SCN3A SLC8A1
TFCP2L1	REACTOME	REACTOME_GABA_B_RECEPTOR_ACTIVATION	43	0	226	7	7.503109595075053e-06	1	ADCY1 ADCY2 ADCY5 GABBR2 GNG4 KCNJ2 KCNJ6
SPIB	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	0	189	15	7.517645954191465e-06	1	ADCY1 CACNA1A CHRNB4 CPLX1 DLG2 GABBR2 GAD2 GNG2 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A SYN1 TUBB2B
