TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
NR4A3	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	up	150	12	1.551386538123367e-07	0.0529997080246	ADCY1 ADCY2 ADCY5 CACNA1B CAMK2B CHRM4 GNAO1 GNG4 ITPR1 PRKCG PRKD1 RGS9
MAFA	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	up	181	11	1.590146974095319e-07	0.0543237140319	GNG2 GNG4 KCNB2 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNK16 KCNK17 KCNK3 KCNMB2
RFX6	REACTOME	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	5	up	179	4	1.619142441233734e-07	0.0553141155629	INSM1 NEUROD1 NKX2-2 PAX4
HMBOX1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	70	13	1.9716618815390774e-07	0.0673568990281	ADCY1 ADCY2 ADCY5 CHRNB4 CPLX1 HCN4 KCNH7 KCNJ6 KCNK3 LIN7A PPM1E SNAP25 TUBB4A
FEV	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	up	154	12	2.0698707570154795e-07	0.0707117527495	ADCY1 ADCY2 ADCY5 CACNA1A GJD2 GNAO1 GNG2 GNG4 ITPR1 PRKCH RGS17 RGS9
SOX4	REACTOME	REACTOME_NEURONAL_SYSTEM	410	down	137	18	2.3640857382822844e-07	0.0807626062169	ABCC8 ADCY2 CACNA1A DLG2 GNG2 GNG4 GRIK5 HCN4 KCNB2 KCNH3 KCNH6 KCNMA1 KCNMB2 LRRTM3 SNAP25 STX1A TUBA1A TUBB2B
GATA2	REACTOME	REACTOME_PEPTIDE_HORMONE_METABOLISM	90	up	130	9	2.3801867432560186e-07	0.0813124155605	AGT CPB1 CPE GHRL ISL1 KIF5A KIF5C PCSK1 STX1A
TFCP2L1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	155	19	3.306507012634796e-07	0.112957223216	ADCY1 ADCY5 CACNG4 CHRNB2 CHRNB4 CPLX1 GABBR2 GNG4 GRIK5 KCNH7 KCNH8 KCNJ2 KCNMB2 LRFN1 PPM1E PRKCG STX1A TUBA1A TUBB4A
NEUROG3	REACTOME	REACTOME_CARDIAC_CONDUCTION	137	up	184	12	4.596359786113169e-07	0.157020843013	ATP1A3 CACNA1C CACNA2D1 CACNG4 CAMK2B FGF14 KCNH2 KCNIP3 KCNK3 SCN2A SCN3A SLC8A1
NEUROD1	WP	WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	162	up	102	10	4.7477895381842217e-07	0.162193511424	CHRNB4 GCK KCNH2 MAP2 NEUROD1 NKX2-2 POU2F2 RET SSTR2 TP73
LMX1A	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	up	166	9	5.50066434401586e-07	0.187912595187	ABCC8 ADCY5 CACNA1A CACNA1C GNG2 RAPGEF4 SNAP25 STX1A SYT5
NEUROD1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	102	15	5.541552260401872e-07	0.189308845854	ABCC8 ADCY2 CAMK2B CHRNA3 CHRNB4 CPLX1 KCNB2 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1 STXBP1 TUBB4A
TFCP2L1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	155	15	6.259193808810792e-07	0.213824075219	ADCY1 ADCY5 CACNG4 CHRNB2 CHRNB4 CPLX1 GABBR2 GNG4 GRIK5 KCNJ2 PPM1E PRKCG STX1A TUBA1A TUBB4A
SIX2	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	up	113	10	6.868930486625402e-07	0.234652968819	ADCY5 CACNA1A CACNA1B GNAO1 ITPR1 PRKCG PRKCH RGS17 RGS5 SLC8A1
ETV1	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	up	205	13	6.902569549271931e-07	0.2358014394	CACNA1A CACNA1B CAMK2B CHRM4 GJD2 GNAO1 GNG2 GNG4 PRKCG RGS17 RGS4 RGS5 SLC8A1
SMAD9	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	157	15	7.383014157813506e-07	0.252213361549	ADCY5 CACNA1B CAMK2B CHRNB4 CPLX1 GABBR2 GABRB3 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A PPM1E PRKCG STXBP1
MAFB	WP	WP_SYNAPTIC_VESICLE_PATHWAY	52	up	192	8	7.545204609993306e-07	0.257753243723	CACNA1A CPLX1 CPLX2 SLC18A1 SNAP25 STX1A SYN1 SYP
GATA2	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	up	130	9	7.596107066687452e-07	0.259491373116	ABCC8 KCNG1 KCNH6 KCNH7 KCNH8 KCNJ6 KCNK3 KCNMA1 KCNMB2
RFX6	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	179	16	7.744418079047577e-07	0.264557065998	CACNA1A CACNB2 CACNG4 CAMK2B CHRNA3 GABBR2 GAD2 GNG2 GNG4 GRIK5 LIN7A PPM1E PRKCG SNAP25 TUBA1A TUBB4A
LMX1A	REACTOME	REACTOME_INSULIN_PROCESSING	27	up	166	6	8.601234212646247e-07	0.293825901815	CPE KIF5A KIF5C PCSK1 PCSK2 STX1A
TFCP2L1	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	up	155	13	8.633781312106237e-07	0.294936876647	ADCY1 ADCY5 CACNG4 CHRNB2 CHRNB4 GABBR2 GNG4 GRIK5 KCNJ2 PPM1E PRKCG TUBA1A TUBB4A
LMX1A	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	up	166	10	1.0135503225594533e-06	0.346235885039	ABCC8 ADCY2 ADCY5 CACNA1A CACNA1C GNG2 RAPGEF4 SNAP25 STX1A SYT5
GATA2	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	up	130	9	1.1358656510918053e-06	0.388018521607	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CACNA1C ITPR1 SNAP25 STX1A
NEUROG3	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	184	20	1.1395624638366186e-06	0.389280235459	ABCC8 ADCY5 CACNA1A CACNG4 CAMK2B CHRNB4 CPLX1 DLG2 GABBR2 GABRB3 GNG4 KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2 LRRTM3 SNAP25 STX1A
SOX4	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	down	137	9	1.181495290936141e-06	0.403603517365	ABCC8 GNG2 GNG4 HCN4 KCNB2 KCNH3 KCNH6 KCNMA1 KCNMB2
NEUROD1	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	up	102	8	1.2518313984299922e-06	0.427629361198	ABCC8 KCNB2 KCNH2 KCNH8 KCNJ11 KCNK17 KCNK3 KCNMA1
FEV	REACTOME	REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	48	up	154	7	1.2664807934603672e-06	0.432632372008	ADCY1 ADCY2 ADCY5 GNG2 GNG4 PRKCH RGS17
RFX6	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	up	179	10	1.3001768217613119e-06	0.44414170249	GABBR2 GNG2 GNG4 HCN4 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16
NR4A3	WP	WP_G_PROTEIN_SIGNALING_PATHWAYS	96	up	150	9	1.3906161799859262e-06	0.475034487083	ADCY1 ADCY2 ADCY5 GNAO1 GNG4 ITPR1 PDE8B PRKCG PRKD1
HMBOX1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	70	10	1.4148605866903807e-06	0.483314961553	ADCY1 ADCY2 ADCY5 CHRNB4 CPLX1 KCNJ6 LIN7A PPM1E SNAP25 TUBB4A
NEUROG3	REACTOME	REACTOME_PHASE_0_RAPID_DEPOLARISATION	42	up	184	7	1.6314785257209863e-06	0.557309801429	CACNA1C CACNA2D1 CACNG4 CAMK2B FGF14 SCN2A SCN3A
TFCP2L1	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	up	155	11	1.7163849401757858e-06	0.586311946409	ADCY1 ADCY5 CHRM4 GNAO1 GNG4 ITPR1 PRKCG PRKCH RGS17 RGS5 RGS9
MAFB	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	up	192	9	1.8573075616368229e-06	0.634448833825	CACNA1A CACNA1C GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 STX1A SYT5
GATA2	KEGG	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	115	up	130	9	1.9272097189215742e-06	0.658325203935	ADCY1 ADCY2 ADCY5 ADORA2A CACNA1C ITPR1 KCNMA1 KCNMB2 PRKCH
SMAD9	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	up	157	11	1.947039353966673e-06	0.665096961079	ADCY5 CACNA1B CACNA1C CAMK2B GNAO1 GNG4 ITPR1 PRKCG PRKCH RGS17 RGS9
ONECUT1	WP	WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	152	up	99	9	2.013761679520165e-06	0.687886893392	ADCY2 ADCY5 CACNA1A CACNA1B CACNA1C ITPR1 PRKCH RGS17 SLC8A1
RFX6	WP	WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	162	up	179	12	2.0582885471576162e-06	0.703094901401	ATP1A3 FEV GCK KCNH2 LMX1B MAP2 NEUROD1 NKX2-2 RET SNAP25 SSTR1 TP73
SOX4	REACTOME	REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	10	down	137	4	2.2232661656129693e-06	0.759447712778	SNAP25 STX1A SV2A SV2B
MAFA	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	up	181	10	2.225733387484219e-06	0.760288267831	ADCY1 ADCY2 ADCY5 GNG2 GNG4 ITPR1 KCNJ11 RAPGEF4 SNAP25 SYT5
ASCL1	REACTOME	REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	35	up	82	5	2.2953116723956057e-06	0.784053218862	ABCC8 GABBR2 KCNJ11 KCNJ2 KCNJ6
NR4A3	REACTOME	REACTOME_G_PROTEIN_MEDIATED_EVENTS	54	up	150	7	2.4107573117770897e-06	0.823485768615	ADCY1 ADCY2 ADCY5 CAMK2B GNAO1 ITPR1 PRKCG
ARX	REACTOME	REACTOME_NEURONAL_SYSTEM	410	down	50	10	2.5343944958233777e-06	0.865716212645	CAMK2B DLG2 KCNB2 KCNJ2 KCNK17 PRKCG SNAP25 STX1A SYN1 TUBB2B
PAX6	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	up	113	8	2.722171128288764e-06	0.929855547028	GABBR2 GNG2 HCN4 KCNJ11 KCNJ2 KCNJ6 KCNMA1 KCNMB2
SMAD9	REACTOME	REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	35	up	157	6	3.1426291432490316e-06	1	ABCC8 GABBR2 GNG4 KCNJ11 KCNJ2 KCNJ6
LMX1A	WP	WP_SYNAPTIC_VESICLE_PATHWAY	52	up	166	7	3.6466805238832833e-06	1	CACNA1A CACNA1B SLC18A1 SNAP25 STX1A SYN1 SYP
NR4A3	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	up	150	12	3.775807821515542e-06	1	ADCY1 ADCY2 ADCY5 CAMK2B CHRNA3 CHRNB2 CHRNB4 DLG2 GNG4 GRIK5 KCNJ2 PRKCG
MAFB	REACTOME	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	up	192	10	3.781654896450881e-06	1	ADCY1 CACNA1A CACNA1C GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 STX1A SYT5
MAFA	KEGG	KEGG_DILATED_CARDIOMYOPATHY	90	up	181	9	3.824338778324332e-06	1	ADCY1 ADCY2 ADCY5 CACNA2D1 CACNG4 ITGA7 MYBPC3 SGCD SLC8A1
SMAD9	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	up	157	8	3.884211497662271e-06	1	ABCC8 ADCY5 CACNA1C GNG4 ITPR1 KCNJ11 STXBP1 SYT5
SOX4	REACTOME	REACTOME_PEPTIDE_HORMONE_METABOLISM	90	down	137	8	4.161244928302388e-06	1	AGT CPB1 ISL1 KIF5A MBOAT4 PCSK1 PCSK2 STX1A
MAFA	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	181	15	4.428233900788392e-06	1	ADCY1 ADCY2 ADCY5 CACNG4 CHRNB2 CHRNB4 CPLX1 GNG2 GNG4 GRIK5 KCNJ2 LIN7A PPM1E SNAP25 SYN1
ETV1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	205	16	4.62201283135677e-06	1	CACNA1A CACNA1B CAMK2B CHRNA3 CHRNB2 CHRNB4 GABRB3 GNG2 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A PRKCG SYN1 TUBA1A
FEV	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	up	154	12	4.964080225433598e-06	1	ADCY1 ADCY2 ADCY5 CHRNB2 DLG2 GNG2 GNG4 GRIK3 GRIK5 LIN7A PPM1E TUBA1A
FOXP2	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	down	23	6	5.1136246790317585e-06	1	ADCY1 ADCY5 CHRNA3 CHRNB2 STX1A TUBB4A
SPIB	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	153	17	5.39168643809429e-06	1	ADCY1 CACNA1A CPLX1 DLG2 GABBR2 GAD2 GNG2 GNG4 GRIK5 KCNB2 KCNG1 KCNJ2 KCNJ6 KCNK17 LIN7A LRRTM3 SYN1
GATA2	REACTOME	REACTOME_INSULIN_PROCESSING	27	up	130	5	5.8228574413288214e-06	1	CPE KIF5A KIF5C PCSK1 STX1A
ARX	REACTOME	REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	10	down	50	3	6.026050396346072e-06	1	SNAP25 STX1A SV2B
SMAD9	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	up	157	12	6.059906713873353e-06	1	ADCY5 CAMK2B CHRNB4 GABBR2 GABRB3 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A PPM1E PRKCG
ASCL1	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	82	10	6.154987821638258e-06	1	ADCY5 CACNA1A CAMK2B CHRNB2 GABBR2 GRIK3 KCNJ2 KCNJ6 PPM1E STXBP1
NR4A3	REACTOME	REACTOME_DAG_AND_IP3_SIGNALING	41	up	150	6	6.314349999647639e-06	1	ADCY1 ADCY2 ADCY5 CAMK2B ITPR1 PRKCG
ARX	REACTOME	REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_	13	up	134	4	6.766614655595582e-06	1	GPR119 ISL1 PAX6 PCSK1
ARX	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	down	50	8	6.863452101324441e-06	1	CAMK2B DLG2 KCNJ2 PRKCG SNAP25 STX1A SYN1 TUBB2B
MAFA	WP	WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS	21	up	181	5	7.816307514563192e-06	1	ADCY2 CHRNB2 DRD2 GNG2 KCNK3
NR4A3	REACTOME	REACTOME_OPIOID_SIGNALLING	90	up	150	8	8.145284843608103e-06	1	ADCY1 ADCY2 ADCY5 CAMK2B GNAO1 GNG4 ITPR1 PRKCG
LTF	REACTOME	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	71	down	8	3	8.19524241357783e-06	1	BST2 IFI27 XAF1
TFCP2L1	REACTOME	REACTOME_PEPTIDE_HORMONE_METABOLISM	90	down	71	6	8.526246332740683e-06	1	AGT CPE GHRL ISL1 PCSK1 PCSK2
SIX2	REACTOME	REACTOME_CGMP_EFFECTS	16	up	113	4	8.56509270663608e-06	1	ITPR1 KCNMA1 KCNMB2 PDE2A
ASCL1	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	up	82	6	8.593270731660496e-06	1	ABCC8 ADCY5 CACNA1A KCNJ11 STXBP1 SYT5
HMBOX1	WP	WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION	54	up	70	5	9.385566571373793e-06	1	ADCY1 ADCY2 ADCY5 PDE2A PDE8B
SPIB	REACTOME	REACTOME_GABA_B_RECEPTOR_ACTIVATION	43	up	153	6	9.413429119087269e-06	1	ADCY1 GABBR2 GNG2 GNG4 KCNJ2 KCNJ6
RFX6	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	up	179	8	1.0221981060265506e-05	1	CACNA1A CACNB2 GNG2 GNG4 KCNJ11 RAPGEF4 SNAP25 SYT5
PAX6	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	113	14	1.0410279285388846e-05	1	ADCY5 CHRNB2 CPLX1 GABBR2 GNG2 GRIK5 HCN4 KCNJ11 KCNJ2 KCNJ6 KCNMA1 KCNMB2 LRFN1 SNAP25
MAFA	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	up	181	8	1.1086701953266775e-05	1	ADCY5 GNG2 GNG4 ITPR1 KCNJ11 RAPGEF4 SNAP25 SYT5
PAX6	REACTOME	REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	35	up	113	5	1.1132897848709078e-05	1	GABBR2 GNG2 KCNJ11 KCNJ2 KCNJ6
GATA2	REACTOME	REACTOME_REGULATION_OF_INSULIN_SECRETION	78	up	130	7	1.1305659745053376e-05	1	ABCC8 ADCY5 CACNA1A CACNA1C ITPR1 SNAP25 STX1A
ETV1	REACTOME	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	580	up	205	24	1.1555889195102864e-05	1	ANK2 CDK5R1 CRMP1 DCX EFNB3 EPHA4 EPHA8 EPHB3 EVL GAP43 GFRA1 GFRA3 ISL1 NCAM1 NFASC PLXNC1 PMP22 RET ROBO1 SCN1B SCN3A SPTBN4 TUBA1A VAV3
HMBOX1	REACTOME	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	up	70	8	1.2222294977881631e-05	1	ADCY1 ADCY2 ADCY5 CHRNB4 KCNJ6 LIN7A PPM1E TUBB4A
ZNF846	REACTOME	REACTOME_CARDIAC_CONDUCTION	137	down	50	6	1.2239967746241476e-05	1	CAMK2B FGF14 ITPR1 KCNH2 KCNJ11 SCN1B
NEUROG3	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	up	184	9	1.3312402939447132e-05	1	ABCC8 GABBR2 GNG4 KCNH2 KCNH7 KCNJ6 KCNK3 KCNMA1 KCNMB2
POU2F2	WP	WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_MAPK_SIGNALING	36	up	54	4	1.337848949423126e-05	1	BCL2 BST2 IFI27 MAPK10
SPIB	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	153	13	1.4803299648646906e-05	1	ADCY1 CACNA1A CPLX1 DLG2 GABBR2 GAD2 GNG2 GNG4 GRIK5 KCNJ2 KCNJ6 LIN7A SYN1
GATA2	REACTOME	REACTOME_CGMP_EFFECTS	16	up	130	4	1.4923559769175476e-05	1	ITPR1 KCNMA1 KCNMB2 PDE2A
SOX4	WP	WP_SYNAPTIC_VESICLE_PATHWAY	52	down	137	6	1.5416954696978458e-05	1	CACNA1A CPLX2 SLC18A1 SNAP25 STX1A SYP
LMX1A	REACTOME	REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_	13	up	166	4	1.5796661692157876e-05	1	GPR119 ISL1 PAX6 PCSK1
