	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD2	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	SIX2	SMAD9	SOX4	SPIB	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1	1	0.08302638328328193	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_DILATED_CARDIOMYOPATHY	1	1	1	1	0.07845654212971098	1	1	0.027801443248542834	0.05585953669735588	1	0.0004919959325552226	1	1	1	1	1	1	1	0.05063776330683467	1	1	1	1	1	1	0.03615081981893398	1	1	1	1	1	1	1	0.016149380527504698	1	0.014278558705694944	1	1	0.08448898590401943	1	1	1	0.02493157686479175	1	1	0.0012537509778240974
KEGG_ECM_RECEPTOR_INTERACTION	1	0.040265549955572744	1	1	1	1	0.020789476272966012	1	1	1	1	1	1	1	1	1	1	1	0.04474708135193983	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08817927629486721	1	0.01130504215351813	1	1	1	1	1	1	1	1	1	1
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015510399477886239	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03361941158698667	1	1	0.051772941542367557	1	1	1	1	1	1	1
KEGG_ERBB_SIGNALING_PATHWAY	1	0.0043368576644809975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09358368461030442	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_FATTY_ACID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012294696781107617	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028456049909672654	0.023824884666610258	1	1	1	1	1	1	1	1	1	1	1	0.07939458412502765	1	0.04891010163450782	1	1	0.067457035231418	1	1	1	1	1	1	1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	1	0.051192036648322725	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04064941736855299	1	1	1	1	1	1	1	1	0.016329544846634847	1	1	1	0.019154529103086126	1	1	1	1	0.09427402086300163	1	1	1	1	1	1	1
KEGG_FOCAL_ADHESION	1	0.03944191946609965	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.062064342215096824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GAP_JUNCTION	1	0.04560572565028753	1	1	1	1	1	1	0.05585953669735588	1	0.0004919959325552226	1	1	0.012459817240514148	1	1	1	1	0.05063776330683467	1	1	1	1	0.0007116966446757411	1	1	1	0.0018606075751692597	1	1	1	1	0.001997138981763902	0.09908210859144884	1	0.014278558705694944	0.0018606075751692597	1	1	1	1	1	1	1	1	1
KEGG_GLIOMA	1	0.0018945313077701753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05647197616129673	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GNRH_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.013212764724034098	1	1	0.015512924859634958	1	1	0.02058317717670821	1	0.06210936601233086	1	1	1	1	1	1	1	1	0.030856818135994724	1	1	1	1	1	1	1	0.020923777531583587	1	1	0.017077614792914808	1	1	1	1	1	0.056025701524469174	1
KEGG_HEDGEHOG_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003526167915425038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1	1	1	1	0.06818988157728956	1	1	0.022543385286128537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03116861538008886	1	1	1	1	1	1	1	0.08639956466893617	1	0.05518079335181958	1	1	1	1	1	1	0.021436985626107075	1	1	0.0010675637261304827
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020138550040580183	1	0.04177012955500892	1	1	1	1	1	1	1	1	1	1	1	1	0.08159313067494134	1	1	1	1	0.031262848041688995	1	1	1	1	0.0034999400489758026	1	1	1	1	1	1	1
KEGG_LONG_TERM_POTENTIATION	1	0.028840606877900576	1	1	1	1	1	0.09203875824765417	1	1	1	1	1	0.007688710080755556	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0155527770831696	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028840606877900576	1
KEGG_MAPK_SIGNALING_PATHWAY	0.09023895045893437	1	1	1	1	1	1	1	1	1	1	1	0.010533962154590681	0.09023895045893437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006702045173997195	1	1	1	1	1	0.03088156905377204	1	1	1	1
KEGG_MELANOGENESIS	1	0.056025701524469174	1	1	1	1	1	1	1	1	0.013212764724034098	1	1	0.015512924859634958	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_MELANOMA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0063100739812583795	1	1	1	1	1	1	1	1	1	1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.09312803861428331	1	1	1	1	1	1	1	0.005810668134872743	1	0.08064255797065822	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06873693294534033	1	1	1	0.09991886686328055	1	1	1	1	0.07725621959041984	1	1	1	1	1	1	1	1	1	0.0031707522421680068	1	1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1	0.08236546885728602	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05573354228521943	1	1	1	1	1	1	0.09391685226523783	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011059227051165688	1	1	1	1
KEGG_NON_SMALL_CELL_LUNG_CANCER	1	0.01775590981311037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.040488024070073125	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_OOCYTE_MEIOSIS	1	1	1	1	1	1	1	1	1	1	0.016348671137431214	1	1	0.01917202353219294	1	1	1	1	0.07552301529250993	1	1	1	1	1	1	1	1	0.03788969732437608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06824195085122442	1
KEGG_PATHWAYS_IN_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09367715065944004	0.07496499607957685	1	1	0.09341954052115653	1	1	0.011430801953715486	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03678072099880958	1	1
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0058139160774204335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PPAR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03127728582007028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1	1	1	1	1	1	1	1	1	1	0.009499354153847062	1	1	0.011170751471827778	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08996999195115563	1	0.011769973115341004	1	1	1	1	1	1	1	1	1	1
KEGG_PROSTATE_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0033418950305670325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	1	1	1	1	1	1	1	1	0.004225175066475795	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PURINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	0.030921481978161802	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06961436986642644	1	1	1	1	1	1	1	1	1
KEGG_PYRIMIDINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013543926446550336	1	1	1	1	1	1	1	1	1	1	1
KEGG_PYRUVATE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06458692337952932	1	1	1	1	1	1	1	1	1	1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02642846294415424	1	1	1	1	1	1	0.05641175804391585	0.06990782968675613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	1	0.00906451326072899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.058988833592510836	1	1	1	1	1	1	1	1	1	1
KEGG_TIGHT_JUNCTION	0.02562888461318591	0.08916456335395762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07153299465965146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	0.05701117564801417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.045348442802795264	1	1	1	1	1	1	1	1	1	0.021607472419034046	1	1	1	1	1	1	1	1	1	1
KEGG_TYPE_II_DIABETES_MELLITUS	1	1	1	1	0.024360212033568307	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0014024070340027395	1	1	1	1	1	0.006476159429406492	1	1	1	1
KEGG_TYPE_I_DIABETES_MELLITUS	1	1	1	1	1	1	1	0.038982637175040025	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022354389820024245	1	1	1	1	1	1	1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.050238566751637403	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.01981411678420819	1	0.01833209569250782	1	1	1	1	0.05139411138369243	1	1	0.01689953770514585	1	1	0.01981411678420819	1	1	1	1	0.07784211966821275	1	0.05617317622707341	1	1	0.02134464604793551	1	1	1	0.03911664879368226	1	0.022922741185016138	1	1	0.0032358391162153888	1	1	0.03174869635301725	1	1	0.0033928553095197156	1	1	1	1	1	1	1
KEGG_VEGF_SIGNALING_PATHWAY	1	0.033552068653958544	1	1	1	1	1	1	1	1	1	1	1	0.009010960030118809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07426587978906363	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_WNT_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0010924262750422464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0636111073663711	1	1	1	1	1	1	0.04590066046713004	1	1
NABA_COLLAGENS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006718012849848964	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0022093935965391553	1	1	1	1	1	1	1	1	1	1	1	1
NABA_CORE_MATRISOME	1	1	1	1	1	1	0.03586426377934171	1	1	0.05861098333163839	0.08217841787442925	0.028437660165837486	1	1	0.06425158877726811	1	1	1	1	1	0.0634165670823732	1	1	1	1	1	1	1	0.0008648397906806382	1	1	1	1	0.0011820286994611573	0.08845798627368973	0.06690504069582748	1	1	0.06060534828787467	1	1	1	1	1	1	1
NABA_ECM_AFFILIATED	1	1	0.03781851591585139	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NABA_ECM_GLYCOPROTEINS	1	1	1	1	1	1	0.09493126990143808	1	1	1	1	0.08141765910417376	1	1	0.0349825968200711	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008363550304870682	1	1	1	1	0.02871544278591298	1	1	1	1	1	1	1	1	1	1	1	1
NABA_ECM_REGULATORS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01497586603593326	1	1	1	1	1	1	0.07931354050333017	1	1	0.022159402961538843	1	0.07347913922892035	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NABA_MATRISOME	1	1	1	1	1	0.0010499437663662459	0.016496071923358335	1	0.06650021072391954	1	0.029143004699863972	0.010112210596562754	1	1	1	0.06372993103643487	0.02197248927512141	1	1	1	1	0.01066224924626058	1	0.047042630342426395	1	1	0.07447515146541195	1	0.0001926259531410679	1	1	1	1	0.0025161941444798996	1	0.06598104537176375	1	1	0.008126893152095471	1	1	1	1	1	0.037646734467820187	1
NABA_MATRISOME_ASSOCIATED	1	1	1	1	1	0.005403674115021739	1	1	0.09736777486317816	1	1	1	1	1	1	1	0.07989068471187344	1	1	1	1	0.001603967920517535	1	0.01427519145277123	1	1	1	1	0.032440475458845985	1	1	1	1	1	1	1	1	1	0.047814504064310426	1	1	1	1	1	0.022207419469945644	1
NABA_PROTEOGLYCANS	1	1	1	1	1	1	1	1	1	0.001135679460897654	0.0016691286162480168	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.050932753569665534	1	1	0.015140924637175757	1	1	1	1	1	1	1
NABA_SECRETED_FACTORS	1	1	1	1	1	1	0.061792121507096676	1	0.05732839698541803	1	1	1	1	1	1	1	1	1	1	1	1	6.707351624979374e-05	1	0.02907372054253332	1	1	1	1	0.05135542854018227	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00936500136049545	1
PID_AJDISS_2PATHWAY	1	1	1	1	1	1	1	0.047577648924931326	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_AMB2_NEUTROPHILS_PATHWAY	1	1	1	1	1	1	1	0.0357306897797941	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020439741877865014	1	1	1	1	1	1	1
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.033905384080731626	1	1	1	1	1	1	1	1	1	1	1	1
PID_AR_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003378594641900712	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04088110945278778	1	1	1	1	1	1	1	1	1	1
PID_AVB3_INTEGRIN_PATHWAY	1	1	1	1	1	1	0.01637572048229541	1	1	1	1	1	1	1	1	0.01819850346701557	1	1	1	1	0.02520845994430798	1	1	1	1	1	1	1	1	0.009942710018540746	1	1	1	0.0709092836895947	1	1	1	1	1	1	1	1	1	1	1	1
PID_AVB3_OPN_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01435147094116862	1	1	1	1	0.011997284041312506	1	1	1	1	1	1	1
PID_BCR_5PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02737044697984814	1	1	1	1	0.05342232227232846	1	1	1	1	0.04514877222599201	1	1	1	1	1	1	1
PID_BETA_CATENIN_NUC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08112836223942255	1	1	1	1	1	1	1	1	1	1	1	1
PID_CMYB_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02192261765735204	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_CONE_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008049858520073117	1	1	1	1	0.006710705378092041	1	1	1	1	1	1	1
PID_CXCR3_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07330102716484133	1	1	1	1	1	1	1	1	1	1
PID_CXCR4_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08576244181890202	1	1	1	1	1	1	1	1	1	1
PID_E2F_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020554271854793527	1	1	1	1	1	1	0.03589145999907217	1	1	1	1	1	1	1	0.016838424008488784	1	1	1	1	1	1	1	1	1
PID_ENDOTHELIN_PATHWAY	0.006268340353887125	1	1	1	1	1	1	1	1	1	0.005318798140618974	1	1	0.006268340353887125	1	1	1	1	1	1	1	1	1	0.00676993530666381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_ER_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0034529373576354105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06458692337952932	1	1	1	1	1	1	1	1	1	1
PID_FGF_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014422553514421232	1	1	1	1	1	1	1	1	1	0.01938444542081963	1	1	1	1	1	1	1	1	1	1
PID_HEDGEHOG_2PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.001614690367022109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_HEDGEHOG_GLI_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08859372951525968	1	1	1	1	1	1	1	1	1	1
PID_HNF3B_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012552081782701063	1
PID_INTEGRIN1_PATHWAY	1	1	1	1	1	1	0.013177688701283219	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029829042349829527	1	1	1	1	0.0580193226539073	1	0.031155600761219926	1	1	1	1	1	1	1	1	1	1
PID_INTEGRIN_A4B1_PATHWAY	1	1	1	1	1	1	0.003425982163383967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01617255541700069	1	0.04580404728646226	1	1	1	1	1	1	1	1	1	1
PID_INTEGRIN_A9B1_PATHWAY	1	1	1	1	1	1	0.0019726317135299043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009472803538248975	1	0.027456824723131712	1	1	1	1	1	1	1	1	1	1
PID_LIS1_PATHWAY	1	1	1	1	0.009068827200661711	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03390626665968588	1	1	1	1	1	1	1	1	1	1
PID_LKB1_PATHWAY	1	1	1	1	0.0018037602254965535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0854633951192898	1	1	1	1	1	1	1	1	1	1
PID_LPA4_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.00030086121466066373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_LYSOPHOSPHOLIPID_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.00565271394325273	1	1	1	1	1	0.008900684924022073	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05647197616129673	1	0.029960808105609193	1	1	0.0051337919102468765	1	1	1	1	1	1	1
PID_MYC_ACTIV_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07939458412502765	1	1	1	1	1	1	1	1	1	1	1	1
PID_NFAT_3PATHWAY	0.004474283374292454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_P38_MK2_PATHWAY	1	1	1	1	1	1	1	0.010049490414187123	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_P53_DOWNSTREAM_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.02346871127119221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
