	ASCL1	ETV1	FEV	GATA2	HES4	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROG3	NR4A3	PAX6	POU2F2	RFX6	SMAD9	SPIB	TFCP2L1
REACTOME_NEURONAL_SYSTEM	9.178543480814483e-10	1.825284368095481e-11	4.552834687032714e-08	8.125237349609904e-08	1	4.496315825108788e-06	3.3130753696042348e-09	2.6727658286596068e-06	8.597567102697212e-12	7.806111312902431e-11	1.4677913944272092e-06	7.98266489798749e-07	1.5538192954522856e-10	2.8336739070766725e-06	2.3482854367706807e-06	2.3926194359091824e-11	5.363332000740684e-11	5.128909186247199e-09	8.503194137698955e-08
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	0.0010786429778230078	8.613918249467112e-06	0.0002664841250631378	0.023433928956743344	1	0.0005029949970027925	0.00015527915282043114	0.00416206672937014	3.808448741149384e-06	0.002730209601986	0.062377210334828126	0.042861003027057865	4.001717827806228e-05	0.0020000710358476503	0.014808041419931195	5.018184672245241e-07	1.6939552115458056e-06	4.237619295244244e-05	6.059906713873353e-06
REACTOME_PEPTIDE_HORMONE_METABOLISM	1	2.412871999424304e-06	0.0009419871320803797	3.0368318970630526e-09	1	1	0.0	1	0.0027534683940064753	2.2101753958225778e-05	0.027801443248542834	0.0008844594563657271	0.0047245511375888505	0.00047986321500725904	1	1	0.002588218690147026	0.00011282119711231164	0.0920079006370047
REACTOME_PHASE_0_RAPID_DEPOLARISATION	0.0017256846112599922	6.366928702061792e-05	0.015669170581914083	0.0010467858998378654	1	0.018117969459233385	0.021142701134809316	0.008101576487223205	1	0.0007008158397173725	1	3.9488908809559575e-08	0.01420620208404677	0.0011604891602927658	0.000948620257520516	1.6496929318932096e-05	7.497297079717136e-05	0.00014996119512089567	0.013505415474176052
REACTOME_POTASSIUM_CHANNELS	6.195684298937465e-09	4.2354231233332484e-11	0.00031587908815611243	1.4817529565780418e-05	1	0.0016442884288196957	1.451677466879353e-05	0.000532887194895415	6.400888707958075e-10	2.1651680448542265e-11	5.569498096047454e-08	5.82793926673375e-07	0.0002523563792246053	2.0105229709965755e-06	4.432455402714197e-07	9.523437478620167e-07	1.2439866259317256e-07	3.670163510527402e-05	3.064863842316967e-05
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	1	1	1	1	1	1	1	0.0009442859965674844	1	1	1.3093728212787425e-08	0.0014974472604585287	1	1	1	1.411560502928566e-07	1	1	1
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.00099846150012739	0.009697709296394241	5.872312447419148e-06	0.0001897174897421694	1	0.006668680014171535	1.4269942075761932e-06	0.007310655794596221	0.0013240714175765111	6.811291778374695e-06	0.019154529106745866	0.0004122960595547287	0.014827326008605146	0.010893555633405771	1	7.961303297054911e-06	0.0013745605899050384	0.00037360654892104606	0.06588321046051238
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_	1	1.4195528001970104e-06	0.000509395920743505	0.0003222559085385157	1	1	1.1413265554871543e-08	1	0.01673237142750794	1	1	0.0004916563385992667	0.010435803744793248	0.008751898004525804	1	0.012118596456918151	1	1.4000213268805517e-05	1
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.00013899064619304902	2.658649322362372e-06	7.562935586125086e-06	0.0006561407904012162	1	4.955903429537667e-05	2.5263553038445963e-07	0.00032565684846608267	1.003015932310447e-06	1.5043958742411156e-05	0.04637777969310419	0.001961621326206364	1.6702196004025893e-07	0.000814287423112181	0.0014721395159436046	2.382143482471122e-09	1.5030405120519674e-07	1.820998776214111e-07	3.946692945011598e-06
WP_DOPAMINERGIC_NEUROGENESIS	1	0.08875601557048984	0.006183159717273901	1	1	1	0.008453666317879693	1	0.011011978968528569	0.01414218751017704	0.0013131540236839268	0.0004895260748082331	0.05091463600591806	0.0003148809189159607	1	2.127097801785105e-06	0.0037694156566445702	0.051483612077398044	0.049221794279323605
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	0.00031202646208883245	1.7042949383316852e-05	3.7814835347926845e-05	1.3542824331969072e-06	1	0.045622302655690006	9.859624146324464e-05	0.0001981960958782336	0.0009634833906696505	2.131873569766185e-05	2.636244295528556e-06	3.409023689437962e-05	0.0007985398237446706	7.793793512811398e-05	1	2.6758002591442676e-08	0.028339458386996363	0.04834592414329275	0.0007054292399895079
WP_SYNAPTIC_VESICLE_PATHWAY	1	0.0002151114573570867	0.0004777925041837827	0.0023303512380765667	0.006172092619988745	0.0021212801908151446	7.7223815500016e-06	0.0001539337118163786	0.008554092692469095	2.4856278648677232e-06	1	0.00045202751504658245	3.71111835614224e-05	0.0025773536981326117	0.02402877584662555	0.030617862480265323	0.0021561937149008337	0.0036640090056527796	0.0033484504284654326
