	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
KEGG_CELL_ADHESION_MOLECULES_CAMS	1	1	1	0.03874278625220329	1	1	1	1	1	1	1	1	1	1	1	1	0.0753613209034294	0.06131450384695536	1	1	0.011075191451192623	1	1	1	1	1	1	1	1	1	1	1	1	0.0035002100745546993	1	0.08841535462333305	1	1	1	1	1	1	1	1	1	1	1
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1	1	0.08066943372523516	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03905760019786031	1	1	1	1	1	1	1	0.09207027821591707	1	1	1	1	1	1	1	1	1	1	1
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0039045517356243176	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003083118308437549	1	1	1	1	1	1
KEGG_DILATED_CARDIOMYOPATHY	1	1	1	1	1	1	1	0.0063208928094949934	1	1	0.014450195532340615	1	1	1	1	1	1	1	1	0.0804516866086924	0.03920866158382408	1	0.007292591955857741	1	1	1	1	1	1	1	1	1	1	0.008678006790658888	1	0.005654747870148302	1	1	1	0.024215878436987692	1	1	1	0.03615081981893398	1	1	1
KEGG_ECM_RECEPTOR_INTERACTION	1	0.040265549955572744	1	1	1	1	0.0242638856555748	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05921188093322338	1	0.021821258637550134	1	1	1	1	1	1	1	1	1	1	1
KEGG_ENDOCYTOSIS	0.030225374264217342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027446385451288524	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_ERBB_SIGNALING_PATHWAY	1	0.0003219049440204014	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09798679482767181	1	1	1	1	1	1	1	1	1	0.08955441317839541	1
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053111700195141	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.009135352843109179	0.051192036648322725	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07476400560977314	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_FOCAL_ADHESION	1	0.006722696292045693	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09271470728098308	0.040898543207514515	0.09271470728098308	1	1	1	1	1	1	1	1	1	1
KEGG_FOLATE_BIOSYNTHESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002483619625549438	1	1	1	1	1	1	1
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022863135482457664	1	1	1	1	1	0.016298156923267526	1
KEGG_GAP_JUNCTION	1	0.00476875911215513	0.021171575831350986	1	1	1	1	1	0.05585953669735588	1	0.014450195532340615	1	1	1	0.006553851712742476	1	1	1	1	1	1	1	1	1	1	1	1	0.009721775956286871	1	1	1	1	1	1	1	0.02727883769382744	0.022396376393965745	1	1	1	1	1	1	0.03615081981893398	0.01997589804681177	1	1
KEGG_GLIOMA	1	0.0018945313077701753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLUTATHIONE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006097669751590318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCEROLIPID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007022686765670638	1	1	1	1	0.044855979852420624	1	1	1	1	1	1	1
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05073911125251396	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GNRH_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03746073076304657	1	1	1	1	1	1	1	1	1	0.01212376352878708	1	1	1	1	1	0.011870567868183413	1	1	1	1	1	0.032556727723276224	1	1	1	1	1	1	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1	1	1	1	0.08829411968343748	1	1	0.004747823703045051	1	1	1	1	1	1	1	1	1	1	1	1	0.03382797923469638	1	1	1	1	0.027345296533840102	1	1	1	1	1	1	1	0.05797301793510967	1	0.020983077537324424	1	1	1	1	1	1	1	0.0026376898539576255	1	1	1
KEGG_JAK_STAT_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09418014154112753	1	1	1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05935956947811649	0.04810020008511484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017182927144331672	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_LONG_TERM_POTENTIATION	1	0.028840606877900576	1	1	1	1	1	1	1	1	1	1	1	1	0.004016152429646924	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0614843826725372	1
KEGG_MAPK_SIGNALING_PATHWAY	0.060995933831087035	1	1	1	1	1	1	1	1	1	1	1	0.010533962154590681	1	1	1	1	1	1	1	0.06578774730547399	1	1	1	1	1	1	0.07224684115035607	1	1	1	1	1	0.03661791672814063	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_MELANOGENESIS	1	0.056025701524469174	1	1	1	1	1	1	1	1	1	1	1	1	0.00819103693276757	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_MELANOMA	1	1	1	1	1	1	0.01770521148135873	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025359472572240915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06094523650336048	1	1	1	1	1	1	1	1	1	1	1
KEGG_MTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007880368057923692	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.06302369602617786	1	1	1	1	1	1	1	0.0009922908629640403	1	0.017573997337657743	1	1	1	1	1	0.06521823365272417	1	1	1	1	1	1	1	0.0056168714842013134	1	1	1	1	0.023319127894593006	1	1	1	1	1	1	1	1	1	0.039798915477548324	1	1	1	1	1	0.07167701243458513	1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1	0.08236546885728602	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_NON_SMALL_CELL_LUNG_CANCER	1	0.01775590981311037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_P53_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011045970647102554	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1	0.019017051138449648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014925345493685072	0.008083607488853839	1	1
KEGG_PATHWAYS_IN_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04336009054297907	1	1
KEGG_PPAR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.050497619107044756	1	1	1	1	1	0.0193716890966964	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1	1	1	1	0.09193425051972481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06045993355710855	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PROSTATE_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03842105549446617	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	1	1	1	1	1	1	1	1	0.004225175066475795	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_RENAL_CELL_CARCINOMA	1	0.028840606877900576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05181137617859144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	1	0.00906451326072899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08322625564950259	1	1	1	1	1	1	1	1	1	1	1
KEGG_TGF_BETA_SIGNALING_PATHWAY	1	1	1	1	0.09377074129507434	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.061717065369157664	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TIGHT_JUNCTION	0.016766639770248615	0.08916456335395762	0.042837812571025036	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0102173050072073	1	1	1	0.07727276766198155	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	0.05701117564801417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08297886776048702	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TYPE_II_DIABETES_MELLITUS	1	1	1	1	0.03214605392779313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021483659143138434	1	1	1	1	1	1	1	1	1	1	1
KEGG_TYPE_I_DIABETES_MELLITUS	1	1	1	1	1	1	1	0.048206439158179015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.035365232717385786	1	1	1	1	1	1	1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	1	0.06305028898521581	1	0.026438865060059213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1	1	0.03333898098891397	1	1	1	1	0.014651076126287799	1	1	0.022922741185016138	1	1	1	0.010513020213480884	1	1	1	1	1	1	0.02969236808781528	1	1	1	1	1	0.01551741055213629	1	1	1	1	1	1	1	0.015372088807610984	1	1	1	0.00817381822911134	1	1	1	1	1	1	1
KEGG_VEGF_SIGNALING_PATHWAY	1	0.033552068653958544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049567737439450976	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_VIBRIO_CHOLERAE_INFECTION	1	0.01775590981311037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_WNT_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00040734479858661743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0067759703721421705	1	1	1	1	1	1	1	0.05157270231214728	1	1
NABA_CORE_MATRISOME	1	1	1	1	0.08265155821654879	1	1	0.025373931442838504	1	1	1	1	1	1	1	1	1	0.05022202439968515	1	0.05565142211341101	0.07055456992842057	1	1	1	1	1	1	1	0.053381951093182556	1	1	1	1	1	1	0.00833240725203388	1	1	1	1	1	1	1	1	1	1	1
NABA_ECM_AFFILIATED	1	1	0.00862786781557534	1	0.08180756988126325	1	0.08579687970437821	1	1	1	1	1	1	0.0033197125103041625	1	1	1	1	1	1	1	1	1	1	0.022043054710845	1	1	1	1	1	1	1	1	1	1	1	0.07075625807485841	1	1	1	1	1	1	1	0.06359904579015652	0.01662546342588156	0.006935161034257509
NABA_ECM_GLYCOPROTEINS	1	1	1	1	0.029907328217705476	1	1	1	1	1	1	0.06445606025696238	1	1	1	1	1	1	1	0.08303014698674893	0.03069155152962577	1	1	1	1	1	1	1	0.022738647722008953	1	1	1	1	0.06451493025036381	1	0.03843866312594557	1	1	1	1	1	1	1	1	1	1	1
NABA_ECM_REGULATORS	1	1	1	1	1	1	1	1	1	1	1	0.013604368532484368	1	1	1	1	1	0.005664449134418659	1	0.0014998299401572934	1	1	1	1	1	1	0.0497178207874287	1	0.03734846249550783	1	1	1	1	0.00513182941775181	1	0.08195400373244077	1	0.015999196323025155	1	0.0821179513523338	1	1	1	1	1	1	1
NABA_MATRISOME	1	1	0.01199486647955561	1	1	0.019496256341601903	0.007779404325899408	0.07552006604300687	0.027675978778960553	1	1	0.018615772879879366	1	0.012924220761312055	1	1	1	0.01066224924626058	1	5.933718067807625e-05	1	1	1	1	1	1	0.0646967858039742	1	0.0036231583489071406	1	1	1	1	0.007667532584569092	1	0.005127972261835145	1	0.04821932337476009	1	0.04881173251195714	0.0310625720073453	1	0.029856794799051345	1	0.034413237304873	0.013803825420344085	0.037165794325976775
NABA_MATRISOME_ASSOCIATED	1	1	0.009852756093339354	1	1	0.0082826190266021	0.005045097487880512	1	0.09736777486317816	1	1	0.07196192378487565	1	0.005403674115021739	1	1	1	0.07483293046340089	1	0.00046458175927244216	1	1	1	1	0.07916732878074961	1	1	1	0.027284061685278305	1	1	1	1	0.02361083395741337	1	0.09433045816302432	1	0.021472889146899043	1	0.0336790959337262	0.05904413033868372	0.07916732878074961	0.029217072369442265	1	0.03306120534931023	0.003647070439642408	1
NABA_PROTEOGLYCANS	1	1	1	1	1	1	1	0.033125198585711946	1	1	0.0023003176370848255	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07216821088961511	1	1	1	0.02414155692533604	1	1	1	1	1	1	1
NABA_SECRETED_FACTORS	1	1	0.05347453233141253	1	1	1	0.016503260772730455	1	0.014891385228245513	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07838994617238093	1	1	1	0.04758844439323473	1
PID_AJDISS_2PATHWAY	1	1	1	1	1	1	1	0.05866589130217825	0.017605843196603077	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_AMB2_NEUTROPHILS_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0323993467323721	1	1	1	1	1	1	1
PID_AR_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05825963817010393	1	1	1	1	1	1	1	1	1	1	1
PID_AVB3_OPN_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009249775892059442	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_E2F_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012650856299843083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0043598158742306214	1	1	1	1	1
PID_ENDOTHELIN_PATHWAY	1	1	1	1	1	1	1	0.0939696033429771	0.029277214582805078	1	1	1	1	1	0.0032662279629217528	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_ER_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006495789326839363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09086633973323188	1	1	1	1	1	1	1	1	1	1	1
PID_HNF3B_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0016584677593942665	1	0.0049639601322765126	0.0018734826300056406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009819339721741871	1	0.02761828641541153	1
PID_INTEGRIN1_PATHWAY	1	1	1	1	1	1	0.01542087909244938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03842940450618049	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_INTEGRIN2_PATHWAY	1	1	1	1	1	1	1	0.023329157400428957	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016917553724469903	1	1	1	1	1	1	1
PID_INTEGRIN_A4B1_PATHWAY	1	1	1	1	1	1	0.004028943475542945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010440008307838422	1	0.06508758256524527	1	1	1	1	1	1	1	1	1	1	1
PID_INTEGRIN_A9B1_PATHWAY	1	1	1	1	1	1	0.002322598853701674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006076367584898379	1	0.03947113079042386	1	1	1	1	1	1	1	1	1	1	1
PID_LIS1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04853010583052819	1	1	1	1	1	1	1	1	1	1	1
PID_LKB1_PATHWAY	1	1	1	1	0.0027694550249734995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_LYSOPHOSPHOLIPID_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016517056338470004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03737579225408527	1	0.049158733874696936	1	1	1	0.07397083427687345	1	1	1	1	1	1	1
PID_P38_MK2_PATHWAY	1	1	1	1	1	1	1	0.012588807438241756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_P53_DOWNSTREAM_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06745053651410671	1	1	1	1	1	1	1	0.048343341382486416	1	1	1	1	1	1	1	1	1	1
PID_PS1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0051820335068764045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_RET_PATHWAY	1	1	1	1	1	1	1	0.003931579915703809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08702078540611458	1	1	1	1	1	1	1	1	1	1	1
PID_S1P_S1P3_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05170193366791853	1	1	1	1	1	1	1	1	1	1	1
PID_SYNDECAN_4_PATHWAY	1	1	1	1	1	1	0.0037916252383489724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009836804626021878	1	0.061640944373992035	1	1	1	1	1	1	1	1	1	1	1
PID_THROMBIN_PAR1_PATHWAY	1	1	1	1	1	1	1	0.048206439158179015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_TOLL_ENDOGENOUS_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03661181593771179	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	1	1	1	1	1	1	1	1	1	1	2.7380030979129444e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	1	0.0018447293260367426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019108810926621533	1	1	1	1	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	1	0.005349723395849382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05170193366791853	1	1	1	1	1	1	1	0.004165094441685557	0.002219728515754249	1	1
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0020885247328470413	1	1	1	1	1	0.00628667717235587	1	1	1	1	1	1	1	0.004453186233729478	1	1	1
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004456317048326275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010440008307838422	1	1	1	1	1	0.021613868565600325	1	1	1	1	1	1	1
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	1	0.005383852918103393	1	1	1	1	1	1	1	1	0.015691957700157855	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010567665784834812	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.039127146292126436	0.021671160086365715	1	1
