	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
KEGG_CALCIUM_SIGNALING_PATHWAY		CACNA1G CACNA1H ITPR1 PRKCG TACR3					CYSLTR2 GRIN2C	CYSLTR2 TACR3						AVPR1B CACNA1A CACNA1B CACNA1E CACNA1G CAMK2B GRIN2C P2RX6 PRKCG SLC8A1 TACR3	ADCY1 ADCY2 AVPR1B CACNA1A CACNA1C CACNA1E CYSLTR2 GRIN2C ITPR1 P2RX6 PRKCG SLC8A1				ADCY1 ADCY2 ADORA2A CACNA1A CACNA1C CACNA1E CACNA1G ITPR1 P2RX6 TACR3		ADORA2A ITPR1 PRKCG						CACNA1B CYSLTR2 ITPR1 PLCG2	ADCY1 ADCY2 ADORA2A CACNA1C CACNA1E PLCG2	CACNA1B CACNA1G CAMK2B			ADCY2 CACNA1A CACNA1B CACNA1C CACNA1E CACNA1G CYSLTR2 P2RX6		ADCY1 ADCY2 AVPR1B CACNA1C CACNA1E CACNA1G CACNA1H ITPR1 P2RX6 SLC8A1	ADCY1 ADORA2A AVPR1B CACNA1A CACNA1C CACNA1E CACNA1G CACNA1H CYSLTR2 SLC8A1		ADCY2 CACNA1E CACNA1G CACNA1H CAMK2B P2RX6 PLCG2	ADCY2 CACNA1G P2RX6 PLCG2 SLC8A1	AVPR1B CACNA1A CACNA1C CAMK2B GRIN2C P2RX6 PLCG2 SLC8A1 TACR3			ADCY1 ADCY2 AVPR1B CACNA1B CACNA1E CACNA1G CACNA1H CAMK2B GRIN1 ITPR1 P2RX6 PRKCG	ADCY2 CACNA1A CACNA1B CACNA1C CYSLTR2 ITPR1 PLCG2 SLC8A1	ADCY1 CACNA1E CACNA1G CACNA1H GRIN2C ITPR1						CACNA1A CACNA1E CACNA1H CAMK2B GRIN1 P2RX6 PRKCG SLC8A1	CACNA1B CYSLTR2 TACR3	ADCY1 CACNA1A CACNA1B CACNA1E CACNA1G CYSLTR2 GRIN1 GRIN2C ITPR1 PLCG2 PRKCG SLC8A1	ADORA2A CACNA1B CACNA1C CACNA1E CACNA1G CAMK2B GRIN2C ITPR1 PLCG2 PRKCG		ADCY1 ADORA2A CACNA1A CACNA1C CACNA1E GRIN2C P2RX6 PLCG2 SLC8A1		AVPR1B P2RX6 TACR3	ADCY1 ADCY2 ADORA2A AVPR1B CACNA1C CACNA1G GRIN2C ITPR1 P2RX6 PLCG2 PRKCG								ADORA2A CACNA1C P2RX6
KEGG_CARDIAC_MUSCLE_CONTRACTION												ATP1A3 CACNA1C CACNA2D2 CACNB2 CACNG6		CACNA2D1 CACNA2D2 CACNG6 CACNG7 SLC8A1	ATP1A3 CACNA1C CACNA2D1 CACNA2D2 CACNB2 CACNB4 CACNG7 SLC8A1																			CACNA1C CACNA2D1 CACNA2D2 CACNG4 CACNG6 SLC8A1	ATP1A3 CACNA1C CACNA2D2 CACNB4 CACNG4 CACNG6 SLC8A1			CACNA2D1 CACNB4 CACNG6 SLC8A1	ATP1A3 CACNA1C CACNA2D1 CACNG4 CACNG6 SLC8A1		CACNB2 CACNG7		CACNA1C CACNA2D1 CACNA2D2 CACNB2 SLC8A1	CACNA2D1 CACNA2D2 CACNB4 CACNG6	ATP1A3 CACNA2D1 CACNA2D2 CACNB4 CACNG6		CACNA2D1 CACNA2D2 CACNB4	CACNA2D1 CACNA2D2 CACNB4		ATP1A3 CACNB2 CACNB4 CACNG4 CACNG6 SLC8A1	CACNB2 CACNG7	ATP1A3 CACNA2D1 CACNA2D2 CACNB4 CACNG4 CACNG6 CACNG7 SLC8A1	ATP1A3 CACNA1C CACNA2D2 CACNB4 CACNG7	ATP1A3 CACNA1C CACNA2D1 CACNA2D2 CACNB4 CACNG7 SLC8A1	CACNA1C CACNA2D2 CACNB4 CACNG6 SLC8A1		ATP1A3 CACNA2D1	ATP1A3 CACNA1C CACNA2D1 CACNA2D2 CACNB4 CACNG4			ATP1A3 CACNB2	ATP1A3 CACNA1C CACNB2 SLC8A1	ATP1A3 CACNA2D2 CACNB4			CACNA1C CACNA2D2
KEGG_CELL_ADHESION_MOLECULES_CAMS													CADM3 ITGA4 NRXN2					CDH5 JAM3 NFASC VCAN							ITGA4 NFASC						HLA-DQA2 ITGA4				CADM3 CDH5 CLDN6 ITGA4 JAM3 NEGR1 NFASC NRXN2						HLA-DQA2 ITGA4											CDH5 CLDN6 NCAM1 NEGR1 NFASC NRXN2 VCAN														
KEGG_CHEMOKINE_SIGNALING_PATHWAY							CCL19 CXCL12																					ADCY1 ADCY2 ADCY5 AKT3 CCL19 GNG2																																						
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM																																					BHMT SRM																													
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION						IL11 KIT TNFSF14	CCL19 CXCL12 IFNE																	CCL19 IFNE IL11																																										
KEGG_DILATED_CARDIOMYOPATHY			ADCY1 CACNA1C CACNA2D1 CACNA2D2 ITGA7 SLC8A1	ADCY1 ADCY5 CACNB4 ITGA7	ADCY1 ADCY5 CACNA2D2 CACNB4 ITGA7							CACNA1C CACNA2D2 CACNB2 CACNG6 MYBPC3		CACNA2D1 CACNA2D2 CACNG6 CACNG7 ITGA7 MYBPC3 SLC8A1	ADCY1 ADCY2 ADCY5 CACNA1C CACNA2D1 CACNA2D2 CACNB2 CACNB4 CACNG7 ITGA7 MYBPC3 SLC8A1	ADCY1 ADCY5 CACNA2D2 CACNB4 CACNG7 MYBPC3 SGCD	ADCY5 CACNA1C CACNA2D2	ADCY1 ADCY5 ITGA7 SGCD	ADCY1 ADCY2 ADCY5 CACNA1C CACNB4 CACNG6									ADCY1 ADCY2 ADCY5 CACNA1C CACNG6		CACNA1C CACNB4 SGCD		ADCY2 ADCY5 CACNA1C CACNA2D2 CACNB4 CACNG6	ADCY1 ADCY2 CACNA2D1 CACNB4 CACNG6 ITGA7	ADCY1 ADCY2 ADCY5 CACNA1C CACNA2D1 CACNA2D2 CACNG4 CACNG6 ITGA7 MYBPC3 SGCD SLC8A1	ADCY1 CACNA1C CACNA2D2 CACNB4 CACNG4 CACNG6 ITGA4 ITGA7 SGCD SLC8A1			ADCY2 ADCY5 CACNA2D1 CACNB4 CACNG6 SLC8A1	ADCY5 CACNA1C CACNA2D1 CACNG4 CACNG6 ITGA4 SLC8A1		CACNB2 CACNG7 ITGA4	ADCY1 ADCY2 ADCY5 CACNA2D1 CACNA2D2 ITGA4 MYBPC3 SGCD	ADCY2 ADCY5 CACNA1C CACNA2D1 CACNA2D2 CACNB2 SLC8A1	ADCY1 ADCY5 CACNA2D1 CACNA2D2 CACNB4 CACNG6 ITGA7	ADCY5 CACNA2D1 CACNA2D2 CACNB4 CACNG6 ITGA7 MYBPC3		ADCY1 CACNA2D1 CACNA2D2 CACNB4	ADCY1 ADCY2 CACNA2D1 CACNA2D2 CACNB4		CACNB2 CACNB4 CACNG4 CACNG6 ITGA7 SLC8A1	CACNB2 CACNG7 ITGA4	ADCY1 ADCY5 CACNA2D1 CACNA2D2 CACNB4 CACNG4 CACNG6 CACNG7 SLC8A1	ADCY5 CACNA1C CACNA2D2 CACNB4 CACNG7 ITGA4 ITGA7 MYBPC3 SGCD	ADCY1 ADCY2 CACNA1C CACNA2D1 CACNA2D2 CACNB4 CACNG7 ITGA7 MYBPC3 SGCD SLC8A1	ADCY1 CACNA1C CACNA2D2 CACNB4 CACNG6 ITGA7 MYBPC3 SLC8A1		CACNA2D1 MYBPC3	ADCY1 ADCY2 ADCY5 CACNA1C CACNA2D1 CACNA2D2 CACNB4 CACNG4 ITGA7 MYBPC3				CACNA1C CACNB2 SGCD SLC8A1				CACNA1C CACNA2D2 ITGA7
KEGG_ECM_RECEPTOR_INTERACTION														COL1A2 ITGA7 SPP1 SV2A SV2B THBS4	COL1A2 ITGA7 SPP1 SV2A SV2B THBS4										ITGA4 SPP1																													COL1A2 ITGA7 SPP1 SV2A SV2B THBS4	COL1A2 ITGA7 SPP1 SV2A THBS4					SPP1 THBS4						
KEGG_ENDOCYTOSIS		DNM3 HSPA2 PARD6A PSD																																				DNM3 HSPA2 KIT NTRK1 RET																												
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION			ATP6V0E2 ATP6V1G2 JAM3 MAPK12 PLCG2										ATP6V1B1 ATP6V1G2 MAPK10			ATP6V0E2 ATP6V1G2 MAPK10 MAPK12																			ATP6V0E2 ATP6V1B1 ATP6V1G2 JAM3 MAPK10										ATP6V0E2 ATP6V1B1 MAPK10 PLCG2								ATP6V0E2 ATP6V1G2 MAPK10 MAPK12 PLCG2	ATP6V0E2 ATP6V1B1 ATP6V1G2 JAM3 MAPK10 MAPK12 PLCG2	ATP6V1B1 ATP6V1G2 MAPK12 PLCG2				ATP6V0E2 MAPK12 PLCG2				ATP6V0E2 ATP6V1G2 MAPK10			
KEGG_ERBB_SIGNALING_PATHWAY			AKT3 CAMK2B EIF4EBP1 PAK3 PAK6 PLCG2 PRKCG	CAMK2B EIF4EBP1 PAK3 PAK6	CAMK2B EIF4EBP1 PAK6 PLCG2														AKT3 EIF4EBP1 MAPK10 PAK6 SHC3														AKT3 CAMK2B PAK6 PLCG2 SHC3						AKT3 CAMK2B MAPK10 PAK3 PAK6 PLCG2	CAMK2B EIF4EBP1 MAPK10 PAK6					AKT3 EIF4EBP1 MAPK10 PAK6 PLCG2							AKT3 EIF4EBP1 MAPK10 PAK6 PLCG2 PRKCG	CAMK2B EIF4EBP1 MAPK10 PAK6 PLCG2 PRKCG					EIF4EBP1 MAPK10 PAK6 PLCG2 PRKCG SHC3		EIF4EBP1 PAK6		MAPK10 PAK6 SHC3		CAMK2B EIF4EBP1 PAK6 PRKCG		
KEGG_FATTY_ACID_METABOLISM			ACSL6 ADH6 CPT1C														ACSL6 ADH6																																																	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS		AKT3 DNM3 PRKCG																																																																
KEGG_FOCAL_ADHESION			ACTN3 AKT3 CCND2 COL1A2 ITGA7 PAK3 PAK6 PDGFD PRKCG SPP1	ACTN3 FLT1 ITGA7 PAK3 PAK6 PDGFD										ACTN3 CCND2 COL1A2 FLT1 ITGA7 PAK6 PDGFD PRKCG SPP1 THBS4 VAV3	ACTN3 AKT3 CCND2 COL1A2 ITGA7 PAK6 PGF PRKCG SHC3 SPP1 THBS4				ACTN3 AKT3 BCL2 COL1A2 FLT1 MAPK10 PAK6 PGF SHC3 THBS4													ACTN3 AKT3 BCL2 COL1A2 FLT1 PAK3 PAK6 PGF SHC3 THBS4	ACTN3 AKT3 BCL2 COL1A2 ITGA7 PAK6 PGF SHC3 THBS4		AKT3 BCL2 CCND2 COL1A2 FLT1 ITGA4 ITGA7 MAPK10 PAK3 PAK6 PDGFD PGF SHC3 THBS4 VAV3				AKT3 CCND2 FLT1 ITGA4 MAPK10 PAK3 PAK6 PDGFD VAV3			AKT3 BCL2 CCND2 ITGA4 MAPK10 PGF PRKCG SPP1 THBS4		BCL2 COL1A2 ITGA7 MAPK10 PAK6 PGF SHC3 THBS4	ACTN3 AKT3 BCL2 FLT1 ITGA7 MAPK10 PAK6 PDGFD PGF SPP1 THBS4	ACTN3 FLT1 ITGA4 ITGA7 MAPK10 SHC3 THBS4 VAV3								AKT3 BCL2 CCND2 COL1A2 FLT1 ITGA7 MAPK10 PAK6 PDGFD PGF SHC3 SPP1 THBS4	AKT3 CCND2 COL1A2 ITGA7 PDGFD PGF SHC3 SPP1 THBS4			ACTN3 BCL2 FLT1 ITGA7 MAPK10 PAK6 PDGFD PGF PRKCG SHC3 VAV3		PAK6 PDGFD SPP1 THBS4						
KEGG_FOLATE_BIOSYNTHESIS																																							GCH1 QDPR						GCH1 QDPR	GCH1 QDPR				GCH1 QDPR				GCH1 QDPR				GCH1 QDPR					GCH1 QDPR			
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM																																																AKR1B1 KHK																		
KEGG_GALACTOSE_METABOLISM																																					AKR1B1 GCK																													
KEGG_GAP_JUNCTION		ITPR1 PRKCG TUBB3	ADCY1 DRD2 PDGFD PRKCG TUBA1A TUBB2B TUBB3		ADCY1 ADCY5 PDGFD TUBB4A										ADCY1 ADCY2 ADCY5 GJD2 ITPR1 PRKCG TUBA1A TUBB3		ADCY5 DRD2 PDGFD	ADCY1 ADCY5 ITPR1 TUBB4A	ADCY1 ADCY2 ADCY5 GJD2 ITPR1 TUBA1A		ITPR1 PRKCG TUBB4A							ADCY1 ADCY2 ADCY5 TUBB2B TUBB4A				ADCY2 ADCY5 DRD2 TUBA1A TUBB2B	ADCY1 ADCY2 DRD2 ITPR1 TUBA1A TUBB2B	ADCY1 ADCY2 ADCY5 DRD2 ITPR1 PDGFD TUBB3				ADCY2 ADCY5 TUBB4A			GJD2 TUBB2B	ADCY1 ADCY2 ADCY5 DRD2 ITPR1 PRKCG TUBB3	ADCY2 ADCY5 DRD2 ITPR1	ADCY1 ADCY5 ITPR1 TUBA1A TUBB2B TUBB3 TUBB4A				ADCY1 ADCY2 ITPR1 PDGFD TUBA1A				ADCY1 ADCY5 DRD2 ITPR1 PRKCG		ADCY1 ADCY2 DRD2 ITPR1 PDGFD TUBA1A TUBB2B TUBB3	ADCY1 DRD2 GJD2 PDGFD TUBB2B TUBB3			ADCY1 ADCY2 ADCY5 ITPR1 PDGFD PRKCG TUBA1A TUBB3 TUBB4A		ADCY5 PDGFD						
KEGG_GLIOMA			AKT3 CAMK2B PLCG2 PRKCG																														AKT3 CAMK2B PLCG2 SHC3																																	
KEGG_GLUTATHIONE_METABOLISM												GGT5 GSTM2 SRM																																				GGT5 GSTA2																GGT5 GSTM2 SRM		
KEGG_GLYCEROLIPID_METABOLISM																																											AKR1B1 DGKB LIPC			AKR1B1 DGKB LIPC		AKR1B1 DGKB LIPC														DGKB LIPC				
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES			ST6GALNAC5 ST8SIA5																											ST6GALNAC5 ST8SIA5		ST6GALNAC5 ST8SIA5	ST6GALNAC5 ST8SIA5																																	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES				FUT1 FUT7																																	FUT1 FUT7	FUT1 FUT7																										FUT1 FUT7		
KEGG_GNRH_SIGNALING_PATHWAY			ADCY1 CACNA1C CAMK2B JMJD7-PLA2G4B MAPK12 MMP2	ADCY1 ADCY5 CAMK2B JMJD7-PLA2G4B	ADCY1 ADCY5 CAMK2B JMJD7-PLA2G4B										ADCY1 ADCY2 ADCY5 CACNA1C ITPR1 JMJD7-PLA2G4B MAPK12				ADCY1 ADCY2 ADCY5 CACNA1C ITPR1 MAPK10									ADCY1 ADCY2 ADCY5 CACNA1C										ADCY2 ADCY5 MAPK10 MMP2	ADCY5 CACNA1C CAMK2B MAPK10 MMP2			ADCY1 ADCY2 ADCY5 CAMK2B ITPR1 MAPK10 MAPK12 MMP2	ADCY2 ADCY5 CACNA1C ITPR1 MMP2	ADCY1 ADCY5 ITPR1 JMJD7-PLA2G4B MAPK10				ADCY1 ADCY2 ITPR1 MAPK10				ADCY1 ADCY5 ITPR1 JMJD7-PLA2G4B MAPK10 MMP2	ADCY5 CACNA1C CAMK2B ITPR1 JMJD7-PLA2G4B MAPK10 MAPK12	ADCY1 ADCY2 CACNA1C ITPR1 JMJD7-PLA2G4B MAPK10 MAPK12				ADCY1 ADCY2 ADCY5 CACNA1C ITPR1 MAPK10 MAPK12 MMP2						ADCY5 CAMK2B ITPR1 JMJD7-PLA2G4B MAPK12		
KEGG_HEMATOPOIETIC_CELL_LINEAGE						IL11 KIT																	CD37 IL11	CD37 IL11							ITGA4 KIT																																			
KEGG_HISTIDINE_METABOLISM																												DDC FTCD																																						
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM			CACNA1C CACNA2D1 CACNA2D2 ITGA7 SLC8A1		ACE CACNA2D2 CACNB4 ITGA7			ACE CACNB2				CACNA1C CACNA2D2 CACNB2 CACNG6 MYBPC3	CACNA2D2 ITGA4	CACNA2D1 CACNA2D2 CACNG6 CACNG7 ITGA7 MYBPC3 SLC8A1	CACNA1C CACNA2D1 CACNA2D2 CACNB2 CACNB4 CACNG7 ITGA7 MYBPC3 SLC8A1	CACNA2D2 CACNB4 CACNG7 MYBPC3 SGCD														CACNA1C CACNB4 SGCD				ACE CACNA1C CACNA2D1 CACNA2D2 CACNG4 CACNG6 ITGA7 MYBPC3 SGCD SLC8A1	ACE CACNA1C CACNA2D2 CACNB4 CACNG4 CACNG6 ITGA4 ITGA7 SGCD SLC8A1			CACNA2D1 CACNB4 CACNG6 SLC8A1	CACNA1C CACNA2D1 CACNG4 CACNG6 ITGA4 SLC8A1		CACNB2 CACNG7 ITGA4	ACE CACNA2D1 CACNA2D2 ITGA4 MYBPC3 SGCD	CACNA1C CACNA2D1 CACNA2D2 CACNB2 SLC8A1	CACNA2D1 CACNA2D2 CACNB4 CACNG6 ITGA7	ACE CACNA2D1 CACNA2D2 CACNB4 CACNG6 ITGA7 MYBPC3		CACNA2D1 CACNA2D2 CACNB4	CACNA2D1 CACNA2D2 CACNB4		CACNB2 CACNB4 CACNG4 CACNG6 ITGA7 SLC8A1	ACE CACNB2 CACNG7 ITGA4	CACNA2D1 CACNA2D2 CACNB4 CACNG4 CACNG6 CACNG7 SLC8A1	ACE CACNA1C CACNA2D2 CACNB4 CACNG7 ITGA4 ITGA7 MYBPC3 SGCD	CACNA1C CACNA2D1 CACNA2D2 CACNB4 CACNG7 ITGA7 MYBPC3 SGCD SLC8A1	CACNA1C CACNA2D2 CACNB4 CACNG6 ITGA7 MYBPC3 SLC8A1		CACNA2D1 MYBPC3	CACNA1C CACNA2D1 CACNA2D2 CACNB4 CACNG4 ITGA7 MYBPC3				ACE CACNA1C CACNB2 SGCD SLC8A1				CACNA1C CACNA2D2 ITGA7
KEGG_INSULIN_SIGNALING_PATHWAY																			AKT3 EIF4EBP1 GCK MAPK10 PPP1R3C SHC3																					EIF4EBP1 MAPK10 PPP1R3C SOCS1																						GCK MAPK10 PPP1R3C SHC3 SOCS1				
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION							CXCL12 ITGA4																								CXCL12 HLA-DQA2 ITGA4										HLA-DQA2 ITGA4										HLA-DQA2 ITGA4															
KEGG_JAK_STAT_SIGNALING_PATHWAY						IL11 SPRY3																	IFNE IL11	IFNE IL11																																						CSH1 IFNE IL11 SOCS1 SPRY3				
KEGG_LEISHMANIA_INFECTION																										HLA-DQA2 MAPK12					HLA-DQA2 ITGA4										HLA-DQA2 ITGA4										HLA-DQA2 ITGA4															
