	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
KEGG_ACUTE_MYELOID_LEUKEMIA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006001817777985252	0.05393668391685502	1	1	1	1	1	1	0.04152401198781397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.036076700234676684	1	1	1	1	1	1	1	1	1	1	0.07938014169852647	1	1	1	1	1	0.039494338175027455	0.012678851827451099	1	1	1	0.010637313258661574	1	1	0.035445177686608376	1	1	1	1	1	1	1	1	0.04842795807949196	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	1	1	1	1	1	1	1	1	1	1	1	0.025488253726309473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09279926190650489	0.06681630812111372	1	1	1	1	0.08226801183549004	1	1	1	1	1	1	1	1
KEGG_ALZHEIMERS_DISEASE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02337069079017562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.007715016174634104	1	1	1	1	1	6.642603839690508e-05	1	1	0.0006975147588041963	1	1	1	1	1	1	1	1	0.01966655386531646	1	1	1	1	1	0.012861575125040825	1	1	1	1	1	1	0.03807230596815081	1	1	1	1	1	1	1	1	1	1	1	0.01930776262975531	1	1	1	1	1	1	1	0.020514358491674378	0.0004541631518103495	0.09966873398024023	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1	1	0.04312211028319346	1	1	1	1	1	1	1	1	0.0709092836895947	1	1	1	1	0.043215962591669044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003781861533154296	0.007950935431686124	1	1	0.04725541654763976	0.0177079286270746	1	1	1	1	0.00022945748503921948	1	1	1	0.007903333659011302	1	0.051427493601798435	1	0.07714313012200535	1	1	1	0.03863640292816428	0.029791710047354147	0.040103612456141136	1	1	0.05199246824918535	1	1	1	0.009239494840503015	1	1	1	1
KEGG_AXON_GUIDANCE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05160254817678578	1	1	1	1	1	1	1	1	1	0.028371130960141988	1	1	1	0.06568119200062705	1	1	1	0.0018131432576746764	1	1	1	0.08390509762458731	1	0.031073437971759543	0.012762743287942357	1	1	1	1	1	0.0954539782301127	1	1	0.07309579277511358	1	1	1	1	0.022736159487843244	1	1	0.020973893993176063	1	1	1	1	1	1
KEGG_CALCIUM_SIGNALING_PATHWAY	0.0727391502301824	0.010620714488187244	1	0.07329527050340479	1	1	0.029308016088991917	1	1	0.00026997708459619574	1	0.08830575832733645	0.09694860076480172	0.0021883923600204414	0.008030644367734374	1	1	1	0.000708158530770775	0.026609459109835143	1	1	1	1	1	0.009717302857017107	0.008216297528599537	1	1	0.0178897368394636	1	0.012745358281449848	0.0008330294698496443	1	0.00188140695608785	0.051149352747481	0.010467361829691879	1	1	1	3.024289691011539e-06	0.0003783381948705422	1	0.043232201068559295	1	0.003963571624093221	1	1	1	0.01016802139273243	1	1	6.482980305866359e-05	0.0004375392958964053	0.02319934196537554	0.0004835005335332987	1	0.04111085270005088	1	1	1	1	1	0.041524011994165555	1	1	0.026609459109835143
KEGG_CARDIAC_MUSCLE_CONTRACTION	1	1	0.05067429937143453	1	1	1	1	1	1	1	1	0.01138323967160626	1	1	1	1	0.04860661486363882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02487724994544882	0.010404761727496492	1	1	0.053111700195141	0.004251832356093943	1	1	1	0.08069752458591672	0.00031168816403703836	1	0.05337829432013874	1	0.008965566305400352	1	0.05775935667272214	1	0.021566551414026414	1	1	0.07206156306944744	0.04547497855543026	0.035186138278820445	0.04717692643657401	1	0.008965566305400352	0.012466834823746886	1	1	1	0.00048598982188829964	1	1	1	1
KEGG_CELL_ADHESION_MOLECULES_CAMS	1	1	0.013238998595998086	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.049965725005940764	0.03850680606320289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09652065064990378	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0025441010126588948	1	1	1	0.05473897235269065	1	1	1	1	1	1	0.011913565734768539	1	1	1	1	1	0.05017677563685141	1	1	1	1	1	1	1	1	0.0347531577748883	1	1	1	1	1	1	0.06625015382957633	1	1	1	1	1	1	1	0.044691922710336285	1	1	1	1	1	1	1	1	1	1	1
KEGG_DILATED_CARDIOMYOPATHY	1	1	0.014986697538861282	1	1	1	1	1	1	1	1	0.09908210859144884	1	1	0.011660395781979749	0.05275337779306988	0.061261447952077	1	0.01646880406043416	1	1	1	1	1	1	0.0008341179348406724	1	1	1	0.046347111310102385	1	3.7259991024440886e-05	0.003985953556293276	1	1	0.008678006790658888	0.007367388421452126	1	1	1	0.005942697708855249	4.8464628364941476e-06	0.08246260190669563	0.07293888714851404	1	0.01151364687205203	0.04893885277546417	0.0009967422407759496	1	1	1	1	0.09741194970071276	0.012927051130972478	0.009110488182934473	0.013592083266790622	1	1	0.0035923645839934792	1	1	1	0.01343882729282686	1	1	1	1
KEGG_ECM_RECEPTOR_INTERACTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05482161303581623	1	1	1	1	1	1	1	1	1	1	1
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.034805655462439966	1	1	1
KEGG_ERBB_SIGNALING_PATHWAY	1	1	1	0.011897215453136045	1	1	1	1	1	1	1	0.09358368461030442	1	1	0.05347107267169493	0.048554375282640394	1	1	0.01470516923312537	1	1	1	1	1	1	1	1	1	1	0.04177119228194548	1	1	0.058160517118916566	1	1	1	0.006396603751172236	1	0.006894048940635056	1	0.025411160085890505	1	0.01102281550548967	0.06732240333154316	1	1	1	1	1	1	1	1	0.09017432220283961	0.011522816164964977	1	1	1	1	0.017233994009303366	1	1	1	0.01259835738942372	0.05428057155124666	1	1	1
KEGG_FATTY_ACID_METABOLISM	1	1	0.07214821468124033	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0208470802336016	1	1	1	1	1	1	1	1	1	0.039490268289736674	1	1	1	1	1	1	1	1	1	1	0.09279926190650489	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_FOCAL_ADHESION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06533311978544631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021232696934060824	0.06379146741749808	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07670454427547291	1	0.04651020999747779	1	0.006799860261230473	1	1	1	1
KEGG_GAP_JUNCTION	1	1	1	1	0.02353097165411122	1	1	1	1	1	1	0.09908210859144884	1	1	0.011660395781979749	1	1	1	0.01646880406043416	0.007292591955857741	1	1	1	1	1	0.0008341179348406724	1	1	1	1	1	0.03763588083964109	1	1	1	0.06683420320001754	1	1	1	1	0.005942697708855249	0.0300813115619728	0.08246260190669563	1	1	1	1	0.009877175387103199	1	1	1	1	0.09741194970071276	0.06246137927672657	1	1	1	1	0.0005537842061477116	1	1	1	1	1	1	1	1
KEGG_GLIOMA	1	1	1	1	1	1	1	1	1	1	1	0.05647197616129673	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05061011410095029	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCEROLIPID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07739180339095242	1	1	0.09863501555413468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.052159067011944726	1	0.09747868521561398	0.07739180339095242	1	1	0.02420852942314844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.055194968556254276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.035109762283039414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02749068247233466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	1	1	0.010570149207809854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02068052738739723	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GNRH_SIGNALING_PATHWAY	1	1	0.09070540093408863	1	1	1	1	1	1	1	1	1	1	1	0.01717348751814063	0.0695762403860386	1	1	0.0007936232399137211	1	1	1	1	1	1	0.001282582062327342	1	1	1	1	0.07224874207553933	0.05353523080156153	1	1	0.03726752812057299	0.011870567868183413	0.011803605873582868	1	0.07490437813434192	1	0.00031227880984363576	0.0009621702787583342	1	1	0.0695762403860386	1	0.06005712231422966	0.013486501528450323	1	1	1	1	1	0.0035260149544947827	1	1	1	1	0.02802048497529308	1	1	1	0.016722736578282493	1	1	1	1
KEGG_HISTIDINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06979744396407672	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03013432315114073	1	1	1	1	0.057327368248127675	1	1	0.04843010716498619	1	0.028366144320148834	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1	1	0.05714720139548746	1	1	1	1	1	1	1	1	0.08639956466893617	1	1	1	1	0.053086030652739646	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.006163590886650749	0.012707529897732273	1	1	0.05797301793510967	0.025783572542283584	1	1	1	1	0.0003921681739121885	1	1	1	0.009858911553233596	1	0.06301003170703046	1	1	1	1	1	0.051348410654878385	0.039840073281905974	0.0532477728897679	1	1	0.06854633447401226	1	1	1	0.011515391990179369	1	1	1	1
KEGG_INSULIN_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06170000829086375	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004290158172440051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09940745227023995	1	1	1	1	1	1	1	1	1	0.06178451646117056	1	1	1	1	1	1	1	1	0.07068447306187842	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_LONG_TERM_DEPRESSION	1	1	1	1	1	1	1	1	1	1	1	0.0007701770713569589	1	1	0.031073437973924922	1	1	1	0.04027985205393225	1	1	1	1	1	1	1	1	1	1	1	1	0.07508009878026134	1	1	0.09203875824765417	0.04275581388396266	1	1	1	1	0.012356072740065782	0.015594572347808477	1	1	1	1	1	1	1	1	1	1	0.0016223354476434526	0.03357643702569291	1	0.03486632521941724	1	1	0.008226012301293939	1	1	1	1	1	0.07473890234263592	1	1
KEGG_LONG_TERM_POTENTIATION	0.013168316523177848	1	1	0.05588467386279783	0.08246260190812293	1	0.004953383187972005	1	1	0.0012140476390515298	1	0.06435361522960226	1	1	0.004856189306559511	1	1	1	0.006970907959977679	1	1	1	1	1	1	0.04275581388396266	1	1	1	1	1	0.016714505876127883	1	1	0.09203875824765417	1	0.014704563232658563	1	1	1	0.0020072282769253436	0.0018698647108892352	1	1	1	1	1	1	1	0.06766215150854671	1	1	0.0016223354476434526	0.0006903311951611535	1	0.005700237788481055	1	1	0.0011855467656144425	1	1	1	1	1	0.07473890234263592	1	1
KEGG_MAPK_SIGNALING_PATHWAY	1	0.0047120350162518365	0.007294641448678196	1	1	1	1	1	1	1	1	0.07326173688022286	0.043841239379383445	0.027191472351342227	0.004688689721418227	0.04010878974632337	0.006711776240901801	1	0.02623784937812368	1	1	1	1	1	1	0.00024383496003455019	1	1	1	0.0070788286977231385	0.0428159633931916	1	0.0018240483396443352	1	1	0.03661791672814063	0.010311508892133392	0.07810385641373097	1	1	0.000167126017993402	0.003923586926467437	0.05321651125978688	0.0006193240311613835	1	0.08410393760794599	0.0039053847891248328	1	1	0.009960586671106775	1	0.09990115623263818	0.0016187664864918405	0.001521747600433776	0.03502723117010942	0.00614664863632286	1	0.08410393760794599	1	1	1	1	0.0017237819413200572	0.02801380808678433	1	1	1
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1	1	0.02820250016231174	1	1	0.0001535826793502837	1	1	0.000265283789562365	1	1	1	5.2456236656839295e-05	0.007055741015068451	1	1	1	1	1	1	1	1	1	1	1	1	2.605988742998555e-05	1	1	0.053604385838290636	1	0.04747934767122941	0.06508789304210916	1	2.9575521973912444e-05	1	0.044297896743985654	1	0.005517080931059182	1	1	0.014936003193083414	1	1	1	1	1	1	1	7.660742362691764e-07	1	1	0.03693043640284133	1	1	0.026719400681454397	1	1	0.032448204524698654	1	1	1	1	1	0.011170751470932827	1	1
KEGG_MELANOGENESIS	1	1	1	1	1	1	1	1	1	1	1	0.02187972946741179	1	0.07748954167429711	0.01717348751814063	1	1	1	0.024042648908144226	1	1	1	1	1	1	0.011870567868183413	1	1	1	1	1	0.05353523080156153	1	1	0.03726752812057299	0.001282582062327342	0.047676716283421294	1	0.07490437813434192	1	0.00031227880984363576	1	1	0.09522009220530114	1	1	1	0.08845412902759975	1	1	1	1	1	0.018991036762583957	1	1	1	1	0.0010179035161284045	0.04273526811126316	0.013212764724034098	1	1	1	0.027345320473524115	1	1
KEGG_MELANOMA	1	1	0.038885046821531266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04386478389058035	1	1	1	0.09077881914069563	1	1	1	1	1	1	0.07091473369200474	1	1	1	1	1	1	0.0071497570563695545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.0005300940568577772	1	1	0.06116650349136643	1	1	4.310800992579633e-05	1	0.002124346040336622	8.300035927444327e-07	1	0.07725621959041984	1	0.011832599156888168	0.0052343607462665975	1	0.03317326243286811	1	0.028635653535861727	0.057482590935168165	1	1	1	1	0.0018183120416762621	1	1	1	1	1	1	0.0379343308356106	0.039746508303754924	0.04019998385134449	1	1	0.0755933644255613	1	1	1	0.023886764469289834	1	1	0.0027042307347275862	1	1	1	1	1	1	1	0.0009012967786817816	0.018455499435859002	0.02021400189933731	0.003378322226244679	0.021738851101832823	1	0.08681709356300116	0.03577459642671288	1	1	1	1	1	1	1	0.057482590935168165
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1	0.04158479533258652	1	1	0.054842433193054596	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02789815423801778	1	0.01873487048349931	1	0.02294055405910278	1	0.029263636875515475	1	1	1	0.08808373176571627	1	1	1	1	1	1	0.03850680605448764	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03428415579170996	1	1	1	1	1	1	1	1	1	1	0.024768001499693937	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0065629278449199635	1	1	1	1
KEGG_NOTCH_SIGNALING_PATHWAY	1	1	1	1	0.04077333407026107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004423216015834286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07199481023035204	1	1	1	1	0.024984208203091995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_OOCYTE_MEIOSIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02478631845418744	1	1	1	0.034372021302848554	1	1	1	1	1	1	0.016030484470169193	1	1	1	1	1	0.07442470275905744	1	1	1	1	1	1	1	1	0.015031181297037621	0.05308007768899714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PATHWAYS_IN_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06621960173680508	1	1	1	1	1	1	1	0.024257417951990323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	1	1	1	1	1	1	1	1	1	1	1	0.07426587978906363	1	1	1	1	1	0.03993457155110347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06574034194583511	0.04130393867372206	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PPAR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05205466077461651	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009589646705401633	1	1	1	0.0022798579085353543	1	1	1	1	1	1	0.0006726292521004318	1	1	1	0.03886995039663321	1	1	1	1	1	0.06045993355710855	1	1	0.05537915164279994	1	0.004667064779880881	1	0.07473890234487668	0.06369348755325399	1	1	0.04416574101574278	0.008449675587008487	1	1	1	1	0.0854807552796295	1	1	1	1	1	0.07251360515719918	1	1	1	1	1	1	1	1
KEGG_PROSTATE_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06554184328941925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PURINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004687827063757255	1	1	1	0.09437411679662588	1	1	1	1	1	1	9.797275814582562e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06284682492801963	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_RENAL_CELL_CARCINOMA	1	1	1	0.05588467386279783	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04027985205393225	1	1	1	1	1	1	1	1	1	1	0.020887491224628518	1	1	0.02972717656576318	1	1	1	0.014704563232658563	1	1	1	1	0.09694405230200465	0.05315676858680041	0.03958106301115316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07473890234263592	1	1
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.053025662984248045	0.04941719905574615	1	1	0.00796382223893266	1	1	1	1	1	1	1	1	1	1	1	1	0.09900258168630993	1	1	1	1	0.014397706839969437	1	1	1	0.012530753049892485	1	1	0.06282935422738578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06914681436358328	1	1	1	1	1	1	1	1
KEGG_TASTE_TRANSDUCTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01240165494698886	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.057975313163572295	1	1	1	1	1	1	1	1	1	1	0.02546542144852315	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TGF_BETA_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05653871968248492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
