	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	ISL1	LMX1A	LMX1B	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
KEGG_ERBB_SIGNALING_PATHWAY	1	0.0002747160546758831	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002273049455803977	1	1	0.023526271250956077	1	1	1	1	1	1	1	1	1	1	1
KEGG_FATTY_ACID_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.002228611331207664	1	0.0032994848723908454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	1	0.04757764892532679	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.044062234848863735	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_FOCAL_ADHESION	1	0.0058138338826021485	1	1	1	1	0.07041218015676143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011376049874169736	1	1	0.012554608610429563	1	1	1	1	1	1	1	1	1	1	1
KEGG_GAP_JUNCTION	1	0.04236132347854493	0.02894186128395193	1	1	1	1	1	0.05235775303150203	1	0.0018606075751692597	1	1	1	0.00806716646113148	1	1	1	1	1	1	1	1	1	0.0058514629014588815	1	1	1	0.0007967245642129805	1	1	1	1	1	1	1	1	1	0.04560572565028753	1	1	1	1	1	1	1	1	1	1
KEGG_GLIOMA	1	0.001683575100192125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_GNRH_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.030856818135994724	1	1	1	1	1	1	0.0292862022640743	1	1	1	1	1	1	1	1	1	1	0.017971484201889876	1	1	1	1	1	1	0.04826895630967509	1	1	1	1	1	0.018382068013650277	1	1	1	1	1	0.07055074905769021	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1	1	1	1	1	1	1	0.007493328219738471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03382797923469638	1	1	1	1	1	1	1	1	1	0.02372871339217908	1	1	0.0010675637261304827
KEGG_INSULIN_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05898883359446605	1	1	1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.061710901505348525	1	1	1	1	1	0.026371462162075532	1	1	1	1	1	1	1
KEGG_LONG_TERM_POTENTIATION	1	0.026737026801857633	1	1	1	1	1	1	1	1	1	1	1	1	0.004953383187972005	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00893463717447529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003406408412482853	1
KEGG_MAPK_SIGNALING_PATHWAY	0.07224684115035607	1	1	1	1	1	1	0.038797010751472794	0.023496866599361343	1	1	1	0.01988110451669034	1	1	1	1	1	1	1	0.00034690091063338535	1	1	1	1	1	1	1	0.0001829374460725619	1	1	1	1	1	1	0.06578774730547399	1	1	1	1	1	0.06033554400961294	1	1	0.02857249251998084	1	1	1	0.010533962154590681
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1	1	1	1	1	1	1	0.02247196607209001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008337895071875767	1	1	1	1	1	1	1
KEGG_MELANOGENESIS	1	0.005862515425721693	0.03576268571889962	0.009109324125645468	1	1	1	1	1	1	0.030856818135994724	1	1	1	0.010071345920304564	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_MELANOMA	1	1	1	1	1	1	0.010547678310569908	1	0.034113971907931195	1	1	1	1	1	1	1	1	1	1	1	0.026395812584437683	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011960528457605646	1	1	1	1	1	1	1	1	1	1	1
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028840606877900576	1	1	1	1	1	1	1	1	1	1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.07461291275560022	1	1	1	1	1	1	1	0.0008168660834753094	1	0.037494196387257595	0.09956719794486624	1	1	1	1	0.037494196387257595	1	1	1	1	1	1	1	1	0.004752372255003023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017253958159509475	1	1	1	1	0.023319127894593006	1	1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1	0.07676861123873102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07401781203400482	0.0271632848474338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.010440008309794413	1	1	1	1
KEGG_NON_SMALL_CELL_LUNG_CANCER	1	0.016435055486393124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_NOTCH_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004116576802779992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_OOCYTE_MEIOSIS	1	1	1	1	1	1	1	1	1	1	0.03788969732437608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022184269595308836	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08559331317772778	1
KEGG_PPAR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06848626762375276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1	1	1	1	1	1	1	1	1	1	0.0224128264417639	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03533341146155533	1	0.09042628237694061	1	1	1	1	1	1	1	1	1	1	1
KEGG_PROSTATE_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03995622735253346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PURINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	0.06961436986642644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_PYRIMIDINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029189840729318517	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1	1	1	1	1	1	0.07920508705652396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06990782968675613	1	1	1	1	1	1	1	1	1	0.02681065501897595	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_RENAL_CELL_CARCINOMA	1	0.026737026801857633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	1	0.008376948716874444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003337385370992374	1	1	1	1	1	1	0.01174881962561769	1	1	1	1	1	1	1	1	1	1	1
KEGG_TGF_BETA_SIGNALING_PATHWAY	1	1	1	1	0.06525605776149235	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03609580273055901	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TIGHT_JUNCTION	1	0.08315253962247926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1	0.05301637731161124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04912739630932972	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_TRYPTOPHAN_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005286813359906439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020554271855159234	1	1	1	1	1	1	1
KEGG_TYPE_II_DIABETES_MELLITUS	1	1	1	1	0.021752682020151015	1	1	0.07099030880764501	0.015791226898907773	1	1	1	1	1	1	1	1	0.006853154111312265	1	1	0.0006149232500126667	1	1	1	1	1	1	1	0.004116576802779992	1	1	1	1	1	1	1	1	0.002765060207289949	1	1	1	0.027790054475503867	1	1	0.006108997697055418	1	1	1	1
KEGG_TYPE_I_DIABETES_MELLITUS	1	1	1	1	1	1	1	0.06072662697418352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0235443611283902	1	1	1	0.006766870303390071	1	1	1
KEGG_TYROSINE_METABOLISM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0011533140719298673	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	1	0.05866589130526756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1	1	0.04524364135565406	1	1	1	1	0.09229613611506138	1	1	0.03911664879368226	1	1	1	0.012908384397005479	1	1	1	1	1	1	1	1	1	1	1	1	1	0.022922741185016138	1	1	1	1	1	1	1	1	0.05611046560204347	1	1	1	0.0037505143337950297	1	1	1	1	1	1	1
KEGG_VEGF_SIGNALING_PATHWAY	1	0.031123005113947944	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_VIBRIO_CHOLERAE_INFECTION	1	1	1	1	1	1	1	0.09016432264257213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_WNT_SIGNALING_PATHWAY	0.025860107196538862	0.017441448874394028	0.07319541981082067	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003510951870999812	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019441679467415707	1	1	1	1	1	1	1	1	1	1
NABA_COLLAGENS	1	1	1	1	1	1	1	0.06324118510346222	1	1	1	1	1	1	1	1	0.006368292237330486	1	1	0.002548243345656953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01024409035082574	1	1	1	1	1	1	1	1	1	1	1	1	1
NABA_CORE_MATRISOME	1	1	1	1	1	1	1	0.0041960366897155765	1	1	1	1	1	1	1	1	1	1	1	0.02817485372695816	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015157735528775751	1	0.0006810126944414296	1	1	1	1	1	0.05315421616413851	1	1	1	1	1
NABA_ECM_AFFILIATED	1	1	0.0896959772249516	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NABA_ECM_GLYCOPROTEINS	1	1	1	1	0.06958921103791227	1	1	0.036405031254648335	1	1	1	0.05648784584294353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.036579346028516424	1	1	1	1	1	1	1	1	1	1	1
NABA_ECM_REGULATORS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0034809756018985283	1	0.003610311791656051	1	1	1	1	1	1	1	0.013246333120618958	1	1	1	1	1	1	1	0.04984770166303776	1	0.0783704348828076	1	0.01897315282351153	1	0.042717986314952716	1	1	1	1	1	1	1
NABA_MATRISOME	1	0.07595661359526584	0.07858817643824556	1	1	0.0010499437663662459	0.0012731327885060484	0.006698168359212775	0.0557070721792583	1	1	1	1	1	1	1	1	0.016496071923358335	1	0.00015626157612247393	1	1	1	1	1	1	1	0.005210964107291827	1	1	1	1	1	1	1	0.002382676926070304	1	0.0020951518666271207	1	0.010833857869847252	1	0.010122906568680534	1	0.01024412822698928	1	1	0.07913996565584236	0.030683364890732867	1
NABA_MATRISOME_ASSOCIATED	1	0.053478423201267056	0.02177553913451813	0.09020038872437541	1	0.005403674115021739	0.005124632696920983	1	0.08499762132081867	1	1	1	1	1	1	1	1	0.0464105521877588	1	0.0022223093394507787	1	1	1	1	1	1	1	0.016294951202943553	1	1	1	1	1	1	1	0.04485270580848266	1	1	1	0.027442506276211365	1	0.02219578849235615	1	0.07916732878074961	1	1	1	0.014767113208354887	1
NABA_PROTEOGLYCANS	1	1	1	1	1	1	1	1	1	1	0.004067508698100797	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009366711458485222	1	1	1	0.015959445616602674	1	1	1	1	1	1	1
NABA_SECRETED_FACTORS	1	1	0.01802270126900185	0.08615593425051538	1	1	0.0063710604942763815	1	0.05135542854018227	1	1	1	1	1	1	1	1	1	1	0.062148130671825674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07838994617238093	1	1	1	0.003506822107137375	1
PID_AJDISS_2PATHWAY	1	1	1	1	1	1	1	0.0736390252540059	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_AMB2_NEUTROPHILS_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021532011057460276	1	1	1	1	1	1	1
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004145986796290191	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_AP1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05721269901689352	1	1	1	1	1	1	1	1	1	1	1
PID_AR_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05703172282711921	1	1	1	1	1	1	1	1	1	1	1
PID_AVB3_INTEGRIN_PATHWAY	1	1	1	1	1	1	0.01141803107447903	1	1	1	1	1	1	1	1	1	0.017276774691550867	1	1	0.010917936244215443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02738327581605393	1	0.06539225186995024	1	1	1	1	1	1	1	1	1	1	1
PID_AVB3_OPN_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005182033505202521	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_BETA_CATENIN_NUC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07236533189003924	1	1	1	1	1	1	1
PID_E2F_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0043598158742306214	0.014263186311961329	1	1	1	1
PID_ENDOTHELIN_PATHWAY	1	1	1	1	1	1	1	0.020911052807197406	1	1	0.012728145150594727	1	1	1	0.0040312755395720545	1	1	1	1	0.05837366724268367	1	1	1	1	0.0029122438190837263	1	1	1	1	1	1	1	1	1	1	1	1	0.04417180878445093	1	1	1	1	1	1	1	1	1	1	1
PID_ER_NONGENOMIC_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005002646471351291	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08902702933091589	1	1	1	1	1	1	1	1	1	1	1
PID_FGF_PATHWAY	1	1	1	1	1	1	1	0.09301680028803372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000443585006826841	1	1	1	1	1	1	1	1	1	1	0.03134600181201519	1	1	1	1	1	1	1	1	1	1	1
PID_HES_HEY_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.028896187641213267	1	1	1	1	1	1	1
PID_HNF3B_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0037795364359756167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.007392060975288217	1	0.01610925573707056	1
PID_INTEGRIN2_PATHWAY	1	1	1	1	1	1	1	0.029688198165606416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011124484000510693	1	1	1	1	1	1	1
PID_INTEGRIN_A9B1_PATHWAY	1	1	1	1	1	1	0.001355428603104225	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0033879277767154825	1	0.038616874848642624	1	1	1	1	1	1	1	1	1	1	1
PID_LIS1_PATHWAY	1	1	1	1	0.008067803063978252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04749356889414247	1	1	1	1	1	1	1	1	1	1	1
PID_LKB1_PATHWAY	1	1	1	1	0.0015145487156749127	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_LPA4_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.0007428132010925959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_LYSOPHOSPHOLIPID_PATHWAY	1	1	1	1	1	1	1	1	1	1	0.013509766972068293	1	1	1	1	1	1	0.01279949449218698	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021507468714385025	1	0.04772833034989521	1	1	1	0.05019329304129694	1	1	1	1	1	1	1
PID_NOTCH_PATHWAY	1	1	1	1	0.03317970551775462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0064181298491887695	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.037475780006818504	1	1	1	1	1	1	1	1	1	1	1
PID_P53_DOWNSTREAM_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029545837447810697	1	1	1	1	1	0.08236788697090258	1	1	0.09495472007196959	1	1	1	1	1	1	1	1	1	1
PID_P75_NTR_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012459921139519992	1	1	1	1
PID_PS1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00010930686212207164	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PID_RET_PATHWAY	1	1	1	1	1	1	1	0.005653043667820712	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08525132041887917	1	1	1	1	1	1	1	1	1	1	1
