	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
KEGG_ACUTE_MYELOID_LEUKEMIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	4	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0
KEGG_ALZHEIMERS_DISEASE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	2	4	0	0	0	0	5	0	0	0	2	0	2	0	3	0	0	0	3	3	3	0	0	3	0	0	0	2	0	0	0	0
KEGG_AXON_GUIDANCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	7	0	0	0	4	0	3	5	0	0	0	0	0	4	0	0	4	0	0	0	0	2	0	0	2	0	0	0	0	0	0
KEGG_CALCIUM_SIGNALING_PATHWAY	2	3	0	3	0	0	2	0	0	3	0	3	2	9	6	0	0	0	8	2	0	0	0	0	0	4	3	0	0	7	0	7	10	0	6	3	7	0	0	0	12	7	0	5	0	3	0	0	0	7	0	0	10	8	5	8	0	2	0	0	0	0	0	3	0	0	2
KEGG_CARDIAC_MUSCLE_CONTRACTION	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	2	5	0	0	0	3	5	0	3	0	2	0	2	0	4	0	0	3	3	3	3	0	2	4	0	0	0	3	0	0	0	0
KEGG_CELL_ADHESION_MOLECULES_CAMS	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
KEGG_DILATED_CARDIOMYOPATHY	0	0	4	0	0	0	0	0	0	0	0	2	0	0	4	3	2	0	4	0	0	0	0	0	0	4	0	0	0	4	0	8	6	0	0	3	5	0	0	0	5	7	2	3	0	2	2	4	0	0	0	0	3	4	4	4	0	0	5	0	0	0	2	0	0	0	0
KEGG_ECM_RECEPTOR_INTERACTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
KEGG_ERBB_SIGNALING_PATHWAY	0	0	0	3	0	0	0	0	0	0	0	2	0	0	3	3	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	5	0	3	0	4	0	3	3	0	0	0	0	0	0	0	0	3	4	0	0	0	0	4	0	0	0	2	2	0	0	0
KEGG_FATTY_ACID_METABOLISM	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_FOCAL_ADHESION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	3	0	0	0	0
KEGG_GAP_JUNCTION	0	0	0	0	3	0	0	0	0	0	0	2	0	0	4	0	0	0	4	2	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	2	0	0	0	0	5	3	2	0	0	0	0	3	0	0	0	0	3	3	0	0	0	0	6	0	0	0	0	0	0	0	0
KEGG_GLIOMA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_GLYCEROLIPID_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_GNRH_SIGNALING_PATHWAY	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	6	0	0	0	0	0	0	4	0	0	0	0	3	4	0	0	3	3	5	0	2	0	7	5	0	0	3	0	2	3	0	0	0	0	0	5	0	0	0	0	4	0	0	0	2	0	0	0	0
KEGG_HISTIDINE_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	2	4	0	0	0	0	5	0	0	0	2	0	2	0	0	0	0	0	3	3	3	0	0	3	0	0	0	2	0	0	0	0
KEGG_INSULIN_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_LONG_TERM_DEPRESSION	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	5	3	0	3	0	0	4	0	0	0	0	0	2	0	0
KEGG_LONG_TERM_POTENTIATION	2	0	0	2	2	0	2	0	0	2	0	2	0	0	4	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	2	0	4	0	0	0	5	4	0	0	0	0	0	0	0	3	0	0	5	5	0	4	0	0	5	0	0	0	0	0	2	0	0
KEGG_MAPK_SIGNALING_PATHWAY	0	4	8	0	0	0	0	0	0	0	0	4	3	9	8	6	5	0	7	0	0	0	0	0	0	7	0	0	0	10	6	0	12	0	0	4	9	2	0	0	12	7	4	10	0	2	5	0	0	9	0	3	10	9	6	8	0	2	0	0	0	0	4	4	0	0	0
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0	0	2	0	0	2	0	0	2	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	2	0	4	0	2	0	2	0	0	2	0	0	0	0	0	0	0	6	0	0	2	0	0	2	0	0	2	0	0	0	0	0	2	0	0
KEGG_MELANOGENESIS	0	0	0	0	0	0	0	0	0	0	0	3	0	4	4	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	3	4	4	0	2	0	7	0	0	3	0	0	0	2	0	0	0	0	0	4	0	0	0	0	6	2	2	0	0	0	3	0	0
KEGG_MELANOMA	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	5	0	0	4	0	0	5	0	3	5	0	4	0	10	8	0	4	0	7	2	0	0	0	0	5	0	0	0	0	0	0	8	9	3	0	0	7	0	0	0	8	0	0	9	0	0	0	0	0	0	0	6	8	7	8	7	0	2	7	0	0	0	0	0	0	0	2
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	5	0	3	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
KEGG_NOTCH_SIGNALING_PATHWAY	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_OOCYTE_MEIOSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_PATHWAYS_IN_CANCER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_PPAR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	2	0	0	2	0	5	0	2	3	0	0	2	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
KEGG_PROSTATE_CANCER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_PURINE_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_RENAL_CELL_CARCINOMA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	4	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
KEGG_TASTE_TRANSDUCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_TGF_BETA_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_TRYPTOPHAN_METABOLISM	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0
KEGG_TYPE_II_DIABETES_MELLITUS	0	0	3	4	4	0	0	0	0	0	0	0	3	6	3	2	2	0	7	0	0	0	0	0	0	2	2	0	0	7	2	0	6	0	5	2	4	0	0	0	4	3	2	3	3	0	2	0	0	4	0	0	6	6	2	4	0	0	2	0	0	0	2	3	0	0	0
KEGG_TYPE_I_DIABETES_MELLITUS	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	3	0	0	2	3	2	2	0	0	0	0	0	0	0	0	2	0	0
KEGG_TYROSINE_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	8	2	0	0	0	0	0	4	0	4	0	5	0	6	6	0	0	0	5	0	0	0	6	6	0	4	0	0	2	0	0	0	0	0	5	6	0	0	0	0	5	0	0	0	2	0	0	0	0
KEGG_VIBRIO_CHOLERAE_INFECTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
KEGG_WNT_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	5	2	3	0	7	0	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	5	0	0	0	0	4	3	0	0
NABA_COLLAGENS	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	2	0	0
NABA_CORE_MATRISOME	0	0	9	0	0	0	0	0	0	0	0	0	0	8	0	9	4	4	7	0	0	0	3	0	3	4	0	0	0	11	0	8	8	0	5	4	9	0	0	0	0	0	4	0	0	2	5	0	0	7	0	0	0	0	0	8	0	2	0	3	0	0	0	0	0	0	0
NABA_ECM_AFFILIATED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NABA_ECM_GLYCOPROTEINS	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	3	3	0	0	0	0	2	2	0	0	0	0	0	6	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0
NABA_ECM_REGULATORS	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	9	0	5	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NABA_MATRISOME	0	0	22	0	0	0	4	0	3	0	0	0	0	0	0	18	9	0	0	0	0	0	0	0	0	0	0	0	0	29	0	25	26	0	15	10	19	0	0	0	0	0	11	0	0	0	9	0	0	0	2	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	0
NABA_MATRISOME_ASSOCIATED	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	17	18	0	10	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NABA_PROTEOGLYCANS	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NABA_SECRETED_FACTORS	0	0	7	0	0	0	2	0	2	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PID_AJDISS_2PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	2	0	3	0	0	2	0	0	0	0	0	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0
PID_AMB2_NEUTROPHILS_PATHWAY	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PID_AP1_PATHWAY	2	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PID_AR_NONGENOMIC_PATHWAY	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
