chr	start	end
chr1	2322661	2323497
chr1	2343646	2344681
chr1	2375337	2375627
chr1	2405273	2405821
chr1	2457244	2458383
chr1	2466297	2466549
chr1	2477433	2478732
chr1	2477433	2478732
chr1	2477433	2478732
chr1	2488612	2488824
chr1	2517375	2518690
chr1	2574085	2575003
chr1	2585229	2585627
chr1	2628938	2629297
chr1	2986280	2986963
chr1	3021890	3022776
chr1	3031931	3032138
chr1	3086988	3087277
chr1	3087518	3087974
chr1	3135887	3136287
chr1	3138649	3138880
chr1	3150079	3150329
chr1	3164106	3164926
chr1	3166867	3167279
chr1	3200528	3200806
chr1	3209684	3209945
chr1	3229760	3230319
chr1	3236614	3237577
chr1	3247281	3247727
chr1	3265748	3265965
chr1	3266203	3266501
chr1	3269279	3269698
chr1	3309550	3310811
chr1	3320082	3320455
chr1	3334429	3334836
chr1	3341397	3341686
chr1	3348035	3348351
chr1	3370840	3371937
chr1	3370840	3371937
chr1	3370840	3371937
chr1	3387710	3388608
chr1	3407876	3408499
chr1	3447137	3448441
chr1	3447137	3448441
chr1	3447137	3448441
chr1	3503998	3504350
chr1	3527531	3528464
chr1	3527531	3528464
chr1	3530147	3530424
chr1	3535413	3535803
chr1	3540795	3542342
chr1	3540795	3542342
chr1	3540795	3542342
chr1	3566424	3566791
chr1	3569444	3569639
chr1	3585357	3585892
chr1	3600740	3601064
chr1	3624071	3624307
chr1	3629530	3629815
chr1	3634701	3634992
chr1	3663512	3664105
chr1	3667110	3667533
chr1	3688724	3689670
chr1	3688724	3689670
chr1	3688724	3689670
chr1	3712635	3713447
chr1	3773268	3774388
chr1	3773268	3774388
chr1	3816607	3818051
chr1	3816607	3818051
chr1	3816607	3818051
chr1	3816607	3818051
chr1	3827313	3827862
chr1	4216186	4216450
chr1	4244356	4244592
chr1	4577295	4577784
chr1	4589769	4590148
chr1	4712786	4713039
chr1	4715307	4715644
chr1	4716058	4716715
chr1	4718938	4719140
chr1	4770845	4771794
chr1	4770845	4771794
chr1	4770845	4771794
chr1	4770845	4771794
chr1	5179341	5179829
chr1	5285858	5287041
chr1	5301210	5301851
chr1	5542026	5542216
chr1	5569867	5570181
chr1	5575730	5576297
chr1	5657760	5658706
chr1	5657760	5658706
chr1	5681064	5681346
chr1	5706888	5707634
chr1	5712543	5713192
chr1	5742226	5742486
chr1	5748253	5748543
chr1	5777400	5778088
chr1	5788874	5789771
chr1	5804659	5805017
chr1	5805778	5806289
chr1	5812260	5812721
chr1	5831046	5831279
chr1	5956300	5956532
chr1	6040532	6040949
chr1	6051873	6053073
chr1	6051873	6053073
chr1	6094193	6094746
chr1	6094193	6094746
chr1	6112590	6113222
chr1	6259247	6260112
chr1	6265197	6265587
chr1	6266038	6266554
chr1	6269174	6269779
chr1	6295575	6296284
chr1	6300124	6300684
chr1	6305230	6305526
chr1	6306913	6307145
chr1	6309390	6309829
chr1	6319913	6320456
chr1	6320918	6321837
chr1	6320918	6321837
chr1	6329975	6330340
chr1	6364532	6364728
chr1	6370080	6370289
chr1	6413560	6414331
chr1	6413560	6414331
chr1	6419583	6420426
chr1	6419583	6420426
chr1	6453133	6454083
chr1	6483702	6484127
chr1	6498198	6498481
chr1	6500348	6500947
chr1	6500348	6500947
chr1	6507183	6508304
chr1	6507183	6508304
chr1	6508899	6509320
chr1	6511059	6511343
chr1	6515071	6515515
chr1	6528020	6528384
chr1	6536555	6536802
chr1	6537122	6537549
chr1	6545050	6545608
chr1	6545050	6545608
chr1	6546293	6546766
chr1	6550071	6551040
chr1	6550071	6551040
chr1	6550071	6551040
chr1	6557288	6557843
chr1	6614177	6614914
chr1	6639637	6640334
chr1	6660976	6661174
chr1	6662058	6663711
chr1	6662058	6663711
chr1	6662058	6663711
chr1	6672880	6674670
chr1	6672880	6674670
chr1	6684870	6685828
chr1	6761629	6762233
chr1	6780177	6780503
chr1	6844389	6845554
chr1	6844389	6845554
chr1	6845883	6846284
chr1	6882679	6883123
chr1	6944589	6944977
chr1	6946774	6947219
chr1	7022176	7023881
chr1	7022176	7023881
chr1	7022176	7023881
chr1	7022176	7023881
chr1	7022176	7023881
chr1	7130015	7130671
chr1	7393400	7393888
chr1	7406796	7407013
chr1	7461891	7462464
chr1	7520970	7521197
chr1	7596343	7596779
chr1	7727564	7727894
chr1	7729642	7730294
chr1	7740049	7740984
chr1	7755347	7755628
chr1	7763951	7764988
chr1	7763951	7764988
chr1	7807301	7807798
chr1	7807301	7807798
chr1	7812356	7813126
chr1	7831012	7831813
chr1	7843865	7844498
chr1	8021318	8022036
chr1	8035362	8035579
chr1	8042302	8042792
chr1	8064813	8065439
chr1	8086005	8087947
chr1	8086005	8087947
chr1	8086005	8087947
chr1	8121393	8121837
chr1	8144223	8144498
chr1	8157363	8157804
chr1	8167831	8168265
chr1	8178139	8178447
chr1	8214833	8215080
chr1	8229714	8230643
chr1	8242330	8242911
chr1	8270281	8270529
chr1	8299000	8299951
chr1	8307806	8308050
chr1	8318980	8319467
chr1	8357195	8357581
chr1	8374279	8374599
chr1	8378108	8378588
chr1	8456854	8457368
chr1	8469198	8469507
chr1	8483509	8484555
chr1	8491074	8491328
chr1	8499495	8499824
chr1	8516178	8516783
chr1	8533050	8533410
chr1	8578268	8578486
chr1	8585820	8586263
chr1	8585820	8586263
chr1	8602155	8602380
chr1	8611272	8611510
chr1	8611884	8612302
chr1	8631442	8631939
chr1	8642555	8642861
chr1	8686056	8687098
chr1	8686056	8687098
chr1	8686056	8687098
chr1	8711415	8711668
chr1	8720947	8721583
chr1	8730764	8730958
chr1	8761164	8761382
chr1	8763111	8763705
chr1	8763111	8763705
chr1	8766829	8767454
chr1	8766829	8767454
chr1	8772285	8773022
chr1	8854189	8854398
chr1	8877030	8878265
chr1	8908986	8909539
chr1	8922664	8922886
chr1	8937916	8939521
chr1	8937916	8939521
chr1	9003508	9003846
chr1	9054082	9054763
chr1	9061755	9062729
chr1	9082305	9083025
chr1	9082305	9083025
chr1	9125309	9125557
chr1	9129653	9129899
chr1	9161706	9162009
chr1	9173057	9173506
chr1	9188617	9189767
chr1	9188617	9189767
chr1	9202290	9202526
chr1	9222316	9222581
chr1	9241473	9243013
chr1	9241473	9243013
chr1	9256364	9256730
chr1	9261717	9262160
chr1	9294369	9295490
chr1	9294369	9295490
chr1	9310320	9310928
chr1	9339344	9339937
chr1	9352417	9353839
chr1	9352417	9353839
chr1	9352417	9353839
chr1	9371322	9371774
chr1	9431604	9432102
chr1	9448828	9449457
chr1	9473123	9473898
chr1	9473123	9473898
chr1	9488752	9489215
chr1	9495246	9495529
chr1	9508407	9508745
chr1	9515872	9516257
chr1	9551157	9551365
chr1	9555396	9555677
chr1	9565259	9565512
chr1	9597969	9598353
chr1	9599196	9600247
chr1	9599196	9600247
chr1	9635650	9636573
chr1	9648570	9649407
chr1	9653577	9653917
chr1	9687092	9687531
chr1	9711735	9712449
chr1	9731523	9731982
chr1	9747421	9748115
chr1	9747421	9748115
chr1	9749314	9750129
chr1	9760435	9760655
chr1	9852427	9852710
chr1	9869187	9869456
chr1	9871537	9871958
chr1	9883328	9884646
chr1	9921386	9921584
chr1	9927663	9928142
chr1	9935048	9935508
chr1	9952415	9952833
chr1	9969917	9971033
chr1	9994269	9995056
chr1	10002621	10003846
chr1	10002621	10003846
chr1	10010499	10010917
chr1	10057338	10057560
chr1	10092607	10093520
chr1	10092607	10093520
chr1	10116123	10116937
chr1	10269944	10271064
chr1	10269944	10271064
chr1	10313947	10314283
chr1	10347012	10347231
chr1	10355920	10356124
chr1	10361684	10361921
chr1	10458565	10459777
chr1	10490376	10491097
chr1	10519374	10519574
chr1	10532082	10532714
chr1	10534882	10535455
chr1	10554640	10555295
chr1	10567605	10567951
chr1	10568753	10569046
chr1	10579038	10579652
chr1	10590056	10590772
chr1	10597469	10597826
chr1	10615776	10616310
chr1	10659294	10659570
chr1	10698505	10699550
chr1	10698505	10699550
chr1	10698505	10699550
chr1	10723436	10724152
chr1	10739586	10739840
chr1	10746241	10747068
chr1	10753950	10755334
chr1	10753950	10755334
chr1	10764434	10764864
chr1	10774612	10774920
chr1	10776815	10777097
chr1	10795185	10795534
chr1	10813424	10813862
chr1	10819551	10819779
chr1	10853756	10854353
chr1	10856416	10856867
chr1	10875231	10875520
chr1	10895777	10896311
chr1	10926869	10927580
chr1	10926869	10927580
chr1	10948333	10949246
chr1	10948333	10949246
chr1	10970100	10970353
chr1	11002011	11002262
chr1	11021026	11021516
chr1	11040331	11040579
chr1	11072294	11073388
chr1	11072294	11073388
chr1	11119610	11120538
chr1	11119610	11120538
chr1	11159366	11160176
chr1	11238210	11238720
chr1	11256283	11256704
chr1	11322381	11322963
chr1	11333221	11333778
chr1	11375032	11375308
chr1	11380372	11380663
chr1	11399770	11400187
chr1	11399770	11400187
chr1	11519743	11519952
chr1	11538808	11540280
chr1	11648977	11649173
chr1	11654397	11654699
chr1	11705883	11706138
chr1	11714292	11715135
chr1	11724005	11724894
chr1	11724005	11724894
chr1	11731709	11732004
chr1	11740814	11741729
chr1	11750488	11752164
chr1	11750488	11752164
chr1	11750488	11752164
chr1	11750488	11752164
chr1	11779771	11780069
chr1	11789818	11790231
chr1	11796043	11797062
chr1	11812520	11812946
chr1	11844951	11845456
chr1	11847281	11848143
chr1	11847281	11848143
chr1	11863540	11863839
chr1	11865459	11866514
chr1	11865459	11866514
chr1	11898593	11898968
chr1	11919032	11919688
chr1	11919032	11919688
chr1	11933396	11933824
chr1	11933396	11933824
chr1	11967845	11969419
chr1	11967845	11969419
chr1	11967845	11969419
chr1	11967845	11969419
chr1	11969649	11969995
chr1	11985898	11986668
chr1	11985898	11986668
chr1	11994358	11995059
chr1	12027112	12027498
chr1	12040014	12040738
chr1	12079268	12079966
chr1	12109758	12109968
chr1	12112188	12112497
chr1	12226989	12227280
chr1	12244776	12245003
chr1	12256817	12257124
chr1	12268787	12269151
chr1	12278707	12278994
chr1	12289783	12290337
chr1	12384574	12384892
chr1	12405507	12405758
chr1	12416062	12416533
chr1	12420064	12420380
chr1	12428694	12428926
chr1	12441339	12441738
chr1	12462395	12462681
chr1	12475274	12475500
chr1	12493552	12493864
chr1	12509033	12509487
chr1	12514557	12514771
chr1	12524794	12525531
chr1	12524794	12525531
chr1	12588598	12588822
chr1	12589358	12589637
chr1	12600040	12600573
chr1	12633982	12634352
chr1	12655059	12656416
chr1	12655059	12656416
chr1	12655059	12656416
chr1	12661405	12661673
chr1	12664282	12664717
chr1	12675934	12676610
chr1	12675934	12676610
chr1	12678041	12679299
chr1	12678041	12679299
chr1	12678041	12679299
chr1	12696642	12697047
chr1	12714438	12715028
chr1	12731236	12731602
chr1	12768107	12768802
chr1	12768107	12768802
chr1	12805848	12806366
chr1	12816423	12816642
chr1	13839542	13839983
chr1	13910211	13911090
chr1	13910211	13911090
chr1	13925993	13926430
chr1	14026471	14027342
chr1	14034814	14035335
chr1	14075364	14076397
chr1	14075364	14076397
chr1	14091172	14091566
chr1	14215047	14215467
chr1	14219295	14219790
chr1	14287022	14287334
chr1	14292442	14292717
chr1	14445598	14446235
chr1	14588791	14589058
chr1	14617766	14618089
chr1	14924283	14926185
chr1	14924283	14926185
chr1	14924283	14926185
chr1	14924283	14926185
chr1	14933077	14933335
chr1	14953955	14954256
chr1	14961036	14961344
chr1	15009364	15009746
chr1	15023521	15023809
chr1	15058182	15058741
chr1	15093613	15094078
chr1	15105782	15106064
chr1	15109369	15109582
chr1	15250475	15251380
chr1	15256022	15256375
chr1	15263936	15264158
chr1	15271045	15271490
chr1	15416854	15417266
chr1	15426740	15427091
chr1	15437324	15437568
chr1	15466307	15466982
chr1	15479020	15480710
chr1	15479020	15480710
chr1	15479020	15480710
chr1	15516216	15516954
chr1	15523687	15523938
chr1	15527009	15527530
chr1	15573606	15574181
chr1	15598994	15599269
chr1	15611321	15611710
chr1	15635103	15635354
chr1	15649787	15650268
chr1	15659130	15659393
chr1	15735840	15736788
chr1	15750840	15751121
chr1	15757594	15757857
chr1	15769839	15770051
chr1	15828122	15828319
chr1	15850477	15851695
chr1	15850477	15851695
chr1	15850477	15851695
chr1	15853007	15853687
chr1	15911003	15911764
chr1	15929698	15930442
chr1	15943327	15944570
chr1	15943327	15944570
chr1	15998018	15998405
chr1	16011058	16011741
chr1	16067974	16068279
chr1	16084130	16085929
chr1	16084130	16085929
chr1	16084130	16085929
chr1	16084130	16085929
chr1	16106973	16107469
chr1	16121700	16121954
chr1	16126508	16126964
chr1	16128726	16129005
chr1	16135473	16136024
chr1	16160911	16162776
chr1	16160911	16162776
chr1	16160911	16162776
chr1	16160911	16162776
chr1	16173740	16175023
chr1	16173740	16175023
chr1	16175861	16176690
chr1	16212733	16213242
chr1	16232845	16233319
chr1	16251203	16251694
chr1	16301879	16302675
chr1	16301879	16302675
chr1	16339413	16339946
chr1	16353015	16353734
chr1	16353015	16353734
chr1	16353015	16353734
chr1	16359390	16359618
chr1	16374829	16375709
chr1	16382442	16382854
chr1	16393796	16394028
chr1	16399564	16400230
chr1	16405494	16405764
chr1	16408969	16409354
chr1	16439515	16439722
chr1	16442451	16442724
chr1	16470278	16470681
chr1	16472345	16473486
chr1	16481185	16482700
chr1	16481185	16482700
chr1	16490705	16490915
chr1	16494008	16494688
chr1	16499570	16500139
chr1	16505065	16505373
chr1	16508273	16508848
chr1	16532828	16533682
chr1	16532828	16533682
chr1	16542636	16542930
chr1	16543881	16544172
chr1	16553271	16553678
chr1	16562850	16563985
chr1	16562850	16563985
chr1	16570746	16571344
chr1	16678258	16679375
chr1	16678258	16679375
chr1	16693488	16694490
chr1	16766847	16767560
chr1	16825372	16826319
chr1	16833211	16833455
chr1	16839935	16841122
chr1	16839935	16841122
chr1	16860854	16862586
chr1	16860854	16862586
chr1	16860854	16862586
chr1	16860854	16862586
chr1	16867111	16867404
chr1	16886291	16886599
chr1	16893501	16893700
chr1	16900726	16900923
chr1	16918376	16918710
chr1	16939233	16940462
chr1	16947532	16947767
chr1	16965679	16966190
chr1	16965679	16966190
chr1	16970773	16971757
chr1	16973746	16974520
chr1	16983433	16983847
chr1	16985251	16986022
chr1	16992570	16993975
chr1	16992570	16993975
chr1	16992570	16993975
chr1	17001391	17002000
chr1	17007442	17007683
chr1	17013729	17014202
chr1	17019731	17021017
chr1	17019731	17021017
chr1	17027560	17027909
chr1	17033954	17034726
chr1	17033954	17034726
chr1	17036307	17036527
chr1	17044315	17044588
chr1	17055088	17055539
chr1	17058761	17059373
chr1	17058761	17059373
chr1	17066593	17067850
chr1	17066593	17067850
chr1	17066593	17067850
chr1	17074331	17074989
chr1	17076791	17077249
chr1	17086190	17086520
chr1	17091153	17091953
chr1	17093297	17093966
chr1	17101379	17102088
chr1	17101379	17102088
chr1	17118164	17118388
chr1	17193557	17193870
chr1	17198766	17200145
chr1	17198766	17200145
chr1	17198766	17200145
chr1	17198766	17200145
chr1	17201551	17201872
chr1	17215710	17216174
chr1	17222204	17223247
chr1	17222204	17223247
chr1	17231244	17232109
chr1	17240320	17241149
chr1	17248124	17248438
chr1	17265446	17265639
chr1	17278105	17278431
chr1	17287247	17287706
chr1	17306510	17307214
chr1	17306510	17307214
chr1	17313540	17313755
chr1	17337979	17338753
chr1	17380304	17381017
chr1	17386251	17386456
chr1	17445684	17446081
chr1	17452382	17452697
chr1	17527278	17527541
chr1	17538969	17539422
chr1	17563630	17564044
chr1	17662397	17662819
chr1	17732766	17733092
chr1	17764168	17765155
chr1	17764168	17765155
chr1	17766132	17766520
chr1	17820883	17821119
chr1	17828756	17829135
chr1	17843060	17843587
chr1	17865052	17865407
chr1	17866323	17867303
chr1	17866323	17867303
chr1	17866323	17867303
chr1	17877466	17877866
chr1	17885925	17886532
chr1	17906615	17907275
chr1	17914765	17915152
chr1	17923298	17924466
chr1	17980328	17980527
chr1	17988030	17988311
chr1	18005979	18006208
chr1	18022834	18023084
chr1	18127430	18127738
chr1	18201250	18201793
chr1	18238310	18238563
chr1	18246095	18246519
chr1	18262063	18262527
chr1	18383158	18383357
chr1	18434276	18434716
chr1	18436678	18437686
chr1	18460986	18461290
chr1	18487943	18488420
chr1	18487943	18488420
chr1	18517175	18517377
chr1	18526197	18526742
chr1	18527288	18527595
chr1	18561361	18561799
chr1	18582945	18583166
chr1	18611269	18611530
chr1	18615198	18615538
chr1	18725114	18725698
chr1	18725114	18725698
chr1	18735378	18735938
chr1	18738120	18738506
chr1	18743658	18744216
chr1	18806977	18808017
chr1	18884162	18884666
chr1	18902184	18902402
chr1	18957470	18957969
chr1	18967018	18967841
chr1	18969791	18970394
chr1	18995379	18995712
chr1	19020168	19020551
chr1	19043235	19043572
chr1	19147039	19147693
chr1	19201830	19202131
chr1	19210591	19210920
chr1	19222761	19223090
chr1	19228632	19229696
chr1	19228632	19229696
chr1	19239649	19239902
chr1	19248896	19249128
chr1	19272024	19272228
chr1	19275736	19276662
chr1	19282009	19283692
chr1	19282009	19283692
chr1	19282009	19283692
chr1	19337632	19337867
chr1	19379050	19379393
chr1	19406620	19406810
chr1	19440094	19440349
chr1	19465687	19466375
chr1	19528943	19529232
chr1	19536421	19537150
chr1	19577820	19578648
chr1	19615258	19615533
chr1	19638192	19639341
chr1	19638192	19639341
chr1	19664818	19665198
chr1	19687864	19688317
chr1	19734204	19734570
chr1	19772393	19772684
chr1	19805852	19806373
chr1	19811164	19811470
chr1	19811666	19812611
chr1	19831161	19831903
chr1	19852036	19852856
chr1	19923171	19924060
chr1	19946354	19946703
chr1	19970181	19971306
chr1	19977504	19977873
chr1	19980165	19980504
chr1	19985985	19986549
chr1	20030960	20031440
chr1	20041960	20042387
chr1	20078607	20079220
chr1	20078607	20079220
chr1	20080952	20081325
chr1	20125962	20126828
chr1	20131602	20131838
chr1	20145552	20145799
chr1	20208698	20209315
chr1	20208698	20209315
chr1	20301404	20301843
chr1	20409767	20409965
chr1	20478835	20479159
chr1	20512392	20513028
chr1	20539548	20539788
chr1	20576928	20577347
chr1	20616981	20617726
chr1	20688406	20688712
chr1	20693524	20693890
chr1	20729324	20729582
chr1	20756878	20757146
chr1	20802803	20803194
chr1	20806649	20807152
chr1	20810462	20810945
chr1	20811935	20813629
chr1	20811935	20813629
chr1	20811935	20813629
chr1	20811935	20813629
chr1	20811935	20813629
chr1	20820355	20820974
chr1	20834215	20834894
chr1	20834215	20834894
chr1	20848923	20849236
chr1	20860198	20860521
chr1	20878542	20879431
chr1	20901863	20902250
chr1	20916684	20917076
chr1	20933565	20933766
chr1	20959808	20960963
chr1	20970253	20970500
chr1	20987662	20988431
chr1	21022863	21023785
chr1	21044084	21044748
chr1	21058326	21059111
chr1	21058326	21059111
chr1	21059439	21059994
chr1	21112838	21114207
chr1	21112838	21114207
chr1	21112838	21114207
chr1	21174646	21175133
chr1	21449929	21450671
chr1	21449929	21450671
chr1	21502782	21503839
chr1	21502782	21503839
chr1	21521521	21521897
chr1	21544276	21544544
chr1	21558585	21558844
chr1	21578261	21578940
chr1	21588886	21589515
chr1	21598094	21598393
chr1	21611679	21612102
chr1	21611679	21612102
chr1	21616244	21617143
chr1	21639684	21639919
chr1	21647635	21648050
chr1	21656069	21656274
chr1	21665213	21665634
chr1	21671538	21672405
chr1	21671538	21672405
chr1	21695064	21695263
chr1	21711895	21712122
chr1	21754344	21754734
chr1	21766269	21767177
chr1	21784277	21784926
chr1	21791534	21791899
chr1	21828615	21828836
chr1	21835616	21836441
chr1	21835616	21836441
chr1	21851165	21851356
chr1	21861187	21861575
chr1	21913294	21913677
chr1	21934143	21934828
chr1	21941324	21941731
chr1	21945584	21945887
chr1	21948799	21949235
chr1	21950044	21950276
chr1	21958533	21958768
chr1	21965189	21965469
chr1	21978313	21979133
chr1	21985688	21986201
chr1	21995526	21996559
chr1	22109120	22110322
chr1	22109120	22110322
chr1	22140838	22141203
chr1	22182229	22182649
chr1	22192658	22193081
chr1	22213313	22213627
chr1	22223457	22223818
chr1	22229121	22229313
chr1	22248818	22249438
chr1	22254174	22254540
chr1	22263281	22264375
chr1	22263281	22264375
chr1	22263281	22264375
chr1	22270817	22271352
chr1	22299447	22300043
chr1	22307192	22307470
chr1	22322626	22323051
chr1	22324360	22324902
chr1	22324360	22324902
chr1	22331790	22332038
chr1	22351479	22352709
chr1	22379001	22380225
chr1	22379001	22380225
chr1	22458299	22458798
chr1	22468539	22470002
chr1	22468539	22470002
chr1	22542747	22543027
chr1	22555239	22555557
chr1	22577250	22577493
chr1	22583906	22584314
chr1	22586063	22586542
chr1	22602473	22602768
chr1	22643615	22643947
chr1	22652742	22653329
chr1	22668538	22669153
chr1	22674724	22675665
chr1	22676900	22677318
chr1	22734759	22735048
chr1	22740643	22741056
chr1	22768809	22769226
chr1	22778096	22779029
chr1	22859879	22860322
chr1	22882969	22883174
chr1	22889765	22890520
chr1	22952247	22952580
chr1	22968439	22968780
chr1	22992408	22992692
chr1	23000080	23000847
chr1	23000080	23000847
chr1	23028891	23029088
chr1	23030915	23031296
chr1	23036548	23037810
chr1	23043467	23044013
chr1	23067602	23067963
chr1	23077016	23077342
chr1	23090122	23090608
chr1	23118271	23118471
chr1	23188638	23188858
chr1	23279886	23280112
chr1	23298185	23298517
chr1	23303026	23303359
chr1	23345555	23346751
chr1	23405669	23405935
chr1	23453089	23453335
chr1	23493944	23494757
chr1	23495018	23495469
chr1	23503969	23504590
chr1	23543377	23544276
chr1	23545650	23546000
chr1	23670536	23671456
chr1	23670536	23671456
chr1	23694544	23695725
chr1	23694544	23695725
chr1	23703886	23704102
chr1	23730323	23730703
chr1	23738126	23738613
chr1	23749989	23751557
chr1	23749989	23751557
chr1	23749989	23751557
chr1	23749989	23751557
chr1	23809721	23810142
chr1	23810403	23811289
chr1	23810403	23811289
chr1	23831382	23831586
chr1	23857327	23858243
chr1	23857327	23858243
chr1	23866317	23866692
chr1	23871163	23871410
chr1	23881039	23881814
chr1	23881039	23881814
chr1	23882951	23883151
chr1	23885777	23886312
chr1	23888819	23889108
chr1	23894353	23895592
chr1	23894353	23895592
chr1	23903716	23904187
chr1	23918161	23918513
chr1	23946105	23946494
chr1	23946105	23946494
chr1	23961408	23961875
chr1	23963960	23964564
chr1	24018148	24018703
chr1	24053992	24054290
chr1	24069546	24070446
chr1	24077734	24078016
chr1	24092369	24092736
chr1	24104431	24105257
chr1	24104431	24105257
chr1	24117343	24118852
chr1	24117343	24118852
chr1	24117343	24118852
chr1	24126479	24127821
chr1	24151423	24152209
chr1	24165062	24165420
chr1	24182554	24182931
chr1	24194288	24195050
chr1	24194288	24195050
chr1	24243419	24243729
chr1	24285485	24285927
chr1	24306359	24307286
chr1	24338767	24338967
chr1	24345341	24345584
chr1	24368847	24369063
chr1	24372821	24373070
chr1	24397456	24397766
chr1	24429726	24430287
chr1	24438795	24439422
chr1	24438795	24439422
chr1	24476928	24478242
chr1	24476928	24478242
chr1	24513371	24514215
chr1	24525645	24525996
chr1	24528484	24528754
chr1	24536832	24537248
chr1	24645779	24646114
chr1	24648407	24649105
chr1	24691115	24691560
chr1	24701454	24702314
chr1	24718757	24719043
chr1	24739966	24740390
chr1	24741822	24742525
chr1	24751677	24752085
chr1	24764950	24765252
chr1	24790401	24790773
chr1	24828539	24829660
chr1	24867665	24868135
chr1	24872654	24872941
chr1	24878500	24879062
chr1	24878500	24879062
chr1	24882060	24882668
chr1	24896902	24897154
chr1	24968990	24970168
chr1	25010331	25010577
chr1	25031865	25032379
chr1	25051152	25051935
chr1	25061815	25062295
chr1	25071440	25072346
chr1	25071440	25072346
chr1	25126957	25127532
chr1	25174323	25175172
chr1	25188893	25189107
chr1	25190987	25191373
chr1	25258306	25258961
chr1	25427943	25428288
chr1	25494571	25495533
chr1	25494571	25495533
chr1	25494571	25495533
chr1	25500737	25501541
chr1	25537129	25537441
chr1	25545679	25545964
chr1	25558579	25559358
chr1	25558579	25559358
chr1	25566194	25566891
chr1	25573691	25574482
chr1	25573691	25574482
chr1	25576503	25577125
chr1	25593131	25594507
chr1	25593131	25594507
chr1	25593131	25594507
chr1	25649227	25649900
chr1	25663464	25665387
chr1	25663464	25665387
chr1	25663464	25665387
chr1	25663464	25665387
chr1	25694522	25695303
chr1	25694522	25695303
chr1	25756504	25757967
chr1	25756504	25757967
chr1	25802771	25803266
chr1	25804051	25804602
chr1	25821617	25821971
chr1	25827446	25828366
chr1	25833247	25833734
chr1	25869901	25870640
chr1	25914397	25914982
chr1	25942629	25943531
chr1	25994423	25994862
chr1	26034097	26034296
chr1	26054092	26054715
chr1	26070520	26070837
chr1	26097945	26098706
chr1	26126275	26127245
chr1	26126275	26127245
chr1	26137303	26137620
chr1	26146037	26147371
chr1	26146037	26147371
chr1	26174413	26175331
