	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF382	ZNF492	ZNF519	ZNF846
GO_CARDIAC_CONDUCTION	0.029432610954260863	1	0.020861287877075863	8.321839020775101e-05	0.0005925493145186866	0.0001961964518500947	5.785632029020604e-08	0.03568303915688131	1	1	0.0002772745459258541	0.06257335486134896	1	1	1	0.004816699392574564	1	0.0023421698386620893	0.042659330459639766	0.01991285847440305	0.00015202419171822523	6.3050320461277565e-06	1	0.0007466616927090941	0.007929846022355691	0.0002189832303571837	0.0019446051306086787	1	6.309184889086161e-06	1.9965276919386987e-05	0.0006924175588760573	0.0004093351986698135	0.005203899111851484	0.05846743024869061	3.3431416328943975e-05	1	1	0.004256544176849397	3.340614176949863e-06	1.5119554789277956e-06	0.014029129248290584	2.822339726749057e-05	1	0.0025316079822558235	0.00996413812676289	3.934833324603648e-05	9.288115080141601e-05
GO_CATION_CHANNEL_ACTIVITY	0.06450248382502988	1.4110249264565056e-06	2.508310226190247e-10	2.3737859299211017e-05	9.099917781529854e-07	0.0	0.0	6.805156133404822e-05	0.04121618711854036	0.020405013585287457	4.775887407770796e-08	1	1	1	0.0017823354784036738	0.00018791974115872634	0.003034417807929457	7.75058922497518e-06	7.318571863978995e-06	0.0032918183428852776	6.131499086237113e-09	5.296263427823078e-11	2.6490524282163364e-05	1.0010025763840247e-06	7.041784480554814e-05	4.4288416378712725e-08	0.00017766541402741698	1	3.8921456460006e-06	3.314560110823095e-07	2.914176894797116e-05	2.1523894111474817e-08	0.027541084720781872	1	7.133888196841909e-07	1	3.876038120398384e-05	5.895357130991652e-05	2.2793450460412146e-09	6.946941910612736e-10	2.1889754120429927e-08	1.208633487737032e-07	0.05216049590593197	0.0017823354784036738	0.0006225918610620607	7.75058922497518e-06	4.443893911298957e-06
GO_CATION_CHANNEL_COMPLEX	0.07834980822223558	9.619073922939592e-07	5.821257587079742e-09	0.0009485798732185025	0.00030433749060798654	3.625292854803064e-08	8.263583872736291e-08	1.888205154487732e-05	1	1	1.3991725187345594e-06	1	1	1	0.010351675417287876	0.08088545916320433	0.060810088011469476	0.012454807479610475	1.1118438739687875e-06	0.001362848302200792	6.772383951025862e-05	2.855021996595042e-08	0.002756345926509307	0.00021488119295121066	0.029909522531982202	1.847642150387685e-09	0.01049760890420115	1	0.00024573542733630216	1.2119971523061324e-06	0.0010786986463507953	4.504714151698508e-07	0.00980332379791471	1	0.0008692359958191176	1	0.00037911572839210983	5.4461286842943935e-05	2.9595864548981332e-05	1.8392473322137448e-08	8.226277432243911e-06	0.000254663775117403	1	0.00020531347094421282	0.0016113600900754532	0.0026203977962433456	5.649183314415662e-05
GO_CATION_TRANSMEMBRANE_TRANSPORT	1	2.658792825072087e-05	1.591765703989889e-05	0.0005011632871552152	4.597748597401363e-07	9.120139918827874e-07	1.952945627436975e-08	0.0031711236498941364	1	1	8.873466814662834e-07	1	1	1	0.0005567216990381985	0.0060691637743195415	0.02133416808003552	0.0004202969122493183	0.0002171738558568448	0.0010601840456664346	0.00012552373922980475	6.262324957484466e-07	0.00859583674909381	0.0053600948366627765	0.019388774514353724	6.108211206168335e-06	0.01731809415982344	1	0.0002375334756253844	8.6580709601769e-08	0.0017980958126851965	2.8769606497114353e-07	0.01506153197822091	1	7.492538515596614e-05	1	0.003159433059267469	3.5621037507760356e-05	1.121718472896216e-05	1.8112823108040743e-07	2.029791915758583e-05	0.0005734272504217541	0.08010007641913963	0.0005567216990381985	0.004475120336386751	0.0004202969122493183	4.617979704935049e-05
GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	0.00018824145175699858	5.356746092255449e-07	0.00014953062258571403	1.3052396111379316e-05	2.3556412376279923e-09	3.4256942293975357e-07	0.005245933620278365	1	1	3.5166500056971195e-05	1	1	1	0.03502321592255131	0.0074035097118166915	0.005469035135924005	0.0020536548898060225	0.003654280339233984	0.04059518054829625	5.2221358906034965e-06	2.075869820483689e-08	0.0013384991994727091	0.0007425159801428549	0.0005358155230417161	8.596473529687287e-06	0.013791866222498395	1	0.00018801836616200163	3.364393964677692e-05	0.0006481157073131572	8.050606850495967e-06	0.019272626158192918	1	5.379803194438537e-05	1	0.0018808355481876315	0.00653024525452961	2.3938787705457543e-06	4.955165316955501e-07	1.3251959509630318e-05	0.00026351349694531123	1	0.010892890449147097	0.0032075021948666516	4.1246967936281465e-05	0.00013813940224283172
GO_CATION_TRANSPORT	1	0.0002339892377352104	8.328378651500934e-06	7.259210281806983e-05	9.322482341422855e-06	1.9062181166873415e-07	2.0421727864317063e-08	0.03299044689124586	1	0.06093353214914965	3.4583496244522394e-06	1	1	1	0.005205809061744282	0.01346389144161908	0.01837922619040755	0.0010248417870748483	0.0001274566136507671	0.0016744785223002934	0.00040649829702399387	8.076695273695478e-07	0.0034846125018807017	0.0022729388031995645	0.022018061104523423	3.9064377865938305e-05	0.04920323498057311	1	0.00017785787430013578	1.1939413278039268e-06	0.004624666278180811	4.485938619347429e-06	0.007953667691255162	1	0.00013390349375552724	1	0.005169933163288953	7.278386672948667e-05	5.011253329212373e-05	1.7835894672302288e-06	6.406106098144626e-06	0.00036045147710872527	0.010249298450943023	0.0017018061275847485	0.0026390189370576467	3.936361202183658e-05	0.00016524244449289682
GO_CELLULAR_COMPONENT_MORPHOGENESIS	0.0009270555561969873	0.0	0.0015763472172649617	4.4579204770411884e-05	9.906202691478683e-06	0.0	2.142686028605567e-11	5.965466862711821e-07	0.00016612284719264014	9.025564535858344e-06	3.653348892296293e-07	0.0680447790347728	0.04797907312265104	0.007603268721664724	0.0009298233727738081	2.4537766313947884e-05	0.002904520840186997	0.004198536881410475	9.045100224369662e-10	5.091062256212808e-07	2.960380522942785e-07	3.4703742650687985e-06	6.114976040416664e-06	7.09200400803578e-05	1	2.0152582380639217e-08	0.00029336105065425055	0.01263536448452518	6.98485713712671e-12	0.0004740814633584778	4.365696914310213e-06	1.1301561532728321e-05	3.34899115106424e-08	0.004871434671642083	1.1862133631690419e-05	1	6.531885376392932e-05	1.5227705318920925e-08	0.0	0.0	2.8095462822896877e-06	7.52699009454183e-07	0.0018751629772724154	0.0009298233727738081	0.005596717173643073	0.027711467795721756	0.001850915992805402
GO_CELL_BODY	2.4161730803884396e-06	0.0	4.426418304448454e-06	7.154840864498357e-05	2.95209779621608e-07	2.1397550398205567e-11	2.7061575202935728e-11	7.828648396213111e-08	0.0019348718102919493	2.987747564953125e-05	7.056726314402795e-10	0.005520211416709664	1	0.06073414875972227	0.0004272851674579359	0.004441773290195461	0.0040684681393412525	0.001180042869749709	1.3227638095969496e-08	0.0022905486826297894	3.65001633362283e-08	9.843570403234025e-12	3.261264784892859e-07	6.459111077994351e-06	0.00029702361702210744	8.774169169001311e-10	2.4076073562584455e-06	0.05563879554989937	0.0	0.00069939609193026	2.2869504870737245e-05	5.767898381137115e-10	4.48368009386968e-11	0.07097260616978662	2.1800015126416383e-09	1	6.029688370823294e-07	6.693758880516043e-10	0.0	4.8204440439292284e-11	3.193045827742935e-10	3.155511785202236e-08	3.6096566397580965e-05	2.432096768423264e-06	0.0001310544936561353	8.269050522091703e-07	4.47231136391224e-06
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	0.0002572565079467237	0.009203943050492547	0.013888386692825327	0.0007553541112192974	0.01822371696267311	0.00252066634825987	0.02572549223616727	0.0006416731930593	0.004918347246837262	9.865384182905501e-05	1.634601220978915e-05	0.0009655340361982567	0.00016861670931367367	0.07708126056077058	9.282415610412098e-05	0.00021690673504959346	0.08985301668687429	1	0.0002619742794051083	0.006808094669227938	0.00018018747680770275	1.5219840294622422e-05	0.03686223650416698	0.004163253921897869	0.0006775596758914482	7.60982664882448e-06	0.08423035648805777	5.4619398945354725e-05	0.005025256111879761	3.3183287007076956e-08	0.04920835009354052	0.01843476166627256	0.010055135419577477	1	0.03478107483930959	2.4810805764552413e-05	1	0.00044548942178535	6.287434397311831e-05	0.0013308506112088558	8.68447731176003e-05	2.7341990587181897e-06	0.029329120192499225	0.004247327847725302	0.0010043065958618147	1	0.051274693743258215
GO_CELL_CELL_SIGNALING	1.2306209437373816e-05	0.0	2.614549994284232e-07	6.559506626757639e-08	2.132821586919853e-05	0.0	0.0	8.255614503127617e-08	0.001108459462950906	0.0003340096460024977	1.0715505238678702e-07	0.0009838461504203533	3.56120377494884e-05	0.004353169502141707	0.01941337643394192	4.7387976421342515e-05	0.00024007530007619238	0.01623243223827009	0.0	1.629830714833247e-10	1.9461743328008652e-10	0.0	4.449330197486834e-05	9.32536585367405e-05	0.0011482522032024711	2.672809751302907e-10	0.0022244563628009972	1.503809701530745e-05	1.8219770137051228e-10	8.115052241297604e-07	3.4640187389634036e-06	3.527468561692615e-08	1.12640665850261e-06	1	1.1982369751972755e-07	0.025250077078012745	0.0011861457511676	1.0409691997281811e-08	0.0	0.0	8.947800722580723e-09	0.0	0.003178469593497657	0.0004035635552304129	0.005938489667206004	1.4883507729601675e-06	1.684882999786197e-08
GO_CELL_JUNCTION_ORGANIZATION	6.347189641653372e-07	9.222815511300553e-09	4.3641732307198033e-05	0.00048422390909619306	1.9447002991390683e-05	1.3389333652913393e-07	4.7138801206880743e-07	2.4227962069911513e-06	0.00019390368841387673	0.0007878878110898491	5.107061693543358e-07	0.0006845748030828158	6.2309080553824e-05	1	0.005914742652612159	0.0008038520310982289	0.03922475914589052	0.03408807083147736	1.8861212591758658e-10	4.4444172960789174e-06	6.317209945150282e-07	9.255239385996816e-08	0.0005247868611407691	0.005840172750547712	1	6.081793901824284e-08	0.02688987444201263	4.756774777225914e-05	5.95120142610206e-07	6.301716926060408e-09	0.005212962241880725	0.024414918296731147	0.00024327117695943645	1.4559040301231896e-05	3.6312641560343195e-08	0.00195916659348927	0.0007779999168990859	0.004343222416429371	5.194360656046726e-07	1.0135213779349783e-09	0.00021360329938002742	1.6222173826463404e-08	0.002987283074068703	8.211631676990905e-05	1	0.004945250659094014	0.0014514573237757178
GO_CELL_MORPHOGENESIS	0.0007648114724273514	3.3037073077224477e-10	0.00038405810945840724	0.00011848179090312438	6.715781213095795e-05	4.127720387714362e-11	1.0081337986633798e-09	1.1758850472110005e-05	0.03341407576939592	0.00034044406610544975	2.1269222569841872e-06	1	0.09032376622068461	0.011615373915046523	0.0005700756019754172	0.0017118583039819057	0.010335879262410308	0.012847083554375804	5.542202283770337e-07	1.6088253530943675e-05	6.09076511792761e-06	8.770819814429842e-06	7.013501629538066e-05	0.001465520501576667	0.09987751426622171	1.2304568475229871e-09	0.0013263461885262284	0.012465473616820044	3.2358820067912575e-09	0.0028651462875176614	5.205612200320786e-05	0.00012561368897479053	2.1626858515144676e-06	0.0014775162726100577	7.465176491883163e-05	1	0.0005513482064509745	3.7940284475901365e-05	1.5221776061835612e-09	7.390024148179464e-10	7.975073056498694e-06	7.914159544375465e-07	0.0003781882724319674	0.006265286349834698	0.0021934433683218346	0.012847083554375804	0.005439452111503096
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	0.002066673249033757	9.529088629278704e-11	0.002605834360210557	0.00025940881358232915	0.00012906018873759528	0.0	1.2714562735993695e-10	1.9045895065517016e-05	0.010284445981565193	4.69728866860919e-05	1.3792753490449172e-06	1	0.04125653990316658	0.005336810771045086	0.0023053210248082934	0.0013526457960849614	0.0021450442195175556	0.0025799539319412146	4.928356689415381e-07	1.1947640307097274e-05	4.0198306364258585e-05	2.0626421381342297e-05	0.0001408078500508836	0.00011744008396807892	0.04625031997681983	3.0352653723753065e-10	0.0017997160569459547	0.009561888808378605	9.878791118467234e-10	0.0007457359553001419	1.8095185925215418e-06	0.0002830166249770949	1.829150768850596e-06	0.0034989742193142215	3.325140428689366e-05	1	0.0011071987577618847	1.6102418349817071e-06	2.6744528813793522e-09	4.5278591986885885e-10	6.67328133732159e-05	1.3551771794628742e-05	0.0011958292105983537	0.0023053210248082934	0.010284445981565193	0.0025799539319412146	0.0009681233743308315
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	0.0003874659792060253	1.5821011167815868e-11	0.0011928254439053099	2.2195702503502446e-05	6.448004366443882e-06	0.0	0.0	5.5325842783782164e-06	0.0022392771646425613	2.401303879184802e-06	1.386967060312827e-06	0.08401395685926583	0.023464495048897582	0.0013802010308812118	0.0004940154671777552	0.000152394057435834	0.0006904246957670779	0.0013850677967592873	2.006692068068361e-08	2.1714084186275073e-06	2.063586849176957e-06	2.4232066100804417e-05	2.5752528356237647e-05	3.4177809407065496e-05	0.014824687098703881	3.1680258416599827e-10	0.0009766093839712608	0.0033265791347161233	4.097477912523573e-11	0.0002527546203771047	1.540611408556991e-06	0.0001226259425084475	1.4204205278645077e-07	0.0010018364539420288	7.257853315012497e-07	1	0.00025885158376037776	2.540407590956306e-07	2.0690893443031655e-10	7.04335478829421e-11	1.887093518748717e-05	1.8252429937470893e-06	0.0009610833581770173	0.0004940154671777552	0.00728412911541676	0.004496823065889832	0.0007481106188170772
GO_CELL_PART_MORPHOGENESIS	0.00032385695184444785	1.9273249662887793e-11	0.0004667530006255971	3.481256711312941e-05	4.768904841023769e-06	0.0	2.856594960576331e-10	1.9825204672363483e-06	0.002154106410653389	1.983082078960141e-05	4.1472071954373746e-07	0.04378872512316434	0.03493647076687589	0.0035989500162617594	0.001471091497584176	6.468859351294043e-05	0.0015360496528941114	0.004549213430628418	2.4373555396195457e-09	3.624078507291628e-07	4.394166674193123e-06	1.6581282651917384e-05	1.8154283857318987e-06	0.00019111925322046197	1	1.3135377896489331e-08	0.0002970511451259039	0.007020414634837713	4.9317550043781466e-11	0.00328981609686696	1.1970669369310016e-05	1.3116849956418264e-05	3.865457343099621e-08	0.002425536478725787	3.6447007527584674e-06	1	2.2399327821331916e-05	1.2955112416168646e-07	5.42480060872208e-10	6.452394174516485e-12	7.912322409153738e-06	4.312929933192322e-07	0.0007251153381939712	0.001471091497584176	0.01850879720325349	0.012665111830765907	0.0012927060972844906
GO_CELL_PROJECTION_ORGANIZATION	0.0006537031234190582	4.636089956377987e-09	0.000291584858924554	4.306243779006458e-06	4.2370285058268564e-10	1.4539369708188588e-11	2.3151813799415777e-11	8.645762961112524e-08	0.0033842336806955142	3.4303561661452875e-05	1.826928475168188e-08	0.027906056570178972	1	3.250744468230593e-05	0.00028512876522257535	1.324710184880118e-06	0.006553337657558611	0.0002951318085228083	8.285954145037522e-10	9.247791421529428e-11	1.3744813753824303e-07	9.699628777948277e-08	0.0001869353051343614	0.00018194922299974436	0.009099315735705216	1.2720628994600247e-09	1.7408670134333448e-06	0.013332678862094327	2.3303581286882036e-12	0.001130676682115972	6.713071179387242e-06	2.7895301189184707e-05	1.1048105763578064e-09	0.007883566030855271	1.8035162252516557e-10	1	0.0012362603882934975	4.844001786796781e-06	2.3269663973479737e-10	0.0	5.027570744164933e-06	3.5041969326243816e-11	3.922798185174159e-07	0.0026048540864963554	0.03370924204162984	0.00010880417964542755	0.0012443154317358651
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	0.00022410233816838598	2.4854844235533413e-05	4.267508963884392e-05	3.8310711485411986e-05	8.285043299860462e-06	0.00032825961207771925	0.0031896715766859263	0.00019575747524558373	0.0007662875662509672	0.0009054121260571035	4.697934834674289e-05	0.06520995638163252	1	0.03212156563635604	1	0.021670784100139895	1	6.43969757230245e-06	5.664453044396112e-07	3.2118657167234943e-07	0.000183858769462808	0.00024678037102310313	0.005699601242439956	2.0433675113396e-05	0.049014842911207945	1.0361181999041236e-06	0.003646148306606589	0.03988223488794196	0.0005244469508987049	0.002893464949359492	0.001262817421461615	0.0001276040373661136	6.519686857386908e-06	0.000343529017542199	7.594772987451481e-05	0.043395265020604645	0.008080433953598809	0.016019436136157972	0.001956524175341312	1.8673648903844153e-06	0.0002990274466766474	5.363751212850154e-06	1	1	1	2.3093348953007187e-05	0.0024798210768275375
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	0.001776934498381344	6.663239176196711e-06	0.04724161948604089	0.0023460977427529617	0.002661685354239607	0.00039964336685316404	0.0001618354265650046	0.0006174594611892958	0.000110331346535264	0.0010495322463449641	0.0003361758134202697	1	1	1	1	0.05378172680574356	0.005036865065888407	2.716688521897659e-05	2.0221603147518863e-07	2.197313391805178e-05	7.215275934113752e-05	0.03989019539148686	0.0016540518968740647	0.05154963206964691	1	1.5241784474429032e-05	0.001034605075619588	0.01143866986614317	0.0013585867215754055	0.0038250661572720723	0.002618686174536089	0.0005131770237037925	4.275650406893039e-05	0.0016540518968740647	0.0012222841881740498	1	0.01663565186222815	0.01651713991610848	0.0008535460231948733	3.05915529219547e-05	0.014168865443151879	0.0039928593116306255	1	0.03767065717740914	0.09528515369547197	0.001289335077099718	0.01068105826601451
GO_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC	1	9.265657670520788e-05	1	1	1	0.00011024962645422853	0.003724524578985977	1.1884859729693886e-06	0.003762561045638768	0.013624010919234153	0.0002772650294279311	0.03804423470658391	1	0.06103508201033936	0.06898550798263792	0.04993449464327204	1	1	0.00010081829068608883	0.02255417540186755	0.03557385076200614	0.010541236758512373	0.035463952610256144	1	1	2.5246170277104518e-05	1	1	0.00015507657623392568	0.011182779792376696	0.04656081491090791	5.95998258631214e-05	0.001295234241422305	1	0.06515457360702881	1	1	0.06735942976361531	0.0032190951093905573	7.812871176615666e-05	0.0007272399635370741	8.261906308137945e-05	0.011732809095865271	1	1	1	1
GO_CIRCULATORY_SYSTEM_PROCESS	0.045956832014729554	1	0.05162622621987101	0.007369795508805677	0.0014449325319587647	1.4288094724923539e-05	3.5536725305873595e-05	0.011764664759157162	0.016522453610888332	1	0.0008516738826016557	0.07338282862983248	1	1	1	0.01034875381177347	1	0.00025352541919609894	0.03610859401656796	0.07192097635535777	8.368884142351263e-07	7.69566677050193e-09	0.01776257778833845	7.952429828839147e-05	0.08519614519210394	1.6341704968114712e-06	0.002360608971059386	0.05125698515102073	1.5640674860262216e-05	2.368814987940837e-06	0.00025769261989094794	1.1419837686599266e-07	4.9267176549072644e-05	0.06554198729508531	0.0052571851779017464	1	0.02224672649593773	0.00037429946419320625	1.1288513401819245e-07	1.5965901293268914e-06	0.0043705038262256135	2.213203459977553e-05	1	0.023185653728716504	0.005395319187598613	6.229972870497313e-05	4.2114001516213584e-05
