	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_ACTIN_BASED_CELL_PROJECTION	0.04855346378870662	1	0.007270521399542873	1	1	1	1	1	1	1	1	1	1	1	0.011928548219434232	0.016464876790832306	0.05402570814101071	1	0.03508290582384388	0.03861666479149528	1	1	1	1	1	1	1	1	0.005842208836984608	1	1	1	0.007798069975242239	0.004559401270968544	1	0.0272323184727693	0.0035996464714886933	1	0.022338360534022716	1	1	0.05443397706342834	1	1	1	0.007342610617655954	1	1	0.009576960378762323	1	0.07342050222333218	0.03529857875983211	0.023612277358872613	0.07815560246256281	1	1	0.0815392791737134	1	0.012647460334535121	0.07269681127019623	1	0.08294070710407309	1	1	1	1	1	1	1	1	1	0.061268547491624026	1	1
GO_ACTIN_BINDING	1	1	1	0.012428853082082303	0.0036902436467983746	1	1	1	1	1	1	1	9.187756197115426e-05	1	0.00015111579780169304	0.0008104656042507985	0.043390565448255924	1	1	1	1	1	1	1	0.06803574520913802	1	1	1	1	0.04435273365232506	0.05568081593547458	1	1	0.098774283143652	1	0.026360578725345474	0.05849264875147653	1	0.09934189004872818	1	0.08221658783674324	1	0.04701519325867842	1	0.07912464945812203	0.0534676347563422	0.09433603547143321	1	0.019439324902383093	1	1	1	1	0.015954981346817165	1	1	0.07760611501310566	0.025827364931996	0.0012273242036022758	1	1	1	0.025189995441382784	1	1	1	1	1	1	1	1	0.0010856905284188922	1	1
GO_ACTIN_CYTOSKELETON	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04398348276880548	0.017326963902300374	0.02156028032712176	0.06592021214435051	0.023046388554299413	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03012489655296302	1	1	0.017510022077039	0.009429863512705472	1	1	1	1	1	1	1	1	0.005797418152633238	0.0700301821891045	1	0.019726602563124196	1	1	1	1	1	1	1	0.08487023823882023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_CYTOSKELETON_REORGANIZATION	1	1	0.04503963065366523	0.03826259211929406	0.03756287532389457	1	1	1	1	1	1	1	0.08133998803179754	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015225830290925613	1	1	1	1	1	1	1	1	0.03151575374528881	1	1	1	1	1	1	1	1	1	1	1	1	0.08937743478413085	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_BASED_MOVEMENT	1	1	1	0.0232316888180778	0.02268423932014052	1	1	1	1	1	1	1	0.061058430773284766	1	0.004250094284540373	8.794459189165327e-05	0.04024609567442605	1	1	1	1	1	1	1	1	1	1	1	0.02668498237144945	1	1	1	1	1	1	0.03848205042150299	0.04105163277815027	1	1	1	1	1	0.06370763840530158	1	0.005202644144878477	0.031083339588940162	1	0.010215437804776406	1	0.06198482543056849	1	0.054787997200100524	1	0.05658479709956621	1	1	1	0.00016178915620002066	0.0009692217609101883	0.01628191770789289	1	0.04382012504548283	0.012020642084299538	1	0.057755491806863235	1	1	0.056022891147980425	1	1	1	0.016147305520530342	1	0.023543586651733728
GO_ACTIN_FILAMENT_BASED_PROCESS	1	1	0.014640929681537962	0.011541532612558414	0.0015388872794381836	1	1	1	1	1	1	1	0.002065467531082721	0.056739624525690036	0.0004792271963853789	1.6306125823151163e-05	1.9156073965409526e-05	0.08544202753269492	0.01516081475198161	1	1	1	1	1	0.007054526896272395	1	1	1	0.0065061194035117564	1	0.011665699550660658	1	0.008143207518987894	0.02289080896665152	1	0.011782462790890236	0.003717410997391868	1	1	1	0.003977155184059833	1	0.05119862095559158	1	0.02855219772506834	0.003848269558797135	0.029751663134219286	0.016436570961910313	0.02614515739883605	0.06054162982074296	1	1	1	0.006461498589220627	1	1	0.0497783832002181	0.003674335844092269	6.728546891898723e-05	0.06885616416565588	1	1	0.005666934319884409	1	1	1	0.08812809185189707	0.01568010242534501	1	0.06366607707063443	1	0.010833739177377621	1	1
GO_ACTIN_FILAMENT_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01724587385596643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_BUNDLE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06628524510729794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	0.06954860073213964	1	1	0.06453850169522535	0.003615326189320367	1	1	1	1	1	1	1	1	1	1	1	0.0012041529646339422	1	0.017867521567580646	1	0.0561172960547105	0.02786885713819265	1	1	1	1	1	1	0.02381630762059561	1	1	1	1	0.008128067889638824	1	1	0.09281212860558719	1	1	1	1	1	1	1	1	1	0.01461119739082739	1	1	1	1	1	1	1	1	0.06236766181698272	1	1	1	0.06847469728459299	1	1
GO_ACTIN_FILAMENT_DEPOLYMERIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08265881478905845	1	1	0.08196093454780684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.074102291463922	1	1	1	1	1	1	1	1	1	1	0.044746845585015516	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	0.059378309574103616	1	1	0.0444492934379106	0.0009475755110858186	1	1	1	1	1	1	1	1	1	1	1	0.0414723007864205	1	0.05371435478116504	1	0.024997811974883488	0.09442714621595338	1	1	1	1	1	1	0.038655043349709484	1	1	1	1	0.05137296777746858	0.09126126881140528	1	0.09394412103519723	1	1	1	1	1	1	1	1	1	0.026567439213002975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_MEDIATED_CELL_CONTRACTION	1	1	0.07199922616253551	0.01127974949424504	0.011001044440783092	1	1	1	1	1	1	1	0.031406109383083636	1	0.0010860299334199963	1.1610316148713551e-05	0.017760908702226685	1	0.08046306618101862	1	1	1	1	1	1	1	1	1	0.013047672384811193	1	1	1	0.0745515835118098	1	1	0.01504230133519946	0.016145256124607044	1	1	1	0.0908093251422748	1	0.03737158594452661	1	0.0015388624835925846	0.015322696070753206	1	0.003605464132051428	1	0.04203149657402838	1	0.03189724804872218	1	0.025692175968738518	1	1	1	2.978427723376864e-05	0.00017089439638717785	0.005930296609177987	1	0.029451066052228914	0.0037735550927781025	1	0.03908664672722695	1	1	0.03265152313062736	1	1	1	0.00670013826165905	1	0.015634398261775928
GO_ACTIN_MONOMER_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	0.029700816869887126	1	0.07913223600656394	0.08686051183795773	0.04579759750783252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07494058601396825	0.07702704626744139	1	1	1	1	1	1	1	1	1	1	1	0.035810211886589505	1	1	1	1	1	1	1	0.05556150415103134	1	1	0.05259613458029522	1	1	0.07411132699540424	1	1	1	1	1	1	1	1	0.029407526696892172	1	1
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04014927715826466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTION_POTENTIAL	1	0.024596593827529434	0.031653810528313064	0.00044295730982291115	0.002882584919133735	1	1	1	1	1	1	1	1	1	8.139162199771732e-08	6.2293451194017635e-06	0.0071105168930599705	0.001125852177236153	1	0.07076804735561149	1	1	1	1	1	1	1	1	0.019115505892054574	1	0.05509266330280693	1	0.008964362609916066	1	0.014778841323756065	8.504180489354862e-05	9.695730731373864e-05	0.05165522078672047	0.018246592400687822	0.0008352892058782757	0.0006704190313666647	1	0.009425999101634441	0.004624962515630604	0.002954533843785523	9.967432671753595e-05	0.07677370879752954	0.00025523971420005065	1	0.005817818671979724	1	1	1	0.011141630528706203	1	0.0068224891535315635	1	0.00041154261387299496	9.748445770085823e-05	9.37183375163686e-05	1	1	0.00040078648954644525	1	0.048083531473992025	1	1	0.00013359778394872457	1	0.05509266330280693	1	0.010722448043035016	1	0.019416564960113902
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.020444280519516966	1	1	1	1	1	1	0.021293389123623996	1	1	0.009261720016994879	1	1	1	1	1	0.019017081786978696	0.0027507684048914127	1	0.09873568444897496	1	1	1	1	1	1	0.07064607355524355	1	1	1	1	1	1	1	0.021174212060308117	1	1	0.07447640386786891	0.08972306703681665	1	1	0.04006039769179559	1	1	1	0.037902654341372854	0.07534154341398613	1	1	1	1	1	1
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	1	1	1	0.030886602846456945	0.030470732075482676	1	1	1	1	1	1	1	1	1	1	0.03113896745749478	0.082331113844623	1	0.04059212624706099	0.009544278267128226	1	1	1	1	1	1	1	1	0.002946038701441167	1	1	1	0.08959125255308464	1	1	0.024986518933450386	1	1	1	0.018090580134912715	1	1	1	1	0.016144580522571728	0.03649580487068227	0.03172514594676423	1	1	1	1	0.02013929191501329	1	1	1	1	0.09892489303605756	1	1	1	1	1	0.024575111118541382	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	1	1	1	1	0.0779602335560371	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08760386597264247	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_MAPK_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0020149617538549602	1	1	1	1	1	1	1	0.06859733617646313	1	1	1	1	1	1	1	1	1	0.03252385756354237	1	1	1	1	1	1	1	0.009500914615801936	0.02134416139821116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04537633986931988	0.04058368031052917	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01893493816258407	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07874332889606395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	1	1	1	0.030113371090822016	0.00881791287622724	1	1	1	1	1	1	1	1	0.026770349911148128	1	1	1	1	1	1	1	0.06269554221028906	1	1	1	1	1	1	0.09824826457734992	1	1	1	1	1	1	1	1	1	0.09389416430768016	0.008316793631020447	0.01704417188562901	1	1	1	0.016257192865233194	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06653644551448779	1	1	0.03519368672694223	0.0075981615151078374	1	0.05179617714141305	1	1	1	1	1	1	1	1	1
GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY	1	1	1	0.007021078210243559	0.0069216415889733485	1	1	1	1	1	1	1	1	1	1	0.003646068843459749	0.020072917316270478	1	0.009371797116132008	0.0010134026842291144	1	1	1	1	1	1	1	1	0.00029450303877565087	1	1	1	0.022025038833473065	0.026874175130497724	1	0.002861598462392756	1	1	1	0.0040141809701290665	1	1	1	1	0.0017797903626173284	0.008372738407813163	0.0072219087133734705	1	1	1	1	0.0044879194777111	1	1	1	1	0.02457245495878535	1	0.04862661885392672	1	1	1	0.0028100252775813406	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	1	1	0.0775013431773901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08521846700762825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1	1	0.07335062048865515	1	0.09450388449058267	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06400337649830645	1	1	1	1
GO_ACTOMYOSIN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02628157782313012	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0793782115475079	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07097055853545697	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTOMYOSIN_STRUCTURE_ORGANIZATION	1	1	1	1	1	1	1	1	1	1	1	1	0.012886854739448617	1	0.0501417365798722	0.06335066501858166	0.00321154182567418	0.02649788672135245	0.08135581475113018	1	1	1	1	1	1	1	1	1	0.05979085872576562	1	0.008164419292230218	1	1	1	1	1	0.04681228444269592	1	1	1	0.020799782423014057	1	1	1	1	0.0688024774923961	0.054943385648446585	1	0.06279681810988147	1	1	0.025726532829517645	1	1	1	1	0.05572066687058341	0.01445522807118782	0.018040227005426512	0.0493517494554212	1	1	1	1	1	1	1	0.02649788672135245	1	1	1	0.04317852991900517	1	1
GO_ADAPTATION_OF_SIGNALING_PATHWAY	1	1	0.0314459226456838	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029353545336866738	0.006797917794501229	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.032156339123752375	0.0390891098674232	1	0.04876086127956469	1	1	1	1	1	1	1	1	1	0.012388734056562822	1	0.027991505193807775	1	1	1	1	1	1	1	1	0.03580344923633294	1	0.06974028472232918	0.033838778499234445	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADAPTIVE_THERMOGENESIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.059092774563486494	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.015357921784034945	1	1	0.003497960055110494	1	1	1	1	1	1	1	1	1	0.002837454301667708	1	1	1	0.00839921837560964	1	1	0.013042281464274108	1	1	1	1	1	1	1	1	1	1	1	0.007262514415999344	0.005866640481225982	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.02324436869003821	1	0.011350622547722677	0.08589926589392671	0.08445455985431938	1	1	1	1	1	0.02613419744695078	1	1	0.09036683107237076	1	0.004620652225870936	1	1	1	0.006455525560027153	0.009072151429339592	1	1	1	1	1	0.09741393175041035	1	0.004681139748014651	1	1	1	0.0029722866448121943	1	1	0.0006645716246636013	0.034830503190966255	1	0.09178256525310413	1	1	1	1	1	0.015889432572235962	1	0.02139867333927914	0.09951430771493841	1	1	1	0.04971441963017953	1	1	1	0.06390002246661286	0.051234015503958785	0.04103860808098192	0.00908423294555294	0.0007710220298560166	1	1	0.00978939256048672	1	1	1	1	1	1	1	1	0.013797092592226834	1	1
GO_ADENYLATE_CYCLASE_ACTIVITY	1	1	1	0.0021427127092892295	0.002111786898498891	1	1	1	1	1	1	1	1	1	1	0.000595339380891291	0.006295694088844339	1	0.0028774136865957756	0.00015928213382088163	1	1	1	1	1	1	1	1	4.5223164631402746e-05	1	1	1	0.006930567920946373	0.008521056658063797	1	0.00046321605106625086	1	1	1	0.0012136716464205	1	1	1	1	0.00028384718738894144	0.002564341759539346	0.0022052123381102184	1	1	1	1	0.0013591448766806513	1	1	1	1	0.007763770763268951	1	0.015866657858649047	1	1	1	0.0004545860521698586	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021280993457883257	1	1	1	0.00906773943176964	1	1	1	1	1	1	1	1	0.003985359119106913	1	1	1	0.011711762947357873	1	1	0.018106753265995756	1	1	1	0.0020820209720936456	1	1	1	1	0.013194580597850947	0.00437776691907199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017888555904314374	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0021675200060983224	0.0004682665138313613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0023900504602725192	1	1	0.0037523607753235932	1	1	1	1	0.0027434583698735526	1	1	1	0.002703033298124935	0.0008723296071473374	1	0.002060197795203722	1	1	1	1	1	1	1	1	0.0026829290873797706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008096420415379058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005403153125025595	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004918563686116428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
